City/Town,TOWN_ID,Sen14D,Sen14R,POP2010
Marlborough,170,6512,4752,38499
Marshfield,171,5278,5437,25132
Mashpee,172,2971,2893,14006
Mattapoisett,173,1600,1286,6045
Maynard,174,2714,1455,10106
Medfield,175,2553,2736,12024
Medford,176,13973,4818,56173
Medway,177,2491,2561,12752
Melrose,178,7619,3767,26983
Mendon,179,1044,1321,5839
Merrimac,180,1361,1170,6338
Methuen,181,7424,6384,47255
Middleborough,182,3703,4049,23116
Middlefield,183,147,64,521
Middleton,184,1476,1808,8987
Milford,185,4781,3906,27999
Millbury,186,2285,2289,13261
Millis,187,1758,1646,7891
Millville,188,422,567,3190
Milton,189,7201,3921,27003
Monroe,190,16,16,121
Monson,191,1422,1414,8560
Montague,192,2266,677,8437
Monterey,193,282,69,961
Montgomery,194,151,216,838
Mount Washington,195,52,21,167
Nahant,196,1153,638,3410
Nantucket,197,2233,1386,10172
Natick,198,8449,4823,33006
Needham,199,8279,4531,28886
New Ashford,200,77,24,228
New Bedford,201,13017,4070,95072
New Braintree,202,210,208,999
New Marlborough,203,367,179,1509
New Salem,204,287,161,990
Newbury,205,1759,1493,6666
Newburyport,206,5027,2903,17416
Newton,207,23983,7745,85146
Norfolk,208,1778,2318,11227
North Adams,209,2511,687,13708
North Andover,210,5044,5226,28352
North Attleborough,211,4240,4718,28712
North Brookfield,212,777,916,4680
North Reading,213,2981,3048,14892
Northampton,214,9769,1514,28549
Northborough,215,3172,2897,14155
Northbridge,216,2160,3047,15707
Northfield,217,752,385,3032
Norton,218,2957,2872,19031
Norwell,219,2061,2552,10506
Norwood,220,5940,4216,28602
Oak Bluffs,221,1205,556,4527
Oakham,222,332,474,1902
Orange,223,1242,1008,7839
Orleans,224,1919,1488,5890
Otis,225,325,242,1612
Oxford,226,2054,2263,13709
Palmer,227,2079,1799,12140
Paxton,228,847,979,4806
Peabody,229,11279,7344,51251
Pelham,230,576,85,1321
Pembroke,231,3483,3510,17837
Pepperell,232,2092,2329,11497
Peru,233,182,95,847
Petersham,234,337,284,1234
Phillipston,235,325,338,1682
Pittsfield,236,8433,2622,44737
Plainfield,237,247,65,648
Plainville,238,1525,1689,8264
Plymouth,239,10535,10229,56468
Plympton,240,595,648,2820
Princeton,241,820,889,3413
Provincetown,242,1484,140,2942
Quincy,243,16669,9110,92271
Randolph,244,6824,2102,32112
Raynham,245,2280,2351,13383
Reading,246,5871,4480,24747
Rehoboth,247,1665,2068,11608
Revere,248,7731,3095,51755
Richmond,249,493,149,1475
Rochester,250,1002,1162,5232
Rockland,251,3319,2589,17489
Rockport,252,2306,1241,6952
Rowe,253,79,58,393
Rowley,254,1231,1389,5856
Royalston,255,294,220,1258
Russell,256,244,283,1775
Rutland,257,1367,1771,7973
Salem,258,9180,3587,41340
Salisbury,259,1638,1291,8283
Sandisfield,260,174,92,915
Sandwich,261,4074,4769,20675
Saugus,262,5579,3983,26628
Savoy,263,137,64,692
Scituate,264,4331,4001,18133
Seekonk,265,2143,1976,13722
Sharon,266,4646,2190,17612
Sheffield,267,811,310,3257
Shelburne,268,591,174,1893
Sherborn,269,1077,894,4119
Shirley,270,1115,1083,7211
Shrewsbury,271,6766,6084,35608
Shutesbury,272,757,121,1771
Somerset,273,3708,2305,18165
Somerville,274,19000,2920,75754
South Hadley,275,3756,2343,17514
Southampton,276,1381,1201,5792
Southborough,277,2060,2074,9767
Southbridge,278,2236,1390,16719
Southwick,279,1387,2025,9502
Spencer,280,1849,1972,11688
Springfield,281,23734,7444,153060
Sterling,282,1484,2039,7808
Stockbridge,283,675,197,1947
Stoneham,284,5387,3446,21437
Stoughton,285,5497,3500,26962
Stow,286,1821,1289,6590
Sturbridge,287,1656,1849,9268
Sudbury,288,4416,2908,17659
Sunderland,289,880,290,3684
Sutton,290,1520,2251,8963
Swampscott,291,4039,2277,13787
Swansea,292,2435,1977,15865
Taunton,293,8423,5363,55874
Templeton,294,1288,1340,8013
Tewksbury,295,5780,5220,28961
Tisbury,296,1180,422,3949
Tolland,297,68,126,485
Topsfield,298,1481,1574,6085
Townsend,299,1410,1777,8926
Truro,300,808,287,2003
Tyngsborough,301,2149,2226,11292
Tyringham,302,132,44,327
Upton,303,1252,1597,7542
Uxbridge,304,2156,2624,13457
Wakefield,305,5931,4382,24932
Wales,306,295,343,1838
Walpole,307,5048,5172,24070
Waltham,308,10860,5154,60632
Ware,309,1583,1303,9872
Wareham,310,3740,3224,21822
Warren,311,765,760,5135
Warwick,312,249,96,780
Washington,313,173,65,538
Watertown,314,8503,2810,31915
Wayland,315,3657,2043,12994
Webster,316,2199,2047,16767
Wellesley,317,6240,4496,27982
Wellfleet,318,1173,468,2750
Wendell,319,339,59,848
Wenham,320,793,858,4875
West Boylston,321,1466,1566,7669
West Bridgewater,322,1238,1492,6916
West Brookfield,323,700,674,3701
West Newbury,324,1051,1037,4235
West Springfield,325,4173,3698,28391
West Stockbridge,326,513,123,1306
West Tisbury,327,1112,286,2740
Westborough,328,3338,2906,18272
Westfield,329,6194,5825,41094
Westford,330,4736,4242,21951
Westhampton,331,496,294,1607
Westminster,332,1366,1600,7277
Weston,333,2526,2065,11261
Westport,334,3096,2189,15532
Westwood,335,3319,3232,14618
Weymouth,336,11176,8205,53743
Whately,337,487,230,1496
Whitman,338,2632,2383,14489
Wilbraham,339,2821,2956,14219
Williamsburg,340,943,273,2482
Williamstown,341,1989,455,7754
Wilmington,342,4639,4039,22325
Winchendon,343,1295,1380,10300
Winchester,344,5701,3762,21374
Windsor,345,215,105,899
Winthrop,346,4160,2067,17497
Woburn,347,8003,5314,38120
Worcester,348,24897,11923,181045
Worthington,349,379,183,1156
Wrentham,350,1929,2490,10955
Yarmouth,351,5225,4675,23793
