City/Town,Ward,Pct,Clinton/ Kaine,Trump/ Pence,Total Votes Cast,pop by share of vote
Malden,1,2,1025,357,1494,3862.5048923679065
Malden,2,1,856,264,1198,3097.2428788867146
Malden,2,2,908,458,1459,3772.0178299630356
Malden,3,1,1182,358,1660,4291.672102631006
Malden,3,2,1269,462,1888,4881.130680582735
Malden,4,1,829,243,1158,2993.8290932811483
Malden,4,2,694,186,950,2456.0774081322024
Malden,5,1,1018,313,1430,3697.0428353989996
Malden,5,2,1244,515,1902,4917.325505544684
Malden,6,1,1067,444,1608,4157.234181343771
Malden,6,2,987,401,1512,3909.0410958904104
Malden,7,1,941,216,1219,3151.535116329637
Malden,7,2,972,295,1337,3456.605783866058
Malden,8,1,1034,457,1602,4141.722113502935
Malden,8,2,935,356,1389,3591.043705153294
Manchester-by-the-Sea,-,1,2249,954,3623,5136.0
Mansfield,-,1,1142,952,2317,4026.4843714863955
Mansfield,-,2,1142,903,2288,3976.088149314144
Mansfield,-,3,1239,961,2440,4240.2338655273215
Mansfield,-,4,1168,848,2242,3896.149314144367
Mansfield,-,5,1056,702,1989,3456.4857207105915
Mansfield,-,6,1132,707,2065,3588.55857881718
Marblehead,-,1,1420,614,2238,3369.076151390789
Marblehead,-,2,1440,629,2305,3469.937680498556
Marblehead,-,3,1235,623,2052,3089.0725034199727
Marblehead,-,4,1376,674,2288,3444.345949232406
Marblehead,-,5,1322,608,2112,3179.3962608299134
Marblehead,-,6,1318,611,2163,3256.171454628363
Marion,-,1,1861,1159,3323,4907.0
Marlborough,1,1,761,352,1222,2565.760143979058
Marlborough,1,2,994,563,1728,3628.1780104712043
Marlborough,2,1,813,492,1448,3040.278795811518
Marlborough,2,2,772,391,1268,2662.3435863874347
Marlborough,3,1,589,309,1010,2120.636452879581
Marlborough,3,2,1004,562,1724,3619.7794502617803
Marlborough,4,1,473,275,828,1738.5019633507852
Marlborough,4,2,872,554,1609,3378.3208442408377
Marlborough,5,1,598,266,951,1996.7576897905758
Marlborough,5,2,822,457,1436,3015.0831151832463
Marlborough,6,1,646,318,1067,2240.3159358638745
Marlborough,6,2,865,608,1635,3432.911485602094
Marlborough,7,1,701,406,1206,2532.165903141361
Marlborough,7,2,667,406,1204,2527.9666230366493
Marshfield,-,1,1083,1070,2345,3701.9183417085424
Marshfield,-,2,1034,1083,2329,3676.660050251256
Marshfield,-,3,1036,957,2195,3465.1218592964824
Marshfield,-,4,1041,936,2102,3318.3080402010046
Marshfield,-,5,921,933,2041,3222.0108040201003
Marshfield,-,6,1118,1145,2498,3943.4507537688446
Marshfield,-,7,1110,1091,2410,3804.530150753769
Mashpee,-,1,1128,824,2100,3273.886910062333
Mashpee,-,2,804,720,1648,2569.221727515583
Mashpee,-,3,710,640,1482,2310.4287622439892
Mashpee,-,4,890,674,1678,2615.991540516474
Mashpee,-,5,916,981,2076,3236.4710596616205
Mattapoisett,-,1,2125,1820,4314,6045.0
Maynard,-,1,982,446,1580,2621.9178981937603
Maynard,-,2,981,354,1468,2436.060426929392
Maynard,-,3,981,434,1564,2595.366830870279
Maynard,-,4,916,437,1478,2452.654844006568
Medfield,-,1,1130,603,1961,3023.3445313501734
Medfield,-,2,1109,597,1950,3006.385434030004
Medfield,-,3,1141,581,1996,3077.3052955507114
Medfield,-,4,1029,619,1892,2916.9647390691116
Medford,1,1,1221,499,1836,3378.3290094339623
Medford,1,2,1319,513,1982,3646.9760875262054
Medford,2,1,1198,626,1973,3630.4156512054506
Medford,2,2,1187,738,2075,3818.1005961740043
Medford,3,1,1376,670,2201,4049.9467046645705
Medford,3,2,1339,725,2224,4092.2678197064984
Medford,4,1,1013,167,1260,2318.4610849056603
Medford,4,2,1483,441,2105,3873.3020505765203
Medford,5,1,1447,350,1954,3595.4547300838576
Medford,5,2,1246,294,1643,3023.199652777778
Medford,6,1,1793,344,2298,4228.431407232704
Medford,6,2,1378,533,2043,3759.2190448113206
Medford,7,1,891,274,1238,2277.9800183438156
Medford,7,2,1122,426,1656,3047.120283018868
Medford,8,1,1457,574,2178,4007.6255896226417
Medford,8,2,1220,497,1862,3426.1702699161424
Medway,-,1,918,755,1849,3022.877948717949
Medway,-,2,1030,707,1973,3225.602051282051
Medway,-,3,1046,727,1979,3235.4112820512823
Medway,-,4,1015,759,1999,3268.108717948718
Melrose,1,1,836,304,1256,1998.151524084665
Melrose,1,2,806,282,1206,1918.6072755144153
Melrose,2,1,760,422,1315,2092.013737397559
Melrose,2,2,745,339,1173,1866.1080714580507
Melrose,3,1,811,310,1217,1936.10701019987
Melrose,3,2,714,327,1139,1812.0179824302813
Melrose,4,1,762,304,1157,1840.6539119155711
Melrose,4,2,719,516,1362,2166.7853310535934
Melrose,5,1,812,297,1206,1918.6072755144153
Melrose,5,2,759,299,1138,1810.427097458876
Melrose,6,1,759,275,1109,1764.2914332881317
Melrose,6,2,730,416,1251,1990.19709922764
Melrose,7,1,715,369,1201,1910.6528506573904
Melrose,7,2,759,372,1231,1958.3793997995401
Mendon,-,1,1530,1694,3584,5839.0
Merrimac,-,1,923,770,1894,3050.615501905972
Merrimac,-,2,972,852,2041,3287.3844980940275
Methuen,-,1,994,821,1958,3923.222947761194
Methuen,-,2,935,192,1181,2366.3566400949794
Methuen,-,3,937,773,1833,3672.761830054274
Methuen,-,4,961,778,1874,3754.9130766621442
Methuen,-,5,977,600,1688,3382.2269335142464
Methuen,-,6,1041,670,1859,3724.8577425373132
Methuen,-,7,1004,996,2154,4315.945980325644
Methuen,-,8,1001,1336,2531,5071.3367113297145
Methuen,-,9,884,1086,2106,4219.768911126187
Methuen,-,10,1066,741,1946,3899.17868046133
Methuen,-,11,991,1241,2434,4876.978883989145
Methuen,-,12,871,1001,2020,4047.451662143826
Middleborough,-,1,1049,1417,2692,4917.287396286053
Middleborough,-,2,767,857,1820,3324.466218885816
Middleborough,-,3,860,1236,2295,4192.115369419202
Middleborough,-,4,692,818,1708,3119.8836823389966
Middleborough,-,5,783,1243,2247,4104.437139470565
Middleborough,-,6,686,1012,1893,3457.8101935993677
Middlefield,-,1,155,115,307,521.0
Middleton,-,1,1069,1315,2586,4459.869890616004
Middleton,-,2,1090,1348,2625,4527.130109383995
Milford,-,1,611,432,1160,2349.113264863301
Milford,-,2,908,600,1662,3365.7122812093157
Milford,-,3,849,671,1646,3333.310718935339
Milford,-,4,778,465,1365,2764.258281498626
Milford,-,5,1131,887,2207,4469.390496166643
Milford,-,6,960,648,1754,3552.021264284681
Milford,-,7,1074,811,2068,4187.901923911471
Milford,-,8,1059,723,1964,3977.291769130624
Millbury,-,1,749,815,1738,3162.406421514819
Millbury,-,2,888,1042,2090,3802.893798024149
Millbury,-,3,782,832,1799,3273.3999725576286
Millbury,-,4,743,756,1661,3022.299807903403
Millis,-,1,864,636,1677,2620.4370297029704
Millis,-,2,882,615,1686,2634.500198019802
Millis,-,3,874,639,1687,2636.062772277228
Millville,-,1,624,874,1672,3190.0
Milton,-,1,1303,211,1608,2653.7601760176017
Milton,-,2,1376,235,1762,2907.913824715805
Milton,-,3,1230,446,1836,3030.039603960396
Milton,-,4,1224,349,1704,2812.1936193619363
Milton,-,5,897,330,1355,2236.2220388705537
Milton,-,6,1009,636,1803,2975.578107810781
Milton,-,7,907,556,1615,2665.3126145947926
Milton,-,8,966,637,1745,2879.857902456912
Milton,-,9,873,697,1722,2841.899889988999
Milton,-,10,967,189,1212,2000.2222222222222
Monroe,-,1,25,26,59,121.0
Monson,-,A,625,784,1559,2851.5042735042734
Monson,-,B,622,736,1531,2800.290598290598
Monson,-,C,675,739,1590,2908.2051282051284
Montague,-,1,729,182,1000,1878.6461812513917
Montague,-,2,418,206,748,1405.227343576041
Montague,-,3,411,218,712,1337.596081050991
Montague,-,4,490,208,787,1478.4945446448453
Montague,-,5,388,91,553,1038.8913382320197
Montague,-,6,422,190,691,1298.1445112447116
Monterey,-,1,417,88,554,961.0
Montgomery,-,1,199,281,530,838.0
Mount Washington,-,1,76,19,107,167.0
Nahant,-,1,1347,864,2378,3410.0
Nantucket,-,1,4146,1892,6583,10172.0
Natick,-,1,974,260,1384,2272.9911927153307
Natick,-,2,1459,525,2175,3572.0779220779223
Natick,-,3,1324,556,2050,3366.7860874757425
Natick,-,4,1229,441,1852,3041.6038214658906
Natick,-,5,1258,581,2018,3314.2313778175844
Natick,-,6,1246,532,1934,3176.27526496492
Natick,-,7,1478,457,2093,3437.4064785788923
Natick,-,8,1407,497,2113,3470.2531721152413
Natick,-,9,1403,446,2035,3342.151067323481
Natick,-,10,1642,575,2443,4012.2236154649945
Needham,-,A,1086,443,1656,2589.6067561715026
Needham,-,B,1224,462,1851,2894.542334343872
Needham,-,C,1281,369,1825,2853.8842572542226
Needham,-,D,1268,415,1836,2871.0857514075356
Needham,-,E,1277,420,1895,2963.3483109571243
Needham,-,F,1312,376,1842,2880.4683845820705
Needham,-,G,1336,369,1903,2975.8584885231703
Needham,-,H,1285,445,1883,2944.583044608056
Needham,-,I,1396,312,1878,2936.764183629277
Needham,-,J,1332,408,1903,2975.8584885231703
New Ashford,-,1,101,39,161,228.0
New Bedford,1,A,610,476,1196,3383.3049273982388
New Bedford,1,B,624,493,1193,3374.8183765770054
New Bedford,1,C,656,470,1209,3420.0799809569153
New Bedford,1,D,621,534,1237,3499.287788621757
New Bedford,1,E,626,431,1144,3236.2047131635322
New Bedford,1,F,658,539,1297,3669.0188050464176
New Bedford,2,A,272,74,365,1032.5303499166864
New Bedford,2,B,540,237,833,2356.432278029041
New Bedford,2,C,378,210,645,1824.6084265651034
New Bedford,2,D,435,333,839,2373.4053796715066
New Bedford,2,E,529,374,990,2800.561771006903
New Bedford,2,F,547,344,967,2735.498214710783
New Bedford,3,A,394,121,547,1547.3810997381577
New Bedford,3,B,537,119,713,2016.9702451797193
New Bedford,3,C,436,169,661,1869.8700309450132
New Bedford,3,D,533,209,786,2223.4763151630564
New Bedford,3,E,714,392,1187,3357.8452749345397
New Bedford,3,F,699,342,1125,3182.45655796239
New Bedford,4,A,559,80,667,1886.8431325874792
New Bedford,4,B,801,226,1102,3117.3930016662703
New Bedford,4,C,787,182,1048,2964.635086884075
New Bedford,4,D,637,228,936,2647.8038562247084
New Bedford,4,E,539,256,879,2486.5593906212807
New Bedford,4,F,646,185,903,2554.451797191145
New Bedford,5,A,483,197,735,2079.2049512020944
New Bedford,5,B,717,233,1028,2908.058081409188
New Bedford,5,C,551,304,923,2611.028802666032
New Bedford,5,D,811,299,1200,3394.6203284932158
New Bedford,5,E,822,501,1404,3971.705784337062
New Bedford,5,F,795,429,1346,3807.6324684598903
New Bedford,6,A,634,414,1128,3190.943108783623
New Bedford,6,B,589,337,997,2820.3637229231135
New Bedford,6,C,395,101,510,1442.7136396096166
New Bedford,6,D,311,115,455,1287.1268745536777
New Bedford,6,E,432,150,618,1748.2294691740062
New Bedford,6,F,494,223,795,2248.9359676267554
New Braintree,-,1,246,326,623,999.0
New Marlborough,-,1,564,218,871,1509.0
New Salem,-,1,337,208,614,990.0
Newbury,-,1,1290,793,2296,3310.6502271252434
Newbury,-,2,1175,923,2327,3355.3497728747566
Newburyport,1,P,266,204,506,760.7472375690609
Newburyport,1,1,1023,335,1503,2259.689917127072
Newburyport,2,1,1412,400,1979,2975.3335635359117
Newburyport,3,1,1260,463,1874,2817.4709944751385
Newburyport,4,1,1386,501,2074,3118.161602209945
Newburyport,5,1,935,577,1741,2617.5117403314916
Newburyport,6,1,1103,634,1907,2867.084944751381
Newton,1,1,912,394,1412,2532.729823674398
Newton,1,2,1206,201,1499,2688.783290147254
Newton,1,3,1224,162,1488,2669.0523920874675
Newton,1,4,976,413,1524,2733.626240283132
Newton,2,1,1149,284,1539,2760.532010364659
Newton,2,2,840,154,1067,1913.8971117992796
Newton,2,3,1428,193,1725,3094.1635593755923
Newton,2,4,1389,197,1687,3026.0022751690576
Newton,3,1,1252,295,1652,2963.2221449788285
Newton,3,2,1300,184,1595,2860.980218669026
Newton,3,3,1138,364,1607,2882.5048347342477
Newton,3,4,1136,370,1592,2855.5990646527207
Newton,4,1,1083,253,1434,2572.191619793971
Newton,4,2,1141,174,1401,2512.998925614612
Newton,4,3,836,173,1087,1949.771471907982
Newton,4,4,1030,315,1453,2606.2722618972384
Newton,5,1,1044,246,1400,2511.205207609177
Newton,5,2,1260,164,1501,2692.370726158124
Newton,5,3,1497,202,1814,3253.8044618593185
Newton,5,4,1468,201,1776,3185.643177652784
Newton,6,1,1030,284,1418,2543.492131707009
Newton,6,2,1313,170,1577,2828.6932945711937
Newton,6,3,1455,151,1694,3038.5583012071033
Newton,6,4,1483,156,1783,3198.1992036908296
Newton,7,1,1038,228,1402,2514.7926436200464
Newton,7,2,1418,234,1782,3196.405485685395
Newton,7,3,496,71,605,1085.1993932882513
Newton,7,4,590,139,795,1426.005814320925
Newton,8,1,1245,420,1801,3230.486127788662
Newton,8,2,1133,386,1642,2945.284964924477
Newton,8,3,1192,339,1645,2950.6661189407823
Newton,8,4,761,247,1072,1922.8657018264553
Norfolk,-,1,609,555,1320,2412.8362097036797
Norfolk,-,2,1313,1002,2636,4818.360794529469
Norfolk,-,3,1034,901,2186,3995.802995766851
North Adams,1,1,793,367,1272,2965.9084878380677
North Adams,2,2,721,270,1108,2583.5114815444804
North Adams,3,3,669,218,991,2310.7038612008846
North Adams,4,4,816,414,1340,3124.4633441061405
North Adams,5,5,731,301,1168,2723.412825310427
North Andover,-,1,1017,717,1918,3317.6216216216217
North Andover,-,2,1098,823,2140,3701.6216216216217
North Andover,-,3,1095,770,2040,3528.6486486486488
North Andover,-,4,1242,859,2316,4006.054054054054
North Andover,-,5,818,540,1485,2568.6486486486488
North Andover,-,6,1039,1005,2250,3891.891891891892
North Andover,-,7,1215,769,2163,3741.4054054054054
North Andover,-,8,975,908,2079,3596.1081081081084
North Attleborough,-,1,668,596,1395,2595.1302319554234
North Attleborough,-,2,767,768,1741,3238.796941816768
North Attleborough,-,3,753,846,1828,3400.643773487106
North Attleborough,-,4,694,541,1387,2580.247764675392
North Attleborough,-,5,705,689,1587,2952.3094466761695
North Attleborough,-,6,882,814,1901,3536.4462874173905
North Attleborough,-,7,914,872,1991,3703.8740443177403
North Attleborough,-,8,881,802,1857,3454.592717377219
North Attleborough,-,9,795,788,1747,3249.9587922767914
North Brookfield,-,1,907,1413,2591,4680.0
North Reading,-,1,1066,1023,2329,3788.8866069477826
North Reading,-,2,1018,920,2161,3515.579200349574
North Reading,-,3,1067,1031,2281,3710.7987764911513
North Reading,-,4,1132,1012,2383,3876.7354162114925
Northampton,1,A,817,106,1020,1713.4439541041484
Northampton,1,B,1113,173,1435,2410.5804648426006
Northampton,2,A,1115,48,1260,2116.607237422771
Northampton,2,B,694,41,798,1340.5179170344218
Northampton,3,A,1104,100,1349,2266.1136216534273
Northampton,3,B,1000,97,1263,2121.6467784642546
Northampton,4,A,810,52,980,1646.2500735510446
Northampton,4,B,974,82,1190,1999.0179464548396
Northampton,5,A,948,137,1164,1955.3419240953224
Northampton,5,B,998,114,1194,2005.73733451015
Northampton,6,A,868,295,1268,2130.0460135333924
Northampton,6,B,1033,234,1388,2331.627655192704
Northampton,7,A,1037,189,1351,2269.4733156810826
Northampton,7,B,1001,210,1335,2242.5957634598412
Northborough,-,1,1335,751,2343,3658.191594970219
Northborough,-,2,1196,714,2139,3339.680675049636
Northborough,-,3,1319,721,2267,3539.5306640194135
Northborough,-,4,1280,778,2317,3617.597065960732
Northbridge,-,1,857,994,2116,3953.373617223742
Northbridge,-,2,903,950,2103,3929.0854050196263
Northbridge,-,3,763,832,1787,3338.695016058047
Northbridge,-,4,902,1201,2401,4485.845961698585
Northfield,-,1,1013,533,1757,3032.0
Norton,-,1,996,1035,2336,4427.488895528334
Norton,-,2,971,977,2160,4093.9109650433224
Norton,-,3,1007,876,2054,3893.0060750921225
Norton,-,4,991,943,2178,4128.026889752016
Norton,-,5,590,597,1313,2488.5671745842046
Norwell,-,1,1003,926,2140,3322.9145728643216
Norwell,-,2,1130,991,2325,3610.175879396985
Norwell,-,3,1144,920,2301,3572.9095477386936
Norwood,-,1,1081,701,1952,3464.3276247207746
Norwood,-,2,1003,625,1767,3135.997393894266
Norwood,-,3,1049,620,1853,3288.626582278481
Norwood,-,4,1115,721,2028,3599.2092330603123
Norwood,-,5,893,403,1420,2520.156366344006
Norwood,-,6,821,513,1479,2624.867088607595
Norwood,-,7,905,660,1706,3027.737155621742
Norwood,-,8,1116,651,1930,3425.282948622487
Norwood,-,9,1017,798,1981,3515.7956068503354
Oak Bluffs,-,1,2098,738,3049,4527.0
Oakham,-,1,435,633,1184,1902.0
Orange,-,1,714,799,1724,3934.3336244541483
Orange,-,2,773,751,1711,3904.666375545851
Orleans,-,1,2687,1511,4595,5890.0
Otis,-,1,431,407,924,1612.0
Oxford,-,1,703,882,1780,3473.597153024911
Oxford,-,2,682,907,1740,3395.538790035587
Oxford,-,3,707,920,1837,3584.8303202846973
Oxford,-,4,652,867,1668,3255.033736654804
Palmer,-,1,572,743,1459,2860.045212336509
Palmer,-,1A,81,118,218,427.3405457774908
Palmer,-,2,633,863,1686,3305.028257710318
Palmer,-,3,602,577,1323,2593.4474406588083
Palmer,-,4,587,782,1507,2954.1385435168736
Paxton,-,1,1213,1197,2708,4806.0
Peabody,1,1,847,644,1658,2976.432029142877
Peabody,1,2,841,860,1843,3308.5429612245616
Peabody,1,3,838,846,1829,3283.410242040001
Peabody,2,1,765,333,1188,2132.6907422326526
Peabody,2,2,729,368,1169,2098.58205191075
Peabody,2,3,696,630,1461,2622.7787663315703
Peabody,3,1,670,288,1030,1849.0500542926195
Peabody,3,2,759,458,1310,2351.7044379838176
Peabody,3,3,806,580,1509,2708.948089250061
Peabody,4,1,771,632,1551,2784.346246803741
Peabody,4,2,791,599,1505,2701.767312340187
Peabody,4,3,455,372,884,1586.9516970822094
Peabody,4,3A,924,410,1406,2524.0430838207994
Peabody,5,1,834,848,1800,3231.349609443413
Peabody,5,2,673,692,1457,2615.5979894216957
Peabody,5,3,784,712,1610,2890.262706224386
Peabody,6,1,756,928,1817,3261.8679113103785
Peabody,6,2,734,908,1759,3157.746646117202
Peabody,6,3,722,928,1763,3164.927423027076
Pelham,-,1,748,98,915,1321.0
Pembroke,-,1,1049,1035,2281,3832.5355124340617
Pembroke,-,2,865,927,2018,3390.642991710625
Pembroke,-,3,893,1034,2132,3582.1857573474003
Pembroke,-,4,948,954,2127,3573.784758854559
Pembroke,-,5,875,963,2058,3457.8509796533535
Pepperell,-,1,965,1053,2299,3860.882705229331
Pepperell,-,2,1023,1008,2318,3892.790826760152
Pepperell,-,3,944,1037,2229,3743.3264680105167
Peru,-,1,255,207,519,847.0
Petersham,-,1,417,312,827,1234.0
Phillipston,-,1,374,550,1030,1682.0
Pittsfield,1,A,789,309,1202,2625.9338802617444
Pittsfield,1,B,980,366,1475,3222.3398281082136
Pittsfield,2,A,617,143,856,1870.0494188885634
Pittsfield,2,B,1048,370,1534,3351.2334212325422
Pittsfield,3,A,1233,326,1696,3705.144643031546
Pittsfield,3,B,1248,414,1824,3984.778200996191
Pittsfield,4,A,1162,402,1722,3761.9452094931144
Pittsfield,4,B,1342,528,2026,4426.074909659147
Pittsfield,5,A,959,273,1362,2975.47582771755
Pittsfield,5,B,1030,414,1588,3469.203828498877
Pittsfield,6,A,1115,328,1567,3423.3264478953024
Pittsfield,6,B,713,253,1057,2309.16149037992
Pittsfield,7,A,658,226,997,2178.0832600839926
Pittsfield,7,B,1013,419,1572,3434.249633753296
Plainfield,-,1,263,107,419,648.0
Plainville,-,1,797,735,1715,2843.651685393258
Plainville,-,2,710,708,1589,2634.7303370786512
Plainville,-,3,709,780,1680,2785.61797752809
Plymouth,-,1,839,643,1630,2787.2343518154016
Plymouth,-,2,1040,879,2125,3633.664415710263
Plymouth,-,3,981,635,1806,3088.1872634224633
Plymouth,-,4,1064,769,2000,3419.9194500802473
Plymouth,-,5,1042,1073,2315,3958.5567634678864
Plymouth,-,6,1102,944,2266,3874.7687369409196
Plymouth,-,7,1005,953,2172,3714.0325227871485
Plymouth,-,8,1045,1052,2326,3977.366320443327
Plymouth,-,9,764,903,1888,3228.4039608757535
Plymouth,-,10,677,661,1475,2522.1905944341825
Plymouth,-,11,1126,1111,2448,4185.981406898222
Plymouth,-,12,963,1048,2206,3772.171153438512
Plymouth,-,13,1017,982,2172,3714.0325227871485
Plymouth,-,14,887,1069,2191,3746.5217575629104
Plymouth,-,15,2050,1587,4003,6844.968779335614
Plympton,-,1,727,883,1808,2820.0
Princeton,-,1,1183,898,2345,3413.0
Provincetown,-,1,2082,208,2399,2942.0
Quincy,1,1,883,439,1430,3127.311575654152
Quincy,1,2,743,335,1154,2523.718572241183
Quincy,1,3,912,396,1439,3146.9939562002273
Quincy,1,4,907,745,1808,3953.971558589306
Quincy,1,5,978,772,1918,4194.533987485779
Quincy,2,1,872,496,1494,3267.275170648464
Quincy,2,2,812,362,1262,2759.907138794084
Quincy,2,3,398,173,611,1336.2149459613197
Quincy,2,3A,146,135,308,673.5748009101252
Quincy,2,4,778,351,1231,2692.1122724687143
Quincy,2,5,886,483,1489,3256.3405147895337
Quincy,3,1,977,493,1625,3553.763154152446
Quincy,3,2,910,375,1415,3094.5076080773606
Quincy,3,3,642,257,969,2119.136305460751
Quincy,3,4,905,613,1630,3564.6978100113765
Quincy,3,5,658,227,963,2106.014718430034
Quincy,4,1,954,433,1487,3251.9666524459612
Quincy,4,2,980,587,1687,3689.3528868031854
Quincy,4,3,909,632,1643,3593.1279152445964
Quincy,4,4,807,271,1173,2565.2702645051195
Quincy,4,5,818,404,1334,2917.366183162685
Quincy,5,1,855,333,1307,2858.31904152446
Quincy,5,2,868,337,1290,2821.1412116040956
Quincy,5,3,920,441,1486,3249.779721274175
Quincy,5,4,758,401,1283,2805.8326934015927
Quincy,5,5,900,482,1512,3306.6399317406144
Quincy,6,1,817,373,1292,2825.515073947668
Quincy,6,2,624,259,975,2132.2578924914674
Quincy,6,3,1013,561,1703,3724.343785551763
Quincy,6,4,827,330,1267,2770.841794653015
Quincy,6,5,1020,825,2007,4389.170861774744
Randolph,-,1,974,263,1299,2707.6131377385436
Randolph,-,2,930,158,1143,2382.4494352849542
Randolph,-,3,907,244,1213,2528.356224847462
Randolph,-,4,988,289,1347,2807.663507724263
Randolph,-,5,822,286,1180,2459.57159548228
Randolph,-,6,908,235,1191,2482.4998052706737
Randolph,-,7,958,272,1297,2703.4443723224717
Randolph,-,8,1070,196,1339,2790.9884460599765
Randolph,-,9,1051,203,1315,2740.963261067117
Randolph,-,10,990,284,1330,2772.2290016876545
Randolph,-,11,957,348,1388,2893.123198753732
Randolph,-,12,954,320,1364,2843.0980137608726
Raynham,-,1,762,821,1738,2976.6641924750447
Raynham,-,1A,105,121,254,435.0245712823138
Raynham,-,2,710,862,1698,2908.156385973893
Raynham,-,2A,113,187,331,566.9020987970309
Raynham,-,3,818,969,1967,3368.871384694139
Raynham,-,4,819,846,1826,3127.381366777579
Reading,-,1,1173,811,2154,3415.8947773149634
Reading,-,2,1051,655,1870,2965.5168215315603
Reading,-,3,1189,810,2188,3469.8132649791733
Reading,-,4,1121,617,1910,3028.950336430631
Reading,-,5,1192,544,1915,3036.879525793015
Reading,-,6,893,555,1578,2502.4521627683434
Reading,-,7,1167,666,2022,3206.5641781480294
Reading,-,8,1062,715,1968,3120.928933034284
Rehoboth,-,1,879,1173,2268,3773.3902823563135
Rehoboth,-,2,918,1180,2308,3839.940375519564
Rehoboth,-,3,987,1221,2401,3994.669342124122
Revere,1,1,763,357,1218,3139.165878193317
Revere,1,2,678,323,1071,2760.3010308251583
Revere,1,3,693,314,1093,2817.001892336039
Revere,2,1,622,188,863,2224.2201583586475
Revere,2,2,575,201,820,2113.395747223744
Revere,2,3,340,58,418,1077.3163687067376
Revere,2,3A,120,43,174,448.45226831333105
Revere,3,1,662,423,1138,2932.980927244659
Revere,3,2,694,350,1114,2871.125441960062
Revere,3,3,676,406,1137,2930.403615357801
Revere,4,1,698,436,1202,3097.9288880035856
Revere,4,2,659,351,1084,2793.8060853543147
Revere,4,3,699,471,1231,3172.670932722474
Revere,5,1,512,413,986,2541.229520442209
Revere,5,1A,338,227,596,1536.0778845675015
Revere,5,2,319,203,564,1453.6039041880383
Revere,5,2A,350,122,501,1291.2332553159702
Revere,5,3,688,403,1152,2969.0632936606744
Revere,6,1,632,664,1378,3551.5357800906327
Revere,6,2,656,684,1409,3631.432448583238
Revere,6,3,590,258,932,2402.054678551865
Richmond,-,1,706,218,1005,1475.0
Rochester,-,1,1368,1743,3434,5232.0
Rockland,-,1,811,753,1718,3142.5689781403617
Rockland,-,2,852,829,1812,3314.5139629745845
Rockland,-,3,583,515,1217,2226.1387930132832
Rockland,-,4,672,633,1437,2628.563225604016
Rockland,-,5,705,774,1630,2981.599205104069
Rockland,-,6,780,809,1747,3195.615835163686
Rockport,-,1,773,338,1227,1714.2491961414792
Rockport,-,2,1103,464,1723,2407.2138263665593
Rockport,-,3,1246,569,2026,2830.5369774919614
Rowe,-,1,122,99,241,393.0
Rowley,-,1,1679,1809,3905,5856.0
Royalston,-,1,193,179,414,741.8974358974359
Royalston,-,2,121,142,288,516.1025641025641
Russell,-,1,278,480,848,1775.0
Rutland,-,1,624,778,1578,2542.723120452708
Rutland,-,2,693,844,1740,2803.763136620857
Rutland,-,3,705,722,1630,2626.513742926435
Salem,1,1,1270,468,1905,3550.1374926745707
Salem,1,2,836,83,970,1807.6815579497816
Salem,2,1,1332,350,1861,3468.13956633458
Salem,2,2,1428,298,1908,3555.7282603795697
Salem,3,1,939,329,1383,2577.3439120046883
Salem,3,2,902,476,1467,2733.8854077446695
Salem,4,1,941,503,1561,2909.062795834648
Salem,4,2,890,590,1598,2978.01559752964
Salem,5,1,1145,392,1675,3121.5119686246226
Salem,5,2,1066,277,1457,2715.249515394672
Salem,6,1,1102,459,1718,3201.646305729613
Salem,6,2,972,402,1508,2810.29256637966
Salem,7,1,1067,366,1558,2903.472028129649
Salem,7,2,1060,465,1614,3007.8330252896358
Salisbury,-,1,825,740,1726,2972.2365904365906
Salisbury,-,2,726,726,1607,2767.314137214137
Salisbury,-,3,547,783,1477,2543.449272349272
Sandisfield,-,1,254,190,488,915.0
Sandwich,-,1,1247,988,2415,3863.6636229977557
Sandwich,-,2,1160,990,2337,3738.8744873481387
Sandwich,-,3,967,937,2076,3321.3108411359594
Sandwich,-,4,946,1011,2122,3394.904433954964
Sandwich,-,5,899,936,2025,3239.717944749671
Sandwich,-,6,798,984,1948,3116.5286698135105
Saugus,-,1,631,642,1382,2500.3326538931924
Saugus,-,2,658,662,1427,2581.747248267428
Saugus,-,3,643,671,1439,2603.4578067672237
Saugus,-,4,565,650,1307,2364.641663269466
Saugus,-,5,615,897,1623,2936.3530370974318
Saugus,-,6,677,700,1485,2686.681614349776
Saugus,-,7,613,898,1617,2925.4977578475336
Saugus,-,8,673,712,1484,2684.8724011414597
Saugus,-,9,681,838,1611,2914.6424785976355
Saugus,-,10,629,635,1343,2429.7733387688545
Savoy,-,1,184,163,401,692.0
Scituate,-,1,1064,827,2104,3149.1400742880724
Scituate,-,2,1054,764,2009,3006.9498142798184
Scituate,-,3,1132,689,2008,3005.453074700784
Scituate,-,4,1065,812,2059,3081.786793231531
Scituate,-,5,1119,653,1975,2956.060668592654
Scituate,-,6,1078,712,1960,2933.6095749071396
Seekonk,-,1,823,932,1910,3327.2844991748125
Seekonk,-,2,1018,963,2168,3776.729211628793
Seekonk,-,3,907,846,1884,3281.9916211755744
Seekonk,-,4,915,831,1915,3335.9946680208204
Sharon,-,1,1557,438,2184,3653.553191489362
Sharon,-,2,1374,504,2011,3364.146276595745
