City/Town,Ward,Pct,Martha Coakley,Scott P. Brown,Total Votes Cast,pop by share of vote
Montague,-,1,531,190,730,2042.789386
Montague,-,2,316,145,467,1306.825539
Montague,-,3,291,234,544,1522.297844
Montague,-,4,315,217,539,1508.306136
Montague,-,5,219,60,287,803.1240464
Montague,-,6,271,168,448,1253.657048
Monterey,-,1,298,102,403,961
Montgomery,-,1,123,267,395,838
Mount Washington,-,1,62,21,84,167
Nahant,-,1,877,880,1791,3410
Nantucket,-,1,2141,2032,4237,10172
Natick,-,1,504,425,940,2166.897611
Natick,-,2,768,749,1536,3540.802905
Natick,-,3,723,772,1501,3460.120548
Natick,-,4,626,543,1193,2750.115798
Natick,-,5,674,725,1406,3241.125576
Natick,-,6,717,768,1499,3455.510127
Natick,-,7,872,707,1596,3679.115519
Natick,-,8,698,604,1321,3045.182707
Natick,-,9,752,719,1486,3425.542394
Natick,-,10,877,947,1840,4241.586814
Needham,-,A,636,610,1255,2479.273013
Needham,-,B,686,654,1346,2659.045001
Needham,-,C,676,677,1358,2682.751197
Needham,-,D,700,649,1356,2678.800164
Needham,-,E,797,791,1597,3154.899603
Needham,-,F,853,649,1509,2981.054165
Needham,-,G,810,717,1533,3028.466557
Needham,-,H,817,803,1625,3210.214061
Needham,-,I,950,738,1695,3348.500205
Needham,-,J,733,611,1348,2662.996033
New Ashford,-,1,68,39,109,228
New Bedford,1,A,356,334,699,3156.722782
New Bedford,1,B,400,455,867,3915.420103
New Bedford,1,C,295,285,590,2664.472734
New Bedford,1,D,367,349,724,3269.624169
New Bedford,1,E,361,303,673,3039.305339
New Bedford,1,F,331,360,697,3147.690671
New Bedford,1,G,338,347,700,3161.238837
New Bedford,2,A,76,57,135,609.66749
New Bedford,2,B,162,111,283,1278.043701
New Bedford,2,C,212,134,353,1594.167585
New Bedford,2,D,216,183,403,1819.970359
New Bedford,2,E,1145,477,1637,7392.782823
New Bedford,2,F,247,109,366,1652.876306
New Bedford,2,G,272,256,533,2407.057572
New Bedford,3,A,106,66,173,781.2775983
New Bedford,3,B,201,120,331,1494.814364
New Bedford,3,C,175,105,285,1287.075812
New Bedford,3,D,161,94,270,1219.33498
New Bedford,3,E,355,256,621,2804.470454
New Bedford,3,F,390,243,647,2921.887897
New Bedford,3,G,281,203,489,2208.351131
New Bedford,4,A,212,46,267,1205.786814
New Bedford,4,B,300,58,369,1666.424473
New Bedford,4,C,399,99,515,2325.768573
New Bedford,4,D,232,110,349,1576.103363
New Bedford,4,E,317,117,449,2027.708911
New Bedford,4,F,289,167,464,2095.449743
New Bedford,4,G,357,90,455,2054.805244
New Bedford,5,A,217,94,318,1436.105643
New Bedford,5,B,365,182,550,2483.830515
New Bedford,5,C,236,126,370,1670.940528
New Bedford,5,D,429,233,673,3039.305339
New Bedford,5,E,426,337,767,3463.814554
New Bedford,5,F,343,244,603,2723.181455
New Bedford,5,G,488,390,891,4023.805434
New Bedford,6,A,362,270,638,2881.243397
New Bedford,6,B,333,232,575,2596.731902
New Bedford,6,C,187,59,252,1138.045981
New Bedford,6,D,122,75,203,916.7592628
New Bedford,6,E,150,58,218,984.500095
New Bedford,6,F,167,91,264,1192.238647
New Bedford,6,G,236,143,386,1743.197416
New Braintree,-,1,169,285,460,999
New Marlborough,-,1,366,227,599,1509
New Salem,-,1,259,195,466,990
Newbury,-,1,777,977,1772,3376.830189
Newbury,-,2,637,1071,1726,3289.169811
Newburyport,1,P,179,215,395,808.2857479
Newburyport,1,1,611,479,1096,2242.737164
Newburyport,2,1,858,508,1376,2815.699213
Newburyport,3,1,745,636,1400,2864.810246
Newburyport,4,1,732,663,1410,2885.273176
Newburyport,5,1,488,771,1268,2594.699565
Newburyport,6,1,657,902,1566,3204.494889
Newton,1,1,530,427,969,2354.502426
Newton,1,2,828,288,1124,2731.125621
Newton,1,3,691,259,960,2332.633982
Newton,1,4,363,424,796,1934.142343
Newton,2,1,889,497,1396,3392.038582
Newton,2,2,786,315,1106,2687.388734
Newton,2,3,1408,411,1828,4441.723874
Newton,3,1,722,430,1162,2823.459049
Newton,3,2,881,321,1208,2935.231094
Newton,3,3,598,422,1026,2493.002568
Newton,3,4,626,429,1062,2580.476343
Newton,4,1,720,383,1111,2699.537869
Newton,4,2,796,289,1093,2655.800982
Newton,4,3,667,307,984,2390.949832
Newton,4,4,616,405,1034,2512.441185
Newton,5,1,600,328,937,2276.74796
Newton,5,2,1031,301,1335,3243.819131
Newton,5,3,895,384,1282,3115.038297
Newton,5,4,942,338,1285,3122.327778
Newton,6,1,981,389,1378,3348.301695
Newton,6,2,864,298,1174,2852.616974
Newton,6,3,1058,243,1310,3183.073455
Newton,6,4,1069,354,1436,3489.231665
Newton,7,1,590,411,1010,2454.125335
Newton,7,2,924,390,1320,3207.371725
Newton,7,3,345,156,505,1227.062668
Newton,7,4,496,286,788,1914.703727
Newton,8,1,674,572,1251,3039.713658
Newton,8,2,522,439,962,2337.493636
Newton,8,3,783,476,1264,3071.30141
Newton,8,4,561,380,946,2298.616403
Norfolk,-,1,442,1027,1476,3493.054806
Norfolk,-,2,460,1019,1490,3526.186762
Norfolk,-,3,374,957,1340,3171.201518
Norfolk,-,4,123,312,438,1036.556914
North Adams,1,1,576,185,770,2739.465352
North Adams,2,2,599,198,804,2860.428757
North Adams,3,3,483,141,632,2248.496237
North Adams,4,4,688,287,977,3475.919024
North Adams,5,5,508,154,670,2383.690631
North Andover,-,1,469,690,1170,3034.657396
North Andover,-,2,457,772,1239,3213.624371
North Andover,-,3,509,791,1309,3395.18507
North Andover,-,4,572,1013,1596,4139.583936
North Andover,-,5,254,379,636,1649.608636
North Andover,-,6,456,1230,1699,4406.737535
North Andover,-,7,637,1054,1699,4406.737535
North Andover,-,8,474,1091,1583,4105.86552
North Attleborough,-,1,198,484,691,1814.522773
North Attleborough,-,2,308,673,991,2602.304006
North Attleborough,-,3,439,1298,1750,4595.390525
North Attleborough,-,4,271,547,828,2174.276203
North Attleborough,-,5,258,677,947,2486.762758
North Attleborough,-,6,337,953,1302,3418.970551
North Attleborough,-,7,422,1029,1464,3844.372416
North Attleborough,-,8,419,1193,1626,4269.774282
North Attleborough,-,9,377,950,1335,3505.626486
North Brookfield,-,1,528,1225,1771,4680
North Reading,-,1,538,1304,1856,4207.573756
North Reading,-,2,479,956,1444,3273.564926
North Reading,-,3,500,1012,1527,3461.726899
North Reading,-,4,618,1103,1742,3949.134419
Northampton,1,A,489,120,621,1476.549429
Northampton,1,B,840,243,1089,2589.311318
Northampton,2,A,634,69,705,1676.275922
Northampton,2,B,501,52,555,1319.621471
Northampton,3,A,727,119,856,2035.30807
Northampton,3,B,673,120,800,1902.157075
Northampton,4,A,495,39,539,1281.578329
Northampton,4,B,896,170,1075,2556.02357
Northampton,5,A,670,165,845,2009.153411
Northampton,5,B,725,178,912,2168.459066
Northampton,6,A,603,327,945,2246.923045
Northampton,6,B,757,337,1108,2634.487549
Northampton,7,A,678,202,899,2137.549013
Northampton,7,B,742,307,1058,2515.602732
Northborough,-,1,610,915,1544,3422.91621
Northborough,-,2,625,927,1571,3482.772905
Northborough,-,3,634,975,1619,3589.184808
Northborough,-,4,623,1012,1651,3660.126077
Northbridge,-,1,475,957,1455,4005.202419
Northbridge,-,2,422,1097,1539,4236.430599
Northbridge,-,3,312,645,975,2683.898528
Northbridge,-,4,430,1289,1737,4781.468454
Northfield,-,1,744,508,1275,3032
Norton,-,1,482,986,1479,4205.415957
Norton,-,2,515,1101,1629,4631.928732
Norton,-,3,463,765,1240,3525.838936
Norton,-,4,468,1038,1518,4316.309278
Norton,-,5,282,534,827,2351.507097
Norwell,-,1,540,1058,1609,3247.676081
Norwell,-,2,563,1238,1812,3657.420173
Norwell,-,3,581,1191,1784,3600.903746
Norwood,-,1,525,724,1262,3212.506586
Norwood,-,2,482,679,1175,2991.042186
Norwood,-,3,548,705,1272,3237.962264
Norwood,-,4,628,971,1616,4113.637593
Norwood,-,5,315,350,671,1708.076006
Norwood,-,6,445,634,1092,2779.760057
Norwood,-,7,478,741,1232,3136.139551
Norwood,-,8,599,751,1363,3469.608936
Norwood,-,9,514,1015,1553,3953.266821
Oak Bluffs,-,1,1178,735,1939,4527
Oakham,-,1,281,645,940,1902
Orange,-,1,428,705,1158,3897.622155
Orange,-,2,441,711,1171,3941.377845
Orleans,-,1,801,1017,1834,2918.740881
Orleans,-,2,906,949,1867,2971.259119
Otis,-,1,265,283,554,1612
Oxford,-,1,374,857,1249,3678.311708
Oxford,-,2,323,776,1114,3280.735983
Oxford,-,3,389,789,1190,3504.556391
Oxford,-,4,355,730,1102,3245.395918
Palmer,-,1,402,623,1053,3015.66879
Palmer,-,2,414,753,1191,3410.884643
Palmer,-,3,410,560,983,2815.19698
Palmer,-,4,396,589,1012,2898.249587
Paxton,-,1,687,1333,2039,4806
Peabody,1,1,428,670,1114,2963.285099
Peabody,1,2,500,872,1385,3684.15607
Peabody,1,3,429,721,1156,3075.006799
Peabody,2,1,269,263,543,1444.401983
Peabody,2,2,263,316,588,1564.103804
Peabody,2,3,347,535,890,2367.436031
Peabody,3,1,284,243,538,1431.10178
Peabody,3,2,394,419,830,2207.833601
Peabody,3,3,423,510,942,2505.758136
Peabody,4,1,398,608,1019,2710.581253
Peabody,4,2,395,602,1009,2683.980848
Peabody,4,3,498,715,1219,3242.58935
Peabody,4,3A,633,630,1272,3383.571495
Peabody,5,1,402,654,1067,2838.263196
Peabody,5,2,356,612,975,2593.539472
Peabody,5,3,454,727,1193,3173.428297
Peabody,6,1,350,797,1163,3093.627083
Peabody,6,2,388,749,1145,3045.746354
Peabody,6,3,409,798,1219,3242.58935
Pelham,-,1,596,125,724,1321
Pembroke,-,1,539,1170,1719,4033.386346
Pembroke,-,2,473,946,1426,3345.903973
Pembroke,-,3,464,974,1443,3385.792028
Pembroke,-,4,501,1057,1571,3686.125625
Pembroke,-,5,447,987,1443,3385.792028
Pepperell,-,1,448,1150,1611,3759.981121
Pepperell,-,2,617,1070,1700,3967.701989
Pepperell,-,3,542,1059,1615,3769.31689
Peru,-,1,162,125,290,847
Petersham,-,1,306,357,672,1234
Phillipston,-,1,235,467,712,1682
Pittsfield,1,A,527,205,744,2571.409765
Pittsfield,1,B,727,301,1040,3594.443758
Pittsfield,2,A,264,80,353,1220.03716
Pittsfield,2,B,667,253,936,3234.999382
Pittsfield,3,A,705,258,974,3366.334827
Pittsfield,3,B,818,355,1186,4099.048362
Pittsfield,4,A,892,394,1294,4472.317522
Pittsfield,4,B,907,487,1407,4862.867661
Pittsfield,5,A,633,230,870,3006.890451
Pittsfield,5,B,571,262,844,2917.029357
Pittsfield,6,A,771,368,1148,3967.712917
Pittsfield,6,B,479,184,670,2315.651267
Pittsfield,7,A,352,156,513,1773.028507
Pittsfield,7,B,679,270,965,3335.229064
Plainfield,-,1,213,91,308,648
Plainville,-,1,436,1073,1520,3619.965418
Plainville,-,2,535,1396,1950,4644.034582
Plymouth,-,1,441,668,1121,2809.116358
Plymouth,-,2,577,883,1477,3701.217538
Plymouth,-,3,509,635,1163,2914.36425
Plymouth,-,4,617,910,1545,3871.618887
Plymouth,-,5,854,1630,2494,6249.720067
Plymouth,-,6,610,907,1530,3834.030354
Plymouth,-,7,522,958,1503,3766.370995
Plymouth,-,8,644,1229,1881,4713.602024
Plymouth,-,9,390,938,1345,3370.438449
Plymouth,-,10,348,722,1078,2701.362563
Plymouth,-,11,610,1127,1747,4377.81113
Plymouth,-,12,520,1098,1627,4077.102867
Plymouth,-,13,543,1098,1652,4139.750422
Plymouth,-,14,826,1524,2371,5941.494098
Plympton,-,1,444,951,1410,2820
Princeton,-,1,684,1165,1866,3413
Provincetown,-,1,1346,238,1604,2942
Quincy,1,1,494,682,1190,3738.08436
Quincy,1,2,281,244,538,1689.991081
Quincy,1,3,362,306,678,2129.765711
Quincy,1,4,545,799,1362,4278.378907
Quincy,1,5,547,715,1281,4023.93787
Quincy,2,1,352,448,819,2572.681589
Quincy,2,2,650,670,1342,4215.553959
Quincy,2,3,345,338,690,2167.46068
Quincy,2,4,322,400,734,2305.675563
Quincy,2,5,480,577,1072,3367.417172
Quincy,3,1,610,633,1258,3951.689181
Quincy,3,2,507,483,1000,3141.247362
Quincy,3,3,406,413,830,2607.23531
Quincy,3,4,506,709,1229,3860.593007
Quincy,3,5,320,297,631,1982.127085
Quincy,4,1,405,527,941,2955.913767
Quincy,4,2,422,598,1034,3248.049772
Quincy,4,3,467,751,1227,3854.310513
Quincy,4,4,296,326,633,1988.40958
Quincy,4,5,359,349,723,2271.121842
Quincy,5,1,563,503,1090,3423.959624
Quincy,5,2,476,432,919,2886.806325
Quincy,5,3,431,402,850,2670.060257
Quincy,5,4,406,537,951,2987.326241
Quincy,5,5,433,591,1034,3248.049772
Quincy,6,1,390,406,807,2534.986621
Quincy,6,2,310,359,686,2154.89569
Quincy,6,3,636,787,1433,4501.407469
Quincy,6,4,437,411,872,2739.167699
Quincy,6,5,579,916,1520,4774.69599
Randolph,-,1,761,478,1253,4101.563303
Randolph,-,2,756,362,1131,3702.209174
Randolph,-,3,668,499,1175,3846.238532
Randolph,-,4,738,460,1210,3960.807339
Randolph,-,5,689,438,1141,3734.943119
Randolph,-,6,720,516,1253,4101.563303
Randolph,-,7,845,405,1262,4131.023853
Randolph,-,8,824,543,1385,4533.651376
Raynham,-,1,594,1151,1760,4434.126506
Raynham,-,2,548,1304,1865,4698.662462
Raynham,-,3,545,1119,1687,4250.211032
Reading,-,1,587,893,1490,3354.533297
Reading,-,2,525,676,1211,2726.402566
Reading,-,3,515,672,1200,2701.637555
Reading,-,4,657,825,1488,3350.030568
Reading,-,5,571,652,1238,2787.18941
Reading,-,6,644,894,1546,3480.609716
Reading,-,7,677,748,1442,3246.467795
Reading,-,8,489,880,1377,3100.129094
Rehoboth,-,1,447,1037,1507,3747.484147
Rehoboth,-,2,553,1046,1613,4011.076264
Rehoboth,-,3,538,997,1548,3849.439589
Revere,1,1,336,361,712,3350.873875
Revere,1,2,298,253,562,2644.931345
Revere,1,3,298,327,637,2997.90261
Revere,2,1,182,154,340,1600.136401
Revere,2,2,205,142,353,1661.318087
Revere,2,3,95,29,126,592.991725
Revere,2,3A,25,30,57,268.2581613
Revere,3,1,248,329,584,2748.469583
Revere,3,2,245,253,508,2390.792034
Revere,3,3,284,322,610,2870.832954
Revere,4,1,289,375,676,3181.447668
Revere,4,2,290,322,623,2932.01464
Revere,4,3,330,432,779,3666.194871
Revere,5,1,288,365,660,3106.147131
Revere,5,1A,217,157,382,1797.800309
Revere,5,2,181,189,375,1764.856324
Revere,5,2A,117,104,227,1068.326362
Revere,5,3,252,315,573,2696.700464
Revere,6,1,238,489,739,3477.94353
Revere,6,2,219,433,660,3106.147131
Revere,6,3,386,405,814,3830.914795
Richmond,-,1,499,220,727,1475
Rochester,-,1,777,1671,2478,5232
Rockland,-,1,404,720,1139,3025.971593
Rockland,-,2,454,792,1272,3379.31156
Rockland,-,3,290,537,832,2210.36731
Rockland,-,4,306,622,946,2513.230138
Rockland,-,5,409,767,1190,3161.462859
Rockland,-,6,369,818,1204,3198.65654
Rockport,-,1,512,448,972,1886.472362
Rockport,-,2,636,536,1180,2290.161921
Rockport,-,3,731,683,1430,2775.365717
Rowe,-,1,97,89,192,393
Rowley,-,1,894,1845,2770,5856
Royalston,-,1,128,179,311,746.6374046
Royalston,-,2,85,119,213,511.3625954
Russell,-,1,195,379,586,1775
Rutland,-,1,531,1165,1705,4043.416121
Rutland,-,2,498,1143,1657,3929.583879
Salem,1,1,731,544,1294,4254.33116
Salem,1,2,179,48,233,766.0426276
Salem,2,1,579,440,1037,3409.382854
Salem,2,2,533,296,848,2788.000636
Salem,3,1,563,378,953,3133.212979
Salem,3,2,542,553,1108,3642.812152
Salem,4,1,425,502,934,3070.745984
Salem,4,2,406,600,1015,3337.052648
Salem,5,1,468,349,827,2718.958168
Salem,5,2,428,253,689,2265.250517
Salem,6,1,437,424,872,2866.906315
Salem,6,2,455,422,894,2939.23652
Salem,7,1,368,323,702,2307.991093
Salem,7,2,545,612,1168,3840.076348
Salisbury,-,1,540,1013,1572,4295.901023
Salisbury,-,2,521,914,1459,3987.098977
Sandisfield,-,1,150,146,300,915
Sandwich,-,1,638,865,1513,3089.203535
Sandwich,-,2,646,997,1677,3424.054414
Sandwich,-,3,522,1035,1564,3193.333992
Sandwich,-,4,474,1004,1489,3040.200968
Sandwich,-,5,416,965,1389,2836.023603
Sandwich,-,6,385,835,1226,2503.214497
Sandwich,-,7,335,924,1268,2588.968991
Saugus,-,1,385,596,993,2642.310782
Saugus,-,2,353,532,892,2373.556111
Saugus,-,3,376,616,999,2658.276407
Saugus,-,4,398,731,1134,3017.502948
Saugus,-,5,403,782,1205,3206.429499
Saugus,-,6,314,529,855,2275.101429
Saugus,-,7,321,719,1046,2783.340462
Saugus,-,8,357,631,1003,2668.920156
Saugus,-,9,341,667,1019,2711.495153
Saugus,-,10,340,514,861,2291.067053
Savoy,-,1,131,104,239,692
Scituate,-,1,569,1016,1595,3169.896427
Scituate,-,2,565,1115,1683,3344.787264
Scituate,-,3,583,832,1425,2832.039128
Scituate,-,4,584,966,1562,3104.312363
Scituate,-,5,576,857,1449,2879.736629
Scituate,-,6,594,804,1410,2802.228189
Seekonk,-,1,451,833,1292,3466.045748
Seekonk,-,2,534,875,1438,3857.719648
Seekonk,-,3,502,736,1248,3348.007038
Seekonk,-,4,425,693,1137,3050.227566
Sharon,-,1,965,605,1587,3461.330526
Sharon,-,2,800,732,1546,3371.907368
Sharon,-,3,926,780,1717,3744.867368
Sharon,-,4,875,664,1549,3378.450526
Sharon,-,5,897,760,1676,3655.444211
Sheffield,-,1,822,448,1287,3257
Shelburne,-,1,588,263,861,1893
Sherborn,-,1,1062,1270,2352,4119
Shirley,-,1,870,1526,2436,7211
Shrewsbury,-,1,609,963,1581,4247.491172
Shrewsbury,-,2,575,715,1316,3535.546099
Shrewsbury,-,3,431,562,1007,2705.391278
Shrewsbury,-,4,605,861,1479,3973.459484
Shrewsbury,-,5,576,850,1445,3882.115588
Shrewsbury,-,6,631,785,1431,3844.503395
Shrewsbury,-,7,570,1168,1747,4693.464313
Shrewsbury,-,8,645,1115,1772,4760.628942
Shrewsbury,-,9,607,857,1476,3965.399728
Shutesbury,-,1,773,158,937,1771
Somerset,-,1,758,863,1643,4068.860941
Somerset,-,2,766,841,1625,4024.284254
Somerset,-,3,722,751,1488,3685.006135
Somerset,-,4,660,614,1285,3182.280164
Somerset,-,5,647,638,1294,3204.568507
Somerville,1,1,441,204,652,2166.678716
Somerville,1,2,535,265,805,2675.117126
Somerville,1,3,366,200,578,1920.767328
Somerville,2,1,832,158,1015,3372.973767
Somerville,2,2,913,200,1127,3745.163976
Somerville,2,3,942,245,1200,3987.752237
Somerville,3,1,932,234,1175,3904.674066
Somerville,3,2,868,275,1166,3874.765924
Somerville,3,3,993,297,1315,4369.911827
Somerville,4,1,452,271,736,2445.821372
Somerville,4,2,531,194,737,2449.144499
Somerville,4,3,609,297,914,3037.337954
Somerville,5,1,895,332,1246,4140.616073
Somerville,5,2,875,293,1183,3931.259081
Somerville,5,3,1097,291,1406,4672.316371
Somerville,6,1,1251,296,1570,5217.309177
Somerville,6,2,1144,313,1479,4914.904632
Somerville,6,3,622,193,822,2731.610283
Somerville,7,1,1086,327,1427,4742.102035
Somerville,7,2,870,248,1130,3755.133357
Somerville,7,3,760,336,1113,3698.6402
South Hadley,-,A,566,546,1133,2930.639787
South Hadley,-,B,757,787,1564,4045.472751
South Hadley,-,C,688,886,1606,4154.110767
South Hadley,-,D,505,402,916,2369.343376
South Hadley,-,E,716,814,1552,4014.433319
Southampton,-,1,1052,1533,2619,5792
Southborough,-,1,678,935,1624,3479.185786
Southborough,-,2,575,858,1444,3093.561746
Southborough,-,3,592,888,1491,3194.252468
Southbridge,-,1,327,430,783,3175.109629
Southbridge,-,2,252,336,600,2433.034198
Southbridge,-,3,408,500,931,3775.258065
Southbridge,-,4,530,763,1316,5336.455008
Southbridge,-,5,231,242,493,1999.1431
Southwick,-,1,380,1018,1414,3730.102165
Southwick,-,2,301,553,875,2308.231538
Southwick,-,3,393,899,1313,3463.666297
Spencer,-,1,331,679,1020,2966.349838
Spencer,-,2,252,572,835,2428.335407
Spencer,-,3,316,767,1099,3196.096541
Spencer,-,4,339,709,1065,3097.218213
Springfield,1,A,202,11,214,1136.610452
Springfield,1,B,169,23,194,1030.385176
Springfield,1,C,88,22,114,605.4840725
Springfield,1,D,328,71,409,2172.306892
Springfield,1,E,105,20,130,690.4642932
Springfield,1,F,217,41,269,1428.72996
Springfield,1,G,199,70,278,1476.531335
Springfield,1,H,151,36,188,998.5175932
Springfield,2,A,244,104,357,1896.121174
Springfield,2,B,384,240,630,3346.09619
Springfield,2,C,248,130,383,2034.214033
Springfield,2,D,284,225,520,2761.857173
Springfield,2,E,357,230,596,3165.513221
Springfield,2,F,283,181,473,2512.227774
Springfield,2,G,348,307,675,3585.103061
Springfield,2,H,306,226,539,2862.771185
Springfield,3,A,170,47,222,1179.100562
Springfield,3,B,125,38,165,876.3585259
Springfield,3,C,86,38,125,663.9079742
Springfield,3,D,146,36,185,982.5838018
Springfield,3,E,179,29,209,1110.054133
Springfield,3,F,162,75,242,1285.325838
Springfield,3,G,134,41,181,961.3387466
Springfield,3,H,171,68,244,1295.948366
Springfield,4,A,316,59,379,2012.968978
Springfield,4,B,316,27,346,1837.697273
Springfield,4,C,237,13,255,1354.372267
Springfield,4,D,240,12,254,1349.061004
Springfield,4,E,224,19,245,1301.259629
Springfield,4,F,117,15,140,743.5769311
Springfield,4,G,377,40,420,2230.730793
Springfield,4,H,371,13,388,2060.770352
Springfield,5,A,364,49,415,2204.174474
Springfield,5,B,340,135,478,2538.784093
Springfield,5,C,277,195,477,2533.472829
Springfield,5,D,322,367,702,3728.507183
Springfield,5,E,483,208,703,3733.818447
Springfield,5,F,441,223,675,3585.103061
Springfield,5,G,364,410,783,4158.71955
Springfield,5,H,397,415,820,4355.236311
Springfield,6,A,178,114,292,1550.889028
Springfield,6,B,436,263,707,3755.063502
Springfield,6,C,287,238,531,2820.281074
Springfield,6,D,380,389,781,4148.097023
Springfield,6,E,208,123,347,1843.008536
Springfield,6,F,261,144,412,2188.240683
Springfield,6,G,269,201,477,2533.472829
Springfield,6,H,305,331,646,3431.076411
Springfield,7,A,352,377,737,3914.401416
Springfield,7,B,536,506,1053,5592.760775
Springfield,7,C,423,459,893,4742.958568
Springfield,7,D,360,383,760,4036.560483
Springfield,7,E,239,178,426,2262.598376
Springfield,7,F,413,422,845,4488.017905
Springfield,7,G,381,496,899,4774.82615
Springfield,7,H,228,197,433,2299.777223
Springfield,8,A,284,231,521,2767.168436
Springfield,8,B,307,168,490,2602.519259
Springfield,8,C,365,141,517,2745.923381
Springfield,8,D,147,107,259,1375.617323
Springfield,8,E,163,126,297,1577.445347
Springfield,8,F,296,206,510,2708.744535
Springfield,8,G,345,272,629,3340.784926
Springfield,8,H,238,91,334,1773.962107
Sterling,-,1,581,1177,1791,3644.547303
Sterling,-,2,613,1419,2046,4163.452697
Stockbridge,-,1,674,225,910,1947
Stoneham,-,1,551,616,1177,2745.522198
Stoneham,-,2,555,709,1279,2983.451904
Stoneham,-,3,607,896,1516,3536.288575
Stoneham,-,4,480,760,1251,2918.137867
Stoneham,-,5,452,925,1391,3244.708052
Stoneham,-,6,481,836,1323,3086.088248
Stoneham,-,7,508,731,1253,2922.803156
Stoughton,-,1,597,715,1325,3511.022113
Stoughton,-,2,545,699,1254,3322.884324
Stoughton,-,3,585,707,1304,3455.375725
Stoughton,-,4,631,1107,1752,4642.498673
Stoughton,-,5,455,625,1086,2877.713219
Stoughton,-,6,699,768,1473,3903.196658
Stoughton,-,7,605,619,1238,3280.487076
Stoughton,-,8,350,379,743,1968.822211
Stow,-,1,1598,1791,3413,6590
Sturbridge,-,1,667,1049,1739,4184.073728
Sturbridge,-,2,684,1407,2113,5083.926272
Sudbury,-,1,824,928,1757,3684.900594
Sudbury,-,2,878,751,1640,3439.52019
Sudbury,-,3,824,844,1675,3512.924584
Sudbury,-,4,932,731,1677,3517.119121
Sudbury,-,5,839,826,1671,3504.535511
Sunderland,-,1,844,410,1266,3684
Sutton,-,1,391,1067,1467,3192.98713
Sutton,-,2,366,963,1346,2929.625546
Sutton,-,3,381,906,1305,2840.387324
Swampscott,-,1,509,580,1105,2369.674133
Swampscott,-,2,397,446,853,1829.25976
Swampscott,-,3,525,451,992,2127.345466
Swampscott,-,4,604,550,1166,2500.488723
Swampscott,-,5,492,565,1076,2307.48359
Swampscott,-,6,600,632,1237,2652.748328
Swansea,-,1,506,750,1271,3461.702146
Swansea,-,2,515,604,1140,3104.909871
Swansea,-,3,470,549,1032,2810.760515
Swansea,-,4,474,699,1182,3219.301288
Swansea,-,5,488,696,1200,3268.32618
Taunton,1,A,378,423,816,2888.569691
Taunton,1,B,473,745,1233,4364.713761
Taunton,2,A,224,185,427,1511.543208
Taunton,2,B,331,326,667,2361.122529
Taunton,3,A,455,423,888,3143.443487
Taunton,3,B,522,710,1253,4435.512038
Taunton,4,A,387,666,1063,3762.928409
Taunton,4,B,444,748,1205,4265.596173
Taunton,5,A,368,399,772,2732.813482
Taunton,5,B,327,362,706,2499.179169
Taunton,6,A,327,372,712,2520.418652
Taunton,6,B,406,485,902,3193.002281
Taunton,7,A,491,677,1192,4219.577293
Taunton,7,B,474,902,1394,4934.639888
Taunton,8,A,449,743,1210,4283.295743
Taunton,8,B,539,778,1344,4757.644197
Templeton,-,A,525,1005,1556,4540.505462
Templeton,-,B,361,811,1190,3472.494538
Tewksbury,-,1,417,1032,1459,3899.778403
Tewksbury,-,1A,389,799,1209,3231.550438
Tewksbury,-,2,367,851,1231,3290.354499
Tewksbury,-,2A,362,835,1207,3226.204615
Tewksbury,-,3,505,1106,1623,4338.135948
Tewksbury,-,3A,450,1038,1496,3998.676142
Tewksbury,-,4,407,803,1222,3266.298293
Tewksbury,-,4A,486,891,1388,3710.001661
Tisbury,-,1,1174,579,1776,3949
Tolland,-,1,56,158,218,485
Topsfield,-,1,1117,1993,3174,6085
Townsend,-,1,336,889,1240,2952.317951
Townsend,-,2,402,875,1290,3071.36303
Townsend,-,3,355,855,1219,2902.319018
Truro,-,1,673,396,1076,2003
Tyngsborough,-,1,354,772,1134,2732.052059
Tyngsborough,-,2,338,729,1082,2606.772776
Tyngsborough,-,3,345,722,1080,2601.954342
Tyngsborough,-,4,416,964,1391,3351.220824
Tyringham,-,1,131,82,214,327
Upton,-,1,1138,2127,3299,7542
Uxbridge,-,1,388,934,1338,3331.877498
Uxbridge,-,2,447,879,1343,3344.32846
Uxbridge,-,3,388,968,1373,3419.034234
Uxbridge,-,4,428,909,1350,3361.759808
Wakefield,-,1,636,1164,1809,3984.978618
Wakefield,-,2,474,714,1199,2641.232373
Wakefield,-,3,590,933,1540,3392.408553
Wakefield,-,4,738,1066,1816,4000.398657
Wakefield,-,5,661,962,1635,3601.680509
Wakefield,-,6,710,901,1625,3579.651882
Wakefield,-,7,605,1078,1694,3731.649408
Wales,-,1,245,441,701,1838
Walpole,-,1,484,930,1426,3052.362828
Walpole,-,2,495,965,1468,3142.264117
Walpole,-,3,464,906,1380,2953.899511
Walpole,-,4,529,1078,1616,3459.059137
Walpole,-,5,280,745,1027,2198.300578
Walpole,-,6,454,908,1368,2928.213428
Walpole,-,7,446,1076,1538,3292.0996
Walpole,-,8,413,1000,1422,3043.8008
Waltham,1,1,563,706,1282,4505.838734
Waltham,1,2,656,705,1370,4815.131876
Waltham,2,1,591,619,1220,4287.927656
Waltham,2,2,532,473,1010,3549.841748
Waltham,3,1,500,838,1344,4723.749812
