City/Town,Ward,Pct,Edward J. Markey,Gabriel E. Gomez,Total Votes Cast,pop by share of vote
Marshfield,-,4,314,431,747,3459.934389974198
Marshfield,-,5,254,387,645,2987.4935495761147
Marshfield,-,6,392,596,992,4594.718761518614
Marshfield,-,7,277,556,834,3862.898636196093
Mashpee,-,1,415,450,868,3493.4505747126436
Mashpee,-,2,225,396,625,2515.4454022988502
Mashpee,-,3,151,296,448,1803.071264367816
Mashpee,-,4,265,303,570,2294.0862068965516
Mashpee,-,5,366,601,969,3899.9465517241374
Mattapoisett,-,1,759,925,1710,6045.0
Maynard,-,1,357,266,629,2631.073675496689
Maynard,-,2,379,228,616,2576.695364238411
Maynard,-,3,352,255,612,2559.9635761589407
Maynard,-,4,332,221,559,2338.2673841059604
Medfield,-,1,342,433,780,3019.5492594977463
Medfield,-,2,309,444,761,2945.9961365099807
Medfield,-,3,343,473,822,3182.1403734707014
Medfield,-,4,282,457,743,2876.314230521571
Medford,1,1,395,165,569,2817.8116018689943
Medford,1,2,470,212,690,3417.0298862734726
Medford,2,1,453,227,681,3372.459931235123
Medford,2,2,482,317,811,4016.2481706779513
Medford,3,1,531,337,872,4318.333421493432
Medford,3,2,557,452,1014,5021.54826765406
Medford,4,1,290,95,387,1916.5080666490346
Medford,4,2,566,197,768,3803.30282993917
Medford,5,1,398,140,541,2679.149519527462
Medford,5,2,389,98,492,2436.4908754297808
Medford,6,1,857,225,1092,5407.821211319757
Medford,6,2,643,324,972,4813.555144141761
Medford,7,1,316,104,422,2089.83566957595
Medford,7,2,309,179,496,2456.299744335714
Medford,8,1,585,274,866,4288.620118134532
Medford,8,2,453,211,670,3317.985541743807
Medway,-,1,209,343,557,2860.5976641159887
Medway,-,2,282,317,604,3101.9766411598875
Medway,-,3,316,338,658,3379.305678614579
Medway,-,4,293,363,664,3410.120016109545
Melrose,1,1,385,216,606,2460.752144469526
Melrose,1,2,326,175,501,2034.3841986455982
Melrose,2,1,301,248,555,2253.6591422121896
Melrose,2,2,298,192,491,1993.7777276147478
Melrose,3,1,357,183,546,2217.113318284424
Melrose,3,2,287,153,442,1794.8060195635817
Melrose,4,1,245,154,399,1620.1981941309255
Melrose,4,2,244,324,569,2310.50820165538
Melrose,5,1,241,147,388,1575.5310759969902
Melrose,5,2,248,160,411,1668.9259593679458
Melrose,6,1,244,131,381,1547.106546275395
Melrose,6,2,251,224,478,1940.9893152746426
Melrose,7,1,222,165,389,1579.5917231000751
Melrose,7,2,284,204,489,1985.656433408578
Mendon,-,1,404,718,1126,5839.0
Merrimac,-,1,293,334,629,3045.5324675324673
Merrimac,-,2,283,394,680,3292.4675324675322
Methuen,-,1,219,334,558,4094.4549689440996
Methuen,-,2,139,45,185,1357.4805900621118
Methuen,-,3,223,291,520,3815.6211180124224
Methuen,-,4,269,288,562,4123.805900621118
Methuen,-,5,175,193,370,2714.9611801242236
Methuen,-,6,216,284,502,3683.5419254658386
Methuen,-,7,236,358,597,4380.626552795031
Methuen,-,8,244,487,736,5400.571428571428
Methuen,-,9,181,404,590,4329.262422360249
Methuen,-,10,211,318,529,3881.660714285714
Methuen,-,11,243,490,743,5451.935559006211
Methuen,-,12,174,369,548,4021.077639751553
Middleborough,-,1,472,698,1178,6978.63864684777
Middleborough,-,2,191,255,449,2659.939518195797
Middleborough,-,3,201,464,667,3951.4023577652483
Middleborough,-,4,160,263,425,2517.7601230138393
Middleborough,-,5,235,430,669,3963.2506406970783
Middleborough,-,6,178,333,514,3045.0087134802666
Middlefield,-,1,90,56,147,521.0
Middleton,-,1,263,471,737,4583.680968858132
Middleton,-,2,267,436,708,4403.319031141868
Milford,-,1,191,164,358,2458.5827814569534
Milford,-,2,251,210,466,3200.2781456953644
Milford,-,3,194,261,461,3165.9403973509934
Milford,-,4,206,168,377,2589.066225165563
Milford,-,5,324,374,703,4827.887417218543
Milford,-,6,258,276,535,3674.139072847682
Milford,-,7,219,323,543,3729.079470198675
Milford,-,8,306,325,634,4354.026490066225
Millbury,-,1,197,337,541,3027.089029535865
Millbury,-,2,262,503,769,4302.830801687764
Millbury,-,3,211,341,554,3099.828691983122
Millbury,-,4,198,301,506,2831.251476793249
Millis,-,1,351,429,789,2737.906332453826
Millis,-,2,303,435,748,2595.63236587511
Millis,-,3,323,408,737,2557.461301671064
Millville,-,1,151,337,489,3190.0
Milton,-,1,464,148,616,2352.7366336633663
Milton,-,2,575,224,804,3070.7796322489394
Milton,-,3,417,361,784,2994.3920792079207
Milton,-,4,421,258,685,2616.2736916548797
Milton,-,5,373,281,660,2520.789250353607
Milton,-,6,364,437,808,3086.057142857143
Milton,-,7,311,388,703,2685.022489391796
Milton,-,8,337,395,739,2822.5200848656295
Milton,-,9,311,497,813,3105.154031117397
Milton,-,10,334,122,458,1749.2749646393208
Monroe,-,1,9,11,20,121.0
Monson,-,A,189,292,482,2865.222222222222
Monson,-,B,167,303,471,2799.8333333333335
Monson,-,C,182,300,487,2894.944444444445
Montague,-,1,417,122,540,2305.6578947368425
Montague,-,2,218,97,321,1370.5855263157894
Montague,-,3,185,107,297,1268.1118421052631
Montague,-,4,191,156,351,1498.6776315789473
Montague,-,5,170,31,204,871.0263157894738
Montague,-,6,151,109,263,1122.9407894736842
Monterey,-,1,213,45,258,961.0
Montgomery,-,1,72,169,241,838.0
Mount Washington,-,1,33,15,48,167.0
Nahant,-,1,621,522,1147,3410.0
Nantucket,-,1,1114,877,1996,10172.0
Natick,-,1,251,137,389,1654.3401623502125
Natick,-,2,486,302,796,3385.230769230769
Natick,-,3,514,307,830,3529.8260533436414
Natick,-,4,440,261,705,2998.225744105141
Natick,-,5,460,358,822,3495.8036335523775
Natick,-,6,454,322,777,3304.4275222265173
Natick,-,7,511,318,830,3529.8260533436414
Natick,-,8,501,255,759,3227.8770776961733
Natick,-,9,435,322,763,3244.888287591805
Natick,-,10,614,469,1090,4635.554696559721
Needham,-,A,386,231,622,2174.9294274300933
Needham,-,B,500,314,816,2853.28362183755
Needham,-,C,501,345,853,2982.6604527296936
Needham,-,D,499,286,788,2755.376830892144
Needham,-,E,514,360,876,3063.0838881491345
Needham,-,F,560,272,838,2930.2103861517976
Needham,-,G,581,304,890,3112.0372836218376
Needham,-,H,554,371,927,3241.414114513981
Needham,-,I,576,277,855,2989.65379494008
Needham,-,J,503,291,796,2783.3501997336884
New Ashford,-,1,54,19,73,228.0
New Bedford,1,A,209,139,350,4337.791682961804
New Bedford,1,B,162,110,274,3395.871203232955
New Bedford,1,C,145,121,267,3309.1153695737194
New Bedford,1,D,165,135,305,3780.075609438144
New Bedford,1,E,182,114,296,3668.532394733412
New Bedford,1,F,137,139,278,3445.445965323948
New Bedford,2,A,26,20,47,582.5034545691566
New Bedford,2,B,79,41,123,1524.4239342980054
New Bedford,2,C,86,37,125,1549.2113153435016
New Bedford,2,D,92,72,166,2057.35262677617
New Bedford,2,E,140,92,236,2924.9109633685307
New Bedford,2,F,123,87,211,2615.0687002998307
New Bedford,3,A,40,24,64,793.1961934558727
New Bedford,3,B,85,24,112,1388.0933385477774
New Bedford,3,C,109,39,150,1859.053578412202
New Bedford,3,D,130,53,183,2268.045365662886
New Bedford,3,E,165,117,284,3519.808108460435
New Bedford,3,F,192,103,296,3668.532394733412
New Bedford,4,A,124,22,148,1834.266197366706
New Bedford,4,B,178,36,216,2677.0371529135705
New Bedford,4,C,231,53,287,3556.9891800286796
New Bedford,4,D,147,37,184,2280.4390561856344
New Bedford,4,E,127,54,183,2268.045365662886
New Bedford,4,F,150,42,193,2391.982270890366
New Bedford,5,A,87,35,123,1524.4239342980054
New Bedford,5,B,227,89,317,3928.79989571112
New Bedford,5,C,152,72,226,2800.974058141051
New Bedford,5,D,224,88,316,3916.4062051883716
New Bedford,5,E,239,157,400,4957.476209099204
New Bedford,5,F,242,158,404,5007.050971190197
New Bedford,6,A,135,97,237,2937.304653891279
New Bedford,6,B,152,91,248,3073.635249641507
New Bedford,6,C,109,20,130,1611.1797679572414
New Bedford,6,D,47,14,61,756.0151218876288
New Bedford,6,E,77,22,99,1226.9753617520532
New Bedford,6,F,92,37,132,1635.9671490027376
New Braintree,-,1,101,153,255,999.0
New Marlborough,-,1,215,101,318,1509.0
New Salem,-,1,168,127,296,990.0
Newbury,-,1,522,484,1010,3457.9661016949153
Newbury,-,2,398,534,937,3208.0338983050847
Newburyport,1,P,107,100,207,759.6106194690266
Newburyport,1,1,436,259,699,2565.0619469026547
Newburyport,2,1,559,224,787,2887.9882005899703
Newburyport,3,1,512,308,825,3027.4336283185844
Newburyport,4,1,521,367,893,3276.967551622419
Newburyport,5,1,268,319,593,2176.082595870206
Newburyport,6,1,376,364,742,2722.8554572271387
Newton,1,1,341,183,533,2072.1801744212594
Newton,1,2,502,125,634,2464.8447102872015
Newton,1,3,479,131,614,2387.089356650381
Newton,1,4,319,213,535,2079.955709784941
Newton,2,1,508,174,686,2667.0086297429343
Newton,2,2,419,119,542,2107.170083557828
Newton,2,3,686,193,886,3444.562166111137
Newton,2,4,738,177,915,3557.3074288845255
Newton,3,1,559,219,783,3044.1220948815126
Newton,3,2,598,190,791,3075.22423633624
Newton,3,3,433,190,627,2437.6303365143144
Newton,3,4,466,191,664,2581.4777407424317
Newton,4,1,468,160,629,2445.4058718779966
Newton,4,2,563,132,699,2717.5496096068673
Newton,4,3,354,97,459,1784.4853659650244
Newton,4,4,443,152,604,2348.211679831971
Newton,5,1,416,151,570,2216.0275786493767
Newton,5,2,603,133,739,2873.0603168805073
Newton,5,3,771,188,961,3736.1447422492124
Newton,5,4,761,200,963,3743.920277612894
Newton,6,1,449,158,611,2375.426053604858
Newton,6,2,662,142,807,3137.428519245697
Newton,6,3,794,119,915,3557.3074288845255
Newton,6,4,754,192,949,3689.49153006712
Newton,7,1,417,212,633,2460.9569426053604
Newton,7,2,694,197,894,3475.6643075658644
Newton,7,3,161,51,212,824.2067485502945
Newton,7,4,251,123,377,1465.6884160540615
Newton,8,1,453,266,721,2803.0804986073695
Newton,8,2,455,264,719,2795.3049632436873
Newton,8,3,554,230,784,3048.009862563353
Newton,8,4,318,126,445,1730.05661841925
Norfolk,-,1,167,310,479,2496.626276694522
Norfolk,-,2,336,555,897,4675.310584958217
Norfolk,-,3,252,518,778,4055.063138347261
North Adams,1,1,234,95,332,2959.074122236671
North Adams,2,2,210,78,289,2575.820546163849
North Adams,3,3,179,38,221,1969.745123537061
North Adams,4,4,272,133,406,3618.626788036411
North Adams,5,5,220,69,290,2584.7334200260075
North Andover,-,1,262,328,590,3176.5438663121913
North Andover,-,2,288,426,722,3887.2282567413595
North Andover,-,3,286,304,594,3198.079756931257
North Andover,-,4,344,467,812,4371.785795670337
North Andover,-,5,182,295,480,2584.3068742878845
North Andover,-,6,254,546,801,4312.562096467907
North Andover,-,7,243,346,590,3176.5438663121913
North Andover,-,8,246,428,677,3644.9494872768705
North Attleborough,-,1,238,280,531,2097.1213204951855
North Attleborough,-,2,324,481,824,3254.2899587345255
North Attleborough,-,3,350,645,1016,4012.571114167813
North Attleborough,-,4,257,248,511,2018.1337001375516
North Attleborough,-,5,251,357,621,2452.5656121045395
North Attleborough,-,6,388,543,949,3747.9625859697385
North Attleborough,-,7,411,610,1038,4099.457496561211
North Attleborough,-,8,324,592,926,3657.1268225584595
North Attleborough,-,9,325,517,854,3372.7713892709767
North Brookfield,-,1,270,626,900,4680.0
North Reading,-,1,299,476,778,3885.3038229376257
North Reading,-,2,253,373,633,3161.1790744466803
North Reading,-,3,262,468,736,3675.557344064386
North Reading,-,4,357,475,835,4169.959758551308
Northampton,1,A,402,70,481,1267.1467195718371
Northampton,1,B,805,210,1039,2737.1422903017437
Northampton,2,A,771,91,869,2289.2941773553566
Northampton,2,B,346,35,384,1011.6098551259574
Northampton,3,A,593,115,722,1902.037279689951
Northampton,3,B,535,70,621,1635.9628125865092
Northampton,4,A,387,41,434,1143.3298883454831
Northampton,4,B,689,115,821,2162.842945464612
Northampton,5,A,608,129,750,1975.8004982928855
Northampton,5,B,711,158,887,2336.713389314386
Northampton,6,A,635,303,960,2529.0246378148936
Northampton,6,B,688,271,981,2584.3470517670944
Northampton,7,A,707,216,938,2471.0678231983024
Northampton,7,B,675,262,950,2502.6806311709884
Northborough,-,1,360,419,787,3193.8030389908254
Northborough,-,2,388,451,844,3425.1204128440368
Northborough,-,3,426,471,903,3664.5541857798166
Northborough,-,4,386,562,954,3871.5223623853212
Northbridge,-,1,219,439,664,4256.917551020408
Northbridge,-,2,214,376,591,3788.91306122449
Northbridge,-,3,156,379,539,3455.54
Northbridge,-,4,185,468,656,4205.629387755102
Northfield,-,1,395,251,651,3032.0
Norton,-,1,223,332,556,4049.4588595484115
Norton,-,2,214,352,569,4144.140451588213
Norton,-,3,266,300,568,4136.857252200535
Norton,-,4,252,345,598,4355.353233830846
Norton,-,5,114,205,322,2345.1902028319937
Norwell,-,1,312,469,787,3136.654779969651
Norwell,-,2,339,603,943,3758.4059180576633
Norwell,-,3,329,571,906,3610.939301972686
Norwood,-,1,340,373,719,3556.0847311084212
Norwood,-,2,312,329,646,3195.035794570292
Norwood,-,3,321,350,677,3348.3579457029223
Norwood,-,4,413,474,893,4416.667127788345
Norwood,-,5,229,175,407,2012.9714680961438
Norwood,-,6,198,223,428,2116.8348607988933
Norwood,-,7,269,325,597,2952.687878263877
Norwood,-,8,367,320,696,3442.3295867196957
Norwood,-,9,299,418,720,3561.030606951409
Oak Bluffs,-,1,726,395,1127,4527.0
Oakham,-,1,152,336,490,1902.0
Orange,-,1,228,337,569,3770.4065934065934
Orange,-,2,264,344,614,4068.5934065934066
Orleans,-,1,1219,1095,2319,5890.0
Otis,-,1,157,121,280,1612.0
Oxford,-,1,188,389,582,3695.524779990737
Oxford,-,2,188,338,527,3346.2913385826773
Oxford,-,3,201,343,548,3479.635016211209
Oxford,-,4,163,338,502,3187.5488652153776
Palmer,-,1,218,304,529,2928.43593251254
Palmer,-,1A,38,27,65,359.8267213862289
Palmer,-,2,223,397,628,3476.4797081623346
Palmer,-,3,226,243,472,2612.8955768353853
Palmer,-,4,222,272,499,2762.362061103511
Paxton,-,1,404,730,1142,4806.0
Peabody,1,1,266,300,573,3047.9318111053453
Peabody,1,2,304,365,676,3595.8148417228854
Peabody,1,3,259,262,527,2803.2461857810067
Peabody,2,1,173,89,265,1409.6019719771666
Peabody,2,2,142,110,254,1351.0901920083031
Peabody,2,3,206,251,464,2468.133264141152
Peabody,3,1,143,75,222,1180.8741048261545
Peabody,3,2,220,159,383,2037.273793461339
Peabody,3,3,223,247,479,2547.922055007784
Peabody,4,1,229,260,494,2627.7108458744165
Peabody,4,2,208,220,432,2297.917176959004
Peabody,4,3,198,163,361,1920.2502335236118
Peabody,4,3A,583,395,985,5239.463933575506
Peabody,5,1,270,373,646,3436.2372599896207
Peabody,5,2,234,223,460,2446.8562532433834
Peabody,5,3,253,280,536,2851.1194603009862
Peabody,6,1,264,365,631,3356.448469122989
Peabody,6,2,253,337,593,3154.3168655941877
Peabody,6,3,275,375,654,3478.791281785158
Pelham,-,1,427,56,484,1321.0
Pembroke,-,1,270,456,728,3967.4109379773904
Pembroke,-,2,235,384,621,3384.288725939505
Pembroke,-,3,221,382,610,3324.3415826458904
Pembroke,-,4,215,434,655,3569.579896119768
Pembroke,-,5,222,437,659,3591.3788573174456
Pepperell,-,1,227,440,671,3382.0635686102587
Pepperell,-,2,350,513,867,4369.9688733011835
Pepperell,-,3,288,450,743,3744.967558088558
Peru,-,1,84,54,139,847.0
Petersham,-,1,193,194,393,1234.0
Phillipston,-,1,107,196,304,1682.0
Pittsfield,1,A,222,83,312,2307.0981818181817
Pittsfield,1,B,295,118,415,3068.7363636363634
Pittsfield,2,A,119,29,151,1116.5763636363636
Pittsfield,2,B,297,90,389,2876.478181818182
Pittsfield,3,A,411,133,547,4044.8163636363633
Pittsfield,3,B,417,134,551,4074.394545454545
Pittsfield,4,A,440,178,621,4592.012727272728
Pittsfield,4,B,516,254,772,5708.589090909091
Pittsfield,5,A,353,109,463,3423.6745454545453
Pittsfield,5,B,286,109,396,2928.2400000000002
Pittsfield,6,A,377,108,488,3608.538181818182
Pittsfield,6,B,213,90,306,2262.7309090909093
Pittsfield,7,A,169,59,231,1708.14
Pittsfield,7,B,299,107,408,3016.974545454545
Plainfield,-,1,165,48,214,648.0
Plainville,-,1,203,301,508,2973.1671388101986
Plainville,-,2,164,266,435,2545.920679886686
Plainville,-,3,145,318,469,2744.912181303116
Plymouth,-,1,223,250,474,2479.9251366626518
Plymouth,-,2,335,376,715,3740.8153432780505
Plymouth,-,3,291,273,569,2976.9565459093856
Plymouth,-,4,318,345,669,3500.147503011211
Plymouth,-,5,299,503,806,4216.919114240711
Plymouth,-,6,301,412,722,3777.438710275178
Plymouth,-,7,239,334,578,3024.0437320485503
Plymouth,-,8,291,488,784,4101.817103678311
Plymouth,-,9,169,286,461,2411.9103122394145
Plymouth,-,10,216,244,461,2411.9103122394145
Plymouth,-,11,342,529,877,4588.384693783008
Plymouth,-,12,211,423,638,3337.958306309645
Plymouth,-,13,311,407,720,3766.9748911331417
Plymouth,-,14,222,435,658,3442.59649773001
Plymouth,-,15,723,927,1661,8690.201797461317
Plympton,-,1,266,420,697,2820.0
Princeton,-,1,466,661,1133,3413.0
Provincetown,-,1,957,111,1068,2942.0
Quincy,1,1,241,252,498,3009.4281223393805
Quincy,1,2,199,131,333,2012.3284432510313
Quincy,1,3,282,254,541,3269.2783417381625
Quincy,1,4,321,395,723,4369.109502914402
Quincy,1,5,364,409,785,4743.777261117296
Quincy,2,1,247,225,477,2882.524526819045
Quincy,2,2,310,234,550,3323.665596961163
Quincy,2,3,138,84,223,1347.5953238587988
Quincy,2,3A,72,56,130,785.5936865544568
Quincy,2,4,189,170,362,2187.5762656362567
Quincy,2,5,285,222,513,3100.073547711049
Quincy,3,1,283,270,560,3384.095880542275
Quincy,3,2,314,236,554,3347.837710393608
Quincy,3,3,188,147,340,2054.6296417578096
Quincy,3,4,280,350,634,3831.2799790425047
Quincy,3,5,179,149,333,2012.3284432510313
Quincy,4,1,188,225,415,2507.8567686161505
Quincy,4,2,279,279,561,3390.138908900387
Quincy,4,3,246,331,585,3535.1715894950553
Quincy,4,4,180,137,320,1933.769074595586
Quincy,4,5,235,178,421,2544.1149387648175
Quincy,5,1,237,139,390,2356.7810596633703
Quincy,5,2,310,191,507,3063.8153775623814
Quincy,5,3,338,244,592,3577.472788001834
Quincy,5,4,244,255,502,3033.600235771825
Quincy,5,5,310,268,587,3547.2576462112775
Quincy,6,1,235,195,431,2604.5452223459297
Quincy,6,2,166,127,295,1782.6933656428057
Quincy,6,3,369,313,687,4151.560482022398
Quincy,6,4,248,191,444,2683.1045910013754
Quincy,6,5,420,540,976,5897.9956775165365
Randolph,-,1,291,104,403,2532.0164351398944
Randolph,-,2,297,106,405,2544.582273527685
Randolph,-,3,260,139,402,2525.7335159459985
Randolph,-,4,287,160,448,2814.7477988651926
Randolph,-,5,268,118,387,2431.4897280375662
Randolph,-,6,251,105,358,2249.2850714145957
Randolph,-,7,296,115,413,2594.8456270788497
Randolph,-,8,427,107,538,3380.210526315789
Randolph,-,9,311,100,414,2601.128546272745
Randolph,-,10,284,138,427,2682.806495793387
Randolph,-,11,287,157,445,2795.8990412835064
Randolph,-,12,289,174,471,2959.25494032479
Raynham,-,1,144,276,423,2906.0621149897333
Raynham,-,1A,29,42,72,494.6488706365503
Raynham,-,2,169,283,453,3112.1658110882954
Raynham,-,2A,21,67,88,604.5708418891171
Raynham,-,3,187,283,473,3249.5682751540044
Raynham,-,4,166,271,439,3015.9840862423
Reading,-,1,410,466,878,4081.8835243283866
Reading,-,2,295,328,628,2919.616006011647
Reading,-,3,298,335,636,2956.8085665977833
Reading,-,4,332,321,658,3059.088108209656
Reading,-,5,335,268,609,2831.283674619576
Reading,-,6,248,269,518,2408.2182979522827
Reading,-,7,375,358,737,3426.3646439977456
Reading,-,8,313,344,659,3063.737178282923
Rehoboth,-,1,163,333,497,3592.26400996264
Rehoboth,-,2,235,367,605,4372.876712328767
Rehoboth,-,3,198,303,504,3642.8592777085923
Revere,1,1,199,140,344,2993.7312930889525
Revere,1,2,196,114,312,2715.244661173701
Revere,1,3,228,131,360,3132.9746090465783
Revere,2,1,131,71,206,1792.757692954431
Revere,2,2,161,59,222,1932.0010089120562
Revere,2,3,77,22,99,861.568017487809
Revere,2,3A,25,19,44,382.9191188834707
Revere,3,1,171,133,306,2663.0284176895916
Revere,3,2,152,95,247,2149.5686900958467
Revere,3,3,198,118,318,2767.4609046578107
Revere,4,1,218,138,362,3150.3800235412814
Revere,4,2,188,122,313,2723.9473684210525
Revere,4,3,240,150,393,3420.1639482091814
Revere,5,1,203,187,397,3454.974777198587
Revere,5,1A,226,129,358,3115.5691945518747
Revere,5,2,107,82,191,1662.2170842441567
Revere,5,2A,65,36,103,896.3788464772155
Revere,5,3,186,139,328,2854.4879771313267
Revere,6,1,234,173,409,3559.4072641668067
Revere,6,2,202,196,402,3498.488313435346
Revere,6,3,161,68,233,2027.730788632924
Richmond,-,1,319,95,415,1475.0
Rochester,-,1,372,777,1152,5232.0
Rockland,-,1,197,245,448,2789.2744749021003
Rockland,-,2,276,305,590,3673.374866500534
Rockland,-,3,156,199,358,2228.9291562833746
Rockland,-,4,176,202,385,2397.0327518689924
Rockland,-,5,206,335,543,3380.750088999644
Rockland,-,6,164,319,485,3019.6386614453545
Rockport,-,1,355,232,594,1888.1975308641975
Rockport,-,2,403,283,693,2202.8971193415637
Rockport,-,3,492,402,900,2860.9053497942386
Rowe,-,1,56,38,95,393.0
Rowley,-,1,507,825,1346,5856.0
Royalston,-,1,89,74,164,747.5072463768115
Royalston,-,2,56,53,112,510.49275362318843
Russell,-,1,73,205,281,1775.0
Rutland,-,1,209,379,594,2668.147605633803
Rutland,-,2,186,409,601,2699.5904225352115
Rutland,-,3,212,361,580,2605.261971830986
Salem,1,1,450,256,711,4499.118322363386
Salem,1,2,126,19,145,917.5417113118017
Salem,2,1,417,172,594,3758.757079442829
Salem,2,2,483,185,672,4252.331241389867
Salem,3,1,230,125,357,2259.0509719883667
Salem,3,2,253,159,414,2619.739782641972
Salem,4,1,219,199,420,2657.7070258686667
Salem,4,2,251,213,466,2948.7892239399966
Salem,5,1,356,218,578,3657.5110975049747
Salem,5,2,260,107,371,2347.6412061839887
Salem,6,1,298,226,531,3360.101025562529
Salem,6,2,244,181,427,2702.002142966478
Salem,7,1,217,143,360,2278.0345936017143
Salem,7,2,286,197,487,3081.67457523343
Salisbury,-,1,231,262,495,2781.6044776119406
Salisbury,-,2,246,300,554,3113.1492537313434
Salisbury,-,3,170,254,425,2388.2462686567164
Sandisfield,-,1,99,41,142,915.0
Sandwich,-,1,529,618,1153,4766.701659668066
Sandwich,-,2,413,600,1014,4192.051589682063
Sandwich,-,3,306,473,782,3232.9234153169364
Sandwich,-,4,260,447,708,2926.994601079784
Sandwich,-,5,221,454,678,2802.9694061187765
Sandwich,-,6,193,470,666,2753.359328134373
Saugus,-,1,241,240,483,2666.1119402985073
Saugus,-,2,242,254,496,2737.870646766169
Saugus,-,3,209,250,460,2539.154228855721
Saugus,-,4,161,253,416,2296.278606965174
Saugus,-,5,212,319,537,2964.1865671641795
Saugus,-,6,209,234,446,2461.8756218905473
Saugus,-,7,222,310,536,2958.6666666666665
Saugus,-,8,228,231,465,2566.7537313432836
Saugus,-,9,209,329,542,2991.7860696517414
Saugus,-,10,230,210,443,2445.31592039801
Savoy,-,1,57,35,92,692.0
Scituate,-,1,342,523,872,3151.6794897349014
Scituate,-,2,319,508,832,3007.107036077337
Scituate,-,3,353,432,789,2851.691648395455
Scituate,-,4,370,566,942,3404.681283635639
Scituate,-,5,371,454,834,3014.335658760215
Scituate,-,6,327,415,748,2703.504883396452
Seekonk,-,1,162,232,395,3247.567405632115
Seekonk,-,2,225,279,506,4160.174955062912
Seekonk,-,3,193,215,410,3370.8927501497906
Seekonk,-,4,167,188,358,2943.364889155183
Sharon,-,1,650,253,905,4110.072202166065
Sharon,-,2,455,233,689,3129.104693140794
Sharon,-,3,543,306,851,3864.830324909747
Sharon,-,4,540,237,779,3537.841155234657
Sharon,-,5,395,256,654,2970.1516245487364
Sheffield,-,1,466,184,653,3257.0
Shelburne,-,1,394,137,534,1893.0
Sherborn,-,1,694,651,1348,4119.0
Shirley,-,1,545,749,1313,7211.0
Shrewsbury,-,1,383,519,906,4487.529280845736
Shrewsbury,-,2,293,308,606,3001.5924328835717
Shrewsbury,-,3,220,257,479,2372.5458339129223
Shrewsbury,-,4,263,336,599,2966.9205730977883
Shrewsbury,-,5,290,393,686,3397.8422590068158
Shrewsbury,-,6,393,456,854,4229.966893865629
Shrewsbury,-,7,328,581,911,4512.2948949784395
Shrewsbury,-,8,383,562,945,4680.701071080818
Shrewsbury,-,9,235,285,523,2590.4832382807067
Shrewsbury,-,10,319,355,680,3368.123522047573
Shutesbury,-,1,569,94,667,1771.0
Somerset,-,1,303,263,568,3550.488644184446
Somerset,-,2,359,359,721,4506.870268410186
Somerset,-,3,344,288,639,3994.299724707502
Somerset,-,4,266,203,473,2956.656916724019
Somerset,-,5,268,236,505,3156.684445973847
Somerville,1,1,337,71,412,2224.089503313618
Somerville,1,2,355,131,492,2655.9515427919905
Somerville,1,3,290,82,379,2045.9464120287894
Somerville,2,1,513,38,553,2985.2463478942495
Somerville,2,2,650,83,737,3978.5290386945057
Somerville,2,3,611,108,728,3929.944559253189
Somerville,3,1,614,79,703,3794.9876719161975
Somerville,3,2,605,116,727,3924.5462837597092
Somerville,3,3,663,144,811,4378.001425212001
Somerville,4,1,326,113,443,2391.436043611487
Somerville,4,2,381,73,458,2472.410176013682
Somerville,4,3,426,125,557,3006.839449868168
Somerville,5,1,598,140,745,4021.715242642343
Somerville,5,2,647,125,781,4216.05316040761
Somerville,5,3,729,127,864,4664.110026366422
Somerville,6,1,778,120,905,4885.4393215990885
Somerville,6,2,810,134,957,5166.14964726003
Somerville,6,3,446,83,532,2871.8825625311765
Somerville,7,1,713,131,854,4610.127271431626
Somerville,7,2,583,93,684,3692.420437540084
Somerville,7,3,539,165,711,3838.1738758640345
South Hadley,-,A,358,257,616,3106.427872156637
South Hadley,-,B,427,361,792,3993.9786927728187
South Hadley,-,C,358,410,773,3898.16354736539
South Hadley,-,D,315,215,532,2682.824071408005
South Hadley,-,E,379,379,760,3832.6058162971494
Southampton,-,1,613,808,1437,5792.0
Southborough,-,1,395,468,864,3634.232558139535
Southborough,-,2,334,380,720,3028.5271317829456
Southborough,-,3,341,397,738,3104.2403100775196
Southbridge,-,1,274,336,619,3763.294909090909
Southbridge,-,2,202,204,412,2504.8101818181817
Southbridge,-,3,274,305,585,3556.587272727273
Southbridge,-,4,373,440,821,4991.381454545455
Southbridge,-,5,167,140,313,1902.926181818182
Southwick,-,1,172,538,711,3797.5952782462055
Southwick,-,2,153,341,498,2659.919055649241
Southwick,-,3,177,389,570,3044.485666104553
Spencer,-,1,157,307,467,2952.0259599783667
Spencer,-,2,137,238,380,2402.0767982693346
Spencer,-,3,164,340,509,3217.518658734451
Spencer,-,4,175,316,493,3116.3785830178476
Springfield,1,A,162,11,174,1695.4698242933537
Springfield,1,B,205,25,231,2250.8823529411766
Springfield,1,C,97,19,116,1130.313216195569
Springfield,1,D,145,30,177,1724.702062643239
Springfield,1,E,218,25,247,2406.7876241405656
Springfield,1,F,157,23,181,1763.6783804430863
Springfield,1,G,139,39,180,1753.9343009931247
Springfield,1,H,152,22,177,1724.702062643239
Springfield,2,A,101,33,134,1305.7066462948815
Springfield,2,B,241,111,355,3459.14820473644
Springfield,2,C,122,45,167,1627.261268143621
Springfield,2,D,163,85,249,2426.275783040489
Springfield,2,E,145,131,280,2728.342245989305
