City/Town,Ward,Pct,Elizabeth A. Warren,Scott P. Brown,Total Votes Cast,pop by share of vote
Malden,1,1,777,323,1108,3106.371138882339
Malden,1,2,921,433,1367,3832.499410516388
Malden,2,1,738,389,1140,3196.085828813959
Malden,2,2,825,551,1391,3899.7854279651024
Malden,3,1,910,522,1459,4090.429144069795
Malden,3,2,1092,708,1818,5096.9158217401555
Malden,4,1,696,323,1042,2921.3345908983733
Malden,4,2,617,232,865,2425.1002122141003
Malden,5,1,914,401,1336,3745.5883046451313
Malden,5,2,1003,765,1779,4987.576043385994
Malden,6,1,956,564,1537,4309.108700778119
Malden,6,2,902,550,1479,4146.500825277058
Malden,7,1,828,261,1101,3086.746050459797
Malden,7,2,888,381,1286,3605.409101626975
Malden,8,1,867,563,1449,4062.393303466164
Malden,8,2,648,387,1048,2938.156095260552
Manchester-by-the-Sea,-,1,1673,1848,3543,5136.0
Mansfield,-,1,773,1363,2168,4133.803108808291
Mansfield,-,2,826,1248,2104,4011.7720207253883
Mansfield,-,3,775,1394,2202,4198.632124352332
Mansfield,-,4,734,1282,2060,3927.875647668394
Mansfield,-,5,802,932,1767,3369.2020725388597
Mansfield,-,6,852,972,1858,3542.7150259067357
Marblehead,-,1,1087,1068,2172,3386.5692695214107
Marblehead,-,2,1088,1081,2178,3395.9244332493704
Marblehead,-,3,1000,992,1999,3116.828715365239
Marblehead,-,4,958,1240,2204,3436.463476070529
Marblehead,-,5,984,1071,2064,3218.1763224181364
Marblehead,-,6,959,1121,2087,3254.0377833753146
Marion,-,1,1503,1723,3241,4907.0
Marlborough,1,1,606,546,1165,2666.3893347601215
Marlborough,1,2,711,941,1659,3797.0299625468165
Marlborough,2,1,605,774,1388,3176.7797396112005
Marlborough,2,2,580,582,1171,2680.1218120206886
Marlborough,3,1,482,396,885,2025.5403959336545
Marlborough,3,2,642,776,1428,3268.3295880149813
Marlborough,4,1,399,334,740,1693.672195469948
Marlborough,4,2,682,847,1536,3515.5141787051903
Marlborough,5,1,474,354,838,1917.9693240592119
Marlborough,5,2,582,646,1235,2826.601569466738
Marlborough,6,1,491,456,958,2192.6188692705546
Marlborough,6,2,696,837,1541,3526.9579097556625
Marlborough,7,1,589,544,1138,2604.5931870875693
Marlborough,7,2,516,615,1139,2606.8819332976636
Marshfield,-,1,890,1266,2168,3595.2607060376113
Marshfield,-,2,851,1450,2311,3832.4019795447043
Marshfield,-,3,908,1232,2146,3558.777433190366
Marshfield,-,4,794,1243,2049,3397.9193665456946
Marshfield,-,5,723,1152,1884,3124.294820191356
Marshfield,-,6,899,1483,2389,3961.7517650940285
Marshfield,-,7,739,1458,2208,3661.593929396239
Mashpee,-,1,850,972,1827,3067.485255334452
Mashpee,-,2,641,893,1552,2605.767441860465
Mashpee,-,3,628,792,1432,2404.290577799089
Mashpee,-,4,757,720,1490,2501.671062095421
Mashpee,-,5,779,1247,2041,3426.785662910573
Mattapoisett,-,1,1786,2176,4078,6045.0
Maynard,-,1,722,720,1444,2508.692453154547
Maynard,-,2,870,597,1474,2560.8121024583115
Maynard,-,3,778,690,1477,2566.0240673886883
Maynard,-,4,777,637,1422,2470.471376998453
Medfield,-,1,754,1037,1811,2915.0554216867467
Medfield,-,2,677,1156,1850,2977.8313253012047
Medfield,-,3,744,1238,2002,3222.496385542169
Medfield,-,4,657,1138,1807,2908.6168674698793
Medford,1,1,950,649,1642,3300.982964712619
Medford,1,2,1008,693,1711,3439.696621573259
Medford,2,1,990,782,1786,3590.472335552215
Medford,2,2,1002,934,1943,3906.096163481497
Medford,3,1,1068,962,2046,4113.161477345931
Medford,3,2,1058,1023,2092,4205.637248586358
Medford,4,1,957,325,1296,2605.4043375563665
Medford,4,2,1251,658,1936,3892.0237635101284
Medford,5,1,1090,551,1655,3327.1174218023048
Medford,5,2,1037,349,1395,2804.4282800085894
Medford,6,1,1593,581,2188,4398.630162479421
Medford,6,2,1130,792,1947,3914.137534893708
Medford,7,1,743,330,1084,2179.2116527091835
Medford,7,2,887,627,1534,3083.8659365829217
Medford,8,1,1169,788,1976,3972.437477632238
Medford,8,2,1051,642,1711,3439.696621573259
Medway,-,1,659,1090,1758,3073.0659355723096
Medway,-,2,761,1036,1807,3158.720219328307
Medway,-,3,739,1055,1802,3149.979986291981
Medway,-,4,756,1157,1928,3370.233858807402
Melrose,1,1,657,572,1235,2131.235929905347
Melrose,1,2,625,480,1113,1920.7008825786647
Melrose,2,1,578,645,1231,2124.333141468406
Melrose,2,2,588,534,1129,1948.312036326426
Melrose,3,1,652,506,1165,2010.4371322588897
Melrose,3,2,576,451,1038,1791.2735993860324
Melrose,4,1,565,415,984,1698.0859554873368
Melrose,4,2,485,807,1295,2234.7777564594526
Melrose,5,1,523,390,919,1585.9156433870555
Melrose,5,2,597,481,1086,1874.107060629317
Melrose,6,1,570,456,1034,1784.3708109490917
Melrose,6,2,541,614,1163,2006.9857380404194
Melrose,7,1,554,547,1106,1908.621002814019
Melrose,7,2,565,567,1138,1963.8433103095422
Mendon,-,1,1215,2200,3438,5839.0
Merrimac,-,1,779,1014,1808,3179.5516093229744
Merrimac,-,2,746,1039,1796,3158.4483906770256
Methuen,-,1,764,1001,1781,3883.405084902178
Methuen,-,2,829,237,1081,2357.080795496493
Methuen,-,3,782,945,1743,3800.547480620155
Methuen,-,4,811,907,1734,3780.923311184939
Methuen,-,5,788,685,1492,3253.251199704688
Methuen,-,6,798,911,1728,3767.8405315614614
Methuen,-,7,807,1163,1979,4315.136812476929
Methuen,-,8,731,1467,2218,4836.2675341454415
Methuen,-,9,680,1320,2010,4382.731173864895
Methuen,-,10,860,928,1797,3918.292497231451
Methuen,-,11,769,1427,2206,4810.101974898486
Methuen,-,12,706,1182,1903,4149.421603912883
Middleborough,-,1,956,1530,2505,4980.696714261139
Middleborough,-,2,653,953,1629,3238.944090830896
Middleborough,-,3,744,1317,2087,4149.586444176845
Middleborough,-,4,616,887,1532,3046.078788921383
Middleborough,-,5,737,1315,2093,4161.516256666093
Middleborough,-,6,672,1082,1780,3539.1777051436434
Middlefield,-,1,168,122,294,521.0
Middleton,-,1,813,1530,2355,4545.615335051546
Middleton,-,2,814,1480,2301,4441.384664948454
Milford,-,1,586,554,1147,2479.7199444058374
Milford,-,2,770,733,1520,3286.115357887422
Milford,-,3,628,817,1457,3149.914523974983
Milford,-,4,728,578,1315,2842.922168172342
Milford,-,5,912,1235,2168,4687.038220986796
Milford,-,6,773,863,1650,3567.164697706741
Milford,-,7,736,1074,1823,3941.1765114662962
Milford,-,8,878,981,1871,4044.9485753995828
Millbury,-,1,649,912,1571,3051.56452321664
Millbury,-,2,766,1204,1981,3847.962648308188
Millbury,-,3,714,1034,1752,3403.1451589277867
Millbury,-,4,678,838,1523,2958.327669547385
Millis,-,1,654,919,1580,2611.0534031413613
Millis,-,2,625,936,1580,2611.0534031413613
Millis,-,3,655,950,1615,2668.8931937172774
Millville,-,1,579,975,1565,3190.0
Milton,-,1,1209,359,1578,2668.6750172230227
Milton,-,2,1136,555,1696,2868.2337320723996
Milton,-,3,862,850,1719,2907.130769712532
Milton,-,4,1014,613,1635,2765.072023548569
Milton,-,5,680,669,1360,2299.998747416547
Milton,-,6,741,1038,1787,3022.1307070833595
Milton,-,7,683,882,1580,2672.0573683221646
Milton,-,8,727,978,1715,2900.3660675142482
Milton,-,9,622,1100,1736,2935.880754055239
Milton,-,10,817,337,1161,1963.4548130519195
Monroe,-,1,26,27,53,121.0
Monson,-,A,658,798,1460,2896.9865554010203
Monson,-,B,545,828,1384,2746.18451553083
Monson,-,C,627,831,1470,2916.8289290681505
Montague,-,1,727,215,946,1876.652245473783
Montague,-,2,514,202,724,1436.253938396426
Montague,-,3,445,236,694,1376.7406536562428
Montague,-,4,468,266,739,1466.0105807665177
Montague,-,5,403,80,492,976.0178697390077
Montague,-,6,430,223,658,1305.3247119680225
Monterey,-,1,403,126,536,961.0
Montgomery,-,1,204,306,510,838.0
Mount Washington,-,1,83,25,110,167.0
Nahant,-,1,1202,1104,2320,3410.0
Nantucket,-,1,3435,2653,6145,10172.0
Natick,-,1,819,522,1348,2358.5712468193383
Natick,-,2,941,905,1855,3245.6599872773536
Natick,-,3,1044,935,1986,3474.868320610687
Natick,-,4,983,742,1739,3042.696882951654
Natick,-,5,984,1001,2001,3501.1135496183206
Natick,-,6,974,918,1907,3336.6434478371502
Natick,-,7,1082,833,1934,3383.8848600508904
Natick,-,8,1055,782,1852,3240.4109414758273
Natick,-,9,1052,893,1964,3436.375318066158
Natick,-,10,1179,1093,2278,3985.775445292621
Needham,-,A,837,722,1572,2605.806955124526
Needham,-,B,899,815,1746,2894.2359692413634
Needham,-,C,874,926,1839,3048.3963043727763
Needham,-,D,908,831,1756,2910.812349363021
Needham,-,E,962,902,1873,3104.7559967864113
Needham,-,F,1025,784,1824,3023.53173419029
Needham,-,G,767,702,1483,2458.277172041777
Needham,-,H,902,918,1825,3025.189372202456
Needham,-,I,972,818,1812,3003.6400780443014
Needham,-,J,908,769,1696,2811.354068633077
New Ashford,-,1,102,52,155,228.0
New Bedford,1,A,739,516,1279,3613.154097581268
New Bedford,1,B,745,429,1193,3370.2055030605575
New Bedford,1,C,700,435,1149,3245.906222142984
New Bedford,1,D,674,506,1197,3381.5054376894277
New Bedford,1,E,726,407,1150,3248.7312058002017
New Bedford,1,F,705,497,1227,3466.254947405955
New Bedford,2,A,260,75,340,960.4944434539728
New Bedford,2,B,441,214,663,1872.9641647352469
New Bedford,2,C,446,156,612,1728.889998217151
New Bedford,2,D,527,282,820,2316.486598918405
New Bedford,2,E,624,333,969,2737.4091638438226
New Bedford,2,F,669,314,996,2813.683722588697
New Bedford,3,A,381,120,509,1437.9166815237415
New Bedford,3,B,565,132,717,2025.5132822249955
New Bedford,3,C,493,142,664,1875.7891483924645
New Bedford,3,D,622,208,844,2384.2862066916264
New Bedford,3,E,817,366,1201,3392.8053723182984
New Bedford,3,F,788,380,1177,3325.005764545076
New Bedford,4,A,632,78,731,2065.0630534260413
New Bedford,4,B,964,182,1162,3282.6310096868124
New Bedford,4,C,838,230,1095,3093.3571046532356
New Bedford,4,D,694,195,908,2565.085160753551
New Bedford,4,E,624,257,902,2548.1352588102454
New Bedford,4,F,766,164,948,2678.084507042254
New Bedford,5,A,556,167,734,2073.5380043976943
New Bedford,5,B,770,240,1026,2898.4332323052236
New Bedford,5,C,664,286,964,2723.2842455577343
New Bedford,5,D,831,332,1185,3347.605633802817
New Bedford,5,E,892,557,1468,4147.076008795389
New Bedford,5,F,860,426,1301,3675.3037380400547
New Bedford,6,A,689,388,1108,3130.081892197064
New Bedford,6,B,652,296,965,2726.109229214952
New Bedford,6,C,405,100,519,1466.1665180959171
New Bedford,6,D,375,96,495,1398.3669103226957
New Bedford,6,E,474,134,625,1765.6147857609794
New Bedford,6,F,570,226,811,2291.061746003447
New Braintree,-,1,235,324,560,999.0
New Marlborough,-,1,528,304,842,1509.0
New Salem,-,1,351,251,608,990.0
Newbury,-,1,1078,1155,2245,3339.694264673064
Newbury,-,2,895,1327,2236,3326.305735326936
Newburyport,1,P,226,239,466,733.6035433426738
Newburyport,1,1,840,617,1470,2314.157100244057
Newburyport,2,1,1162,658,1829,2879.3151947934557
Newburyport,3,1,1028,793,1833,2885.6122209165687
Newburyport,4,1,1051,947,2007,3159.5328572719877
Newburyport,5,1,674,966,1659,2611.6915845611497
Newburyport,6,1,818,969,1799,2832.0874988701075
Newton,1,1,782,528,1327,2499.6956262029603
Newton,1,2,989,435,1432,2697.4861618105797
Newton,1,3,974,366,1350,2543.0211720979623
Newton,1,4,732,608,1356,2554.3234884183976
Newton,2,1,920,503,1431,2695.6024424238403
Newton,2,2,765,328,1100,2072.0913254131547
Newton,2,3,1193,471,1671,3147.695095241256
Newton,2,4,1217,434,1655,3117.555585053428
Newton,3,1,994,553,1561,2940.4859626999405
Newton,3,2,1019,475,1502,2829.3465188823257
Newton,3,3,877,565,1448,2727.625671998407
Newton,3,4,892,543,1443,2718.2070750647113
Newton,4,1,866,460,1333,2510.9979425233955
Newton,4,2,927,314,1256,2365.951549744475
Newton,4,3,687,301,997,1878.0682285790137
Newton,4,4,850,472,1338,2520.416539457092
Newton,5,1,855,442,1302,2452.602641534479
Newton,5,2,1036,367,1413,2661.695493462534
Newton,5,3,1243,525,1774,3341.7181920753965
Newton,5,4,1245,524,1774,3341.7181920753965
Newton,6,1,876,466,1353,2548.67233025818
Newton,6,2,1136,389,1537,2895.2766974181986
Newton,6,3,1272,345,1627,3064.8114422247295
Newton,6,4,1272,439,1724,3247.532222738435
Newton,7,1,850,534,1400,2637.2071414349243
Newton,7,2,1196,579,1780,3353.020508395832
Newton,7,3,519,281,812,1529.5801420322562
Newton,7,4,448,311,762,1435.3941726952942
Newton,8,1,891,727,1626,3062.92772283799
Newton,8,2,789,762,1555,2929.183646379505
Newton,8,3,949,618,1583,2981.9277892082036
Newton,8,4,607,369,979,1844.1612796177076
Norfolk,-,1,405,852,1263,2469.900888346978
Norfolk,-,2,803,1570,2386,4666.020205539105
Norfolk,-,3,673,1415,2092,4091.078906113917
North Adams,1,1,815,341,1175,2771.794871794872
North Adams,2,2,806,302,1123,2649.128205128205
North Adams,3,3,746,248,1006,2373.1282051282055
North Adams,4,4,907,427,1348,3179.897435897436
North Adams,5,5,852,283,1159,2734.051282051282
North Andover,-,1,785,927,1721,3180.1989180733885
North Andover,-,2,810,1227,2054,3795.5424623606855
North Andover,-,3,827,1052,1891,3494.3382650068434
North Andover,-,4,851,1326,2193,4052.397575441569
North Andover,-,5,564,834,1406,2598.1171869908103
North Andover,-,6,675,1542,2227,4115.22544482826
North Andover,-,7,704,1129,1845,3409.3358534836734
North Andover,-,8,644,1347,2006,3706.8442938147687
North Attleborough,-,1,539,687,1232,2467.6096267875832
North Attleborough,-,2,596,1035,1641,3286.8079525636554
North Attleborough,-,3,532,1161,1706,3416.998395535403
North Attleborough,-,4,581,710,1303,2609.8176491105683
North Attleborough,-,5,553,879,1449,2902.245413324032
North Attleborough,-,6,568,1134,1713,3431.0189047785143
North Attleborough,-,7,665,1278,1954,3913.725008719917
North Attleborough,-,8,566,1118,1691,3386.954447157307
North Attleborough,-,9,577,1062,1646,3296.8226020230204
North Brookfield,-,1,877,1490,2386,4680.0
North Reading,-,1,716,1512,2250,3805.8836892321674
North Reading,-,2,816,1222,2051,3469.2744207178557
North Reading,-,3,810,1387,2219,3753.4470695138575
North Reading,-,4,868,1407,2284,3863.3948205361203
Northampton,1,A,771,137,927,1611.0624581481707
Northampton,1,B,1074,284,1402,2436.579898946856
Northampton,2,A,1123,132,1278,2221.076398612041
Northampton,2,B,693,63,800,1390.345163450417
Northampton,3,A,1102,179,1316,2287.117793875936
Northampton,3,B,1033,164,1220,2120.276374261886
Northampton,4,A,842,103,970,1685.7935106836305
Northampton,4,B,905,170,1115,1937.7935715590188
Northampton,5,A,856,199,1083,1882.1797650210021
Northampton,5,B,975,201,1204,2092.469470992877
Northampton,6,A,874,383,1279,2222.814330066354
Northampton,6,B,938,348,1320,2294.0695196931883
Northampton,7,A,980,278,1271,2208.91087843185
Northampton,7,B,886,324,1242,2158.5108662567723
Northborough,-,1,927,1207,2171,3611.105170387779
Northborough,-,2,891,1103,2038,3389.8813160987074
Northborough,-,3,948,1228,2198,3656.015276145711
Northborough,-,4,867,1204,2103,3497.9982373678026
Northbridge,-,1,734,1182,1926,3914.048647949282
Northbridge,-,2,729,1170,1911,3883.5654030275587
Northbridge,-,3,633,1083,1728,3511.6698149825334
Northbridge,-,4,669,1480,2164,4397.7161340406265
Northfield,-,1,1014,611,1638,3032.0
Norton,-,1,784,1218,2011,4192.2818490524705
Norton,-,2,749,1247,2008,4186.02782341987
Norton,-,3,934,1040,1990,4148.503669624274
Norton,-,4,740,1182,1931,4025.5078321831525
Norton,-,5,445,735,1189,2478.678825720232
Norwell,-,1,750,1320,2078,3353.528110599078
Norwell,-,2,739,1465,2210,3566.552995391705
Norwell,-,3,746,1468,2222,3585.9188940092163
Norwood,-,1,821,943,1776,3400.077108433735
Norwood,-,2,809,851,1671,3199.0590361445784
Norwood,-,3,813,910,1734,3319.6698795180723
Norwood,-,4,791,1139,1941,3715.9626506024097
Norwood,-,5,689,545,1246,2385.4144578313253
Norwood,-,6,636,697,1346,2576.860240963855
Norwood,-,7,719,849,1577,3019.1
Norwood,-,8,917,886,1815,3474.740963855422
Norwood,-,9,716,1102,1834,3511.115662650602
Oak Bluffs,-,1,1821,959,2808,4527.0
Oakham,-,1,409,737,1152,1902.0
Orange,-,1,739,838,1593,3819.9837870908536
Orange,-,2,816,849,1676,4019.016212909147
Orleans,-,1,2335,2199,4548,5890.0
Otis,-,1,437,381,834,1612.0
Oxford,-,1,642,1040,1691,3543.010698456366
Oxford,-,2,599,964,1572,3293.6799633195783
Oxford,-,3,683,993,1696,3553.486779764634
Oxford,-,4,642,932,1584,3318.8225584594225
Palmer,-,1,632,721,1359,2911.800211789622
Palmer,-,1A,83,98,181,387.8115072361455
Palmer,-,2,642,899,1554,3329.6081891987296
Palmer,-,3,577,607,1195,2560.4129897635016
Palmer,-,4,631,734,1377,2950.3671020120014
Paxton,-,1,929,1579,2560,4806.0
Peabody,1,1,738,819,1575,2976.852227467178
Peabody,1,2,722,1046,1780,3364.315533264493
Peabody,1,3,702,961,1675,3165.858718100015
Peabody,2,1,663,396,1066,2014.809190146039
Peabody,2,2,610,434,1053,1990.2383463637705
Peabody,2,3,615,775,1403,2651.761063578699
Peabody,3,1,581,334,928,1753.9802330727246
Peabody,3,2,683,533,1236,2336.1202242218615
Peabody,3,3,701,693,1404,2653.651128485027
Peabody,4,1,738,830,1572,2971.182032748193
Peabody,4,2,590,739,1343,2538.357169198997
Peabody,4,3,408,422,835,1578.2041967841865
Peabody,4,3A,711,624,1342,2536.4671042926684
Peabody,5,1,725,1008,1751,3309.5036509809706
Peabody,5,2,657,770,1437,2716.023270393863
Peabody,5,3,667,817,1499,2833.207294586222
Peabody,6,1,659,1108,1778,3360.535403451837
Peabody,6,2,681,1044,1734,3277.3725475733886
Peabody,6,3,659,1036,1705,3222.560665289866
Pelham,-,1,717,169,894,1321.0
Pembroke,-,1,812,1289,2109,3822.602682654202
Pembroke,-,2,734,1175,1920,3480.0365816482063
Pembroke,-,3,767,1171,1951,3536.2246722894015
Pembroke,-,4,728,1199,1936,3509.0368864952748
Pembroke,-,5,636,1279,1925,3489.099176912915
Pepperell,-,1,743,1404,2158,3800.632046568627
Pepperell,-,2,893,1339,2248,3959.138480392157
Pepperell,-,3,781,1332,2122,3737.229473039216
Peru,-,1,281,187,475,847.0
Petersham,-,1,405,412,822,1234.0
Phillipston,-,1,391,560,955,1682.0
Pittsfield,1,A,869,284,1168,2588.951890204628
Pittsfield,1,B,1019,419,1467,3251.705841549819
Pittsfield,2,A,619,139,771,1708.974235742952
Pittsfield,2,B,1078,379,1481,3282.7377991378885
Pittsfield,3,A,1210,419,1652,3661.770995392162
Pittsfield,3,B,1356,495,1878,4162.715453599564
Pittsfield,4,A,1205,472,1695,3757.083436555517
Pittsfield,4,B,1321,691,2033,4506.283555467473
Pittsfield,5,A,1045,310,1373,3043.3484120299263
Pittsfield,5,B,1064,422,1515,3358.101124708913
Pittsfield,6,A,1095,438,1553,3442.33072387653
Pittsfield,6,B,737,290,1040,2305.2311351137096
Pittsfield,7,A,768,234,1020,2260.899767130754
Pittsfield,7,B,1100,421,1537,3406.865629490165
Plainfield,-,1,277,112,392,648.0
Plainville,-,1,583,915,1521,2800.7005347593586
Plainville,-,2,489,917,1426,2625.7718360071303
Plainville,-,3,518,1011,1541,2837.5276292335116
Plymouth,-,1,703,781,1499,2810.1833272467716
Plymouth,-,2,910,1026,1947,3650.0513263171874
Plymouth,-,3,822,862,1702,3190.7485143255535
Plymouth,-,4,839,953,1804,3381.968460542479
Plymouth,-,5,850,1347,2208,4139.349423989907
Plymouth,-,6,943,1115,2066,3873.141263570267
Plymouth,-,7,856,1135,2004,3756.9095315560576
Plymouth,-,8,896,1275,2184,4094.3564954682784
Plymouth,-,9,677,1012,1701,3188.8738089704857
Plymouth,-,10,535,824,1368,2564.5969257328775
Plymouth,-,11,919,1423,2357,4418.680521895023
Plymouth,-,12,813,1224,2051,3845.020683244248
Plymouth,-,13,853,1194,2055,3852.51950466452
Plymouth,-,14,774,1275,2055,3852.51950466452
Plymouth,-,15,1299,1818,3120,5849.080707811826
Plympton,-,1,661,1080,1752,2820.0
Princeton,-,1,946,1358,2330,3413.0
Provincetown,-,1,2026,353,2390,2942.0
Quincy,1,1,675,584,1271,2886.1653049170645
Quincy,1,2,661,388,1090,2475.1535659792294
Quincy,1,3,806,608,1429,3244.9490328296497
Quincy,1,4,800,928,1741,3953.433356302604
Quincy,1,5,917,919,1848,4196.4071467244175
Quincy,2,1,724,612,1354,3074.6403012255746
Quincy,2,2,795,556,1364,3097.348132106118
Quincy,2,3,407,217,628,1426.0517792981248
Quincy,2,3A,68,87,158,358.7837279125855
Quincy,2,4,609,476,1103,2504.6737461239354
Quincy,2,5,782,627,1422,3229.053551213269
Quincy,3,1,816,694,1524,3460.6734261948122
Quincy,3,2,723,625,1363,3095.0773490180636
Quincy,3,3,590,397,1004,2279.8662204065563
Quincy,3,4,720,879,1610,3655.9607717674853
Quincy,3,5,627,406,1048,2379.780676280947
Quincy,4,1,690,610,1312,2979.267411527292
Quincy,4,2,805,764,1579,3585.566496037801
Quincy,4,3,732,867,1609,3653.6899886794313
Quincy,4,4,696,395,1102,2502.4029630358814
Quincy,4,5,706,557,1270,2883.89452182901
Quincy,5,1,721,474,1213,2754.459885809913
Quincy,5,2,734,495,1249,2836.208076979869
Quincy,5,3,764,718,1498,3401.6330659053992
Quincy,5,4,655,623,1285,2917.9562681498255
Quincy,5,5,765,721,1495,3394.8207166412362
Quincy,6,1,714,548,1274,2892.977654181228
Quincy,6,2,529,423,968,2198.1180292366
Quincy,6,3,806,843,1669,3789.936973962691
Quincy,6,4,708,508,1233,2799.8755475709995
Quincy,6,5,835,1070,1921,4362.174312152384
Randolph,-,1,909,371,1287,2720.567704561912
Randolph,-,2,883,284,1183,2500.7238496478176
Randolph,-,3,817,361,1185,2504.9516160884737
Randolph,-,4,926,399,1331,2813.578566256336
Randolph,-,5,788,386,1179,2492.2683167665064
Randolph,-,6,785,317,1113,2352.75202422487
Randolph,-,7,883,406,1302,2752.275952866829
Randolph,-,8,996,344,1346,2845.2868145612533
Randolph,-,9,932,277,1217,2572.5958791389635
Randolph,-,10,901,429,1338,2828.375748798631
Randolph,-,11,905,454,1373,2902.3616615101046
Randolph,-,12,855,468,1337,2826.261865578303
Raynham,-,1,577,944,1530,2918.4706385404793
Raynham,-,1A,113,145,260,495.9492588369441
Raynham,-,2,554,977,1537,2931.823118586089
Raynham,-,2A,76,232,309,589.4166191562143
Raynham,-,3,673,1016,1704,3250.375142531357
Raynham,-,4,645,1019,1676,3196.9652223489165
Reading,-,1,839,1271,2122,3634.629983388704
Reading,-,2,828,952,1797,3077.9595099667777
Reading,-,3,785,957,1755,3006.020556478405
Reading,-,4,776,1036,1818,3113.9289867109637
Reading,-,5,868,881,1760,3014.5847176079733
Reading,-,6,655,745,1411,2416.8062707641197
Reading,-,7,869,1100,1977,3386.2693106312295
Reading,-,8,722,1075,1808,3096.8006644518273
Rehoboth,-,1,825,1183,2035,3724.7366761274047
Rehoboth,-,2,893,1236,2155,3944.377168085777
Rehoboth,-,3,895,1232,2152,3938.886155786818
Revere,1,1,684,411,1123,3226.4275008326854
Revere,1,2,584,337,941,2703.533640501832
Revere,1,3,578,362,962,2763.8675474630845
Revere,2,1,455,227,691,1985.272843344066
Revere,2,2,443,210,677,1945.0502387032307
Revere,2,3,263,66,335,962.4694681914067
Revere,2,3A,85,62,149,428.0834351060286
Revere,3,1,550,426,990,2844.312756744754
Revere,3,2,621,347,984,2827.0744976129677
Revere,3,3,590,390,995,2858.6779726879095
Revere,4,1,592,470,1073,3082.775341401132
Revere,4,2,586,380,980,2815.5823248584434
Revere,4,3,659,532,1213,3485.001387809482
Revere,5,1,477,427,915,2628.834517597424
Revere,5,1A,329,236,574,1649.126790274231
Revere,5,2,285,220,512,1470.998112579105
Revere,5,2A,293,126,425,1221.0433551682024
Revere,5,3,587,429,1022,2936.250138780948
Revere,6,1,598,618,1230,3533.8431220162097
Revere,6,2,705,655,1382,3970.545686688132
Revere,6,3,522,304,841,2416.229321638725
Richmond,-,1,665,266,945,1475.0
Rochester,-,1,1166,1951,3146,5232.0
Rockland,-,1,659,869,1539,3047.850866266561
Rockland,-,2,731,898,1647,3261.735137583513
Rockland,-,3,511,627,1151,2279.4518174612163
Rockland,-,4,628,701,1343,2659.690522024686
Rockland,-,5,641,922,1579,3127.0672630506174
Rockland,-,6,584,975,1572,3113.2043936134073
Rockport,-,1,697,539,1244,1811.5391705069126
Rockport,-,2,879,717,1606,2338.691244239631
Rockport,-,3,1022,888,1924,2801.769585253456
Rowe,-,1,130,110,243,393.0
Rowley,-,1,1300,2275,3594,5856.0
Royalston,-,1,206,195,408,757.0265486725664
Royalston,-,2,133,135,270,500.9734513274336
Russell,-,1,326,464,797,1775.0
Rutland,-,1,544,927,1477,2608.2217054263565
Rutland,-,2,520,1011,1536,2712.4093023255814
Rutland,-,3,610,883,1502,2652.368992248062
Salem,1,1,1025,665,1704,3549.3203002972737
Salem,1,2,666,84,761,1585.1131153322922
Salem,2,1,1026,568,1605,3343.1097898926787
Salem,2,2,1173,547,1733,3609.7253993046806
Salem,3,1,797,456,1268,2641.1608807376433
Salem,3,2,791,570,1370,2853.620194487832
Salem,4,1,726,632,1375,2864.034866730488
Salem,4,2,706,746,1460,3041.084294855646
Salem,5,1,926,613,1551,3230.631329671991
Salem,5,2,819,386,1216,2532.848289414017
Salem,6,1,886,694,1604,3341.026855444148
Salem,6,2,742,562,1316,2741.141734267144
Salem,7,1,845,584,1444,3007.7573436791454
Salem,7,2,825,610,1440,2999.42560588502
Salisbury,-,1,639,780,1432,2749.47983310153
Salisbury,-,2,679,841,1531,2939.5625869262867
Salisbury,-,3,535,809,1351,2593.957579972184
Sandisfield,-,1,265,183,461,915.0
Sandwich,-,1,1101,1202,2314,3811.5001593371576
Sandwich,-,2,961,1319,2290,3771.968610579987
Sandwich,-,3,777,1260,2048,3373.3588272785214
Sandwich,-,4,810,1229,2056,3386.536010197578
Sandwich,-,5,727,1212,1957,3223.4683715742513
Sandwich,-,6,679,1200,1887,3108.168021032505
Saugus,-,1,622,692,1323,2548.935967006729
Saugus,-,2,606,708,1318,2539.3028000868244
Saugus,-,3,597,759,1366,2631.7812025179073
Saugus,-,4,503,768,1280,2466.0907314955502
Saugus,-,5,572,920,1505,2899.583242891252
Saugus,-,6,586,741,1340,2581.688734534404
Saugus,-,7,560,922,1492,2874.537008899501
Saugus,-,8,635,767,1423,2741.599305404819
Saugus,-,9,621,879,1512,2913.069676579119
Saugus,-,10,597,652,1262,2431.411330583894
Savoy,-,1,204,145,359,692.0
Scituate,-,1,727,1229,1969,3109.2812853783853
Scituate,-,2,682,1222,1918,3028.746320647914
Scituate,-,3,822,1061,1890,2984.5310458939302
Scituate,-,4,793,1185,1989,3140.8636244883737
Scituate,-,5,830,1066,1904,3006.6386832709222
Scituate,-,6,839,960,1813,2862.939040320474
Seekonk,-,1,816,974,1810,3383.7629427792917
Seekonk,-,2,916,1060,2000,3738.9645776566763
Seekonk,-,3,801,844,1662,3107.079564032698
Seekonk,-,4,901,945,1868,3492.192915531335
Sharon,-,1,1317,847,2177,3687.3748797845737
Sharon,-,2,1067,895,1979,3352.0050009617235
Sharon,-,3,1194,1021,2224,3766.982881323331
Sharon,-,4,1252,882,2146,3634.86747451433
Sharon,-,5,1026,830,1872,3170.7697634160413
