City/Town,Ward,Pct,John F. Kerry,Michael E. Cloud,Total Votes Cast,,
Northborough,-,2,"1,011",296,"1,430",,
Northborough,-,3,"1,076",294,"1,532",,
Northborough,-,4,"1,118",323,"1,589",,
Northbridge,-,1,918,274,"1,342",,
Northbridge,-,2,869,283,"1,267",,
Northbridge,-,3,604,185,897,,
Northbridge,-,4,771,315,"1,238",,
Northfield,-,1,862,175,"1,184",,
Norton,-,1,862,250,"1,217",,
Norton,-,2,837,292,"1,251",,
Norton,-,3,822,222,"1,115",,
Norton,-,4,807,246,"1,139",,
Norton,-,5,507,146,728,,
Norwell,-,1,"1,045",306,"1,537",,
Norwell,-,2,"1,021",403,"1,686",,
Norwell,-,3,"1,115",364,"1,695",,
Norwood,-,1,933,234,"1,313",,
Norwood,-,2,913,188,"1,216",,
Norwood,-,3,902,227,"1,241",,
Norwood,-,4,"1,130",287,"1,604",,
Norwood,-,5,533,125,726,,
Norwood,-,6,797,174,"1,080",,
Norwood,-,7,891,244,"1,242",,
Norwood,-,8,920,190,"1,233",,
Norwood,-,9,"1,099",302,"1,551",,
Oak Bluffs,-,1,"1,385",194,"1,759",,
Oakham,-,1,493,189,752,,
Orange,-,1,749,206,"1,072",,
Orange,-,2,846,220,"1,173",,
Orleans,-,1,"1,213",421,"1,945",,
Orleans,-,2,"1,146",407,"1,819",,
Otis,-,1,310,90,449,,
Oxford,-,1,743,213,"1,080",,
Oxford,-,2,779,222,"1,095",,
Oxford,-,3,815,225,"1,136",,
Oxford,-,4,781,220,"1,096",,
Palmer,-,1,786,183,"1,047",,
Palmer,-,2,785,217,"1,126",,
Palmer,-,3,713,192,"1,002",,
Palmer,-,4,733,146,976,,
Paxton,-,1,"1,427",396,"2,050",,
Peabody,1,1,960,201,"1,238",,
Peabody,1,2,"1,102",212,"1,431",,
Peabody,1,3,953,201,"1,247",,
Peabody,2,1,457,77,576,,
Peabody,2,2,574,122,747,,
Peabody,2,3,839,148,"1,052",,
Peabody,3,1,563,72,676,,
Peabody,3,2,777,119,968,,
Peabody,3,3,824,157,"1,069",,
Peabody,4,1,839,190,"1,120",,
Peabody,4,2,907,156,"1,131",,
Peabody,4,3,"1,222",243,"1,635",,
Peabody,5,1,844,161,"1,114",,
Peabody,5,2,852,164,"1,091",,
Peabody,5,3,891,213,"1,200",,
Peabody,6,1,925,207,"1,209",,
Peabody,6,2,980,181,"1,251",,
Peabody,6,3,943,228,"1,277",,
Pelham,-,1,453,78,716,,
Pembroke,-,1,"1,060",304,"1,500",,
Pembroke,-,2,910,248,"1,254",,
Pembroke,-,3,968,271,"1,336",,
Pembroke,-,4,"1,013",255,"1,370",,
Pembroke,-,5,895,251,"1,256",,
Pepperell,-,1,944,367,"1,448",,
Pepperell,-,2,962,359,"1,474",,
Pepperell,-,3,954,327,"1,417",,
Peru,-,1,172,58,246,,
Petersham,-,1,402,122,618,,
Phillipston,-,1,406,138,581,,
Pittsfield,1,A,597,122,748,,
Pittsfield,1,B,912,132,"1,129",,
Pittsfield,2,A,283,42,347,,
Pittsfield,2,B,793,110,973,,
Pittsfield,3,A,824,111,"1,023",,
Pittsfield,3,B,"1,047",134,"1,285",,
Pittsfield,4,A,"1,032",184,"1,335",,
Pittsfield,4,B,"1,121",186,"1,418",,
Pittsfield,5,A,776,142,"1,022",,
Pittsfield,5,B,701,108,874,,
Pittsfield,6,A,841,136,"1,088",,
Pittsfield,6,B,526,96,686,,
Pittsfield,7,A,466,65,586,,
Pittsfield,7,B,775,134,974,,
Plainfield,-,1,208,49,303,,
Plainville,-,1,941,271,"1,305",,
Plainville,-,2,"1,095",348,"1,556",,
Plymouth,-,1,797,162,"1,052",,
Plymouth,-,2,"1,039",249,"1,384",,
Plymouth,-,3,788,217,"1,102",,
Plymouth,-,4,997,285,"1,467",,
Plymouth,-,5,"1,003",294,"1,455",,
Plymouth,-,6,"1,020",258,"1,405",,
Plymouth,-,7,918,293,"1,328",,
Plymouth,-,8,921,303,"1,373",,
Plymouth,-,9,798,281,"1,165",,
Plymouth,-,10,787,171,"1,048",,
Plymouth,-,11,"1,248",299,"1,698",,
Plymouth,-,12,986,328,"1,432",,
Plymouth,-,13,"1,150",319,"1,600",,
Plymouth,-,14,"1,054",389,"1,604",,
Plympton,-,1,781,304,"1,191",,
Princeton,-,1,"1,097",355,"1,674",,
Provincetown,-,1,"1,472",153,"1,734",,
Quincy,1,1,956,194,"1,291",,
Quincy,1,2,512,82,621,,
Quincy,1,3,467,104,640,,
Quincy,1,4,"1,105",203,"1,405",,
Quincy,1,5,974,202,"1,253",,
Quincy,2,1,686,142,913,,
Quincy,2,2,"1,037",186,"1,343",,
Quincy,2,3,560,108,726,,
Quincy,2,4,692,160,937,,
Quincy,2,5,848,180,"1,144",,
Quincy,3,1,880,185,"1,165",,
Quincy,3,2,807,170,"1,088",,
Quincy,3,3,663,149,895,,
Quincy,3,4,995,198,"1,333",,
Quincy,3,5,559,114,747,,
Quincy,4,1,749,199,"1,025",,
Quincy,4,2,803,187,"1,080",,
Quincy,4,3,894,186,"1,196",,
Quincy,4,4,581,118,763,,
Quincy,4,5,657,128,838,,
Quincy,5,1,841,179,"1,142",,
Quincy,5,2,845,185,"1,127",,
Quincy,5,3,659,157,912,,
Quincy,5,4,698,210,"1,031",,
Quincy,5,5,845,181,"1,138",,
Quincy,6,1,659,139,876,,
Quincy,6,2,555,116,758,,
Quincy,6,3,918,206,"1,252",,
Quincy,6,4,720,122,942,,
Quincy,6,5,"1,155",241,"1,554",,
Randolph,-,1,"1,066",174,"1,336",,
Randolph,-,2,933,131,"1,145",,
Randolph,-,3,931,184,"1,223",,
Randolph,-,4,"1,057",161,"1,300",,
Randolph,-,5,958,144,"1,191",,
Randolph,-,6,"1,024",201,"1,327",,
Randolph,-,7,"1,201",112,"1,404",,
Randolph,-,8,"1,129",194,"1,430",,
Raynham,-,1,"1,125",320,"1,577",,
Raynham,-,2,"1,085",346,"1,603",,
Raynham,-,3,898,273,"1,302",,
Reading,-,1,999,270,"1,441",,
Reading,-,2,886,217,"1,250",,
Reading,-,3,906,222,"1,260",,
Reading,-,4,"1,029",286,"1,495",,
Reading,-,5,938,222,"1,301",,
Reading,-,6,"1,020",256,"1,437",,
Reading,-,7,"1,053",224,"1,404",,
Reading,-,8,900,253,"1,344",,
Rehoboth,-,1,772,261,"1,131",,
Rehoboth,-,2,937,285,"1,358",,
Rehoboth,-,3,825,181,"1,084",,
Revere,1,1,700,113,890,,
Revere,1,2,559,96,717,,
Revere,1,3,682,123,889,,
Revere,2,1,354,66,470,,
Revere,2,2,326,64,432,,
Revere,2,3,104,19,132,,
Revere,2,3A,91,16,117,,
Revere,3,1,526,112,707,,
Revere,3,2,499,75,641,,
Revere,3,3,581,86,734,,
Revere,4,1,620,127,832,,
Revere,4,2,528,112,829,,
Revere,4,3,694,141,941,,
Revere,5,1,562,109,757,,
Revere,5,1A,376,48,471,,
Revere,5,2,279,67,380,,
Revere,5,2A,243,28,291,,
Revere,5,3,589,96,779,,
Revere,6,1,663,119,905,,
Revere,6,2,584,131,830,,
Revere,6,3,634,100,819,,
Richmond,-,1,609,84,746,,
Rochester,-,1,"1,290",396,"1,895",,
Rockland,-,1,829,211,"1,116",,
Rockland,-,2,999,245,"1,360",,
Rockland,-,3,643,168,877,,
Rockland,-,4,689,176,930,,
Rockland,-,5,932,217,"1,231",,
Rockland,-,6,771,210,"1,058",,
Rockport,-,1,730,166,993,,
Rockport,-,2,967,207,"1,270",,
Rockport,-,3,"1,062",304,"1,555",,
Rowe,-,1,116,27,182,,
Rowley,-,1,"1,615",546,"2,417",,
Royalston,-,1,173,66,278,,
Royalston,-,2,112,35,168,,
Russell,-,1,344,124,506,,
Rutland,-,1,924,257,"1,322",,
Rutland,-,2,979,264,"1,366",,
Salem,1,1,"1,006",228,"1,340",,
Salem,1,2,360,43,462,,
Salem,2,1,739,139,942,,
Salem,2,2,761,137,986,,
Salem,3,1,870,146,"1,117",,
Salem,3,2,881,172,"1,147",,
Salem,4,1,894,131,"1,094",,
Salem,4,2,868,160,"1,106",,
Salem,5,1,777,155,"1,008",,
Salem,5,2,637,120,812,,
Salem,6,1,789,140,"1,014",,
Salem,6,2,835,149,"1,067",,
Salem,7,1,621,130,838,,
Salem,7,2,"1,040",187,"1,349",,
Salisbury,-,1,"1,031",248,"1,405",,
Salisbury,-,2,"1,055",258,"1,415",,
Sandisfield,-,1,188,41,243,,
Sandwich,-,1,"1,064",306,"1,532",,
Sandwich,-,2,"1,010",363,"1,571",,
Sandwich,-,3,907,322,"1,397",,
Sandwich,-,4,908,264,"1,312",,
Sandwich,-,5,860,262,"1,252",,
Sandwich,-,6,815,240,"1,162",,
Sandwich,-,7,724,248,"1,062",,
Saugus,-,1,838,180,"1,125",,
Saugus,-,2,687,133,905,,
Saugus,-,3,789,134,"1,011",,
Saugus,-,4,799,176,"1,111",,
Saugus,-,5,862,206,"1,156",,
Saugus,-,6,725,161,984,,
Saugus,-,7,737,210,"1,073",,
Saugus,-,8,760,172,"1,031",,
Saugus,-,9,817,199,"1,135",,
Saugus,-,10,790,141,"1,006",,
Savoy,-,1,157,29,204,,
Scituate,-,1,"1,051",292,"1,542",,
Scituate,-,2,"1,060",336,"1,577",,
Scituate,-,3,926,346,"1,429",,
Scituate,-,4,"1,085",345,"1,639",,
Scituate,-,5,"1,005",278,"1,418",,
Scituate,-,6,"1,044",270,"1,446",,
Seekonk,-,1,894,265,"1,242",,
Seekonk,-,2,949,246,"1,308",,
Seekonk,-,3,874,186,"1,124",,
Seekonk,-,4,895,195,"1,158",,
Sharon,-,1,"1,253",189,"1,571",,
Sharon,-,2,"1,291",200,"1,597",,
Sharon,-,3,"1,326",194,"1,645",,
Sharon,-,4,"1,153",208,"1,481",,
Sharon,-,5,"1,218",237,"1,584",,
Sheffield,-,1,855,159,"1,141",,
Shelburne,-,1,542,117,831,,
Sherborn,-,1,"1,477",451,"2,276",,
Shirley,-,1,"1,504",514,"2,205",,
Shrewsbury,-,1,"1,131",288,"1,603",,
Shrewsbury,-,2,"1,053",256,"1,428",,
Shrewsbury,-,3,819,171,"1,071",,
Shrewsbury,-,4,"1,021",251,"1,384",,
Shrewsbury,-,5,"1,033",252,"1,418",,
Shrewsbury,-,6,"1,094",263,"1,511",,
Shrewsbury,-,7,"1,137",313,"1,666",,
Shrewsbury,-,8,"1,216",318,"1,760",,
Shrewsbury,-,9,808,201,"1,102",,
Shutesbury,-,1,601,85,898,,
Somerset,-,1,"1,118",206,"1,413",,
Somerset,-,2,"1,230",234,"1,596",,
Somerset,-,3,"1,145",175,"1,458",,
Somerset,-,4,"1,052",142,"1,293",,
Somerset,-,5,997,169,"1,253",,
Somerville,1,1,520,69,658,,
Somerville,1,2,670,106,856,,
Somerville,1,3,589,78,732,,
Somerville,2,1,675,82,865,,
Somerville,2,2,930,123,"1,213",,
Somerville,2,3,832,144,"1,141",,
Somerville,3,1,863,119,"1,152",,
Somerville,3,2,861,120,"1,152",,
Somerville,3,3,897,152,"1,239",,
Somerville,4,1,543,94,714,,
Somerville,4,2,588,102,783,,
Somerville,4,3,726,122,939,,
Somerville,5,1,919,140,"1,209",,
Somerville,5,2,825,142,"1,082",,
Somerville,5,3,"1,003",136,"1,357",,
Somerville,6,1,"1,100",162,"1,478",,
Somerville,6,2,963,161,"1,336",,
Somerville,6,3,604,91,834,,
Somerville,7,1,"1,053",150,"1,392",,
Somerville,7,2,867,125,"1,111",,
Somerville,7,3,"1,004",133,"1,267",,
S. Hadley,-,A,913,161,"1,178",,
S. Hadley,-,B,"1,066",217,"1,477",,
S. Hadley,-,C,"1,175",199,"1,520",,
S. Hadley,-,D,651,146,952,,
S. Hadley,-,E,"1,132",267,"1,574",,
Southampton,-,1,"1,805",467,"2,531",,
Southborough,-,1,"1,097",304,"1,568",,
Southborough,-,2,893,320,"1,399",,
Southborough,-,3,995,268,"1,392",,
Southbridge,-,1,640,140,911,,
Southbridge,-,2,610,115,820,,
Southbridge,-,3,737,162,"1,019",,
Southbridge,-,4,"1,078",230,"1,485",,
Southbridge,-,5,475,83,641,,
Southwick,-,1,749,307,"1,211",,
Southwick,-,2,591,150,819,,
Southwick,-,3,766,223,"1,117",,
Spencer,-,1,748,158,979,,
Spencer,-,2,679,147,895,,
Spencer,-,3,800,202,"1,113",,
Spencer,-,4,722,195,993,,
Springfield,1,A,340,29,515,,
Springfield,1,B,324,19,399,,
Springfield,1,C,291,29,399,,
Springfield,1,D,469,43,588,,
Springfield,1,E,198,21,263,,
Springfield,1,F,306,35,403,,
Springfield,1,G,292,43,365,,
Springfield,1,H,222,20,280,,
Springfield,2,A,338,37,417,,
Springfield,2,B,602,92,781,,
Springfield,2,C,452,53,555,,
Springfield,2,D,518,78,665,,
Springfield,2,E,621,96,804,,
Springfield,2,F,461,74,581,,
Springfield,2,G,590,105,764,,
Springfield,2,H,525,73,634,,
Springfield,3,A,225,35,294,,
Springfield,3,B,213,24,260,,
Springfield,3,C,186,29,249,,
Springfield,3,D,177,23,219,,
Springfield,3,E,237,16,288,,
Springfield,3,F,205,44,289,,
Springfield,3,G,207,29,269,,
Springfield,3,H,249,24,304,,
Springfield,4,A,360,40,454,,
Springfield,4,B,378,18,447,,
Springfield,4,C,257,7,301,,
Springfield,4,D,262,8,292,,
Springfield,4,E,263,11,317,,
Springfield,4,F,146,7,170,,
Springfield,4,G,370,24,440,,
Springfield,4,H,347,10,396,,
Springfield,5,A,345,21,404,,
Springfield,5,B,380,37,470,,
Springfield,5,C,404,63,513,,
Springfield,5,D,548,78,706,,
Springfield,5,E,539,56,668,,
Springfield,5,F,624,70,783,,
Springfield,5,G,578,111,771,,
Springfield,5,H,667,132,879,,
Springfield,6,A,288,54,402,,
Springfield,6,B,569,116,796,,
Springfield,6,C,511,93,683,,
Springfield,6,D,647,105,848,,
Springfield,6,E,296,55,401,,
Springfield,6,F,377,55,478,,
Springfield,6,G,490,91,646,,
Springfield,6,H,531,102,706,,
Springfield,7,A,635,116,867,,
Springfield,7,B,827,124,"1,093",,
Springfield,7,C,651,130,897,,
Springfield,7,D,632,102,828,,
Springfield,7,E,369,61,472,,
Springfield,7,F,655,134,884,,
Springfield,7,G,692,147,951,,
Springfield,7,H,343,57,460,,
Springfield,8,A,388,78,505,,
Springfield,8,B,368,64,471,,
Springfield,8,C,462,39,557,,
Springfield,8,D,249,55,347,,
Springfield,8,E,237,60,325,,
Springfield,8,F,413,78,533,,
Springfield,8,G,468,71,598,,
Springfield,8,H,327,39,404,,
Sterling,-,1,"1,027",416,"1,614",,
Sterling,-,2,"1,077",419,"1,665",,
Stockbridge,-,1,844,99,"1,078",,
Stoneham,-,1,885,208,"1,207",,
Stoneham,-,2,938,212,"1,269",,
Stoneham,-,3,"1,074",233,"1,449",,
Stoneham,-,4,947,208,"1,297",,
Stoneham,-,5,"1,023",229,"1,372",,
Stoneham,-,6,968,249,"1,340",,
Stoneham,-,7,894,196,"1,179",,
Stoughton,-,1,"1,030",237,"1,363",,
Stoughton,-,2,941,231,"1,291",,
Stoughton,-,3,974,196,"1,282",,
Stoughton,-,4,"1,144",314,"1,602",,
Stoughton,-,5,806,197,"1,099",,
Stoughton,-,6,"1,234",198,"1,568",,
Stoughton,-,7,944,173,"1,208",,
Stoughton,-,8,585,114,767,,
Stow,-,1,"2,006",654,"2,955",,
Sturbridge,-,1,"1,069",334,"1,556",,
Sturbridge,-,2,"1,119",368,"1,702",,
Sudbury,-,1,"1,139",369,"1,703",,
Sudbury,-,2,"1,177",268,"1,595",,
Sudbury,-,3,"1,081",295,"1,577",,
Sudbury,-,4,"1,056",306,"1,529",,
Sudbury,-,5,"1,169",273,"1,585",,
Sunderland,-,1,942,176,"1,329",,
Sutton,-,1,880,297,"1,345",,
Sutton,-,2,862,250,"1,218",,
Sutton,-,3,784,255,"1,138",,
Swampscott,-,1,873,148,"1,122",,
Swampscott,-,2,697,119,901,,
Swampscott,-,3,767,150,"1,022",,
Swampscott,-,4,866,165,"1,145",,
Swampscott,-,5,818,174,"1,109",,
Swampscott,-,6,962,161,"1,252",,
Swansea,-,1,793,193,"1,068",,
Swansea,-,2,828,172,"1,083",,
Swansea,-,3,790,167,"1,022",,
Swansea,-,4,804,172,"1,046",,
Swansea,-,5,786,190,"1,065",,
Taunton,1,A,727,125,921,,
Taunton,1,B,862,178,"1,161",,
Taunton,2,A,421,69,537,,
Taunton,2,B,620,89,772,,
Taunton,3,A,775,135,"1,026",,
Taunton,3,B,900,158,"1,169",,
Taunton,4,A,666,168,925,,
Taunton,4,B,722,156,962,,
Taunton,5,A,671,114,862,,
Taunton,5,B,606,113,826,,
Taunton,6,A,536,88,685,,
Taunton,6,B,721,110,918,,
Taunton,7,A,862,176,"1,162",,
Taunton,7,B,923,193,"1,226",,
Taunton,8,A,890,201,"1,195",,
Taunton,8,B,986,219,"1,329",,
Templeton,-,A,918,251,"1,254",,
Templeton,-,B,739,174,991,,
Tewksbury,-,1,918,277,"1,298",,
Tewksbury,-,1A,"1,003",272,"1,379",,
Tewksbury,-,2,992,257,"1,336",,
Tewksbury,-,2A,977,273,"1,334",,
Tewksbury,-,3,"1,099",347,"1,590",,
Tewksbury,-,3A,"1,088",305,"1,530",,
Tewksbury,-,4,962,241,"1,311",,
Tewksbury,-,4A,"1,079",263,"1,439",,
Tisbury,-,1,"1,250",187,"1,600",,
Tolland,-,1,89,42,147,,
Topsfield,-,1,"1,999",750,"3,147",,
Townsend,-,1,670,278,"1,051",,
Townsend,-,2,743,273,"1,109",,
Townsend,-,3,734,262,"1,097",,
Truro,-,1,833,163,"1,085",,
Tyngsborough,-,1,752,222,"1,066",,
Tyngsborough,-,2,701,227,"1,002",,
Tyngsborough,-,3,635,218,942,,
Tyngsborough,-,4,831,268,"1,184",,
Tyringham,-,1,142,31,194,,
Upton,-,1,"1,890",632,"2,762",,
Uxbridge,-,1,785,222,"1,133",,
Uxbridge,-,2,947,231,"1,296",,
Uxbridge,-,3,700,223,"1,076",,
Uxbridge,-,4,813,261,"1,189",,
Wakefield,-,1,"1,244",280,"1,705",,
Wakefield,-,2,960,207,"1,264",,
Wakefield,-,3,"1,141",248,"1,524",,
Wakefield,-,4,"1,254",291,"1,713",,
Wakefield,-,5,"1,081",282,"1,528",,
Wakefield,-,6,"1,156",306,"1,651",,
Wakefield,-,7,"1,220",303,"1,706",,
Wales,-,1,398,130,573,,
Walpole,-,1,822,223,"1,153",,
Walpole,-,2,917,237,"1,309",,
Walpole,-,3,975,235,"1,383",,
Walpole,-,4,982,269,"1,387",,
Walpole,-,5,588,160,855,,
Walpole,-,6,878,252,"1,263",,
Walpole,-,7,955,256,"1,390",,
Walpole,-,8,824,303,"1,301",,
Waltham,1,1,781,247,"1,217",,
Waltham,1,2,962,241,"1,431",,
Waltham,2,1,818,209,"1,184",,
Waltham,2,2,587,125,821,,
Waltham,3,1,943,263,"1,379",,
Waltham,3,2,861,225,"1,218",,
Waltham,4,1,"1,016",270,"1,481",,
Waltham,4,2,251,55,341,,
Waltham,5,1,885,203,"1,127",,
Waltham,5,2,509,123,728,,
Waltham,6,1,591,157,"1,123",,
Waltham,6,2,819,193,"1,167",,
Waltham,7,1,999,273,"1,425",,
Waltham,7,2,245,53,333,,
Waltham,8,1,535,101,725,,
Waltham,8,2,651,138,898,,
Waltham,9,1,396,99,560,,
Waltham,9,2,466,96,651,,
Ware,-,A,728,108,930,,
Ware,-,B,749,172,"1,001",,
Ware,-,C,815,187,"1,094",,
Wareham,-,1,915,199,"1,215",,
Wareham,-,2,950,225,"1,271",,
Wareham,-,3,868,254,"1,295",,
Wareham,-,4,901,188,"1,172",,
Wareham,-,5,918,206,"1,231",,
Wareham,-,6,647,187,899,,
Warren,-,A,794,231,"1,105",,
Warren,-,B,312,62,411,,
Warwick,-,1,211,41,306,,
Washington,-,1,192,35,242,,
Watertown,-,1,622,132,858,,
Watertown,-,2,638,99,834,,
Watertown,-,3,762,143,"1,024",,
Watertown,-,4,895,166,"1,238",,
Watertown,-,5,781,149,"1,056",,
Watertown,-,6,726,141,950,,
Watertown,-,7,941,159,"1,230",,
Watertown,-,8,871,165,"1,172",,
Watertown,-,9,480,100,645,,
Watertown,-,10,852,185,"1,140",,
Watertown,-,11,832,138,"1,052",,
Watertown,-,12,785,144,"1,044",,
Wayland,-,1,"1,076",351,"1,637",,
Wayland,-,2,"1,096",336,"1,587",,
Wayland,-,3,"1,070",287,"1,519",,
Wayland,-,4,"1,217",460,"1,894",,
Webster,-,1,655,129,840,,
Webster,-,2,438,103,576,,
Webster,-,3,663,155,878,,
Webster,-,4,900,254,"1,288",,
Webster,-,5,770,168,"1,020",,
Wellesley,-,A,"1,332",341,"1,891",,
Wellesley,-,B,"1,359",354,"1,969",,
Wellesley,-,C,"1,220",464,"2,035",,
Wellesley,-,D,"1,213",279,"1,703",,
Wellesley,-,E,"1,253",340,"1,878",,
Wellesley,-,F,"1,050",281,"1,549",,
Wellesley,-,G,629,149,919,,
Wellfleet,-,1,"1,098",260,"1,530",,
Wendell,-,1,216,62,387,,
Wenham,-,1,"1,189",382,"1,849",,
W. Boylston,-,1,906,277,"1,332",,
W. Boylston,-,2,"1,061",349,"1,618",,
W. Bridgewater,-,1,911,340,"1,457",,
W. Bridgewater,-,2,907,317,"1,392",,
W. Brookfield,-,1,988,278,"1,388",,
W. Newbury,-,1,"1,337",466,"2,059",,
W. Springfield,-,1,306,66,406,,
W. Springfield,-,2,395,104,546,,
W. Springfield,-,3,685,188,994,,
W. Springfield,-,4,879,209,"1,209",,
W. Springfield,-,5,"1,127",342,"1,648",,
W. Springfield,-,6,953,276,"1,414",,
W. Springfield,-,7,"1,053",374,"1,639",,
W. Springfield,-,8,542,176,821,,
W. Stockbridge,-,1,522,74,652,,
W. Tisbury,-,1,"1,019",125,"1,269",,
Westborough,-,1,711,199,997,,
Westborough,-,2,742,222,"1,076",,
Westborough,-,3,890,240,"1,262",,
Westborough,-,4,"1,171",315,"1,693",,
Westborough,-,5,"1,126",329,"1,621",,
Westfield,1,A,982,273,"1,411",,
Westfield,1,B,806,191,"1,116",,
Westfield,2,A,504,97,657,,
Westfield,2,B,771,184,"1,077",,
Westfield,3,A,440,89,579,,
Westfield,3,B,852,205,"1,197",,
Westfield,4,A,455,129,663,,
Westfield,4,B,"1,077",274,"1,583",,
Westfield,5,A,961,252,"1,363",,
Westfield,5,B,"1,068",280,"1,519",,
Westfield,6,A,898,219,"1,256",,
Westfield,6,B,710,167,987,,
Westford,-,1,"1,000",332,"1,500",,
Westford,-,2,"1,007",350,"1,506",,
Westford,-,3,"1,045",355,"1,560",,
Westford,-,4,"1,059",328,"1,559",,
Westford,-,5,"1,027",314,"1,515",,
Westford,-,6,913,306,"1,338",,
Westhampton,-,1,525,134,777,,
Westminster,-,1,"1,068",349,"1,541",,
Westminster,-,2,"1,073",330,"1,563",,
Weston,-,1,962,332,"1,502",,
Weston,-,2,782,299,"1,267",,
Weston,-,3,736,286,"1,197",,
Weston,-,4,830,329,"1,325",,
Westport,-,A,767,160,992,,
Westport,-,B,894,247,"1,318",,
Westport,-,C,727,138,918,,
Westport,-,D,693,130,917,,
Westport,-,E,882,210,"1,226",,
Westwood,-,1,"1,158",366,"1,751",,
Westwood,-,2,"1,209",378,"1,820",,
Westwood,-,3,"1,259",346,"1,867",,
Westwood,-,4,"1,098",410,"1,706",,
Weymouth,-,1,846,183,"1,099",,
Weymouth,-,2,972,210,"1,323",,
Weymouth,-,3,"1,023",245,"1,394",,
Weymouth,-,4,937,233,"1,301",,
Weymouth,-,5,779,185,"1,035",,
Weymouth,-,6,"1,042",227,"1,377",,
Weymouth,-,7,919,234,"1,267",,
Weymouth,-,8,817,193,"1,102",,
Weymouth,-,9,"1,038",224,"1,388",,
Weymouth,-,10,617,155,836,,
Weymouth,-,11,898,226,"1,244",,
Weymouth,-,12,"1,028",259,"1,415",,
Weymouth,-,13,625,153,858,,
Weymouth,-,14,791,185,"1,072",,
Weymouth,-,15,"1,030",223,"1,395",,
Weymouth,-,16,"1,009",231,"1,389",,
Weymouth,-,17,700,178,966,,
Weymouth,-,18,803,195,"1,111",,
Whately,-,1,513,98,709,,
Whitman,-,1,"1,024",227,"1,367",,
Whitman,-,2,971,268,"1,363",,
Whitman,-,3,960,261,"1,345",,
Whitman,-,4,"1,015",273,"1,402",,
Wilbraham,-,A,"1,008",262,"1,457",,
Wilbraham,-,B,"1,084",281,"1,572",,
Wilbraham,-,C,967,268,"1,452",,
Wilbraham,-,D,"1,147",282,"1,692",,
Williamsburg,-,1,855,169,"1,255",,
Williamstown,-,1,864,133,"1,136",,
Williamstown,-,2,315,29,391,,
Williamstown,-,3,957,112,"1,184",,
Wilmington,-,1,943,290,"1,348",,
Wilmington,-,2,998,284,"1,439",,
Wilmington,-,3,970,304,"1,398",,
Wilmington,-,4,"1,036",324,"1,517",,
Wilmington,-,5,"1,097",280,"1,511",,
Wilmington,-,6,954,270,"1,360",,
Winchendon,-,1,549,147,762,,
Winchendon,-,2,642,210,938,,
Winchendon,-,3,667,207,927,,
Winchester,-,1,918,221,"1,289",,
Winchester,-,2,680,166,961,,
Winchester,-,3,955,212,"1,390",,
Winchester,-,4,981,249,"1,415",,
Winchester,-,5,865,309,"1,409",,
Winchester,-,6,784,345,"1,348",,
Winchester,-,7,907,304,"1,419",,
Winchester,-,8,776,194,"1,082",,
Windsor,-,1,253,67,345,,
Winthrop,-,1,870,236,"1,242",,
Winthrop,-,2,"1,004",240,"1,352",,
Winthrop,-,3,831,184,"1,116",,
Winthrop,-,4,878,185,"1,181",,
Winthrop,-,5,997,227,"1,376",,
Winthrop,-,6,840,181,"1,110",,
Woburn,1,1,692,172,955,,
Woburn,1,2,750,183,"1,023",,
Woburn,2,1,765,168,"1,040",,
Woburn,2,2,464,112,628,,
Woburn,3,1,735,175,"1,012",,
Woburn,3,2,888,221,"1,220",,
Woburn,4,1,870,227,"1,210",,
Woburn,4,2,601,157,841,,
Woburn,5,1,658,141,879,,
Woburn,5,2,748,143,993,,
Woburn,6,1,519,135,731,,
Woburn,6,2,702,160,974,,
Woburn,7,1,880,193,"1,199",,
Woburn,7,2,920,225,"1,288",,
Worcester,1,1,"1,073",257,"1,518",,
Worcester,1,2,"1,173",205,"1,578",,
Worcester,1,3,664,183,"1,014",,
Worcester,1,4,"1,119",204,"1,471",,
Worcester,1,5,983,197,"1,297",,
Worcester,2,1,952,188,"1,253",,
Worcester,2,2,"1,034",167,"1,304",,
Worcester,2,3,941,183,"1,245",,
Worcester,2,4,836,106,"1,035",,
Worcester,2,5,392,32,548,,
Worcester,3,1,913,180,"1,201",,
Worcester,3,2,260,76,380,,
Worcester,3,3,619,94,782,,
Worcester,3,4,352,51,439,,
Worcester,3,5,671,121,865,,
Worcester,4,1,456,58,546,,
Worcester,4,2,695,78,846,,
Worcester,4,3,391,36,502,,
Worcester,4,4,697,112,897,,
Worcester,4,5,895,146,"1,125",,
Worcester,5,1,559,89,699,,
Worcester,5,2,910,122,"1,106",,
Worcester,5,3,930,180,"1,224",,
Worcester,5,4,928,199,"1,229",,
Worcester,5,5,896,119,"1,103",,
Worcester,6,1,355,54,442,,
Worcester,6,2,478,92,607,,
Worcester,6,3,574,94,714,,
Worcester,6,4,301,73,416,,
Worcester,6,5,741,124,972,,
Worcester,7,1,"1,000",146,"1,268",,
Worcester,7,2,574,94,727,,
Worcester,7,3,740,122,937,,
Worcester,7,4,758,147,964,,
Worcester,7,5,869,144,"1,090",,
Worcester,8,1,389,58,489,,
Worcester,8,2,312,46,385,,
Worcester,8,3,294,43,389,,
Worcester,8,4,461,54,573,,
Worcester,8,5,405,61,505,,
Worcester,9,1,930,161,"1,209",,
Worcester,9,2,925,136,"1,205",,
