City/Town,Ward,Pct,Elizabeth A. Warren,Scott P. Brown,Total Votes Cast,
Northampton,7,A,980,278,"1,271",
Northampton,7,B,886,324,"1,242",
Northborough,-,1,927,"1,207","2,171",
Northborough,-,2,891,"1,103","2,038",
Northborough,-,3,948,"1,228","2,198",
Northborough,-,4,867,"1,204","2,103",
Northbridge,-,1,734,"1,182","1,926",
Northbridge,-,2,729,"1,170","1,911",
Northbridge,-,3,633,"1,083","1,728",
Northbridge,-,4,669,"1,480","2,164",
Northfield,-,1,"1,014",611,"1,638",
Norton,-,1,784,"1,218","2,011",
Norton,-,2,749,"1,247","2,008",
Norton,-,3,934,"1,040","1,990",
Norton,-,4,740,"1,182","1,931",
Norton,-,5,445,735,"1,189",
Norwell,-,1,750,"1,320","2,078",
Norwell,-,2,739,"1,465","2,210",
Norwell,-,3,746,"1,468","2,222",
Norwood,-,1,821,943,"1,776",
Norwood,-,2,809,851,"1,671",
Norwood,-,3,813,910,"1,734",
Norwood,-,4,791,"1,139","1,941",
Norwood,-,5,689,545,"1,246",
Norwood,-,6,636,697,"1,346",
Norwood,-,7,719,849,"1,577",
Norwood,-,8,917,886,"1,815",
Norwood,-,9,716,"1,102","1,834",
Oak Bluffs,-,1,"1,821",959,"2,808",
Oakham,-,1,409,737,"1,152",
Orange,-,1,739,838,"1,593",
Orange,-,2,816,849,"1,676",
Orleans,-,1,"2,335","2,199","4,548",
Otis,-,1,437,381,834,
Oxford,-,1,642,"1,040","1,691",
Oxford,-,2,599,964,"1,572",
Oxford,-,3,683,993,"1,696",
Oxford,-,4,642,932,"1,584",
Palmer,-,1,632,721,"1,359",
Palmer,-,1A,83,98,181,
Palmer,-,2,642,899,"1,554",
Palmer,-,3,577,607,"1,195",
Palmer,-,4,631,734,"1,377",
Paxton,-,1,929,"1,579","2,560",
Peabody,1,1,738,819,"1,575",
Peabody,1,2,722,"1,046","1,780",
Peabody,1,3,702,961,"1,675",
Peabody,2,1,663,396,"1,066",
Peabody,2,2,610,434,"1,053",
Peabody,2,3,615,775,"1,403",
Peabody,3,1,581,334,928,
Peabody,3,2,683,533,"1,236",
Peabody,3,3,701,693,"1,404",
Peabody,4,1,738,830,"1,572",
Peabody,4,2,590,739,"1,343",
Peabody,4,3,408,422,835,
Peabody,4,3A,711,624,"1,342",
Peabody,5,1,725,"1,008","1,751",
Peabody,5,2,657,770,"1,437",
Peabody,5,3,667,817,"1,499",
Peabody,6,1,659,"1,108","1,778",
Peabody,6,2,681,"1,044","1,734",
Peabody,6,3,659,"1,036","1,705",
Pelham,-,1,717,169,894,
Pembroke,-,1,812,"1,289","2,109",
Pembroke,-,2,734,"1,175","1,920",
Pembroke,-,3,767,"1,171","1,951",
Pembroke,-,4,728,"1,199","1,936",
Pembroke,-,5,636,"1,279","1,925",
Pepperell,-,1,743,"1,404","2,158",
Pepperell,-,2,893,"1,339","2,248",
Pepperell,-,3,781,"1,332","2,122",
Peru,-,1,281,187,475,
Petersham,-,1,405,412,822,
Phillipston,-,1,391,560,955,
Pittsfield,1,A,869,284,"1,168",
Pittsfield,1,B,"1,019",419,"1,467",
Pittsfield,2,A,619,139,771,
Pittsfield,2,B,"1,078",379,"1,481",
Pittsfield,3,A,"1,210",419,"1,652",
Pittsfield,3,B,"1,356",495,"1,878",
Pittsfield,4,A,"1,205",472,"1,695",
Pittsfield,4,B,"1,321",691,"2,033",
Pittsfield,5,A,"1,045",310,"1,373",
Pittsfield,5,B,"1,064",422,"1,515",
Pittsfield,6,A,"1,095",438,"1,553",
Pittsfield,6,B,737,290,"1,040",
Pittsfield,7,A,768,234,"1,020",
Pittsfield,7,B,"1,100",421,"1,537",
Plainfield,-,1,277,112,392,
Plainville,-,1,583,915,"1,521",
Plainville,-,2,489,917,"1,426",
Plainville,-,3,518,"1,011","1,541",
Plymouth,-,1,703,781,"1,499",
Plymouth,-,2,910,"1,026","1,947",
Plymouth,-,3,822,862,"1,702",
Plymouth,-,4,839,953,"1,804",
Plymouth,-,5,850,"1,347","2,208",
Plymouth,-,6,943,"1,115","2,066",
Plymouth,-,7,856,"1,135","2,004",
Plymouth,-,8,896,"1,275","2,184",
Plymouth,-,9,677,"1,012","1,701",
Plymouth,-,10,535,824,"1,368",
Plymouth,-,11,919,"1,423","2,357",
Plymouth,-,12,813,"1,224","2,051",
Plymouth,-,13,853,"1,194","2,055",
Plymouth,-,14,774,"1,275","2,055",
Plymouth,-,15,"1,299","1,818","3,120",
Plympton,-,1,661,"1,080","1,752",
Princeton,-,1,946,"1,358","2,330",
Provincetown,-,1,"2,026",353,"2,390",
Quincy,1,1,675,584,"1,271",
Quincy,1,2,661,388,"1,090",
Quincy,1,3,806,608,"1,429",
Quincy,1,4,800,928,"1,741",
Quincy,1,5,917,919,"1,848",
Quincy,2,1,724,612,"1,354",
Quincy,2,2,795,556,"1,364",
Quincy,2,3,407,217,628,
Quincy,2,3A,68,87,158,
Quincy,2,4,609,476,"1,103",
Quincy,2,5,782,627,"1,422",
Quincy,3,1,816,694,"1,524",
Quincy,3,2,723,625,"1,363",
Quincy,3,3,590,397,"1,004",
Quincy,3,4,720,879,"1,610",
Quincy,3,5,627,406,"1,048",
Quincy,4,1,690,610,"1,312",
Quincy,4,2,805,764,"1,579",
Quincy,4,3,732,867,"1,609",
Quincy,4,4,696,395,"1,102",
Quincy,4,5,706,557,"1,270",
Quincy,5,1,721,474,"1,213",
Quincy,5,2,734,495,"1,249",
Quincy,5,3,764,718,"1,498",
Quincy,5,4,655,623,"1,285",
Quincy,5,5,765,721,"1,495",
Quincy,6,1,714,548,"1,274",
Quincy,6,2,529,423,968,
Quincy,6,3,806,843,"1,669",
Quincy,6,4,708,508,"1,233",
Quincy,6,5,835,"1,070","1,921",
Randolph,-,1,909,371,"1,287",
Randolph,-,2,883,284,"1,183",
Randolph,-,3,817,361,"1,185",
Randolph,-,4,926,399,"1,331",
Randolph,-,5,788,386,"1,179",
Randolph,-,6,785,317,"1,113",
Randolph,-,7,883,406,"1,302",
Randolph,-,8,996,344,"1,346",
Randolph,-,9,932,277,"1,217",
Randolph,-,10,901,429,"1,338",
Randolph,-,11,905,454,"1,373",
Randolph,-,12,855,468,"1,337",
Raynham,-,1,577,944,"1,530",
Raynham,-,1A,113,145,260,
Raynham,-,2,554,977,"1,537",
Raynham,-,2A,76,232,309,
Raynham,-,3,673,"1,016","1,704",
Raynham,-,4,645,"1,019","1,676",
Reading,-,1,839,"1,271","2,122",
Reading,-,2,828,952,"1,797",
Reading,-,3,785,957,"1,755",
Reading,-,4,776,"1,036","1,818",
Reading,-,5,868,881,"1,760",
Reading,-,6,655,745,"1,411",
Reading,-,7,869,"1,100","1,977",
Reading,-,8,722,"1,075","1,808",
Rehoboth,-,1,825,"1,183","2,035",
Rehoboth,-,2,893,"1,236","2,155",
Rehoboth,-,3,895,"1,232","2,152",
Revere,1,1,684,411,"1,123",
Revere,1,2,584,337,941,
Revere,1,3,578,362,962,
Revere,2,1,455,227,691,
Revere,2,2,443,210,677,
Revere,2,3,263,66,335,
Revere,2,3A,85,62,149,
Revere,3,1,550,426,990,
Revere,3,2,621,347,984,
Revere,3,3,590,390,995,
Revere,4,1,592,470,"1,073",
Revere,4,2,586,380,980,
Revere,4,3,659,532,"1,213",
Revere,5,1,477,427,915,
Revere,5,1A,329,236,574,
Revere,5,2,285,220,512,
Revere,5,2A,293,126,425,
Revere,5,3,587,429,"1,022",
Revere,6,1,598,618,"1,230",
Revere,6,2,705,655,"1,382",
Revere,6,3,522,304,841,
Richmond,-,1,665,266,945,
Rochester,-,1,"1,166","1,951","3,146",
Rockland,-,1,659,869,"1,539",
Rockland,-,2,731,898,"1,647",
Rockland,-,3,511,627,"1,151",
Rockland,-,4,628,701,"1,343",
Rockland,-,5,641,922,"1,579",
Rockland,-,6,584,975,"1,572",
Rockport,-,1,697,539,"1,244",
Rockport,-,2,879,717,"1,606",
Rockport,-,3,"1,022",888,"1,924",
Rowe,-,1,130,110,243,
Rowley,-,1,"1,300","2,275","3,594",
Royalston,-,1,206,195,408,
Royalston,-,2,133,135,270,
Russell,-,1,326,464,797,
Rutland,-,1,544,927,"1,477",
Rutland,-,2,520,"1,011","1,536",
Rutland,-,3,610,883,"1,502",
Salem,1,1,"1,025",665,"1,704",
Salem,1,2,666,84,761,
Salem,2,1,"1,026",568,"1,605",
Salem,2,2,"1,173",547,"1,733",
Salem,3,1,797,456,"1,268",
Salem,3,2,791,570,"1,370",
Salem,4,1,726,632,"1,375",
Salem,4,2,706,746,"1,460",
Salem,5,1,926,613,"1,551",
Salem,5,2,819,386,"1,216",
Salem,6,1,886,694,"1,604",
Salem,6,2,742,562,"1,316",
Salem,7,1,845,584,"1,444",
Salem,7,2,825,610,"1,440",
Salisbury,-,1,639,780,"1,432",
Salisbury,-,2,679,841,"1,531",
Salisbury,-,3,535,809,"1,351",
Sandisfield,-,1,265,183,461,
Sandwich,-,1,"1,101","1,202","2,314",
Sandwich,-,2,961,"1,319","2,290",
Sandwich,-,3,777,"1,260","2,048",
Sandwich,-,4,810,"1,229","2,056",
Sandwich,-,5,727,"1,212","1,957",
Sandwich,-,6,679,"1,200","1,887",
Saugus,-,1,622,692,"1,323",
Saugus,-,2,606,708,"1,318",
Saugus,-,3,597,759,"1,366",
Saugus,-,4,503,768,"1,280",
Saugus,-,5,572,920,"1,505",
Saugus,-,6,586,741,"1,340",
Saugus,-,7,560,922,"1,492",
Saugus,-,8,635,767,"1,423",
Saugus,-,9,621,879,"1,512",
Saugus,-,10,597,652,"1,262",
Savoy,-,1,204,145,359,
Scituate,-,1,727,"1,229","1,969",
Scituate,-,2,682,"1,222","1,918",
Scituate,-,3,822,"1,061","1,890",
Scituate,-,4,793,"1,185","1,989",
Scituate,-,5,830,"1,066","1,904",
Scituate,-,6,839,960,"1,813",
Seekonk,-,1,816,974,"1,810",
Seekonk,-,2,916,"1,060","2,000",
Seekonk,-,3,801,844,"1,662",
Seekonk,-,4,901,945,"1,868",
Sharon,-,1,"1,317",847,"2,177",
Sharon,-,2,"1,067",895,"1,979",
Sharon,-,3,"1,194","1,021","2,224",
Sharon,-,4,"1,252",882,"2,146",
Sharon,-,5,"1,026",830,"1,872",
Sheffield,-,1,"1,165",643,"1,842",
Shelburne,-,1,831,311,"1,152",
Sherborn,-,1,"1,252","1,427","2,689",
Shirley,-,1,"1,335","1,789","3,146",
Shrewsbury,-,1,901,"1,271","2,190",
Shrewsbury,-,2,850,923,"1,785",
Shrewsbury,-,3,768,706,"1,490",
Shrewsbury,-,4,783,933,"1,725",
Shrewsbury,-,5,735,864,"1,610",
Shrewsbury,-,6,951,"1,005","1,973",
Shrewsbury,-,7,806,"1,389","2,203",
Shrewsbury,-,8,893,"1,247","2,156",
Shrewsbury,-,9,617,693,"1,318",
Shrewsbury,-,10,799,994,"1,804",
Shutesbury,-,1,"1,045",210,"1,259",
Somerset,-,1,"1,089",966,"2,085",
Somerset,-,2,"1,154","1,003","2,188",
Somerset,-,3,"1,126",918,"2,084",
Somerset,-,4,"1,060",821,"1,914",
Somerset,-,5,996,805,"1,835",
Somerville,1,1,836,254,"1,121",
Somerville,1,2,896,331,"1,251",
Somerville,1,3,798,256,"1,095",
Somerville,2,1,"1,328",228,"1,573",
Somerville,2,2,"1,689",290,"2,005",
Somerville,2,3,"1,488",292,"1,812",
Somerville,3,1,"1,346",271,"1,657",
Somerville,3,2,"1,427",348,"1,800",
Somerville,3,3,"1,522",390,"1,946",
Somerville,4,1,879,344,"1,247",
Somerville,4,2,979,291,"1,297",
Somerville,4,3,"1,067",398,"1,490",
Somerville,5,1,"1,345",415,"1,794",
Somerville,5,2,"1,438",333,"1,805",
Somerville,5,3,"1,664",373,"2,080",
Somerville,6,1,"1,830",363,"2,227",
Somerville,6,2,"1,684",379,"2,096",
Somerville,6,3,"1,246",293,"1,563",
Somerville,7,1,"1,624",423,"2,069",
Somerville,7,2,"1,399",323,"1,752",
Somerville,7,3,"1,297",476,"1,810",
S. Hadley,-,A,"1,011",730,"1,753",
S. Hadley,-,B,"1,002",860,"1,874",
S. Hadley,-,C,963,"1,053","2,032",
S. Hadley,-,D,817,468,"1,295",
S. Hadley,-,E,"1,006",944,"1,965",
Southampton,-,1,"1,603","1,919","3,556",
Southborough,-,1,917,"1,149","2,080",
Southborough,-,2,745,"1,127","1,879",
Southborough,-,3,818,"1,082","1,908",
Southbridge,-,1,783,574,"1,375",
Southbridge,-,2,706,445,"1,161",
Southbridge,-,3,746,663,"1,423",
Southbridge,-,4,857,868,"1,736",
Southbridge,-,5,707,311,"1,038",
Southwick,-,1,596,"1,244","1,852",
Southwick,-,2,539,889,"1,439",
Southwick,-,3,597,"1,036","1,647",
Spencer,-,1,537,843,"1,389",
Spencer,-,2,480,735,"1,224",
Spencer,-,3,519,954,"1,483",
Spencer,-,4,595,874,"1,479",
Springfield,1,A,731,33,799,
Springfield,1,B,705,60,790,
Springfield,1,C,528,53,611,
Springfield,1,D,594,67,678,
Springfield,1,E,714,89,819,
Springfield,1,F,565,73,662,
Springfield,1,G,627,118,768,
Springfield,1,H,591,92,711,
Springfield,2,A,597,118,737,
Springfield,2,B,781,278,"1,081",
Springfield,2,C,684,165,872,
Springfield,2,D,671,258,954,
Springfield,2,E,660,310,998,
Springfield,2,F,720,207,948,
Springfield,2,G,710,396,"1,128",
Springfield,2,H,675,278,967,
Springfield,3,A,587,89,709,
Springfield,3,B,526,65,620,
Springfield,3,C,424,77,519,
Springfield,3,D,541,54,612,
Springfield,3,E,474,74,554,
Springfield,3,F,471,121,613,
Springfield,3,G,432,81,527,
Springfield,3,H,518,112,668,
Springfield,4,A,763,113,886,
Springfield,4,B,831,67,921,
Springfield,4,C,679,30,724,
Springfield,4,D,690,46,749,
Springfield,4,E,679,38,739,
Springfield,4,F,240,43,294,
Springfield,4,G,818,76,925,
Springfield,4,H,738,36,787,
Springfield,5,A,744,83,843,
Springfield,5,B,759,203,981,
Springfield,5,C,635,266,919,
Springfield,5,D,690,455,"1,168",
Springfield,5,E,864,238,"1,130",
Springfield,5,F,713,292,"1,027",
Springfield,5,G,660,520,"1,201",
Springfield,5,H,571,399,983,
Springfield,6,A,555,188,761,
Springfield,6,B,639,316,985,
Springfield,6,C,604,315,932,
Springfield,6,D,655,491,"1,165",
Springfield,6,E,537,174,736,
Springfield,6,F,566,153,735,
Springfield,6,G,566,234,816,
Springfield,6,H,606,445,"1,086",
Springfield,7,A,601,462,"1,079",
Springfield,7,B,705,595,"1,334",
Springfield,7,C,682,559,"1,264",
Springfield,7,D,618,486,"1,132",
Springfield,7,E,662,236,921,
Springfield,7,F,705,573,"1,287",
Springfield,7,G,682,648,"1,343",
Springfield,7,H,359,234,603,
Springfield,8,A,641,306,964,
Springfield,8,B,665,231,916,
Springfield,8,C,779,174,970,
Springfield,8,D,458,130,599,
Springfield,8,E,468,200,690,
Springfield,8,F,617,274,914,
Springfield,8,G,670,309,996,
Springfield,8,H,701,182,893,
Sterling,-,1,878,"1,530","2,428",
Sterling,-,2,804,"1,596","2,415",
Stockbridge,-,1,915,282,"1,217",
Stoneham,-,1,870,799,"1,677",
Stoneham,-,2,901,932,"1,845",
Stoneham,-,3,884,"1,094","1,988",
Stoneham,-,4,704,953,"1,666",
Stoneham,-,5,742,"1,118","1,873",
Stoneham,-,6,748,"1,017","1,775",
Stoneham,-,7,761,928,"1,701",
Stoughton,-,1,"1,004",867,"1,889",
Stoughton,-,2,880,845,"1,741",
Stoughton,-,3,839,877,"1,730",
Stoughton,-,4,896,"1,192","2,103",
Stoughton,-,5,765,737,"1,519",
Stoughton,-,6,"1,121",997,"2,132",
Stoughton,-,7,853,721,"1,583",
Stoughton,-,8,708,574,"1,292",
Stow,-,1,"1,062","1,215","2,287",
Stow,-,2,987,"1,005","2,001",
Sturbridge,-,1,738,983,"1,729",
Sturbridge,-,2,668,"1,188","1,864",
Sturbridge,-,3,715,987,"1,705",
Sudbury,-,1,790,832,"1,629",
Sudbury,-,1A,260,359,622,
Sudbury,-,2,"1,077",957,"2,044",
Sudbury,-,3,"1,024","1,107","2,144",
Sudbury,-,4,"1,165",962,"2,135",
Sudbury,-,5,"1,074","1,025","2,105",
Sunderland,-,1,"1,300",566,"1,877",
Sutton,-,1,632,"1,287","1,934",
Sutton,-,2,573,"1,190","1,771",
Sutton,-,3,560,"1,123","1,697",
Swampscott,-,1,688,617,"1,312",
Swampscott,-,2,717,666,"1,390",
Swampscott,-,3,695,532,"1,238",
Swampscott,-,4,738,678,"1,426",
Swampscott,-,5,681,695,"1,384",
Swampscott,-,6,741,805,"1,550",
Swansea,-,1,804,801,"1,620",
Swansea,-,2,833,744,"1,594",
Swansea,-,3,831,705,"1,551",
Swansea,-,4,796,803,"1,613",
Swansea,-,5,746,807,"1,566",
Taunton,1,A,752,523,"1,290",
Taunton,1,B,757,914,"1,684",
Taunton,2,A,569,257,841,
Taunton,2,B,686,467,"1,169",
Taunton,3,A,814,629,"1,456",
Taunton,3,B,831,868,"1,710",
Taunton,4,A,744,914,"1,672",
Taunton,4,B,725,768,"1,504",
Taunton,5,A,639,496,"1,152",
Taunton,5,B,738,463,"1,218",
Taunton,6,A,618,419,"1,050",
Taunton,6,B,789,576,"1,394",
Taunton,7,A,892,849,"1,753",
Taunton,7,B,753,"1,045","1,816",
Taunton,8,A,742,961,"1,716",
Taunton,8,B,825,967,"1,808",
Templeton,-,A,522,827,"1,357",
Templeton,-,B,515,745,"1,269",
Templeton,-,C,513,668,"1,188",
Tewksbury,-,1,748,"1,161","1,925",
Tewksbury,-,1A,766,"1,307","2,094",
Tewksbury,-,2,798,"1,167","1,975",
Tewksbury,-,2A,664,"1,125","1,802",
Tewksbury,-,3,844,"1,425","2,277",
Tewksbury,-,3A,765,"1,340","2,115",
Tewksbury,-,4,762,"1,244","2,020",
Tewksbury,-,4A,826,"1,206","2,051",
Tisbury,-,1,"1,731",747,"2,523",
Tolland,-,1,102,176,279,
Topsfield,-,1,"1,512","2,475","4,092",
Townsend,-,1,560,"1,088","1,653",
Townsend,-,2,577,"1,005","1,593",
Townsend,-,3,601,"1,099","1,710",
Truro,-,1,970,497,"1,476",
Tyngsborough,-,1,604,969,"1,578",
Tyngsborough,-,2,585,991,"1,584",
Tyngsborough,-,3,592,944,"1,542",
Tyngsborough,-,4,549,"1,071","1,631",
Tyringham,-,1,159,99,261,
Upton,-,1,870,"1,272","2,160",
Upton,-,2,756,"1,309","2,082",
Uxbridge,-,1,666,"1,164","1,845",
Uxbridge,-,2,774,994,"1,783",
Uxbridge,-,3,618,"1,113","1,748",
Uxbridge,-,4,682,"1,154","1,846",
Wakefield,-,1,842,"1,325","2,181",
Wakefield,-,2,755,"1,021","1,788",
Wakefield,-,3,857,"1,188","2,066",
Wakefield,-,4,812,"1,166","1,988",
Wakefield,-,5,994,"1,299","2,307",
Wakefield,-,6,975,"1,189","2,188",
Wakefield,-,7,831,"1,257","2,101",
Wales,-,1,414,514,935,
Walpole,-,1,610,963,"1,579",
Walpole,-,2,651,"1,197","1,858",
Walpole,-,3,725,"1,144","1,878",
Walpole,-,4,687,"1,028","1,722",
Walpole,-,5,526,"1,014","1,547",
Walpole,-,6,660,"1,213","1,879",
Walpole,-,7,607,"1,198","1,809",
Walpole,-,8,581,"1,245","1,831",
Waltham,1,1,903,882,"1,798",
Waltham,1,2,942,950,"1,900",
Waltham,2,1,987,827,"1,820",
Waltham,2,2,786,474,"1,271",
Waltham,3,1,867,"1,127","2,002",
Waltham,3,2,911,901,"1,827",
Waltham,4,1,880,988,"1,881",
Waltham,4,2,242,214,460,
Waltham,5,1,857,757,"1,628",
Waltham,5,2,835,424,"1,274",
Waltham,6,1,868,544,"1,429",
Waltham,6,2,606,412,"1,029",
Waltham,7,1,836,771,"1,615",
Waltham,7,2,542,192,745,
Waltham,8,1,815,377,"1,200",
Waltham,8,2,897,612,"1,524",
Waltham,9,1,594,347,957,
Waltham,9,2,683,348,"1,041",
Ware,-,A,671,573,"1,263",
Ware,-,B,582,729,"1,322",
Ware,-,C,740,960,"1,716",
Wareham,-,1,913,846,"1,767",
Wareham,-,2,971,918,"1,902",
Wareham,-,3,934,981,"1,931",
Wareham,-,4,871,913,"1,794",
Wareham,-,5,889,"1,044","1,945",
Wareham,-,6,763,867,"1,637",
Warren,-,A,740,968,"1,723",
Warren,-,B,316,284,605,
Warwick,-,1,295,158,458,
Washington,-,1,215,99,320,
Watertown,-,1,776,433,"1,217",
Watertown,-,2,895,415,"1,321",
Watertown,-,3,"1,047",450,"1,512",
Watertown,-,4,"1,162",429,"1,598",
Watertown,-,5,925,420,"1,350",
Watertown,-,6,794,464,"1,263",
Watertown,-,7,990,613,"1,609",
Watertown,-,8,975,602,"1,591",
Watertown,-,9,755,417,"1,182",
Watertown,-,10,895,640,"1,550",
Watertown,-,11,794,576,"1,378",
Watertown,-,12,794,493,"1,292",
Wayland,-,1,"1,202",903,"2,118",
Wayland,-,2,"1,189",820,"2,031",
Wayland,-,3,"1,101",819,"1,925",
Wayland,-,4,"1,099","1,127","2,236",
Webster,-,1,555,617,"1,186",
Webster,-,2,450,396,850,
Webster,-,3,546,675,"1,244",
Webster,-,4,706,"1,239","1,956",
Webster,-,5,666,846,"1,526",
Wellesley,-,A,981,986,"2,002",
Wellesley,-,B,"1,175",985,"2,196",
Wellesley,-,C,733,"1,443","2,216",
Wellesley,-,D,"1,155","1,007","2,199",
Wellesley,-,E,954,918,"1,909",
Wellesley,-,F,635,680,"1,345",
Wellesley,-,G,887,341,"1,256",
Wellesley,-,H,950,"1,055","2,058",
Wellfleet,-,1,"1,498",744,"2,253",
Wendell,-,1,438,119,561,
Wenham,-,1,898,"1,457","2,373",
W. Boylston,-,1,754,"1,072","1,843",
W. Boylston,-,2,919,"1,434","2,372",
W. Bridgewater,-,1,718,"1,303","2,029",
W. Bridgewater,-,2,709,"1,240","1,960",
W. Brookfield,-,1,813,"1,139","1,962",
W. Newbury,-,1,"1,184","1,586","2,797",
W. Springfield,-,1,395,232,633,
W. Springfield,-,2,467,394,875,
W. Springfield,-,3,630,665,"1,309",
W. Springfield,-,4,735,805,"1,559",
W. Springfield,-,5,815,"1,281","2,109",
W. Springfield,-,6,783,"1,118","1,923",
W. Springfield,-,7,770,"1,227","2,022",
W. Springfield,-,8,572,583,"1,165",
W. Stockbridge,-,1,686,191,889,
W. Tisbury,-,1,"1,489",486,"1,990",
Westborough,-,1,723,647,"1,404",
Westborough,-,2,679,735,"1,435",
Westborough,-,3,925,916,"1,887",
Westborough,-,4,959,"1,191","2,187",
Westborough,-,5,964,"1,350","2,344",
Westfield,1,A,712,972,"1,697",
Westfield,1,B,684,840,"1,539",
Westfield,2,A,523,380,918,
Westfield,2,B,625,692,"1,333",
Westfield,3,A,467,394,872,
Westfield,3,B,741,817,"1,568",
Westfield,4,A,502,569,"1,085",
Westfield,4,B,838,"1,189","2,045",
Westfield,5,A,759,"1,185","1,967",
Westfield,5,B,680,"1,235","1,928",
Westfield,6,A,637,"1,044","1,694",
Westfield,6,B,554,766,"1,329",
Westford,-,1,912,"1,363","2,289",
Westford,-,2,842,"1,299","2,150",
Westford,-,3,914,"1,340","2,270",
Westford,-,4,945,"1,176","2,136",
Westford,-,5,920,"1,212","2,143",
Westford,-,6,821,"1,157","1,988",
Westhampton,-,1,574,482,"1,064",
Westminster,-,1,796,"1,260","2,071",
Westminster,-,2,842,"1,380","2,239",
Weston,-,1,884,902,"1,801",
Weston,-,2,767,854,"1,632",
Weston,-,3,631,902,"1,544",
Weston,-,4,747,988,"1,743",
Westport,-,A,883,678,"1,578",
Westport,-,B,960,980,"1,957",
Westport,-,C,877,694,"1,595",
Westport,-,D,860,692,"1,569",
Westport,-,E,"1,026",951,"1,992",
Westwood,-,1,970,"1,374","2,356",
Westwood,-,2,987,"1,358","2,359",
Westwood,-,3,973,"1,342","2,323",
Westwood,-,4,787,"1,288","2,091",
Weymouth,-,1,749,796,"1,554",
Weymouth,-,2,803,934,"1,753",
Weymouth,-,3,734,"1,005","1,745",
Weymouth,-,4,668,899,"1,575",
Weymouth,-,5,706,631,"1,354",
Weymouth,-,6,763,934,"1,708",
Weymouth,-,7,663,799,"1,477",
Weymouth,-,8,740,760,"1,507",
Weymouth,-,9,715,982,"1,705",
Weymouth,-,10,660,601,"1,267",
Weymouth,-,11,711,832,"1,554",
Weymouth,-,12,729,988,"1,728",
Weymouth,-,13,631,563,"1,203",
Weymouth,-,14,637,675,"1,320",
Weymouth,-,15,754,948,"1,713",
Weymouth,-,16,759,"1,044","1,815",
Weymouth,-,17,636,686,"1,335",
Weymouth,-,18,697,"1,066","1,776",
Whately,-,1,578,379,964,
Whitman,-,1,826,"1,165","2,002",
Whitman,-,2,646,"1,112","1,767",
Whitman,-,3,759,"1,122","1,894",
Whitman,-,4,724,"1,098","1,834",
Wilbraham,-,A,827,"1,129","2,008",
Wilbraham,-,B,778,"1,187","2,039",
Wilbraham,-,C,744,"1,278","2,074",
Wilbraham,-,D,798,"1,411","2,248",
Williamsburg,-,1,"1,206",416,"1,634",
Williamstown,-,1,"1,118",357,"1,482",
Williamstown,-,2,718,115,850,
Williamstown,-,3,"1,145",321,"1,478",
Wilmington,-,1,830,"1,284","2,128",
Wilmington,-,2,764,"1,264","2,049",
Wilmington,-,3,721,"1,227","1,957",
Wilmington,-,4,833,"1,352","2,195",
Wilmington,-,5,865,"1,255","2,133",
Wilmington,-,6,812,"1,316","2,141",
Winchendon,-,1,454,594,"1,057",
Winchendon,-,1A,163,173,340,
Winchendon,-,2,611,833,"1,450",
Winchendon,-,3,604,742,"1,354",
Winchester,-,1,846,768,"1,626",
Winchester,-,2,768,646,"1,430",
Winchester,-,3,"1,041",765,"1,818",
Winchester,-,4,852,929,"1,791",
Winchester,-,5,675,960,"1,642",
Winchester,-,6,646,"1,015","1,672",
Winchester,-,7,786,888,"1,684",
Winchester,-,8,654,652,"1,314",
Windsor,-,1,352,171,528,
Winthrop,-,1,800,810,"1,630",
Winthrop,-,2,661,817,"1,496",
Winthrop,-,3,829,653,"1,490",
Winthrop,-,4,713,625,"1,349",
Winthrop,-,5,750,817,"1,583",
Winthrop,-,6,793,646,"1,448",
Woburn,1,1,617,589,"1,215",
Woburn,1,2,694,785,"1,488",
Woburn,2,1,665,727,"1,397",
Woburn,2,2,537,484,"1,036",
Woburn,3,1,548,787,"1,344",
Woburn,3,2,665,966,"1,642",
Woburn,4,1,627,938,"1,576",
Woburn,4,2,645,652,"1,312",
Woburn,5,1,705,715,"1,427",
Woburn,5,2,665,858,"1,538",
Woburn,6,1,464,424,897,
Woburn,6,2,611,783,"1,398",
Woburn,7,1,673,"1,031","1,716",
Woburn,7,2,586,907,"1,500",
Worcester,1,1,"1,069",959,"2,047",
Worcester,1,2,"1,000",989,"2,007",
Worcester,1,3,569,625,"1,202",
Worcester,1,4,"1,132",853,"1,994",
Worcester,1,5,909,774,"1,701",
Worcester,2,1,956,797,"1,769",
Worcester,2,2,998,791,"1,799",
Worcester,2,3,843,808,"1,663",
Worcester,2,4,"1,010",350,"1,363",
Worcester,2,5,803,163,982,
Worcester,3,1,811,479,"1,306",
Worcester,3,2,330,139,473,
Worcester,3,3,702,433,"1,142",
Worcester,3,4,696,188,892,
Worcester,3,5,808,490,"1,314",
Worcester,4,1,664,219,890,
Worcester,4,2,665,419,"1,105",
Worcester,4,3,698,152,865,
Worcester,4,4,651,477,"1,135",
Worcester,4,5,790,572,"1,372",
Worcester,5,1,672,289,976,
Worcester,5,2,744,561,"1,320",
Worcester,5,3,876,879,"1,768",
Worcester,5,4,814,717,"1,542",
Worcester,5,5,839,652,"1,499",
Worcester,6,1,561,179,748,
Worcester,6,2,664,276,950,
Worcester,6,3,679,333,"1,025",
