City/Town,Ward,Pct,Edward M. Kennedy,Kenneth G. Chase,Total Votes Cast,
Pittsfield,7,A,496,92,604,
Pittsfield,7,B,870,184,"1,087",
Plainfield,-,1,217,62,285,
Plainville,-,1,793,529,"1,356",
Plainville,-,2,952,622,"1,624",
Plymouth,-,1,722,329,"1,076",
Plymouth,-,2,911,480,"1,427",
Plymouth,-,3,720,358,"1,106",
Plymouth,-,4,975,518,"1,542",
Plymouth,-,5,"1,188",857,"2,105",
Plymouth,-,6,936,499,"1,471",
Plymouth,-,7,871,494,"1,397",
Plymouth,-,8,"1,040",695,"1,782",
Plymouth,-,9,712,547,"1,291",
Plymouth,-,10,687,371,"1,088",
Plymouth,-,11,"1,085",656,"1,784",
Plymouth,-,12,847,602,"1,495",
Plymouth,-,13,"1,013",560,"1,609",
Plymouth,-,14,"1,127",881,"2,058",
Plympton,-,1,760,547,"1,344",
Princeton,-,1,956,717,"1,727",
Provincetown,-,1,"1,778",162,"1,956",
Quincy,1,1,792,351,"1,193",
Quincy,1,2,434,121,583,
Quincy,1,3,436,162,634,
Quincy,1,4,917,353,"1,335",
Quincy,1,5,880,329,"1,266",
Quincy,2,1,561,219,810,
Quincy,2,2,981,339,"1,372",
Quincy,2,3,511,168,698,
Quincy,2,4,567,201,801,
Quincy,2,5,744,266,"1,063",
Quincy,3,1,829,301,"1,203",
Quincy,3,2,689,285,"1,023",
Quincy,3,3,538,237,815,
Quincy,3,4,768,390,"1,222",
Quincy,3,5,447,155,639,
Quincy,4,1,628,280,939,
Quincy,4,2,688,311,"1,038",
Quincy,4,3,750,330,"1,136",
Quincy,4,4,457,164,649,
Quincy,4,5,513,173,702,
Quincy,5,1,809,294,"1,171",
Quincy,5,2,727,246,"1,022",
Quincy,5,3,567,225,832,
Quincy,5,4,623,299,963,
Quincy,5,5,655,299,"1,006",
Quincy,6,1,560,209,800,
Quincy,6,2,498,182,718,
Quincy,6,3,805,367,"1,236",
Quincy,6,4,650,193,887,
Quincy,6,5,971,457,"1,515",
Randolph,-,1,"1,022",277,"1,353",
Randolph,-,2,934,222,"1,208",
Randolph,-,3,947,280,"1,270",
Randolph,-,4,"1,043",267,"1,358",
Randolph,-,5,924,257,"1,221",
Randolph,-,6,877,293,"1,210",
Randolph,-,7,"1,131",235,"1,408",
Randolph,-,8,"1,095",286,"1,441",
Raynham,-,1,986,579,"1,618",
Raynham,-,2,909,663,"1,633",
Raynham,-,3,891,570,"1,502",
Reading,-,1,855,490,"1,389",
Reading,-,2,751,384,"1,179",
Reading,-,3,725,402,"1,173",
Reading,-,4,869,452,"1,381",
Reading,-,5,756,410,"1,215",
Reading,-,6,825,478,"1,345",
Reading,-,7,843,435,"1,323",
Reading,-,8,729,468,"1,243",
Rehoboth,-,1,716,583,"1,344",
Rehoboth,-,2,815,610,"1,471",
Rehoboth,-,3,811,481,"1,322",
Revere,1,1,518,178,731,
Revere,1,2,484,139,667,
Revere,1,3,520,161,737,
Revere,2,1,318,99,429,
Revere,2,2,298,60,381,
Revere,2,3,104,29,147,
Revere,2,3A,57,20,81,
Revere,3,1,442,154,635,
Revere,3,2,404,121,574,
Revere,3,3,481,150,676,
Revere,4,1,536,204,781,
Revere,4,2,475,175,701,
Revere,4,3,567,227,839,
Revere,5,1,476,193,710,
Revere,5,1A,363,73,464,
Revere,5,2,278,87,392,
Revere,5,2A,185,45,245,
Revere,5,3,468,164,664,
Revere,6,1,534,239,836,
Revere,6,2,495,200,758,
Revere,6,3,554,193,798,
Richmond,-,1,611,165,787,
Rochester,-,1,"1,286",919,"2,270",
Rockland,-,1,720,356,"1,100",
Rockland,-,2,925,423,"1,402",
Rockland,-,3,536,316,875,
Rockland,-,4,607,321,950,
Rockland,-,5,768,406,"1,208",
Rockland,-,6,671,415,"1,120",
Rockport,-,1,713,256,989,
Rockport,-,2,895,340,"1,260",
Rockport,-,3,993,452,"1,485",
Rowe,-,1,119,68,192,
Rowley,-,1,"1,393","1,103","2,562",
Royalston,-,1,177,99,291,
Royalston,-,2,120,59,186,
Russell,-,1,303,239,558,
Rutland,-,1,864,606,"1,512",
Rutland,-,2,839,638,"1,523",
Salem,1,1,978,319,"1,325",
Salem,1,2,351,43,436,
Salem,2,1,816,250,"1,093",
Salem,2,2,723,174,926,
Salem,3,1,810,213,"1,055",
Salem,3,2,865,295,"1,191",
Salem,4,1,757,235,"1,018",
Salem,4,2,688,336,"1,051",
Salem,5,1,661,212,900,
Salem,5,2,576,173,775,
Salem,6,1,677,264,990,
Salem,6,2,719,244,996,
Salem,7,1,577,185,802,
Salem,7,2,914,342,"1,308",
Salisbury,-,1,913,454,"1,412",
Salisbury,-,2,967,491,"1,499",
Sandisfield,-,1,190,81,273,
Sandwich,-,1,900,582,"1,519",
Sandwich,-,2,841,636,"1,522",
Sandwich,-,3,763,615,"1,420",
Sandwich,-,4,760,585,"1,375",
Sandwich,-,5,727,540,"1,310",
Sandwich,-,6,663,498,"1,190",
Sandwich,-,7,596,494,"1,113",
Saugus,-,1,651,334,"1,031",
Saugus,-,2,578,273,888,
Saugus,-,3,664,295,998,
Saugus,-,4,720,385,"1,157",
Saugus,-,5,738,387,"1,173",
Saugus,-,6,574,293,903,
Saugus,-,7,629,382,"1,042",
Saugus,-,8,641,330,"1,004",
Saugus,-,9,641,363,"1,041",
Saugus,-,10,624,242,889,
Savoy,-,1,163,49,220,
Scituate,-,1,845,613,"1,500",
Scituate,-,2,885,640,"1,573",
Scituate,-,3,763,525,"1,342",
Scituate,-,4,902,562,"1,517",
Scituate,-,5,831,513,"1,395",
Scituate,-,6,836,459,"1,339",
Seekonk,-,1,808,522,"1,365",
Seekonk,-,2,842,548,"1,437",
Seekonk,-,3,868,371,"1,288",
Seekonk,-,4,789,421,"1,242",
Sharon,-,1,"1,177",309,"1,532",
Sharon,-,2,"1,147",341,"1,545",
Sharon,-,3,"1,261",355,"1,667",
Sharon,-,4,"1,124",341,"1,516",
Sharon,-,5,"1,132",377,"1,558",
Sheffield,-,1,946,355,"1,328",
Shelburne,-,1,694,199,917,
Sherborn,-,1,"1,323",820,"2,222",
Shirley,-,1,"1,364",880,"2,301",
Shrewsbury,-,1,959,585,"1,597",
Shrewsbury,-,2,912,430,"1,397",
Shrewsbury,-,3,720,310,"1,068",
Shrewsbury,-,4,940,474,"1,459",
Shrewsbury,-,5,885,490,"1,429",
Shrewsbury,-,6,922,435,"1,423",
Shrewsbury,-,7,935,721,"1,713",
Shrewsbury,-,8,"1,105",588,"1,781",
Shrewsbury,-,9,793,462,"1,292",
Shutesbury,-,1,845,110,973,
Somerset,-,1,"1,060",397,"1,525",
Somerset,-,2,"1,144",468,"1,684",
Somerset,-,3,"1,075",405,"1,532",
Somerset,-,4,932,326,"1,296",
Somerset,-,5,953,321,"1,321",
Somerville,1,1,518,90,633,
Somerville,1,2,634,148,813,
Somerville,1,3,518,90,642,
Somerville,2,1,831,89,949,
Somerville,2,2,876,118,"1,031",
Somerville,2,3,"1,003",167,"1,214",
Somerville,3,1,974,127,"1,153",
Somerville,3,2,929,150,"1,123",
Somerville,3,3,"1,003",166,"1,220",
Somerville,4,1,530,131,695,
Somerville,4,2,610,101,751,
Somerville,4,3,714,143,908,
Somerville,5,1,"1,020",155,"1,211",
Somerville,5,2,919,180,"1,147",
Somerville,5,3,"1,189",165,"1,409",
Somerville,6,1,"1,286",180,"1,510",
Somerville,6,2,"1,204",187,"1,445",
Somerville,6,3,672,109,818,
Somerville,7,1,"1,141",202,"1,387",
Somerville,7,2,955,135,"1,133",
Somerville,7,3,913,180,"1,138",
S. Hadley,-,A,781,318,"1,133",
S. Hadley,-,B,"1,006",521,"1,581",
S. Hadley,-,C,991,480,"1,511",
S. Hadley,-,D,580,269,882,
S. Hadley,-,E,"1,018",527,"1,583",
Southampton,-,1,"1,459",991,"2,514",
Southborough,-,1,974,558,"1,583",
Southborough,-,2,770,544,"1,355",
Southborough,-,3,866,531,"1,427",
Southbridge,-,1,648,244,932,
Southbridge,-,2,629,175,859,
Southbridge,-,3,769,269,"1,097",
Southbridge,-,4,"1,014",420,"1,484",
Southbridge,-,5,524,146,771,
Southwick,-,1,580,656,"1,268",
Southwick,-,2,476,315,808,
Southwick,-,3,662,599,"1,300",
Spencer,-,1,630,362,"1,013",
Spencer,-,2,521,301,845,
Spencer,-,3,614,419,"1,062",
Spencer,-,4,633,396,"1,054",
Springfield,1,A,348,18,402,
Springfield,1,B,288,31,332,
Springfield,1,C,198,13,241,
Springfield,1,D,394,66,492,
Springfield,1,E,183,23,225,
Springfield,1,F,273,40,327,
Springfield,1,G,259,49,330,
Springfield,1,H,190,19,219,
Springfield,2,A,352,64,437,
Springfield,2,B,544,129,722,
Springfield,2,C,430,70,526,
Springfield,2,D,467,118,619,
Springfield,2,E,578,148,769,
Springfield,2,F,407,95,531,
Springfield,2,G,525,200,761,
Springfield,2,H,431,146,602,
Springfield,3,A,214,35,276,
Springfield,3,B,165,26,202,
Springfield,3,C,143,32,183,
Springfield,3,D,185,23,219,
Springfield,3,E,229,17,259,
Springfield,3,F,225,70,305,
Springfield,3,G,197,36,243,
Springfield,3,H,230,51,294,
Springfield,4,A,366,47,443,
Springfield,4,B,394,27,448,
Springfield,4,C,276,11,303,
Springfield,4,D,254,10,275,
Springfield,4,E,279,13,318,
Springfield,4,F,158,8,172,
Springfield,4,G,449,23,499,
Springfield,4,H,428,23,469,
Springfield,5,A,394,40,448,
Springfield,5,B,424,89,527,
Springfield,5,C,387,110,524,
Springfield,5,D,461,234,732,
Springfield,5,E,567,132,723,
Springfield,5,F,566,162,769,
Springfield,5,G,536,227,803,
Springfield,5,H,568,212,830,
Springfield,6,A,232,82,339,
Springfield,6,B,506,168,723,
Springfield,6,C,452,158,647,
Springfield,6,D,558,227,828,
Springfield,6,E,290,88,395,
Springfield,6,F,309,100,420,
Springfield,6,G,403,127,560,
Springfield,6,H,488,193,712,
Springfield,7,A,531,257,837,
Springfield,7,B,712,295,"1,075",
Springfield,7,C,602,248,919,
Springfield,7,D,550,235,823,
Springfield,7,E,343,115,474,
Springfield,7,F,527,258,839,
Springfield,7,G,581,305,936,
Springfield,7,H,306,130,457,
Springfield,8,A,340,144,500,
Springfield,8,B,388,126,537,
Springfield,8,C,448,89,560,
Springfield,8,D,191,86,291,
Springfield,8,E,233,71,319,
Springfield,8,F,405,139,558,
Springfield,8,G,437,183,643,
Springfield,8,H,348,89,455,
Sterling,-,1,853,734,"1,632",
Sterling,-,2,920,798,"1,761",
Stockbridge,-,1,773,182,988,
Stoneham,-,1,831,333,"1,205",
Stoneham,-,2,859,391,"1,293",
Stoneham,-,3,994,480,"1,523",
Stoneham,-,4,767,408,"1,214",
Stoneham,-,5,894,458,"1,404",
Stoneham,-,6,809,474,"1,338",
Stoneham,-,7,758,374,"1,174",
Stoughton,-,1,928,383,"1,347",
Stoughton,-,2,891,366,"1,318",
Stoughton,-,3,884,369,"1,302",
Stoughton,-,4,"1,084",556,"1,709",
Stoughton,-,5,728,321,"1,081",
Stoughton,-,6,"1,111",399,"1,558",
Stoughton,-,7,841,289,"1,181",
Stoughton,-,8,537,163,715,
Stow,-,1,"1,918","1,096","3,117",
Sturbridge,-,1,"1,065",639,"1,740",
Sturbridge,-,2,"1,114",820,"1,993",
Sudbury,-,1,"1,003",575,"1,631",
Sudbury,-,2,"1,094",458,"1,591",
Sudbury,-,3,"1,000",502,"1,541",
Sudbury,-,4,"1,059",439,"1,550",
Sudbury,-,5,"1,029",450,"1,517",
Sunderland,-,1,"1,006",268,"1,317",
Sutton,-,1,698,613,"1,371",
Sutton,-,2,727,500,"1,271",
Sutton,-,3,668,496,"1,203",
Swampscott,-,1,845,284,"1,173",
Swampscott,-,2,609,193,837,
Swampscott,-,3,685,253,968,
Swampscott,-,4,788,297,"1,129",
Swampscott,-,5,721,263,"1,028",
Swampscott,-,6,801,322,"1,177",
Swansea,-,1,838,401,"1,265",
Swansea,-,2,771,340,"1,136",
Swansea,-,3,768,303,"1,094",
Swansea,-,4,782,348,"1,160",
Swansea,-,5,777,341,"1,144",
Taunton,1,A,603,184,828,
Taunton,1,B,763,336,"1,143",
Taunton,2,A,398,80,502,
Taunton,2,B,566,137,725,
Taunton,3,A,681,222,956,
Taunton,3,B,846,317,"1,210",
Taunton,4,A,654,305,997,
Taunton,4,B,703,337,"1,072",
Taunton,5,A,591,196,824,
Taunton,5,B,528,168,734,
Taunton,6,A,468,168,662,
Taunton,6,B,637,215,879,
Taunton,7,A,837,305,"1,196",
Taunton,7,B,776,462,"1,274",
Taunton,8,A,774,366,"1,188",
Taunton,8,B,821,400,"1,272",
Templeton,-,A,907,580,"1,516",
Templeton,-,B,755,413,"1,195",
Tewksbury,-,1,854,569,"1,468",
Tewksbury,-,1A,837,511,"1,391",
Tewksbury,-,2,833,448,"1,320",
Tewksbury,-,2A,823,524,"1,393",
Tewksbury,-,3,904,617,"1,583",
Tewksbury,-,3A,844,598,"1,501",
Tewksbury,-,4,869,441,"1,357",
Tewksbury,-,4A,996,481,"1,527",
Tisbury,-,1,"1,266",409,"1,728",
Tolland,-,1,75,105,188,
Topsfield,-,1,"1,589","1,372","3,098",
Townsend,-,1,555,557,"1,145",
Townsend,-,2,611,518,"1,164",
Townsend,-,3,589,474,"1,081",
Truro,-,1,950,254,"1,224",
Tyngsborough,-,1,635,399,"1,074",
Tyngsborough,-,2,576,405,"1,013",
Tyngsborough,-,3,549,396,975,
Tyngsborough,-,4,724,514,"1,283",
Tyringham,-,1,148,41,196,
Upton,-,1,"1,677","1,146","2,907",
Uxbridge,-,1,638,484,"1,157",
Uxbridge,-,2,865,447,"1,357",
Uxbridge,-,3,686,565,"1,289",
Uxbridge,-,4,713,477,"1,232",
Wakefield,-,1,"1,079",617,"1,759",
Wakefield,-,2,814,380,"1,235",
Wakefield,-,3,970,504,"1,533",
Wakefield,-,4,"1,093",569,"1,708",
Wakefield,-,5,971,506,"1,522",
Wakefield,-,6,"1,032",547,"1,636",
Wakefield,-,7,"1,038",594,"1,695",
Wales,-,1,415,293,716,
Walpole,-,1,828,466,"1,334",
Walpole,-,2,792,468,"1,302",
Walpole,-,3,815,465,"1,329",
Walpole,-,4,892,518,"1,451",
Walpole,-,5,507,344,899,
Walpole,-,6,755,449,"1,246",
Walpole,-,7,786,555,"1,383",
Walpole,-,8,702,536,"1,279",
Waltham,1,1,743,359,"1,167",
Waltham,1,2,860,386,"1,301",
Waltham,2,1,817,321,"1,190",
Waltham,2,2,598,238,867,
Waltham,3,1,835,432,"1,331",
Waltham,3,2,785,330,"1,168",
Waltham,4,1,875,398,"1,327",
Waltham,4,2,261,76,347,
Waltham,5,1,766,277,"1,107",
Waltham,5,2,536,177,745,
Waltham,6,1,643,221,903,
Waltham,6,2,692,245,986,
Waltham,7,1,935,339,"1,327",
Waltham,7,2,233,80,330,
Waltham,8,1,505,133,669,
Waltham,8,2,636,238,898,
Waltham,9,1,370,108,495,
Waltham,9,2,464,130,627,
Ware,-,A,678,244,944,
Ware,-,B,667,330,"1,026",
Ware,-,C,815,405,"1,257",
Wareham,-,1,901,403,"1,336",
Wareham,-,2,919,397,"1,344",
Wareham,-,3,806,476,"1,318",
Wareham,-,4,848,398,"1,262",
Wareham,-,5,936,479,"1,457",
Wareham,-,6,667,344,"1,030",
Warren,-,A,752,466,"1,238",
Warren,-,B,292,123,424,
Warwick,-,1,231,88,324,
Washington,-,1,186,64,255,
Watertown,-,1,627,185,842,
Watertown,-,2,706,161,900,
Watertown,-,3,831,184,"1,048",
Watertown,-,4,935,233,"1,201",
Watertown,-,5,771,204,997,
Watertown,-,6,714,192,935,
Watertown,-,7,908,293,"1,241",
Watertown,-,8,854,276,"1,184",
Watertown,-,9,480,159,658,
Watertown,-,10,823,265,"1,118",
Watertown,-,11,713,254,"1,008",
Watertown,-,12,736,250,"1,007",
Wayland,-,1,"1,097",459,"1,606",
Wayland,-,2,"1,103",431,"1,589",
Wayland,-,3,"1,041",381,"1,467",
Wayland,-,4,"1,148",563,"1,787",
Webster,-,1,544,226,794,
Webster,-,2,347,144,506,
Webster,-,3,580,269,870,
Webster,-,4,754,540,"1,343",
Webster,-,5,640,337,"1,007",
Wellesley,-,A,"1,227",570,"1,857",
Wellesley,-,B,"1,247",542,"1,848",
Wellesley,-,C,984,801,"1,855",
Wellesley,-,D,"1,146",446,"1,650",
Wellesley,-,E,"1,155",608,"1,845",
Wellesley,-,F,964,469,"1,504",
Wellesley,-,G,657,193,882,
Wellfleet,-,1,"1,246",426,"1,701",
Wendell,-,1,367,44,422,
Wenham,-,1,964,784,"1,796",
W. Boylston,-,1,850,532,"1,441",
W. Boylston,-,2,919,671,"1,644",
W. Bridgewater,-,1,786,634,"1,471",
W. Bridgewater,-,2,732,617,"1,394",
W. Brookfield,-,1,880,538,"1,469",
W. Newbury,-,1,"1,170",869,"2,106",
W. Springfield,-,1,302,100,413,
W. Springfield,-,2,354,157,527,
W. Springfield,-,3,620,313,961,
W. Springfield,-,4,777,359,"1,173",
W. Springfield,-,5,896,648,"1,610",
W. Springfield,-,6,776,553,"1,383",
W. Springfield,-,7,850,693,"1,605",
W. Springfield,-,8,499,321,845,
W. Stockbridge,-,1,524,136,681,
W. Tisbury,-,1,"1,138",235,"1,407",
Westborough,-,1,662,319,"1,012",
Westborough,-,2,735,410,"1,182",
Westborough,-,3,778,369,"1,202",
Westborough,-,4,"1,003",590,"1,664",
Westborough,-,5,961,610,"1,630",
Westfield,1,A,652,472,"1,218",
Westfield,1,B,639,378,"1,044",
Westfield,2,A,380,172,577,
Westfield,2,B,578,355,989,
Westfield,3,A,345,160,531,
Westfield,3,B,668,387,"1,095",
Westfield,4,A,353,242,622,
Westfield,4,B,819,583,"1,470",
Westfield,5,A,666,544,"1,254",
Westfield,5,B,770,620,"1,440",
Westfield,6,A,687,470,"1,185",
Westfield,6,B,527,404,984,
Westford,-,1,834,605,"1,482",
Westford,-,2,884,561,"1,497",
Westford,-,3,939,633,"1,626",
Westford,-,4,933,640,"1,622",
Westford,-,5,"1,023",632,"1,704",
Westford,-,6,786,570,"1,396",
Westhampton,-,1,546,298,879,
Westminster,-,1,925,637,"1,596",
Westminster,-,2,893,686,"1,624",
Weston,-,1,913,518,"1,483",
Weston,-,2,762,456,"1,255",
Weston,-,3,643,432,"1,112",
Weston,-,4,772,473,"1,277",
Westport,-,A,846,283,"1,161",
Westport,-,B,883,484,"1,411",
Westport,-,C,702,238,966,
Westport,-,D,705,302,"1,033",
Westport,-,E,860,446,"1,346",
Westwood,-,1,998,620,"1,684",
Westwood,-,2,"1,079",619,"1,772",
Westwood,-,3,"1,092",650,"1,812",
Westwood,-,4,928,622,"1,628",
Weymouth,-,1,728,331,"1,105",
Weymouth,-,2,791,413,"1,246",
Weymouth,-,3,873,403,"1,335",
Weymouth,-,4,751,425,"1,214",
Weymouth,-,5,708,287,"1,018",
Weymouth,-,6,882,404,"1,331",
Weymouth,-,7,798,441,"1,273",
Weymouth,-,8,685,316,"1,032",
Weymouth,-,9,829,420,"1,289",
Weymouth,-,10,568,236,825,
Weymouth,-,11,767,393,"1,207",
Weymouth,-,12,853,413,"1,323",
Weymouth,-,13,540,255,828,
Weymouth,-,14,672,328,"1,038",
Weymouth,-,15,875,464,"1,378",
Weymouth,-,16,818,511,"1,369",
Weymouth,-,17,617,274,923,
Weymouth,-,18,726,443,"1,202",
Whately,-,1,578,198,798,
Whitman,-,1,883,427,"1,352",
Whitman,-,2,729,457,"1,216",
Whitman,-,3,780,490,"1,310",
Whitman,-,4,807,514,"1,358",
Wilbraham,-,A,913,597,"1,574",
Wilbraham,-,B,871,690,"1,623",
Wilbraham,-,C,792,698,"1,569",
Wilbraham,-,D,904,742,"1,734",
Williamsburg,-,1,979,268,"1,286",
Williamstown,-,1,937,263,"1,223",
Williamstown,-,2,330,46,387,
Williamstown,-,3,"1,038",193,"1,250",
Wilmington,-,1,883,476,"1,404",
Wilmington,-,2,851,580,"1,479",
Wilmington,-,3,891,555,"1,501",
Wilmington,-,4,898,578,"1,527",
Wilmington,-,5,"1,019",516,"1,586",
Wilmington,-,6,813,477,"1,340",
Winchendon,-,1,545,311,883,
Winchendon,-,2,677,437,"1,135",
Winchendon,-,3,607,374,"1,005",
Winchester,-,1,848,388,"1,284",
Winchester,-,2,617,305,947,
Winchester,-,3,933,396,"1,394",
Winchester,-,4,910,456,"1,423",
Winchester,-,5,768,504,"1,317",
Winchester,-,6,697,561,"1,316",
Winchester,-,7,779,515,"1,347",
Winchester,-,8,701,308,"1,033",
Windsor,-,1,292,108,405,
Winthrop,-,1,756,344,"1,169",
Winthrop,-,2,820,352,"1,233",
Winthrop,-,3,685,294,"1,023",
Winthrop,-,4,803,283,"1,136",
Winthrop,-,5,826,360,"1,247",
Winthrop,-,6,720,230,986,
Woburn,1,1,623,300,949,
Woburn,1,2,733,317,"1,091",
Woburn,2,1,744,312,"1,090",
Woburn,2,2,417,198,647,
Woburn,3,1,653,323,"1,036",
Woburn,3,2,771,403,"1,224",
Woburn,4,1,782,461,"1,291",
Woburn,4,2,576,270,875,
Woburn,5,1,599,280,915,
Woburn,5,2,695,334,"1,082",
Woburn,6,1,481,274,779,
Woburn,6,2,625,312,979,
Woburn,7,1,763,439,"1,231",
Woburn,7,2,780,431,"1,258",
Worcester,1,1,982,407,"1,435",
Worcester,1,2,"1,115",439,"1,617",
Worcester,1,3,616,301,970,
Worcester,1,4,"1,068",337,"1,455",
Worcester,1,5,877,345,"1,253",
Worcester,2,1,815,304,"1,167",
Worcester,2,2,924,321,"1,276",
Worcester,2,3,782,293,"1,104",
Worcester,2,4,829,174,"1,042",
Worcester,2,5,402,32,454,
Worcester,3,1,790,325,"1,160",
Worcester,3,2,255,80,349,
Worcester,3,3,548,142,704,
Worcester,3,4,350,79,446,
Worcester,3,5,687,221,941,
Worcester,4,1,429,72,523,
Worcester,4,2,533,164,745,
Worcester,4,3,352,47,438,
Worcester,4,4,554,195,803,
Worcester,4,5,783,218,"1,045",
Worcester,5,1,507,122,652,
Worcester,5,2,770,203,"1,004",
Worcester,5,3,820,342,"1,211",
Worcester,5,4,818,301,"1,172",
Worcester,5,5,784,226,"1,061",
Worcester,6,1,336,57,408,
Worcester,6,2,427,99,541,
Worcester,6,3,456,111,585,
Worcester,6,4,255,94,362,
Worcester,6,5,687,226,952,
Worcester,7,1,824,233,"1,119",
Worcester,7,2,495,128,644,
Worcester,7,3,711,208,945,
Worcester,7,4,643,223,890,
Worcester,7,5,803,290,"1,128",
Worcester,8,1,340,91,439,
Worcester,8,2,273,53,339,
Worcester,8,3,322,44,384,
Worcester,8,4,536,96,655,
Worcester,8,5,370,113,506,
Worcester,9,1,790,217,"1,042",
Worcester,9,2,849,236,"1,137",
Worcester,9,3,982,261,"1,297",
Worcester,9,4,974,344,"1,372",
Worcester,9,5,997,358,"1,403",
Worcester,10,1,416,100,535,
Worcester,10,2,338,83,435,
Worcester,10,3,391,69,476,
Worcester,10,4,225,23,260,
Worcester,10,5,325,31,387,
Worthington,-,1,390,170,575,
Wrentham,-,1,828,551,"1,429",
Wrentham,-,2,943,812,"1,813",
Wrentham,-,3,783,479,"1,300",
Yarmouth,-,1,"1,041",655,"1,731",
Yarmouth,-,2,"1,050",781,"1,876",
Yarmouth,-,3,716,458,"1,207",
Yarmouth,-,4,970,597,"1,592",
Yarmouth,-,5,909,477,"1,423",
Yarmouth,-,6,862,495,"1,389",
Yarmouth,-,7,"1,107",892,"2,056",
TOTALS,,,"1,500,738","661,532","2,243,835",
