City/Town,Ward,Pct,John F. Kerry,Jeffrey K. Beatty,Total Votes Cast,,
Newbury,-,2,"1,120",904,"2,136",,
Newburyport,1,P,264,174,460,,
Newburyport,1,1,925,357,"1,355",,
Newburyport,2,1,"1,322",428,"1,847",,
Newburyport,3,1,"1,204",534,"1,836",,
Newburyport,4,1,"1,108",545,"1,739",,
Newburyport,5,1,965,637,"1,698",,
Newburyport,6,1,"1,174",725,"2,009",,
Newton,1,1,858,314,"1,285",,
Newton,1,2,"1,082",243,"1,414",,
Newton,1,3,977,213,"1,272",,
Newton,1,4,743,294,"1,116",,
Newton,2,1,"1,267",437,"1,809",,
Newton,2,2,"1,135",256,"1,466",,
Newton,2,3,"1,719",336,"2,147",,
Newton,3,1,"1,013",353,"1,438",,
Newton,3,2,"1,153",261,"1,487",,
Newton,3,3,954,333,"1,378",,
Newton,3,4,947,339,"1,370",,
Newton,4,1,"1,023",322,"1,434",,
Newton,4,2,"1,096",205,"1,362",,
Newton,4,3,"1,043",260,"1,386",,
Newton,4,4,937,296,"1,337",,
Newton,5,1,904,244,"1,227",,
Newton,5,2,"1,333",252,"1,673",,
Newton,5,3,"1,257",266,"1,614",,
Newton,5,4,"1,262",250,"1,592",,
Newton,6,1,"1,428",322,"1,869",,
Newton,6,2,"1,215",243,"1,539",,
Newton,6,3,"1,305",211,"1,577",,
Newton,6,4,"1,349",293,"1,723",,
Newton,7,1,885,319,"1,286",,
Newton,7,2,"1,247",277,"1,604",,
Newton,7,3,496,129,663,,
Newton,7,4,744,211,"1,009",,
Newton,8,1,"1,109",402,"1,606",,
Newton,8,2,873,281,"1,233",,
Newton,8,3,"1,145",361,"1,583",,
Newton,8,4,895,254,"1,221",,
Norfolk,-,1,817,773,"1,678",,
Norfolk,-,2,889,675,"1,673",,
Norfolk,-,3,760,658,"1,504",,
Norfolk,-,4,242,235,512,,
N. Adams,1,1,957,166,"1,181",,
N. Adams,2,2,"1,024",181,"1,290",,
N. Adams,3,3,821,119,"1,007",,
N. Adams,4,4,"1,069",231,"1,382",,
N. Adams,5,5,893,116,"1,088",,
N. Andover,-,1,"1,055",596,"1,736",,
N. Andover,-,2,998,681,"1,772",,
N. Andover,-,3,"1,164",672,"1,957",,
N. Andover,-,4,"1,148",893,"2,136",,
N. Andover,-,5,560,344,946,,
N. Andover,-,6,"1,035","1,057","2,217",,
N. Andover,-,7,"1,230",913,"2,256",,
N. Andover,-,8,"1,066",885,"2,042",,
N. Attleborough,-,1,615,330,"1,027",,
N. Attleborough,-,2,830,457,"1,392",,
N. Attleborough,-,3,"1,089",897,"2,131",,
N. Attleborough,-,4,751,397,"1,254",,
N. Attleborough,-,5,732,474,"1,313",,
N. Attleborough,-,6,870,657,"1,639",,
N. Attleborough,-,7,982,695,"1,799",,
N. Attleborough,-,8,"1,111",790,"2,034",,
N. Attleborough,-,9,937,643,"1,694",,
N. Brookfield,-,1,"1,231",974,"2,398",,
N. Reading,-,1,"1,189","1,044","2,332",,
N. Reading,-,2,"1,079",746,"1,925",,
N. Reading,-,3,"1,119",762,"2,000",,
N. Reading,-,4,"1,248",843,"2,203",,
Northampton,1,A,796,101,983,,
Northampton,1,B,"1,085",219,"1,391",,
Northampton,2,A,826,64,957,,
Northampton,2,B,727,52,824,,
Northampton,3,A,"1,022",114,"1,243",,
Northampton,3,B,"1,013",85,"1,201",,
Northampton,4,A,787,56,912,,
Northampton,4,B,"1,107",143,"1,340",,
Northampton,5,A,947,135,"1,154",,
Northampton,5,B,952,139,"1,182",,
Northampton,6,A,898,251,"1,231",,
Northampton,6,B,"1,062",289,"1,427",,
Northampton,7,A,883,173,"1,153",,
Northampton,7,B,"1,015",241,"1,343",,
Northborough,-,1,"1,136",774,"1,999",,
Northborough,-,2,"1,077",788,"1,978",,
Northborough,-,3,"1,125",812,"2,056",,
Northborough,-,4,"1,154",842,"2,116",,
Northbridge,-,1,"1,055",803,"2,004",,
Northbridge,-,2,"1,046",908,"2,090",,
Northbridge,-,3,695,553,"1,329",,
Northbridge,-,4,968,"1,093","2,192",,
Northfield,-,1,"1,239",410,"1,745",,
Norton,-,1,"1,093",715,"1,951",,
Norton,-,2,"1,162",824,"2,103",,
Norton,-,3,"1,013",602,"1,744",,
Norton,-,4,"1,141",757,"2,011",,
Norton,-,5,623,446,"1,154",,
Norwell,-,1,"1,071",836,"2,007",,
Norwell,-,2,"1,063","1,020","2,182",,
Norwell,-,3,"1,066","1,004","2,155",,
Norwood,-,1,974,527,"1,619",,
Norwood,-,2,955,496,"1,560",,
Norwood,-,3,948,515,"1,550",,
Norwood,-,4,"1,095",701,"1,936",,
Norwood,-,5,637,280,975,,
Norwood,-,6,897,460,"1,455",,
Norwood,-,7,"1,010",551,"1,659",,
Norwood,-,8,"1,140",519,"1,774",,
Norwood,-,9,"1,068",705,"1,889",,
Oak Bluffs,-,1,"1,871",661,"2,688",,
Oakham,-,1,555,498,"1,130",,
Orange,-,1,955,592,"1,687",,
Orange,-,2,994,574,"1,700",,
Orleans,-,1,"1,223","1,034","2,356",,
Orleans,-,2,"1,253",951,"2,308",,
Otis,-,1,517,267,859,,
Oxford,-,1,945,651,"1,723",,
Oxford,-,2,872,563,"1,547",,
Oxford,-,3,945,608,"1,681",,
Oxford,-,4,876,569,"1,560",,
Palmer,-,1,935,480,"1,540",,
Palmer,-,2,947,591,"1,697",,
Palmer,-,3,791,363,"1,269",,
Palmer,-,4,877,433,"1,430",,
Paxton,-,1,"1,383","1,014","2,596",,
Peabody,1,1,986,478,"1,536",,
Peabody,1,2,"1,151",595,"1,850",,
Peabody,1,3,994,484,"1,575",,
Peabody,2,1,623,213,906,,
Peabody,2,2,663,243,960,,
Peabody,2,3,788,360,"1,228",,
Peabody,3,1,680,178,923,,
Peabody,3,2,864,268,"1,209",,
Peabody,3,3,859,379,"1,317",,
Peabody,4,1,879,443,"1,414",,
Peabody,4,2,869,422,"1,371",,
Peabody,4,3,"1,075",538,"1,697",,
Peabody,4,3A,863,568,"1,499",,
Peabody,5,1,924,472,"1,466",,
Peabody,5,2,801,453,"1,334",,
Peabody,5,3,917,572,"1,569",,
Peabody,6,1,844,581,"1,500",,
Peabody,6,2,894,553,"1,534",,
Peabody,6,3,859,603,"1,553",,
Pelham,-,1,753,99,897,,
Pembroke,-,1,"1,139",915,"2,160",,
Pembroke,-,2,950,752,"1,807",,
Pembroke,-,3,"1,022",723,"1,855",,
Pembroke,-,4,"1,082",793,"1,965",,
Pembroke,-,5,937,744,"1,783",,
Pepperell,-,1,"1,007",985,"2,122",,
Pepperell,-,2,"1,049",967,"2,141",,
Pepperell,-,3,"1,025",923,"2,073",,
Peru,-,1,318,111,469,,
Petersham,-,1,455,324,823,,
Phillipston,-,1,543,344,964,,
Pittsfield,1,A,"1,023",198,"1,321",,
Pittsfield,1,B,"1,322",294,"1,719",,
Pittsfield,2,A,590,80,723,,
Pittsfield,2,B,"1,158",229,"1,493",,
Pittsfield,3,A,"1,211",221,"1,511",,
Pittsfield,3,B,"1,427",301,"1,845",,
Pittsfield,4,A,"1,388",379,"1,865",,
Pittsfield,4,B,"1,447",475,"2,030",,
Pittsfield,5,A,"1,138",224,"1,473",,
Pittsfield,5,B,"1,036",210,"1,357",,
Pittsfield,6,A,"1,337",306,"1,738",,
Pittsfield,6,B,828,191,"1,100",,
Pittsfield,7,A,770,152,"1,008",,
Pittsfield,7,B,"1,194",242,"1,554",,
Plainfield,-,1,285,79,395,,
Plainville,-,1,"1,063",751,"1,946",,
Plainville,-,2,"1,304",881,"2,351",,
Plymouth,-,1,953,481,"1,523",,
Plymouth,-,2,"1,239",653,"2,016",,
Plymouth,-,3,"1,009",508,"1,613",,
Plymouth,-,4,"1,146",701,"1,977",,
Plymouth,-,5,"1,602","1,290","3,013",,
Plymouth,-,6,"1,143",750,"1,982",,
Plymouth,-,7,"1,110",767,"1,971",,
Plymouth,-,8,"1,292","1,014","2,410",,
Plymouth,-,9,939,777,"1,810",,
Plymouth,-,10,821,514,"1,415",,
Plymouth,-,11,"1,252",866,"2,216",,
Plymouth,-,12,"1,088",850,"2,043",,
Plymouth,-,13,"1,231",805,"2,125",,
Plymouth,-,14,"1,494","1,289","2,927",,
Plympton,-,1,845,750,"1,713",,
Princeton,-,1,"1,145",930,"2,241",,
Provincetown,-,1,"2,002",247,"2,379",,
Quincy,1,1,837,538,"1,461",,
Quincy,1,2,560,173,817,,
Quincy,1,3,674,275,"1,050",,
Quincy,1,4,"1,055",540,"1,700",,
Quincy,1,5,"1,021",504,"1,651",,
Quincy,2,1,771,306,"1,170",,
Quincy,2,2,"1,209",542,"1,885",,
Quincy,2,3,653,255,978,,
Quincy,2,4,749,314,"1,139",,
Quincy,2,5,940,423,"1,462",,
Quincy,3,1,"1,102",506,"1,720",,
Quincy,3,2,792,404,"1,287",,
Quincy,3,3,756,353,"1,204",,
Quincy,3,4,878,537,"1,514",,
Quincy,3,5,569,236,878,,
Quincy,4,1,882,426,"1,393",,
Quincy,4,2,839,448,"1,370",,
Quincy,4,3,941,574,"1,615",,
Quincy,4,4,667,268,"1,000",,
Quincy,4,5,667,270,"1,028",,
Quincy,5,1,949,424,"1,516",,
Quincy,5,2,799,342,"1,257",,
Quincy,5,3,769,363,"1,193",,
Quincy,5,4,696,447,"1,219",,
Quincy,5,5,791,464,"1,349",,
Quincy,6,1,735,338,"1,149",,
Quincy,6,2,659,247,995,,
Quincy,6,3,"1,107",637,"1,884",,
Quincy,6,4,762,323,"1,178",,
Quincy,6,5,972,715,"1,803",,
Randolph,-,1,"1,388",379,"1,886",,
Randolph,-,2,"1,294",281,"1,665",,
Randolph,-,3,"1,253",379,"1,710",,
Randolph,-,4,"1,368",368,"1,831",,
Randolph,-,5,"1,317",365,"1,783",,
Randolph,-,6,"1,244",454,"1,784",,
Randolph,-,7,"1,525",304,"1,930",,
Randolph,-,8,"1,435",440,"1,993",,
Raynham,-,1,"1,310",869,"2,337",,
Raynham,-,2,"1,325",992,"2,464",,
Raynham,-,3,"1,259",879,"2,275",,
Reading,-,1,"1,009",697,"1,801",,
Reading,-,2,"1,004",537,"1,640",,
Reading,-,3,961,523,"1,591",,
Reading,-,4,"1,082",653,"1,816",,
Reading,-,5,947,554,"1,602",,
Reading,-,6,"1,125",696,"1,921",,
Reading,-,7,"1,032",606,"1,749",,
Reading,-,8,964,689,"1,740",,
Rehoboth,-,1,"1,058",809,"2,056",,
Rehoboth,-,2,"1,233",798,"2,179",,
Rehoboth,-,3,"1,223",696,"2,065",,
Revere,1,1,742,239,"1,063",,
Revere,1,2,626,220,929,,
Revere,1,3,644,215,949,,
Revere,2,1,424,116,599,,
Revere,2,2,384,102,539,,
Revere,2,3,192,38,274,,
Revere,2,3A,92,25,130,,
Revere,3,1,577,234,881,,
Revere,3,2,572,180,840,,
Revere,3,3,593,220,896,,
Revere,4,1,694,271,"1,054",,
Revere,4,2,611,242,944,,
Revere,4,3,722,299,"1,143",,
Revere,5,1,544,282,893,,
Revere,5,1A,349,110,493,,
Revere,5,2,354,142,552,,
Revere,5,2A,305,75,418,,
Revere,5,3,615,227,918,,
Revere,6,1,658,301,"1,077",,
Revere,6,2,605,304,"1,001",,
Revere,6,3,918,293,"1,329",,
Richmond,-,1,746,168,975,,
Rochester,-,1,"1,583","1,334","3,123",,
Rockland,-,1,871,514,"1,466",,
Rockland,-,2,"1,008",618,"1,729",,
Rockland,-,3,639,398,"1,113",,
Rockland,-,4,722,468,"1,266",,
Rockland,-,5,872,568,"1,530",,
Rockland,-,6,838,623,"1,547",,
Rockport,-,1,798,336,"1,207",,
Rockport,-,2,"1,079",431,"1,618",,
Rockport,-,3,"1,169",578,"1,860",,
Rowe,-,1,162,84,264,,
Rowley,-,1,"1,752","1,517","3,449",,
Royalston,-,1,243,135,424,,
Royalston,-,2,156,92,271,,
Russell,-,1,435,302,816,,
Rutland,-,1,"1,072",935,"2,122",,
Rutland,-,2,"1,060",917,"2,084",,
Salem,1,1,"1,205",468,"1,782",,
Salem,1,2,632,55,734,,
Salem,2,1,"1,131",356,"1,573",,
Salem,2,2,963,258,"1,295",,
Salem,3,1,"1,097",322,"1,524",,
Salem,3,2,"1,133",454,"1,676",,
Salem,4,1,909,351,"1,348",,
Salem,4,2,923,451,"1,439",,
Salem,5,1,886,277,"1,233",,
Salem,5,2,802,217,"1,098",,
Salem,6,1,900,322,"1,322",,
Salem,6,2,908,329,"1,323",,
Salem,7,1,890,265,"1,245",,
Salem,7,2,"1,161",475,"1,724",,
Salisbury,-,1,"1,227",769,"2,133",,
Salisbury,-,2,"1,255",704,"2,089",,
Sandisfield,-,1,301,105,448,,
Sandwich,-,1,"1,025",740,"1,867",,
Sandwich,-,2,975,905,"2,009",,
Sandwich,-,3,900,899,"1,912",,
Sandwich,-,4,913,854,"1,849",,
Sandwich,-,5,840,797,"1,754",,
Sandwich,-,6,747,699,"1,518",,
Sandwich,-,7,745,755,"1,599",,
Saugus,-,1,777,466,"1,317",,
Saugus,-,2,742,404,"1,222",,
Saugus,-,3,763,450,"1,297",,
Saugus,-,4,870,592,"1,561",,
Saugus,-,5,859,586,"1,535",,
Saugus,-,6,728,434,"1,239",,
Saugus,-,7,764,544,"1,402",,
Saugus,-,8,826,451,"1,360",,
Saugus,-,9,760,502,"1,358",,
Saugus,-,10,763,371,"1,213",,
Savoy,-,1,279,73,404,,
Scituate,-,1,"1,054",834,"1,992",,
Scituate,-,2,"1,021",885,"2,004",,
Scituate,-,3,961,729,"1,782",,
Scituate,-,4,"1,005",840,"1,946",,
Scituate,-,5,989,699,"1,780",,
Scituate,-,6,963,664,"1,730",,
Seekonk,-,1,"1,158",557,"1,883",,
Seekonk,-,2,"1,198",605,"1,977",,
Seekonk,-,3,"1,185",491,"1,841",,
Seekonk,-,4,"1,084",499,"1,717",,
Sharon,-,1,"1,421",451,"2,029",,
Sharon,-,2,"1,373",517,"1,984",,
Sharon,-,3,"1,442",501,"2,068",,
Sharon,-,4,"1,371",517,"2,021",,
Sharon,-,5,"1,375",554,"2,072",,
Sheffield,-,1,"1,383",374,"1,905",,
Shelburne,-,1,887,224,"1,212",,
Sherborn,-,1,"1,561","1,016","2,705",,
Shirley,-,1,"1,663","1,290","3,144",,
Shrewsbury,-,1,"1,124",818,"2,038",,
Shrewsbury,-,2,"1,124",587,"1,832",,
Shrewsbury,-,3,963,455,"1,508",,
Shrewsbury,-,4,"1,236",714,"2,057",,
Shrewsbury,-,5,"1,114",684,"1,900",,
Shrewsbury,-,6,"1,184",615,"1,910",,
Shrewsbury,-,7,"1,162",972,"2,268",,
Shrewsbury,-,8,"1,324",915,"2,358",,
Shrewsbury,-,9,"1,141",723,"1,958",,
Shutesbury,-,1,"1,019",133,"1,232",,
Somerset,-,1,"1,470",571,"2,232",,
Somerset,-,2,"1,455",563,"2,189",,
Somerset,-,3,"1,409",490,"2,085",,
Somerset,-,4,"1,311",427,"1,888",,
Somerset,-,5,"1,322",437,"1,909",,
Somerville,1,1,771,153,991,,
Somerville,1,2,907,198,"1,191",,
Somerville,1,3,713,144,934,,
Somerville,2,1,"1,221",134,"1,455",,
Somerville,2,2,"1,462",170,"1,762",,
Somerville,2,3,"1,518",213,"1,869",,
Somerville,3,1,"1,292",188,"1,614",,
Somerville,3,2,"1,304",228,"1,646",,
Somerville,3,3,"1,486",226,"1,832",,
Somerville,4,1,824,177,"1,087",,
Somerville,4,2,886,156,"1,165",,
Somerville,4,3,"1,020",209,"1,331",,
Somerville,5,1,"1,384",235,"1,752",,
Somerville,5,2,"1,301",245,"1,663",,
Somerville,5,3,"1,648",247,"2,035",,
Somerville,6,1,"1,771",249,"2,150",,
Somerville,6,2,"1,708",233,"2,066",,
Somerville,6,3,961,149,"1,195",,
Somerville,7,1,"1,630",267,"2,040",,
Somerville,7,2,"1,319",218,"1,663",,
Somerville,7,3,"1,234",269,"1,620",,
S. Hadley,-,A,"1,084",421,"1,635",,
S. Hadley,-,B,"1,333",643,"2,104",,
S. Hadley,-,C,"1,260",653,"2,055",,
S. Hadley,-,D,793,357,"1,234",,
S. Hadley,-,E,"1,293",656,"2,082",,
Southampton,-,1,"1,919","1,245","3,428",,
Southborough,-,1,"1,186",767,"2,052",,
Southborough,-,2,987,760,"1,828",,
Southborough,-,3,"1,054",700,"1,852",,
Southbridge,-,1,858,315,"1,308",,
Southbridge,-,2,831,266,"1,200",,
Southbridge,-,3,"1,022",394,"1,563",,
Southbridge,-,4,"1,176",589,"1,897",,
Southbridge,-,5,756,202,"1,076",,
Southwick,-,1,837,864,"1,834",,
Southwick,-,2,691,473,"1,272",,
Southwick,-,3,905,749,"1,788",,
Spencer,-,1,813,525,"1,455",,
Spencer,-,2,671,457,"1,223",,
Spencer,-,3,811,575,"1,491",,
Spencer,-,4,843,566,"1,500",,
Springfield,1,A,566,29,696,,
Springfield,1,B,462,31,548,,
Springfield,1,C,354,25,469,,
Springfield,1,D,611,64,793,,
Springfield,1,E,355,26,441,,
Springfield,1,F,498,46,654,,
Springfield,1,G,532,64,675,,
Springfield,1,H,451,35,571,,
Springfield,2,A,599,80,763,,
Springfield,2,B,741,189,"1,017",,
Springfield,2,C,652,104,838,,
Springfield,2,D,716,150,952,,
Springfield,2,E,745,192,"1,038",,
Springfield,2,F,619,126,865,,
Springfield,2,G,738,225,"1,082",,
Springfield,2,H,679,158,930,,
Springfield,3,A,423,52,556,,
Springfield,3,B,373,34,464,,
Springfield,3,C,291,42,385,,
Springfield,3,D,415,30,490,,
Springfield,3,E,433,34,540,,
Springfield,3,F,408,94,567,,
Springfield,3,G,375,43,476,,
Springfield,3,H,448,71,596,,
Springfield,4,A,628,59,749,,
Springfield,4,B,695,29,808,,
Springfield,4,C,578,25,661,,
Springfield,4,D,591,13,647,,
Springfield,4,E,554,21,634,,
Springfield,4,F,272,16,309,,
Springfield,4,G,724,20,819,,
Springfield,4,H,671,20,753,,
Springfield,5,A,647,41,742,,
Springfield,5,B,745,111,923,,
Springfield,5,C,639,126,861,,
Springfield,5,D,609,279,977,,
Springfield,5,E,984,158,"1,236",,
Springfield,5,F,814,183,"1,075",,
Springfield,5,G,708,311,"1,133",,
Springfield,5,H,758,307,"1,197",,
Springfield,6,A,402,90,556,,
Springfield,6,B,716,211,"1,038",,
Springfield,6,C,647,177,954,,
Springfield,6,D,728,270,"1,103",,
Springfield,6,E,491,124,693,,
Springfield,6,F,574,115,749,,
Springfield,6,G,657,154,905,,
Springfield,6,H,632,245,971,,
Springfield,7,A,691,285,"1,091",,
Springfield,7,B,860,365,"1,332",,
Springfield,7,C,769,357,"1,234",,
Springfield,7,D,711,285,"1,095",,
Springfield,7,E,617,133,834,,
Springfield,7,F,732,332,"1,167",,
Springfield,7,G,725,379,"1,219",,
Springfield,7,H,419,140,621,,
Springfield,8,A,607,176,850,,
Springfield,8,B,662,130,887,,
Springfield,8,C,712,123,932,,
Springfield,8,D,477,84,633,,
Springfield,8,E,446,84,591,,
Springfield,8,F,656,151,890,,
Springfield,8,G,760,189,"1,062",,
Springfield,8,H,619,89,784,,
Sterling,-,1,"1,062","1,018","2,217",,
Sterling,-,2,"1,199","1,158","2,497",,
Stockbridge,-,1,989,203,"1,253",,
Stoneham,-,1,"1,031",497,"1,628",,
Stoneham,-,2,"1,080",540,"1,733",,
Stoneham,-,3,"1,162",677,"1,952",,
Stoneham,-,4,961,606,"1,646",,
Stoneham,-,5,"1,044",634,"1,791",,
Stoneham,-,6,"1,016",648,"1,762",,
Stoneham,-,7,"1,006",532,"1,644",,
Stoughton,-,1,"1,162",553,"1,817",,
Stoughton,-,2,"1,069",543,"1,711",,
Stoughton,-,3,"1,100",534,"1,728",,
Stoughton,-,4,"1,335",768,"2,224",,
Stoughton,-,5,927,454,"1,491",,
Stoughton,-,6,"1,269",545,"1,903",,
Stoughton,-,7,"1,124",476,"1,688",,
Stoughton,-,8,733,257,"1,074",,
Stow,-,1,"2,322","1,472","4,024",,
Sturbridge,-,1,"1,373",893,"2,430",,
Sturbridge,-,2,"1,418","1,191","2,778",,
Sudbury,-,1,"1,324",786,"2,208",,
Sudbury,-,2,"1,257",613,"1,962",,
Sudbury,-,3,"1,249",718,"2,061",,
Sudbury,-,4,"1,346",621,"2,058",,
Sudbury,-,5,"1,285",667,"2,038",,
Sunderland,-,1,"1,400",348,"1,880",,
Sutton,-,1,853,886,"1,837",,
Sutton,-,2,828,815,"1,744",,
Sutton,-,3,862,711,"1,693",,
Swampscott,-,1,"1,032",427,"1,525",,
Swampscott,-,2,749,316,"1,136",,
Swampscott,-,3,868,345,"1,275",,
Swampscott,-,4,909,393,"1,383",,
Swampscott,-,5,860,418,"1,351",,
Swampscott,-,6,965,486,"1,521",,
Swansea,-,1,"1,153",540,"1,833",,
Swansea,-,2,"1,099",460,"1,670",,
Swansea,-,3,"1,058",387,"1,551",,
Swansea,-,4,"1,116",493,"1,723",,
Swansea,-,5,"1,162",487,"1,786",,
Taunton,1,A,842,298,"1,239",,
Taunton,1,B,"1,023",510,"1,648",,
Taunton,2,A,573,142,785,,
Taunton,2,B,767,203,"1,078",,
Taunton,3,A,873,304,"1,288",,
Taunton,3,B,"1,162",495,"1,769",,
Taunton,4,A,939,456,"1,490",,
Taunton,4,B,"1,069",480,"1,665",,
Taunton,5,A,871,269,"1,236",,
Taunton,5,B,718,234,"1,051",,
Taunton,6,A,776,255,"1,134",,
Taunton,6,B,928,351,"1,376",,
Taunton,7,A,"1,051",479,"1,659",,
Taunton,7,B,"1,125",626,"1,908",,
Taunton,8,A,"1,024",525,"1,649",,
Taunton,8,B,"1,066",573,"1,757",,
Templeton,-,A,"1,135",831,"2,086",,
Templeton,-,B,954,598,"1,666",,
Tewksbury,-,1,"1,109",858,"2,107",,
Tewksbury,-,1A,"1,024",704,"1,853",,
Tewksbury,-,2,"1,065",680,"1,847",,
Tewksbury,-,2A,"1,019",706,"1,844",,
Tewksbury,-,3,"1,157",937,"2,244",,
Tewksbury,-,3A,"1,083",853,"2,064",,
Tewksbury,-,4,"1,015",646,"1,788",,
Tewksbury,-,4A,"1,175",714,"1,999",,
Tisbury,-,1,"1,749",537,"2,440",,
Tolland,-,1,140,113,276,,
Topsfield,-,1,"1,858","1,709","3,859",,
Townsend,-,1,759,789,"1,643",,
Townsend,-,2,888,793,"1,769",,
Townsend,-,3,791,765,"1,648",,
Truro,-,1,"1,033",332,"1,446",,
Tyngsborough,-,1,800,608,"1,506",,
Tyngsborough,-,2,733,602,"1,425",,
Tyngsborough,-,3,765,600,"1,448",,
Tyngsborough,-,4,911,773,"1,782",,
Tyringham,-,1,194,66,280,,
Upton,-,1,"2,176","1,717","4,135",,
Uxbridge,-,1,859,784,"1,739",,
Uxbridge,-,2,"1,048",732,"1,894",,
Uxbridge,-,3,926,803,"1,861",,
Uxbridge,-,4,909,732,"1,740",,
Wakefield,-,1,"1,225",824,"2,187",,
Wakefield,-,2,"1,001",531,"1,636",,
Wakefield,-,3,"1,142",695,"1,947",,
Wakefield,-,4,"1,336",783,"2,235",,
Wakefield,-,5,"1,197",736,"2,068",,
Wakefield,-,6,"1,244",704,"2,067",,
Wakefield,-,7,"1,246",754,"2,106",,
Wales,-,1,549,368,"1,020",,
Walpole,-,1,990,657,"1,759",,
Walpole,-,2,956,674,"1,742",,
Walpole,-,3,948,662,"1,703",,
Walpole,-,4,"1,159",737,"2,016",,
Walpole,-,5,665,484,"1,219",,
Walpole,-,6,949,647,"1,706",,
Walpole,-,7,925,781,"1,822",,
Walpole,-,8,856,738,"1,688",,
Waltham,1,1,"1,038",543,"1,697",,
Waltham,1,2,"1,124",546,"1,782",,
Waltham,2,1,"1,076",487,"1,672",,
Waltham,2,2,"1,047",366,"1,509",,
Waltham,3,1,"1,031",635,"1,769",,
Waltham,3,2,"1,056",511,"1,700",,
Waltham,4,1,"1,062",570,"1,736",,
Waltham,4,2,409,144,586,,
Waltham,5,1,985,442,"1,507",,
Waltham,5,2,767,217,"1,089",,
Waltham,6,1,871,290,"1,267",,
Waltham,6,2,964,352,"1,430",,
Waltham,7,1,"1,272",476,"1,859",,
Waltham,7,2,407,120,566,,
Waltham,8,1,787,226,"1,102",,
Waltham,8,2,952,368,"1,434",,
Waltham,9,1,582,148,787,,
Waltham,9,2,666,187,913,,
Ware,-,A,902,317,"1,326",,
Ware,-,B,859,471,"1,436",,
Ware,-,C,"1,092",559,"1,793",,
Wareham,-,1,"1,148",600,"1,862",,
Wareham,-,2,"1,156",605,"1,867",,
Wareham,-,3,"1,030",679,"1,819",,
Wareham,-,4,"1,128",600,"1,843",,
Wareham,-,5,"1,169",733,"1,993",,
Wareham,-,6,927,512,"1,530",,
Warren,-,A,922,660,"1,715",,
Warren,-,B,362,216,628,,
Warwick,-,1,325,98,453,,
Washington,-,1,260,66,351,,
Watertown,-,1,813,264,"1,160",,
Watertown,-,2,943,235,"1,268",,
Watertown,-,3,"1,096",246,"1,416",,
Watertown,-,4,979,259,"1,325",,
Watertown,-,5,"1,170",303,"1,563",,
Watertown,-,6,"1,019",278,"1,379",,
Watertown,-,7,"1,179",379,"1,639",,
Watertown,-,8,"1,047",376,"1,526",,
Watertown,-,9,638,194,890,,
Watertown,-,10,"1,017",397,"1,488",,
Watertown,-,11,831,335,"1,243",,
Watertown,-,12,924,298,"1,303",,
Wayland,-,1,"1,323",558,"1,997",,
Wayland,-,2,"1,398",554,"2,057",,
Wayland,-,3,"1,292",517,"1,899",,
Wayland,-,4,"1,383",733,"2,215",,
Webster,-,1,702,310,"1,091",,
Webster,-,2,580,219,871,,
Webster,-,3,774,421,"1,298",,
Webster,-,4,"1,037",781,"1,957",,
Webster,-,5,899,477,"1,488",,
Wellesley,-,A,"1,498",696,"2,318",,
Wellesley,-,B,"1,521",732,"2,397",,
Wellesley,-,C,"1,168","1,066","2,374",,
Wellesley,-,D,"1,432",550,"2,109",,
Wellesley,-,E,"1,366",775,"2,305",,
Wellesley,-,F,"1,083",643,"1,842",,
Wellesley,-,G,856,284,"1,215",,
Wellfleet,-,1,"1,495",591,"2,213",,
Wendell,-,1,448,58,568,,
Wenham,-,1,"1,199","1,040","2,345",,
W. Boylston,-,1,"1,048",760,"1,905",,
W. Boylston,-,2,"1,108",886,"2,109",,
W. Bridgewater,-,1,962,891,"2,012",,
W. Bridgewater,-,2,"1,017",828,"1,980",,
W. Brookfield,-,1,"1,116",751,"2,033",,
W. Newbury,-,1,"1,509","1,108","2,772",,
W. Springfield,-,1,510,151,727,,
W. Springfield,-,2,596,204,891,,
W. Springfield,-,3,882,445,"1,437",,
W. Springfield,-,4,"1,021",475,"1,649",,
W. Springfield,-,5,"1,179",759,"2,100",,
W. Springfield,-,6,"1,069",690,"1,885",,
W. Springfield,-,7,"1,112",943,"2,223",,
W. Springfield,-,8,878,394,"1,377",,
W. Stockbridge,-,1,709,123,903,,
W. Tisbury,-,1,"1,437",336,"1,874",,
Westborough,-,1,816,469,"1,352",,
Westborough,-,2,940,550,"1,591",,
Westborough,-,3,"1,025",564,"1,700",,
Westborough,-,4,"1,231",851,"2,190",,
Westborough,-,5,"1,235",905,"2,230",,
Westfield,1,A,951,663,"1,751",,
Westfield,1,B,850,533,"1,495",,
Westfield,2,A,614,217,927,,
Westfield,2,B,797,503,"1,450",,
Westfield,3,A,578,201,854,,
Westfield,3,B,885,469,"1,489",,
Westfield,4,A,539,330,937,,
Westfield,4,B,"1,045",755,"1,954",,
Westfield,5,A,891,717,"1,722",,
Westfield,5,B,"1,008",827,"1,971",,
Westfield,6,A,919,639,"1,695",,
Westfield,6,B,797,540,"1,443",,
Westford,-,1,"1,053",853,"2,025",,
Westford,-,2,"1,119",784,"2,004",,
Westford,-,3,"1,159",893,"2,163",,
Westford,-,4,"1,214",813,"2,135",,
Westford,-,5,"1,282",870,"2,258",,
