City/Town,Ward,Pct,Scott P. Brown,Martha Coakley,Total Votes Cast,,
Northbridge,-,4,"1,289",430,"1,737",,
Northfield,-,1,508,744,"1,275",,
Norton,-,1,986,482,"1,479",,
Norton,-,2,"1,101",515,"1,629",,
Norton,-,3,765,463,"1,240",,
Norton,-,4,"1,038",468,"1,518",,
Norton,-,5,534,282,827,,
Norwell,-,1,"1,058",540,"1,609",,
Norwell,-,2,"1,238",563,"1,812",,
Norwell,-,3,"1,191",581,"1,784",,
Norwood,-,1,724,525,"1,262",,
Norwood,-,2,679,482,"1,175",,
Norwood,-,3,705,548,"1,272",,
Norwood,-,4,971,628,"1,616",,
Norwood,-,5,350,315,671,,
Norwood,-,6,634,445,"1,092",,
Norwood,-,7,741,478,"1,232",,
Norwood,-,8,751,599,"1,363",,
Norwood,-,9,"1,015",514,"1,553",,
Oak Bluffs,-,1,735,"1,178","1,939",,
Oakham,-,1,645,281,940,,
Orange,-,1,705,428,"1,158",,
Orange,-,2,711,441,"1,171",,
Orleans,-,1,"1,017",801,"1,834",,
Orleans,-,2,949,906,"1,867",,
Otis,-,1,283,265,554,,
Oxford,-,1,857,374,"1,249",,
Oxford,-,2,776,323,"1,114",,
Oxford,-,3,789,389,"1,190",,
Oxford,-,4,730,355,"1,102",,
Palmer,-,1,623,402,"1,053",,
Palmer,-,2,753,414,"1,191",,
Palmer,-,3,560,410,983,,
Palmer,-,4,589,396,"1,012",,
Paxton,-,1,"1,333",687,"2,039",,
Peabody,1,1,670,428,"1,114",,
Peabody,1,2,872,500,"1,385",,
Peabody,1,3,721,429,"1,156",,
Peabody,2,1,263,269,543,,
Peabody,2,2,316,263,588,,
Peabody,2,3,535,347,890,,
Peabody,3,1,243,284,538,,
Peabody,3,2,419,394,830,,
Peabody,3,3,510,423,942,,
Peabody,4,1,608,398,"1,019",,
Peabody,4,2,602,395,"1,009",,
Peabody,4,3,715,498,"1,219",,
Peabody,4,3A,630,633,"1,272",,
Peabody,5,1,654,402,"1,067",,
Peabody,5,2,612,356,975,,
Peabody,5,3,727,454,"1,193",,
Peabody,6,1,797,350,"1,163",,
Peabody,6,2,749,388,"1,145",,
Peabody,6,3,798,409,"1,219",,
Pelham,-,1,125,596,724,,
Pembroke,-,1,"1,170",539,"1,719",,
Pembroke,-,2,946,473,"1,426",,
Pembroke,-,3,974,464,"1,443",,
Pembroke,-,4,"1,057",501,"1,571",,
Pembroke,-,5,987,447,"1,443",,
Pepperell,-,1,"1,150",448,"1,611",,
Pepperell,-,2,"1,070",617,"1,700",,
Pepperell,-,3,"1,059",542,"1,615",,
Peru,-,1,125,162,290,,
Petersham,-,1,357,306,672,,
Phillipston,-,1,467,235,712,,
Pittsfield,1,A,205,527,744,,
Pittsfield,1,B,301,727,"1,040",,
Pittsfield,2,A,80,264,353,,
Pittsfield,2,B,253,667,936,,
Pittsfield,3,A,258,705,974,,
Pittsfield,3,B,355,818,"1,186",,
Pittsfield,4,A,394,892,"1,294",,
Pittsfield,4,B,487,907,"1,407",,
Pittsfield,5,A,230,633,870,,
Pittsfield,5,B,262,571,844,,
Pittsfield,6,A,368,771,"1,148",,
Pittsfield,6,B,184,479,670,,
Pittsfield,7,A,156,352,513,,
Pittsfield,7,B,270,679,965,,
Plainfield,-,1,91,213,308,,
Plainville,-,1,"1,073",436,"1,520",,
Plainville,-,2,"1,396",535,"1,950",,
Plymouth,-,1,668,441,"1,121",,
Plymouth,-,2,883,577,"1,477",,
Plymouth,-,3,635,509,"1,163",,
Plymouth,-,4,910,617,"1,545",,
Plymouth,-,5,"1,630",854,"2,494",,
Plymouth,-,6,907,610,"1,530",,
Plymouth,-,7,958,522,"1,503",,
Plymouth,-,8,"1,229",644,"1,881",,
Plymouth,-,9,938,390,"1,345",,
Plymouth,-,10,722,348,"1,078",,
Plymouth,-,11,"1,127",610,"1,747",,
Plymouth,-,12,"1,098",520,"1,627",,
Plymouth,-,13,"1,098",543,"1,652",,
Plymouth,-,14,"1,524",826,"2,371",,
Plympton,-,1,951,444,"1,410",,
Princeton,-,1,"1,165",684,"1,866",,
Provincetown,-,1,238,"1,346","1,604",,
Quincy,1,1,682,494,"1,190",,
Quincy,1,2,244,281,538,,
Quincy,1,3,306,362,678,,
Quincy,1,4,799,545,"1,362",,
Quincy,1,5,715,547,"1,281",,
Quincy,2,1,448,352,819,,
Quincy,2,2,670,650,"1,342",,
Quincy,2,3,338,345,690,,
Quincy,2,4,400,322,734,,
Quincy,2,5,577,480,"1,072",,
Quincy,3,1,633,610,"1,258",,
Quincy,3,2,483,507,"1,000",,
Quincy,3,3,413,406,830,,
Quincy,3,4,709,506,"1,229",,
Quincy,3,5,297,320,631,,
Quincy,4,1,527,405,941,,
Quincy,4,2,598,422,"1,034",,
Quincy,4,3,751,467,"1,227",,
Quincy,4,4,326,296,633,,
Quincy,4,5,349,359,723,,
Quincy,5,1,503,563,"1,090",,
Quincy,5,2,432,476,919,,
Quincy,5,3,402,431,850,,
Quincy,5,4,537,406,951,,
Quincy,5,5,591,433,"1,034",,
Quincy,6,1,406,390,807,,
Quincy,6,2,359,310,686,,
Quincy,6,3,787,636,"1,433",,
Quincy,6,4,411,437,872,,
Quincy,6,5,916,579,"1,520",,
Randolph,-,1,478,761,"1,253",,
Randolph,-,2,362,756,"1,131",,
Randolph,-,3,499,668,"1,175",,
Randolph,-,4,460,738,"1,210",,
Randolph,-,5,438,689,"1,141",,
Randolph,-,6,516,720,"1,253",,
Randolph,-,7,405,845,"1,262",,
Randolph,-,8,543,824,"1,385",,
Raynham,-,1,"1,151",594,"1,760",,
Raynham,-,2,"1,304",548,"1,865",,
Raynham,-,3,"1,119",545,"1,687",,
Reading,-,1,893,587,"1,490",,
Reading,-,2,676,525,"1,211",,
Reading,-,3,672,515,"1,200",,
Reading,-,4,825,657,"1,488",,
Reading,-,5,652,571,"1,238",,
Reading,-,6,894,644,"1,546",,
Reading,-,7,748,677,"1,442",,
Reading,-,8,880,489,"1,377",,
Rehoboth,-,1,"1,037",447,"1,507",,
Rehoboth,-,2,"1,046",553,"1,613",,
Rehoboth,-,3,997,538,"1,548",,
Revere,1,1,361,336,712,,
Revere,1,2,253,298,562,,
Revere,1,3,327,298,637,,
Revere,2,1,154,182,340,,
Revere,2,2,142,205,353,,
Revere,2,3,29,95,126,,
Revere,2,3A,30,25,57,,
Revere,3,1,329,248,584,,
Revere,3,2,253,245,508,,
Revere,3,3,322,284,610,,
Revere,4,1,375,289,676,,
Revere,4,2,322,290,623,,
Revere,4,3,432,330,779,,
Revere,5,1,365,288,660,,
Revere,5,1A,157,217,382,,
Revere,5,2,189,181,375,,
Revere,5,2A,104,117,227,,
Revere,5,3,315,252,573,,
Revere,6,1,489,238,739,,
Revere,6,2,433,219,660,,
Revere,6,3,405,386,814,,
Richmond,-,1,220,499,727,,
Rochester,-,1,"1,671",777,"2,478",,
Rockland,-,1,720,404,"1,139",,
Rockland,-,2,792,454,"1,272",,
Rockland,-,3,537,290,832,,
Rockland,-,4,622,306,946,,
Rockland,-,5,767,409,"1,190",,
Rockland,-,6,818,369,"1,204",,
Rockport,-,1,448,512,972,,
Rockport,-,2,536,636,"1,180",,
Rockport,-,3,683,731,"1,430",,
Rowe,-,1,89,97,192,,
Rowley,-,1,"1,845",894,"2,770",,
Royalston,-,1,179,128,311,,
Royalston,-,2,119,85,213,,
Russell,-,1,379,195,586,,
Rutland,-,1,"1,165",531,"1,705",,
Rutland,-,2,"1,143",498,"1,657",,
Salem,1,1,544,731,"1,294",,
Salem,1,2,48,179,233,,
Salem,2,1,440,579,"1,037",,
Salem,2,2,296,533,848,,
Salem,3,1,378,563,953,,
Salem,3,2,553,542,"1,108",,
Salem,4,1,502,425,934,,
Salem,4,2,600,406,"1,015",,
Salem,5,1,349,468,827,,
Salem,5,2,253,428,689,,
Salem,6,1,424,437,872,,
Salem,6,2,422,455,894,,
Salem,7,1,323,368,702,,
Salem,7,2,612,545,"1,168",,
Salisbury,-,1,"1,013",540,"1,572",,
Salisbury,-,2,914,521,"1,459",,
Sandisfield,-,1,146,150,300,,
Sandwich,-,1,865,638,"1,513",,
Sandwich,-,2,997,646,"1,677",,
Sandwich,-,3,"1,035",522,"1,564",,
Sandwich,-,4,"1,004",474,"1,489",,
Sandwich,-,5,965,416,"1,389",,
Sandwich,-,6,835,385,"1,226",,
Sandwich,-,7,924,335,"1,268",,
Saugus,-,1,596,385,993,,
Saugus,-,2,532,353,892,,
Saugus,-,3,616,376,999,,
Saugus,-,4,731,398,"1,134",,
Saugus,-,5,782,403,"1,205",,
Saugus,-,6,529,314,855,,
Saugus,-,7,719,321,"1,046",,
Saugus,-,8,631,357,"1,003",,
Saugus,-,9,667,341,"1,019",,
Saugus,-,10,514,340,861,,
Savoy,-,1,104,131,239,,
Scituate,-,1,"1,016",569,"1,595",,
Scituate,-,2,"1,115",565,"1,683",,
Scituate,-,3,832,583,"1,425",,
Scituate,-,4,966,584,"1,562",,
Scituate,-,5,857,576,"1,449",,
Scituate,-,6,804,594,"1,410",,
Seekonk,-,1,833,451,"1,292",,
Seekonk,-,2,875,534,"1,438",,
Seekonk,-,3,736,502,"1,248",,
Seekonk,-,4,693,425,"1,137",,
Sharon,-,1,605,965,"1,587",,
Sharon,-,2,732,800,"1,546",,
Sharon,-,3,780,926,"1,717",,
Sharon,-,4,664,875,"1,549",,
Sharon,-,5,760,897,"1,676",,
Sheffield,-,1,448,822,"1,287",,
Shelburne,-,1,263,588,861,,
Sherborn,-,1,"1,270","1,062","2,352",,
Shirley,-,1,"1,526",870,"2,436",,
Shrewsbury,-,1,963,609,"1,581",,
Shrewsbury,-,2,715,575,"1,316",,
Shrewsbury,-,3,562,431,"1,007",,
Shrewsbury,-,4,861,605,"1,479",,
Shrewsbury,-,5,850,576,"1,445",,
Shrewsbury,-,6,785,631,"1,431",,
Shrewsbury,-,7,"1,168",570,"1,747",,
Shrewsbury,-,8,"1,115",645,"1,772",,
Shrewsbury,-,9,857,607,"1,476",,
Shutesbury,-,1,158,773,937,,
Somerset,-,1,863,758,"1,643",,
Somerset,-,2,841,766,"1,625",,
Somerset,-,3,751,722,"1,488",,
Somerset,-,4,614,660,"1,285",,
Somerset,-,5,638,647,"1,294",,
Somerville,1,1,204,441,652,,
Somerville,1,2,265,535,805,,
Somerville,1,3,200,366,578,,
Somerville,2,1,158,832,"1,015",,
Somerville,2,2,200,913,"1,127",,
Somerville,2,3,245,942,"1,200",,
Somerville,3,1,234,932,"1,175",,
Somerville,3,2,275,868,"1,166",,
Somerville,3,3,297,993,"1,315",,
Somerville,4,1,271,452,736,,
Somerville,4,2,194,531,737,,
Somerville,4,3,297,609,914,,
Somerville,5,1,332,895,"1,246",,
Somerville,5,2,293,875,"1,183",,
Somerville,5,3,291,"1,097","1,406",,
Somerville,6,1,296,"1,251","1,570",,
Somerville,6,2,313,"1,144","1,479",,
Somerville,6,3,193,622,822,,
Somerville,7,1,327,"1,086","1,427",,
Somerville,7,2,248,870,"1,130",,
Somerville,7,3,336,760,"1,113",,
S. Hadley,-,A,546,566,"1,133",,
S. Hadley,-,B,787,757,"1,564",,
S. Hadley,-,C,886,688,"1,606",,
S. Hadley,-,D,402,505,916,,
S. Hadley,-,E,814,716,"1,552",,
Southampton,-,1,"1,533","1,052","2,619",,
Southborough,-,1,935,678,"1,624",,
Southborough,-,2,858,575,"1,444",,
Southborough,-,3,888,592,"1,491",,
Southbridge,-,1,430,327,783,,
Southbridge,-,2,336,252,600,,
Southbridge,-,3,500,408,931,,
Southbridge,-,4,763,530,"1,316",,
Southbridge,-,5,242,231,493,,
Southwick,-,1,"1,018",380,"1,414",,
Southwick,-,2,553,301,875,,
Southwick,-,3,899,393,"1,313",,
Spencer,-,1,679,331,"1,020",,
Spencer,-,2,572,252,835,,
Spencer,-,3,767,316,"1,099",,
Spencer,-,4,709,339,"1,065",,
Springfield,1,A,11,202,214,,
Springfield,1,B,23,169,194,,
Springfield,1,C,22,88,114,,
Springfield,1,D,71,328,409,,
Springfield,1,E,20,105,130,,
Springfield,1,F,41,217,269,,
Springfield,1,G,70,199,278,,
Springfield,1,H,36,151,188,,
Springfield,2,A,104,244,357,,
Springfield,2,B,240,384,630,,
Springfield,2,C,130,248,383,,
Springfield,2,D,225,284,520,,
Springfield,2,E,230,357,596,,
Springfield,2,F,181,283,473,,
Springfield,2,G,307,348,675,,
Springfield,2,H,226,306,539,,
Springfield,3,A,47,170,222,,
Springfield,3,B,38,125,165,,
Springfield,3,C,38,86,125,,
Springfield,3,D,36,146,185,,
Springfield,3,E,29,179,209,,
Springfield,3,F,75,162,242,,
Springfield,3,G,41,134,181,,
Springfield,3,H,68,171,244,,
Springfield,4,A,59,316,379,,
Springfield,4,B,27,316,346,,
Springfield,4,C,13,237,255,,
Springfield,4,D,12,240,254,,
Springfield,4,E,19,224,245,,
Springfield,4,F,15,117,140,,
Springfield,4,G,40,377,420,,
Springfield,4,H,13,371,388,,
Springfield,5,A,49,364,415,,
Springfield,5,B,135,340,478,,
Springfield,5,C,195,277,477,,
Springfield,5,D,367,322,702,,
Springfield,5,E,208,483,703,,
Springfield,5,F,223,441,675,,
Springfield,5,G,410,364,783,,
Springfield,5,H,415,397,820,,
Springfield,6,A,114,178,292,,
Springfield,6,B,263,436,707,,
Springfield,6,C,238,287,531,,
Springfield,6,D,389,380,781,,
Springfield,6,E,123,208,347,,
Springfield,6,F,144,261,412,,
Springfield,6,G,201,269,477,,
Springfield,6,H,331,305,646,,
Springfield,7,A,377,352,737,,
Springfield,7,B,506,536,"1,053",,
Springfield,7,C,459,423,893,,
Springfield,7,D,383,360,760,,
Springfield,7,E,178,239,426,,
Springfield,7,F,422,413,845,,
Springfield,7,G,496,381,899,,
Springfield,7,H,197,228,433,,
Springfield,8,A,231,284,521,,
Springfield,8,B,168,307,490,,
Springfield,8,C,141,365,517,,
Springfield,8,D,107,147,259,,
Springfield,8,E,126,163,297,,
Springfield,8,F,206,296,510,,
Springfield,8,G,272,345,629,,
Springfield,8,H,91,238,334,,
Sterling,-,1,"1,177",581,"1,791",,
Sterling,-,2,"1,419",613,"2,046",,
Stockbridge,-,1,225,674,910,,
Stoneham,-,1,616,551,"1,177",,
Stoneham,-,2,709,555,"1,279",,
Stoneham,-,3,896,607,"1,516",,
Stoneham,-,4,760,480,"1,251",,
Stoneham,-,5,925,452,"1,391",,
Stoneham,-,6,836,481,"1,323",,
Stoneham,-,7,731,508,"1,253",,
Stoughton,-,1,715,597,"1,325",,
Stoughton,-,2,699,545,"1,254",,
Stoughton,-,3,707,585,"1,304",,
Stoughton,-,4,"1,107",631,"1,752",,
Stoughton,-,5,625,455,"1,086",,
Stoughton,-,6,768,699,"1,473",,
Stoughton,-,7,619,605,"1,238",,
Stoughton,-,8,379,350,743,,
Stow,-,1,"1,791","1,598","3,413",,
Sturbridge,-,1,"1,049",667,"1,739",,
Sturbridge,-,2,"1,407",684,"2,113",,
Sudbury,-,1,928,824,"1,757",,
Sudbury,-,2,751,878,"1,640",,
Sudbury,-,3,844,824,"1,675",,
Sudbury,-,4,731,932,"1,677",,
Sudbury,-,5,826,839,"1,671",,
Sunderland,-,1,410,844,"1,266",,
Sutton,-,1,"1,067",391,"1,467",,
Sutton,-,2,963,366,"1,346",,
Sutton,-,3,906,381,"1,305",,
Swampscott,-,1,580,509,"1,105",,
Swampscott,-,2,446,397,853,,
Swampscott,-,3,451,525,992,,
Swampscott,-,4,550,604,"1,166",,
Swampscott,-,5,565,492,"1,076",,
Swampscott,-,6,632,600,"1,237",,
Swansea,-,1,750,506,"1,271",,
Swansea,-,2,604,515,"1,140",,
Swansea,-,3,549,470,"1,032",,
Swansea,-,4,699,474,"1,182",,
Swansea,-,5,696,488,"1,200",,
Taunton,1,A,423,378,816,,
Taunton,1,B,745,473,"1,233",,
Taunton,2,A,185,224,427,,
Taunton,2,B,326,331,667,,
Taunton,3,A,423,455,888,,
Taunton,3,B,710,522,"1,253",,
Taunton,4,A,666,387,"1,063",,
Taunton,4,B,748,444,"1,205",,
Taunton,5,A,399,368,772,,
Taunton,5,B,362,327,706,,
Taunton,6,A,372,327,712,,
Taunton,6,B,485,406,902,,
Taunton,7,A,677,491,"1,192",,
Taunton,7,B,902,474,"1,394",,
Taunton,8,A,743,449,"1,210",,
Taunton,8,B,778,539,"1,344",,
Templeton,-,A,"1,005",525,"1,556",,
Templeton,-,B,811,361,"1,190",,
Tewksbury,-,1,"1,032",417,"1,459",,
Tewksbury,-,1A,799,389,"1,209",,
Tewksbury,-,2,851,367,"1,231",,
Tewksbury,-,2A,835,362,"1,207",,
Tewksbury,-,3,"1,106",505,"1,623",,
Tewksbury,-,3A,"1,038",450,"1,496",,
Tewksbury,-,4,803,407,"1,222",,
Tewksbury,-,4A,891,486,"1,388",,
Tisbury,-,1,579,"1,174","1,776",,
Tolland,-,1,158,56,218,,
Topsfield,-,1,"1,993","1,117","3,174",,
Townsend,-,1,889,336,"1,240",,
Townsend,-,2,875,402,"1,290",,
Townsend,-,3,855,355,"1,219",,
Truro,-,1,396,673,"1,076",,
Tyngsborough,-,1,772,354,"1,134",,
Tyngsborough,-,2,729,338,"1,082",,
Tyngsborough,-,3,722,345,"1,080",,
Tyngsborough,-,4,964,416,"1,391",,
Tyringham,-,1,82,131,214,,
Upton,-,1,"2,127","1,138","3,299",,
Uxbridge,-,1,934,388,"1,338",,
Uxbridge,-,2,879,447,"1,343",,
Uxbridge,-,3,968,388,"1,373",,
Uxbridge,-,4,909,428,"1,350",,
Wakefield,-,1,"1,164",636,"1,809",,
Wakefield,-,2,714,474,"1,199",,
Wakefield,-,3,933,590,"1,540",,
Wakefield,-,4,"1,066",738,"1,816",,
Wakefield,-,5,962,661,"1,635",,
Wakefield,-,6,901,710,"1,625",,
Wakefield,-,7,"1,078",605,"1,694",,
Wales,-,1,441,245,701,,
Walpole,-,1,930,484,"1,426",,
Walpole,-,2,965,495,"1,468",,
Walpole,-,3,906,464,"1,380",,
Walpole,-,4,"1,078",529,"1,616",,
Walpole,-,5,745,280,"1,027",,
Walpole,-,6,908,454,"1,368",,
Walpole,-,7,"1,076",446,"1,538",,
Walpole,-,8,"1,000",413,"1,422",,
Waltham,1,1,706,563,"1,282",,
Waltham,1,2,705,656,"1,370",,
Waltham,2,1,619,591,"1,220",,
Waltham,2,2,473,532,"1,010",,
Waltham,3,1,838,500,"1,344",,
Waltham,3,2,666,640,"1,314",,
Waltham,4,1,780,568,"1,362",,
Waltham,4,2,173,155,329,,
Waltham,5,1,572,464,"1,049",,
Waltham,5,2,275,401,688,,
Waltham,6,1,380,487,874,,
Waltham,6,2,422,501,940,,
Waltham,7,1,643,713,"1,374",,
Waltham,7,2,141,222,368,,
Waltham,8,1,280,403,698,,
Waltham,8,2,468,485,960,,
Waltham,9,1,183,301,489,,
Waltham,9,2,222,348,580,,
Ware,-,A,421,376,823,,
Ware,-,B,604,315,949,,
Ware,-,C,760,436,"1,225",,
Wareham,-,1,728,554,"1,301",,
Wareham,-,2,749,565,"1,338",,
Wareham,-,3,742,506,"1,261",,
Wareham,-,4,731,569,"1,317",,
Wareham,-,5,963,530,"1,515",,
Wareham,-,6,716,406,"1,135",,
Warren,-,A,745,424,"1,188",,
Warren,-,B,241,170,430,,
Warwick,-,1,123,207,336,,
Washington,-,1,91,160,254,,
Watertown,-,1,338,471,812,,
Watertown,-,2,305,574,888,,
Watertown,-,3,301,681,996,,
Watertown,-,4,340,829,"1,185",,
Watertown,-,5,293,673,974,,
Watertown,-,6,389,599,997,,
Watertown,-,7,501,788,"1,295",,
Watertown,-,8,478,663,"1,151",,
Watertown,-,9,238,382,627,,
Watertown,-,10,508,586,"1,100",,
Watertown,-,11,438,496,947,,
Watertown,-,12,392,563,963,,
Wayland,-,1,670,935,"1,610",,
Wayland,-,2,683,933,"1,640",,
Wayland,-,3,656,817,"1,481",,
Wayland,-,4,906,912,"1,823",,
Webster,-,1,410,259,687,,
Webster,-,2,299,211,520,,
Webster,-,3,593,325,938,,
Webster,-,4,"1,022",424,"1,462",,
Webster,-,5,656,323,997,,
Wellesley,-,A,920,"1,036","1,962",,
Wellesley,-,B,896,"1,042","1,950",,
Wellesley,-,C,"1,306",699,"2,012",,
Wellesley,-,D,744,987,"1,740",,
Wellesley,-,E,971,924,"1,909",,
Wellesley,-,F,772,721,"1,497",,
Wellesley,-,G,326,562,892,,
Wellfleet,-,1,596,"1,075","1,699",,
Wendell,-,1,79,338,424,,
Wenham,-,1,"1,185",675,"1,874",,
W. Boylston,-,1,960,570,"1,549",,
W. Boylston,-,2,"1,089",565,"1,675",,
W. Bridgewater,-,1,"1,158",399,"1,570",,
W. Bridgewater,-,2,"1,054",443,"1,509",,
W. Brookfield,-,1,907,524,"1,449",,
W. Newbury,-,1,"1,281",906,"2,201",,
W. Springfield,-,1,187,203,398,,
W. Springfield,-,2,246,227,480,,
W. Springfield,-,3,543,385,941,,
W. Springfield,-,4,644,448,"1,116",,
W. Springfield,-,5,995,564,"1,584",,
W. Springfield,-,6,884,472,"1,382",,
W. Springfield,-,7,"1,119",538,"1,678",,
W. Springfield,-,8,484,308,813,,
W. Stockbridge,-,1,165,473,644,,
W. Tisbury,-,1,347,"1,034","1,396",,
Westborough,-,1,483,454,946,,
Westborough,-,2,635,526,"1,176",,
Westborough,-,3,672,584,"1,273",,
Westborough,-,4,981,732,"1,738",,
Westborough,-,5,"1,061",714,"1,791",,
Westfield,1,A,805,478,"1,300",,
Westfield,1,B,636,367,"1,018",,
Westfield,2,A,257,248,518,,
Westfield,2,B,554,393,975,,
Westfield,3,A,257,230,501,,
Westfield,3,B,626,448,"1,089",,
Westfield,4,A,411,232,649,,
Westfield,4,B,941,550,"1,515",,
Westfield,5,A,809,409,"1,228",,
Westfield,5,B,"1,011",473,"1,501",,
Westfield,6,A,794,392,"1,209",,
Westfield,6,B,674,323,"1,009",,
Westford,-,1,"1,005",592,"1,611",,
Westford,-,2,948,603,"1,560",,
Westford,-,3,"1,054",662,"1,724",,
Westford,-,4,962,706,"1,678",,
Westford,-,5,"1,014",766,"1,791",,
Westford,-,6,954,559,"1,527",,
Westhampton,-,1,431,415,856,,
Westminster,-,1,"1,080",514,"1,610",,
Westminster,-,2,"1,124",509,"1,645",,
Weston,-,1,756,743,"1,507",,
Weston,-,2,638,570,"1,223",,
Weston,-,3,728,604,"1,342",,
Weston,-,4,675,511,"1,193",,
Westport,-,A,561,562,"1,141",,
Westport,-,B,819,647,"1,482",,
Westport,-,C,488,471,974,,
Westport,-,D,540,530,"1,086",,
Westport,-,E,795,688,"1,499",,
Westwood,-,1,"1,144",760,"1,918",,
Westwood,-,2,"1,125",798,"1,930",,
Westwood,-,3,"1,083",811,"1,903",,
Westwood,-,4,"1,123",594,"1,739",,
Weymouth,-,1,616,440,"1,079",,
Weymouth,-,2,748,527,"1,285",,
Weymouth,-,3,878,466,"1,364",,
Weymouth,-,4,811,402,"1,231",,
Weymouth,-,5,473,432,918,,
Weymouth,-,6,850,541,"1,413",,
Weymouth,-,7,821,489,"1,328",,
Weymouth,-,8,615,448,"1,080",,
Weymouth,-,9,850,523,"1,388",,
Weymouth,-,10,499,332,839,,
Weymouth,-,11,766,447,"1,229",,
Weymouth,-,12,889,507,"1,407",,
Weymouth,-,13,497,385,890,,
Weymouth,-,14,592,388,990,,
Weymouth,-,15,816,504,"1,330",,
Weymouth,-,16,938,509,"1,463",,
Weymouth,-,17,557,359,925,,
Weymouth,-,18,882,410,"1,301",,
Whately,-,1,305,420,740,,
Whitman,-,1,928,486,"1,421",,
Whitman,-,2,912,385,"1,307",,
Whitman,-,3,972,388,"1,376",,
Whitman,-,4,912,425,"1,344",,
Wilbraham,-,A,963,555,"1,533",,
Wilbraham,-,B,"1,060",526,"1,602",,
Wilbraham,-,C,"1,061",532,"1,610",,
Wilbraham,-,D,"1,153",603,"1,768",,
Williamsburg,-,1,355,898,"1,272",,
Williamstown,-,1,301,872,"1,181",,
Williamstown,-,2,47,316,365,,
Williamstown,-,3,265,924,"1,191",,
Wilmington,-,1,986,480,"1,475",,
Wilmington,-,2,"1,052",457,"1,531",,
Wilmington,-,3,"1,139",535,"1,690",,
Wilmington,-,4,"1,053",543,"1,606",,
Wilmington,-,5,"1,042",569,"1,629",,
Wilmington,-,6,953,473,"1,436",,
Winchendon,-,1,582,304,904,,
Winchendon,-,2,728,379,"1,122",,
Winchendon,-,3,599,303,920,,
Winchester,-,1,661,624,"1,298",,
Winchester,-,2,468,476,952,,
Winchester,-,3,549,849,"1,408",,
Winchester,-,4,736,703,"1,450",,
Winchester,-,5,763,558,"1,324",,
Winchester,-,6,787,500,"1,296",,
Winchester,-,7,746,620,"1,375",,
Winchester,-,8,543,549,"1,102",,
Windsor,-,1,141,252,395,,
Winthrop,-,1,662,453,"1,124",,
Winthrop,-,2,691,489,"1,190",,
Winthrop,-,3,531,469,"1,013",,
Winthrop,-,4,558,492,"1,061",,
Winthrop,-,5,685,530,"1,236",,
Winthrop,-,6,470,470,950,,
Woburn,1,1,502,386,895,,
Woburn,1,2,575,477,"1,067",,
Woburn,2,1,560,456,"1,025",,
Woburn,2,2,320,286,619,,
Woburn,3,1,641,376,"1,027",,
Woburn,3,2,701,471,"1,184",,
Woburn,4,1,805,429,"1,246",,
Woburn,4,2,473,365,847,,
Woburn,5,1,583,423,"1,018",,
Woburn,5,2,592,387,992,,
Woburn,6,1,449,309,765,,
Woburn,6,2,619,373,"1,002",,
Woburn,7,1,805,460,"1,272",,
Woburn,7,2,742,440,"1,194",,
Worcester,1,1,735,715,"1,468",,
Worcester,1,2,825,674,"1,509",,
Worcester,1,3,556,434,998,,
Worcester,1,4,591,718,"1,317",,
Worcester,1,5,696,606,"1,319",,
Worcester,2,1,588,590,"1,191",,
Worcester,2,2,603,571,"1,195",,
Worcester,2,3,614,476,"1,115",,
Worcester,2,4,319,500,825,,
Worcester,2,5,49,177,232,,
Worcester,3,1,503,493,"1,008",,
Worcester,3,2,124,176,305,,
Worcester,3,3,289,324,628,,
Worcester,3,4,88,238,333,,
Worcester,3,5,358,483,854,,
Worcester,4,1,160,235,409,,
Worcester,4,2,312,338,661,,
Worcester,4,3,66,214,285,,
Worcester,4,4,375,303,687,,
Worcester,4,5,455,483,956,,
Worcester,5,1,233,286,523,,
Worcester,5,2,409,384,808,,
Worcester,5,3,715,535,"1,259",,
Worcester,5,4,606,467,"1,096",,
Worcester,5,5,513,480,"1,004",,
Worcester,6,1,125,186,316,,
Worcester,6,2,196,291,505,,
Worcester,6,3,256,296,560,,
Worcester,6,4,164,196,367,,
Worcester,6,5,425,366,804,,
Worcester,7,1,448,564,"1,025",,
Worcester,7,2,244,319,574,,
Worcester,7,3,391,454,857,,
Worcester,7,4,469,412,897,,
Worcester,7,5,547,471,"1,030",,
Worcester,8,1,156,213,375,,
Worcester,8,2,79,166,249,,
Worcester,8,3,69,263,340,,
Worcester,8,4,152,309,477,,
Worcester,8,5,194,237,437,,
Worcester,9,1,420,563,999,,
Worcester,9,2,438,590,"1,040",,
Worcester,9,3,509,607,"1,130",,
Worcester,9,4,664,620,"1,294",,
Worcester,9,5,702,682,"1,401",,
Worcester,10,1,176,307,495,,
Worcester,10,2,129,241,378,,
Worcester,10,3,87,302,407,,
Worcester,10,4,44,133,182,,
Worcester,10,5,60,230,298,,
Worthington,-,1,229,335,570,,
Wrentham,-,1,"1,222",440,"1,679",,
Wrentham,-,2,"1,642",565,"2,217",,
Wrentham,-,3,"1,018",412,"1,446",,
Yarmouth,-,1,996,733,"1,747",,
Yarmouth,-,2,"1,087",698,"1,804",,
Yarmouth,-,3,670,491,"1,172",,
Yarmouth,-,4,916,629,"1,563",,
Yarmouth,-,5,854,524,"1,390",,
