City/Town,Ward,Pct,Obama/ Biden,Romney/ Ryan,Total Votes Cast,,,,
Swampscott,-,6,868,659,"1,550",,,,
Swansea,-,1,873,722,"1,620",,,,
Swansea,-,2,945,610,"1,594",,,,
Swansea,-,3,951,569,"1,551",,,,
Swansea,-,4,907,685,"1,613",,,,
Swansea,-,5,840,691,"1,566",,,,
Taunton,1,A,821,433,"1,290",,,,
Taunton,1,B,891,753,"1,684",,,,
Taunton,2,A,629,192,841,,,,
Taunton,2,B,762,372,"1,169",,,,
Taunton,3,A,919,502,"1,456",,,,
Taunton,3,B,"1,026",651,"1,710",,,,
Taunton,4,A,879,751,"1,672",,,,
Taunton,4,B,853,619,"1,504",,,,
Taunton,5,A,733,391,"1,152",,,,
Taunton,5,B,842,353,"1,218",,,,
Taunton,6,A,681,347,"1,050",,,,
Taunton,6,B,907,450,"1,394",,,,
Taunton,7,A,"1,039",682,"1,753",,,,
Taunton,7,B,906,875,"1,816",,,,
Taunton,8,A,910,764,"1,716",,,,
Taunton,8,B,971,790,"1,808",,,,
Templeton,-,A,611,709,"1,357",,,,
Templeton,-,B,637,596,"1,269",,,,
Templeton,-,C,612,552,"1,188",,,,
Tewksbury,-,1,898,999,"1,925",,,,
Tewksbury,-,1A,942,"1,121","2,094",,,,
Tewksbury,-,2,969,964,"1,975",,,,
Tewksbury,-,2A,841,915,"1,802",,,,
Tewksbury,-,3,"1,013","1,223","2,277",,,,
Tewksbury,-,3A,939,"1,142","2,115",,,,
Tewksbury,-,4,945,"1,030","2,020",,,,
Tewksbury,-,4A,"1,031",966,"2,051",,,,
Tisbury,-,1,"1,845",595,"2,523",,,,
Tolland,-,1,110,155,279,,,,
Topsfield,-,1,"1,801","2,164","4,092",,,,
Townsend,-,1,664,941,"1,653",,,,
Townsend,-,2,703,848,"1,593",,,,
Townsend,-,3,721,939,"1,710",,,,
Truro,-,1,"1,043",399,"1,476",,,,
Tyngsborough,-,1,731,816,"1,578",,,,
Tyngsborough,-,2,701,849,"1,584",,,,
Tyngsborough,-,3,724,782,"1,542",,,,
Tyngsborough,-,4,684,916,"1,631",,,,
Tyringham,-,1,173,85,261,,,,
Upton,-,1,"1,056","1,045","2,160",,,,
Upton,-,2,939,"1,097","2,082",,,,
Uxbridge,-,1,802,"1,005","1,845",,,,
Uxbridge,-,2,931,805,"1,783",,,,
Uxbridge,-,3,733,977,"1,748",,,,
Uxbridge,-,4,855,941,"1,846",,,,
Wakefield,-,1,"1,043","1,099","2,181",,,,
Wakefield,-,2,957,788,"1,788",,,,
Wakefield,-,3,"1,052",965,"2,066",,,,
Wakefield,-,4,"1,007",939,"1,988",,,,
Wakefield,-,5,"1,231","1,042","2,307",,,,
Wakefield,-,6,"1,188",961,"2,188",,,,
Wakefield,-,7,"1,037","1,026","2,101",,,,
Wales,-,1,482,434,935,,,,
Walpole,-,1,773,780,"1,579",,,,
Walpole,-,2,837,981,"1,858",,,,
Walpole,-,3,906,939,"1,878",,,,
Walpole,-,4,846,833,"1,722",,,,
Walpole,-,5,689,840,"1,547",,,,
Walpole,-,6,834,"1,014","1,879",,,,
Walpole,-,7,765,"1,015","1,809",,,,
Walpole,-,8,735,"1,064","1,831",,,,
Waltham,1,1,"1,049",702,"1,798",,,,
Waltham,1,2,"1,071",802,"1,900",,,,
Waltham,2,1,"1,132",641,"1,820",,,,
Waltham,2,2,874,368,"1,271",,,,
Waltham,3,1,"1,024",941,"2,002",,,,
Waltham,3,2,"1,049",732,"1,827",,,,
Waltham,4,1,"1,032",826,"1,881",,,,
Waltham,4,2,285,170,460,,,,
Waltham,5,1,971,617,"1,628",,,,
Waltham,5,2,915,325,"1,274",,,,
Waltham,6,1,970,415,"1,429",,,,
Waltham,6,2,665,331,"1,029",,,,
Waltham,7,1,969,610,"1,615",,,,
Waltham,7,2,562,152,745,,,,
Waltham,8,1,879,278,"1,200",,,,
Waltham,8,2,"1,039",433,"1,524",,,,
Waltham,9,1,658,270,957,,,,
Waltham,9,2,762,243,"1,041",,,,
Ware,-,A,780,444,"1,263",,,,
Ware,-,B,701,583,"1,322",,,,
Ware,-,C,912,762,"1,716",,,,
Wareham,-,1,"1,020",709,"1,767",,,,
Wareham,-,2,"1,098",771,"1,902",,,,
Wareham,-,3,"1,071",815,"1,931",,,,
Wareham,-,4,988,775,"1,794",,,,
Wareham,-,5,"1,036",869,"1,945",,,,
Wareham,-,6,885,711,"1,637",,,,
Warren,-,A,864,778,"1,723",,,,
Warren,-,B,355,224,605,,,,
Warwick,-,1,334,109,458,,,,
Washington,-,1,239,69,320,,,,
Watertown,-,1,848,343,"1,217",,,,
Watertown,-,2,990,292,"1,321",,,,
Watertown,-,3,"1,133",329,"1,512",,,,
Watertown,-,4,"1,227",333,"1,598",,,,
Watertown,-,5,"1,000",308,"1,350",,,,
Watertown,-,6,905,314,"1,263",,,,
Watertown,-,7,"1,087",483,"1,609",,,,
Watertown,-,8,"1,086",468,"1,591",,,,
Watertown,-,9,842,312,"1,182",,,,
Watertown,-,10,"1,012",506,"1,550",,,,
Watertown,-,11,903,451,"1,378",,,,
Watertown,-,12,879,387,"1,292",,,,
Wayland,-,1,"1,333",747,"2,118",,,,
Wayland,-,2,"1,314",660,"2,031",,,,
Wayland,-,3,"1,247",640,"1,925",,,,
Wayland,-,4,"1,276",929,"2,236",,,,
Webster,-,1,658,501,"1,186",,,,
Webster,-,2,498,330,850,,,,
Webster,-,3,637,560,"1,244",,,,
Webster,-,4,868,"1,051","1,956",,,,
Webster,-,5,815,674,"1,526",,,,
Wellesley,-,A,"1,145",794,"2,002",,,,
Wellesley,-,B,"1,343",801,"2,196",,,,
Wellesley,-,C,879,"1,290","2,216",,,,
Wellesley,-,D,"1,316",833,"2,199",,,,
Wellesley,-,E,"1,089",776,"1,909",,,,
Wellesley,-,F,736,572,"1,345",,,,
Wellesley,-,G,934,292,"1,256",,,,
Wellesley,-,H,"1,088",906,"2,058",,,,
Wellfleet,-,1,"1,569",619,"2,253",,,,
Wendell,-,1,427,70,561,,,,
Wenham,-,1,"1,060","1,266","2,373",,,,
W. Boylston,-,1,935,872,"1,843",,,,
W. Boylston,-,2,"1,111","1,219","2,372",,,,
W. Bridgewater,-,1,881,"1,109","2,029",,,,
W. Bridgewater,-,2,854,"1,062","1,960",,,,
W. Brookfield,-,1,965,951,"1,962",,,,
W. Newbury,-,1,"1,390","1,349","2,797",,,,
W. Springfield,-,1,445,166,633,,,,
W. Springfield,-,2,541,303,875,,,,
W. Springfield,-,3,731,551,"1,309",,,,
W. Springfield,-,4,906,613,"1,559",,,,
W. Springfield,-,5,"1,030","1,047","2,109",,,,
W. Springfield,-,6,952,935,"1,923",,,,
W. Springfield,-,7,923,"1,069","2,022",,,,
W. Springfield,-,8,647,488,"1,165",,,,
W. Stockbridge,-,1,707,161,889,,,,
W. Tisbury,-,1,"1,573",373,"1,990",,,,
Westborough,-,1,820,538,"1,404",,,,
Westborough,-,2,817,578,"1,435",,,,
Westborough,-,3,"1,125",694,"1,887",,,,
Westborough,-,4,"1,159",963,"2,187",,,,
Westborough,-,5,"1,168","1,124","2,344",,,,
Westfield,1,A,839,822,"1,697",,,,
Westfield,1,B,827,675,"1,539",,,,
Westfield,2,A,601,277,918,,,,
Westfield,2,B,751,526,"1,333",,,,
Westfield,3,A,540,295,872,,,,
Westfield,3,B,877,653,"1,568",,,,
Westfield,4,A,660,385,"1,085",,,,
Westfield,4,B,994,"1,013","2,045",,,,
Westfield,5,A,933,997,"1,967",,,,
Westfield,5,B,798,"1,091","1,928",,,,
Westfield,6,A,803,837,"1,694",,,,
Westfield,6,B,658,647,"1,329",,,,
Westford,-,1,"1,089","1,148","2,289",,,,
Westford,-,2,"1,029","1,073","2,150",,,,
Westford,-,3,"1,084","1,149","2,270",,,,
Westford,-,4,"1,121",977,"2,136",,,,
Westford,-,5,"1,078","1,009","2,143",,,,
Westford,-,6,"1,005",953,"1,988",,,,
Westhampton,-,1,639,385,"1,064",,,,
Westminster,-,1,961,"1,061","2,071",,,,
Westminster,-,2,986,"1,187","2,239",,,,
Weston,-,1,974,790,"1,801",,,,
Weston,-,2,843,755,"1,632",,,,
Weston,-,3,764,763,"1,544",,,,
Weston,-,4,849,869,"1,743",,,,
Westport,-,A,979,558,"1,578",,,,
Westport,-,B,"1,045",854,"1,957",,,,
Westport,-,C,970,588,"1,595",,,,
Westport,-,D,980,557,"1,569",,,,
Westport,-,E,"1,121",829,"1,992",,,,
Westwood,-,1,"1,137","1,187","2,356",,,,
Westwood,-,2,"1,178","1,130","2,359",,,,
Westwood,-,3,"1,157","1,134","2,323",,,,
Westwood,-,4,921,"1,124","2,091",,,,
Weymouth,-,1,870,650,"1,554",,,,
Weymouth,-,2,924,794,"1,753",,,,
Weymouth,-,3,875,838,"1,745",,,,
Weymouth,-,4,804,750,"1,575",,,,
Weymouth,-,5,806,526,"1,354",,,,
Weymouth,-,6,916,747,"1,708",,,,
Weymouth,-,7,778,665,"1,477",,,,
Weymouth,-,8,881,597,"1,507",,,,
Weymouth,-,9,896,782,"1,705",,,,
Weymouth,-,10,751,485,"1,267",,,,
Weymouth,-,11,848,678,"1,554",,,,
Weymouth,-,12,888,807,"1,728",,,,
Weymouth,-,13,736,443,"1,203",,,,
Weymouth,-,14,757,536,"1,320",,,,
Weymouth,-,15,885,796,"1,713",,,,
Weymouth,-,16,911,869,"1,815",,,,
Weymouth,-,17,760,537,"1,335",,,,
Weymouth,-,18,880,862,"1,776",,,,
Whately,-,1,627,301,964,,,,
Whitman,-,1,988,961,"2,002",,,,
Whitman,-,2,816,920,"1,767",,,,
Whitman,-,3,962,879,"1,894",,,,
Whitman,-,4,889,896,"1,834",,,,
Wilbraham,-,A,939,"1,002","2,008",,,,
Wilbraham,-,B,903,"1,049","2,039",,,,
Wilbraham,-,C,903,"1,092","2,074",,,,
Wilbraham,-,D,"1,001","1,191","2,248",,,,
Williamsburg,-,1,"1,240",325,"1,634",,,,
Williamstown,-,1,"1,157",300,"1,482",,,,
Williamstown,-,2,727,94,850,,,,
Williamstown,-,3,"1,186",252,"1,478",,,,
Wilmington,-,1,"1,046","1,038","2,128",,,,
Wilmington,-,2,952,"1,061","2,049",,,,
Wilmington,-,3,865,"1,060","1,957",,,,
Wilmington,-,4,995,"1,155","2,195",,,,
Wilmington,-,5,"1,052","1,030","2,133",,,,
Wilmington,-,6,994,"1,108","2,141",,,,
Winchendon,-,1,543,480,"1,057",,,,
Winchendon,-,1A,193,132,340,,,,
Winchendon,-,2,705,704,"1,450",,,,
Winchendon,-,3,701,617,"1,354",,,,
Winchester,-,1,944,639,"1,626",,,,
Winchester,-,2,854,543,"1,430",,,,
Winchester,-,3,"1,140",636,"1,818",,,,
Winchester,-,4,974,788,"1,791",,,,
Winchester,-,5,784,838,"1,642",,,,
Winchester,-,6,756,895,"1,672",,,,
Winchester,-,7,883,778,"1,684",,,,
Winchester,-,8,772,518,"1,314",,,,
Windsor,-,1,385,127,528,,,,
Winthrop,-,1,940,662,"1,630",,,,
Winthrop,-,2,792,675,"1,496",,,,
Winthrop,-,3,924,532,"1,490",,,,
Winthrop,-,4,793,534,"1,349",,,,
Winthrop,-,5,877,670,"1,583",,,,
Winthrop,-,6,913,505,"1,448",,,,
Woburn,1,1,710,480,"1,215",,,,
Woburn,1,2,822,639,"1,488",,,,
Woburn,2,1,786,590,"1,397",,,,
Woburn,2,2,644,362,"1,036",,,,
Woburn,3,1,666,649,"1,344",,,,
Woburn,3,2,810,808,"1,642",,,,
Woburn,4,1,787,751,"1,576",,,,
Woburn,4,2,768,509,"1,312",,,,
Woburn,5,1,809,595,"1,427",,,,
Woburn,5,2,804,713,"1,538",,,,
Woburn,6,1,539,342,897,,,,
Woburn,6,2,723,651,"1,398",,,,
Woburn,7,1,809,880,"1,716",,,,
Woburn,7,2,708,761,"1,500",,,,
Worcester,1,1,"1,246",747,"2,047",,,,
Worcester,1,2,"1,139",826,"2,007",,,,
Worcester,1,3,634,544,"1,202",,,,
Worcester,1,4,"1,258",692,"1,994",,,,
Worcester,1,5,"1,057",594,"1,701",,,,
Worcester,2,1,"1,074",651,"1,769",,,,
Worcester,2,2,"1,142",612,"1,799",,,,
Worcester,2,3,"1,001",631,"1,663",,,,
Worcester,2,4,"1,077",261,"1,363",,,,
Worcester,2,5,874,96,982,,,,
Worcester,3,1,881,382,"1,306",,,,
Worcester,3,2,351,95,473,,,,
Worcester,3,3,807,308,"1,142",,,,
Worcester,3,4,722,148,892,,,,
Worcester,3,5,884,396,"1,314",,,,
Worcester,4,1,709,158,890,,,,
Worcester,4,2,748,314,"1,105",,,,
Worcester,4,3,733,113,865,,,,
Worcester,4,4,744,370,"1,135",,,,
Worcester,4,5,895,442,"1,372",,,,
Worcester,5,1,722,222,976,,,,
Worcester,5,2,874,427,"1,320",,,,
Worcester,5,3,"1,028",698,"1,768",,,,
Worcester,5,4,917,589,"1,542",,,,
Worcester,5,5,958,507,"1,499",,,,
Worcester,6,1,613,121,748,,,,
Worcester,6,2,715,214,950,,,,
Worcester,6,3,760,247,"1,025",,,,
Worcester,6,4,517,242,773,,,,
Worcester,6,5,811,368,"1,219",,,,
Worcester,7,1,"1,013",428,"1,473",,,,
Worcester,7,2,749,275,"1,050",,,,
Worcester,7,3,"1,010",422,"1,458",,,,
Worcester,7,4,860,389,"1,284",,,,
Worcester,7,5,953,524,"1,510",,,,
Worcester,8,1,602,153,774,,,,
Worcester,8,2,535,96,644,,,,
Worcester,8,3,697,77,820,,,,
Worcester,8,4,802,171,"1,009",,,,
Worcester,8,5,544,219,780,,,,
Worcester,9,1,"1,041",450,"1,544",,,,
Worcester,9,2,"1,048",443,"1,525",,,,
Worcester,9,3,812,439,"1,277",,,,
Worcester,9,4,"1,145",669,"1,859",,,,
Worcester,9,5,"1,095",667,"1,795",,,,
Worcester,10,1,669,172,885,,,,
Worcester,10,2,684,122,843,,,,
Worcester,10,3,794,79,903,,,,
Worcester,10,4,572,73,662,,,,
Worcester,10,5,694,66,772,,,,
Worthington,-,1,481,208,730,,,,
Wrentham,-,1,929,"1,146","2,120",,,,
Wrentham,-,2,819,"1,312","2,167",,,,
Wrentham,-,3,970,"1,084","2,080",,,,
Yarmouth,-,1,"1,136",998,"2,163",,,,
Yarmouth,-,2,"1,171","1,035","2,255",,,,
Yarmouth,-,3,860,694,"1,591",,,,
Yarmouth,-,4,"1,056",909,"2,001",,,,
Yarmouth,-,5,882,810,"1,719",,,,
Yarmouth,-,6,924,826,"1,783",,,,
Yarmouth,-,7,"1,169","1,269","2,469",,,,
TOTALS,,,"1,921,290","1,188,314","3,184,196",,,,
