City/Town,Ward,Pct,Clinton/ Kaine,Trump/ Pence,Total Votes Cast,,,,,,,,,
Lawrence,E,3,759,184,"1,009",,,,,,,,,
Lawrence,E,4,841,156,"1,052",,,,,,,,,
Lawrence,F,1,879,365,"1,334",,,,,,,,,
Lawrence,F,2,748,65,851,,,,,,,,,
Lawrence,F,3,781,91,918,,,,,,,,,
Lawrence,F,4,822,147,"1,013",,,,,,,,,
Lee,-,1,"1,969",852,"3,099",,,,,,,,,
Leicester,-,1,619,775,"1,551",,,,,,,,,
Leicester,-,2,640,669,"1,435",,,,,,,,,
Leicester,-,3,562,718,"1,431",,,,,,,,,
Leicester,-,4,602,663,"1,411",,,,,,,,,
Lenox,-,1,"2,234",572,"3,096",,,,,,,,,
Leominster,1,A,734,714,"1,619",,,,,,,,,
Leominster,1,B,709,642,"1,504",,,,,,,,,
Leominster,1,C,642,446,"1,208",,,,,,,,,
Leominster,2,A,603,315,"1,020",,,,,,,,,
Leominster,2,B,629,535,"1,274",,,,,,,,,
Leominster,2,C,423,315,823,,,,,,,,,
Leominster,3,A,564,402,"1,048",,,,,,,,,
Leominster,3,B,743,644,"1,526",,,,,,,,,
Leominster,3,C,831,760,"1,757",,,,,,,,,
Leominster,4,A,726,756,"1,637",,,,,,,,,
Leominster,4,B,690,714,"1,553",,,,,,,,,
Leominster,4,C,551,462,"1,140",,,,,,,,,
Leominster,5,A,629,501,"1,228",,,,,,,,,
Leominster,5,B,786,621,"1,555",,,,,,,,,
Leominster,5,C,580,372,"1,059",,,,,,,,,
Leverett,-,1,996,185,"1,296",,,,,,,,,
Lexington,-,1,"1,334",298,"1,799",,,,,,,,,
Lexington,-,2,"1,823",317,"2,305",,,,,,,,,
Lexington,-,3,"1,393",280,"1,775",,,,,,,,,
Lexington,-,4,"1,668",343,"2,164",,,,,,,,,
Lexington,-,5,"1,571",471,"2,210",,,,,,,,,
Lexington,-,6,"1,560",383,"2,112",,,,,,,,,
Lexington,-,7,"1,546",415,"2,108",,,,,,,,,
Lexington,-,8,"1,482",371,"2,005",,,,,,,,,
Lexington,-,9,"1,523",401,"2,113",,,,,,,,,
Leyden,-,1,306,139,502,,,,,,,,,
Lincoln,-,1,"1,873",334,"2,393",,,,,,,,,
Lincoln,-,2,"1,123",291,"1,564",,,,,,,,,
Littleton,-,1,"1,246",691,"2,169",,,,,,,,,
Littleton,-,2,"1,145",651,"2,034",,,,,,,,,
Littleton,-,3,"1,054",534,"1,798",,,,,,,,,
Longmeadow,-,A,"1,125",624,"1,923",,,,,,,,,
Longmeadow,-,B,"1,028",616,"1,813",,,,,,,,,
Longmeadow,-,C,"1,055",782,"2,059",,,,,,,,,
Longmeadow,-,D,"1,013",806,"1,965",,,,,,,,,
Longmeadow,-,E,"1,090",629,"1,874",,,,,,,,,
Lowell,1,1,718,218,"1,002",,,,,,,,,
Lowell,1,2,"1,063",847,"2,129",,,,,,,,,
Lowell,1,3,987,612,"1,776",,,,,,,,,
Lowell,2,1,541,108,729,,,,,,,,,
Lowell,2,2,884,122,"1,128",,,,,,,,,
Lowell,2,3,"1,069",175,"1,392",,,,,,,,,
Lowell,3,1,674,283,"1,046",,,,,,,,,
Lowell,3,2,649,173,886,,,,,,,,,
Lowell,3,3,585,201,876,,,,,,,,,
Lowell,4,1,840,301,"1,227",,,,,,,,,
Lowell,4,2,573,154,763,,,,,,,,,
Lowell,4,3,605,172,838,,,,,,,,,
Lowell,5,1,598,366,"1,068",,,,,,,,,
Lowell,5,2,583,236,887,,,,,,,,,
Lowell,5,3,640,466,"1,207",,,,,,,,,
Lowell,6,1,738,566,"1,420",,,,,,,,,
Lowell,6,2,799,558,"1,473",,,,,,,,,
Lowell,6,3,777,498,"1,399",,,,,,,,,
Lowell,7,1,598,187,856,,,,,,,,,
Lowell,7,2,745,141,955,,,,,,,,,
Lowell,7,3,501,149,683,,,,,,,,,
Lowell,8,1,703,257,"1,053",,,,,,,,,
Lowell,8,2,792,369,"1,255",,,,,,,,,
Lowell,8,3,968,575,"1,682",,,,,,,,,
Lowell,9,1,632,300,"1,014",,,,,,,,,
Lowell,9,2,813,436,"1,358",,,,,,,,,
Lowell,9,3,747,381,"1,245",,,,,,,,,
Lowell,10,1,716,262,"1,071",,,,,,,,,
Lowell,10,2,495,160,702,,,,,,,,,
Lowell,10,3,416,119,595,,,,,,,,,
Lowell,11,1,707,329,"1,140",,,,,,,,,
Lowell,11,2,656,495,"1,265",,,,,,,,,
Lowell,11,3,743,368,"1,226",,,,,,,,,
Ludlow,-,1,814,838,"1,813",,,,,,,,,
Ludlow,-,2,653,581,"1,359",,,,,,,,,
Ludlow,-,3,713,"1,116","1,984",,,,,,,,,
Ludlow,-,4,828,800,"1,774",,,,,,,,,
Ludlow,-,5,569,688,"1,369",,,,,,,,,
Ludlow,-,6,906,"1,074","2,142",,,,,,,,,
Lunenburg,-,A,754,727,"1,675",,,,,,,,,
Lunenburg,-,B,726,600,"1,478",,,,,,,,,
Lunenburg,-,C,753,799,"1,737",,,,,,,,,
Lunenburg,-,D,709,676,"1,550",,,,,,,,,
Lynn,1,1,930,870,"1,962",,,,,,,,,
Lynn,1,2,976,851,"2,011",,,,,,,,,
Lynn,1,3,957,648,"1,740",,,,,,,,,
Lynn,1,4,968,539,"1,588",,,,,,,,,
Lynn,2,1,"1,075",735,"1,953",,,,,,,,,
Lynn,2,2,687,237,"1,148",,,,,,,,,
Lynn,2,3,689,125,854,,,,,,,,,
Lynn,2,4,653,172,893,,,,,,,,,
Lynn,3,1,839,446,"1,431",,,,,,,,,
Lynn,3,2,891,266,"1,248",,,,,,,,,
Lynn,3,3,809,291,"1,245",,,,,,,,,
Lynn,3,4,"1,003",298,"1,396",,,,,,,,,
Lynn,4,1,564,86,691,,,,,,,,,
Lynn,4,2,607,99,745,,,,,,,,,
Lynn,4,3,782,202,"1,032",,,,,,,,,
Lynn,4,4,900,313,"1,286",,,,,,,,,
Lynn,5,1,762,336,"1,180",,,,,,,,,
Lynn,5,2,522,91,646,,,,,,,,,
Lynn,5,3,638,94,772,,,,,,,,,
Lynn,5,4,938,306,"1,357",,,,,,,,,
Lynn,6,1,667,206,962,,,,,,,,,
Lynn,6,2,519,103,668,,,,,,,,,
Lynn,6,3,659,150,982,,,,,,,,,
Lynn,6,4,636,165,847,,,,,,,,,
Lynn,7,1,"1,070",547,"1,713",,,,,,,,,
Lynn,7,2,939,421,"1,481",,,,,,,,,
Lynn,7,3,690,337,"1,092",,,,,,,,,
Lynn,7,4,794,377,"1,266",,,,,,,,,
Lynnfield,-,1,829,915,"1,909",,,,,,,,,
Lynnfield,-,2,888,932,"1,974",,,,,,,,,
Lynnfield,-,3,721,903,"1,756",,,,,,,,,
Lynnfield,-,4,800,"1,079","2,054",,,,,,,,,
Malden,1,1,884,213,"1,189",,,,,,,,,
Malden,1,2,"1,025",357,"1,494",,,,,,,,,
Malden,2,1,856,264,"1,198",,,,,,,,,
Malden,2,2,908,458,"1,459",,,,,,,,,
Malden,3,1,"1,182",358,"1,660",,,,,,,,,
Malden,3,2,"1,269",462,"1,888",,,,,,,,,
Malden,4,1,829,243,"1,158",,,,,,,,,
Malden,4,2,694,186,950,,,,,,,,,
Malden,5,1,"1,018",313,"1,430",,,,,,,,,
Malden,5,2,"1,244",515,"1,902",,,,,,,,,
Malden,6,1,"1,067",444,"1,608",,,,,,,,,
Malden,6,2,987,401,"1,512",,,,,,,,,
Malden,7,1,941,216,"1,219",,,,,,,,,
Malden,7,2,972,295,"1,337",,,,,,,,,
Malden,8,1,"1,034",457,"1,602",,,,,,,,,
Malden,8,2,935,356,"1,389",,,,,,,,,
Manchester-by-the-Sea,-,1,"2,249",954,"3,623",,,,,,,,,
Mansfield,-,1,"1,142",952,"2,317",,,,,,,,,
Mansfield,-,2,"1,142",903,"2,288",,,,,,,,,
Mansfield,-,3,"1,239",961,"2,440",,,,,,,,,
Mansfield,-,4,"1,168",848,"2,242",,,,,,,,,
Mansfield,-,5,"1,056",702,"1,989",,,,,,,,,
Mansfield,-,6,"1,132",707,"2,065",,,,,,,,,
Marblehead,-,1,"1,420",614,"2,238",,,,,,,,,
Marblehead,-,2,"1,440",629,"2,305",,,,,,,,,
Marblehead,-,3,"1,235",623,"2,052",,,,,,,,,
Marblehead,-,4,"1,376",674,"2,288",,,,,,,,,
Marblehead,-,5,"1,322",608,"2,112",,,,,,,,,
Marblehead,-,6,"1,318",611,"2,163",,,,,,,,,
Marion,-,1,"1,861","1,159","3,323",,,,,,,,,
Marlborough,1,1,761,352,"1,222",,,,,,,,,
Marlborough,1,2,994,563,"1,728",,,,,,,,,
Marlborough,2,1,813,492,"1,448",,,,,,,,,
Marlborough,2,2,772,391,"1,268",,,,,,,,,
Marlborough,3,1,589,309,"1,010",,,,,,,,,
Marlborough,3,2,"1,004",562,"1,724",,,,,,,,,
Marlborough,4,1,473,275,828,,,,,,,,,
Marlborough,4,2,872,554,"1,609",,,,,,,,,
Marlborough,5,1,598,266,951,,,,,,,,,
Marlborough,5,2,822,457,"1,436",,,,,,,,,
Marlborough,6,1,646,318,"1,067",,,,,,,,,
Marlborough,6,2,865,608,"1,635",,,,,,,,,
Marlborough,7,1,701,406,"1,206",,,,,,,,,
Marlborough,7,2,667,406,"1,204",,,,,,,,,
Marshfield,-,1,"1,083","1,070","2,345",,,,,,,,,
Marshfield,-,2,"1,034","1,083","2,329",,,,,,,,,
Marshfield,-,3,"1,036",957,"2,195",,,,,,,,,
Marshfield,-,4,"1,041",936,"2,102",,,,,,,,,
Marshfield,-,5,921,933,"2,041",,,,,,,,,
Marshfield,-,6,"1,118","1,145","2,498",,,,,,,,,
Marshfield,-,7,"1,110","1,091","2,410",,,,,,,,,
Mashpee,-,1,"1,128",824,"2,100",,,,,,,,,
Mashpee,-,2,804,720,"1,648",,,,,,,,,
Mashpee,-,3,710,640,"1,482",,,,,,,,,
Mashpee,-,4,890,674,"1,678",,,,,,,,,
Mashpee,-,5,916,981,"2,076",,,,,,,,,
Mattapoisett,-,1,"2,125","1,820","4,314",,,,,,,,,
Maynard,-,1,982,446,"1,580",,,,,,,,,
Maynard,-,2,981,354,"1,468",,,,,,,,,
Maynard,-,3,981,434,"1,564",,,,,,,,,
Maynard,-,4,916,437,"1,478",,,,,,,,,
Medfield,-,1,"1,130",603,"1,961",,,,,,,,,
Medfield,-,2,"1,109",597,"1,950",,,,,,,,,
Medfield,-,3,"1,141",581,"1,996",,,,,,,,,
Medfield,-,4,"1,029",619,"1,892",,,,,,,,,
Medford,1,1,"1,221",499,"1,836",,,,,,,,,
Medford,1,2,"1,319",513,"1,982",,,,,,,,,
Medford,2,1,"1,198",626,"1,973",,,,,,,,,
Medford,2,2,"1,187",738,"2,075",,,,,,,,,
Medford,3,1,"1,376",670,"2,201",,,,,,,,,
Medford,3,2,"1,339",725,"2,224",,,,,,,,,
Medford,4,1,"1,013",167,"1,260",,,,,,,,,
Medford,4,2,"1,483",441,"2,105",,,,,,,,,
Medford,5,1,"1,447",350,"1,954",,,,,,,,,
Medford,5,2,"1,246",294,"1,643",,,,,,,,,
Medford,6,1,"1,793",344,"2,298",,,,,,,,,
Medford,6,2,"1,378",533,"2,043",,,,,,,,,
Medford,7,1,891,274,"1,238",,,,,,,,,
Medford,7,2,"1,122",426,"1,656",,,,,,,,,
Medford,8,1,"1,457",574,"2,178",,,,,,,,,
Medford,8,2,"1,220",497,"1,862",,,,,,,,,
Medway,-,1,918,755,"1,849",,,,,,,,,
Medway,-,2,"1,030",707,"1,973",,,,,,,,,
Medway,-,3,"1,046",727,"1,979",,,,,,,,,
Medway,-,4,"1,015",759,"1,999",,,,,,,,,
Melrose,1,1,836,304,"1,256",,,,,,,,,
Melrose,1,2,806,282,"1,206",,,,,,,,,
Melrose,2,1,760,422,"1,315",,,,,,,,,
Melrose,2,2,745,339,"1,173",,,,,,,,,
Melrose,3,1,811,310,"1,217",,,,,,,,,
Melrose,3,2,714,327,"1,139",,,,,,,,,
Melrose,4,1,762,304,"1,157",,,,,,,,,
Melrose,4,2,719,516,"1,362",,,,,,,,,
Melrose,5,1,812,297,"1,206",,,,,,,,,
Melrose,5,2,759,299,"1,138",,,,,,,,,
Melrose,6,1,759,275,"1,109",,,,,,,,,
Melrose,6,2,730,416,"1,251",,,,,,,,,
Melrose,7,1,715,369,"1,201",,,,,,,,,
Melrose,7,2,759,372,"1,231",,,,,,,,,
Mendon,-,1,"1,530","1,694","3,584",,,,,,,,,
Merrimac,-,1,923,770,"1,894",,,,,,,,,
Merrimac,-,2,972,852,"2,041",,,,,,,,,
Methuen,-,1,994,821,"1,958",,,,,,,,,
Methuen,-,2,935,192,"1,181",,,,,,,,,
Methuen,-,3,937,773,"1,833",,,,,,,,,
Methuen,-,4,961,778,"1,874",,,,,,,,,
Methuen,-,5,977,600,"1,688",,,,,,,,,
Methuen,-,6,"1,041",670,"1,859",,,,,,,,,
Methuen,-,7,"1,004",996,"2,154",,,,,,,,,
Methuen,-,8,"1,001","1,336","2,531",,,,,,,,,
Methuen,-,9,884,"1,086","2,106",,,,,,,,,
Methuen,-,10,"1,066",741,"1,946",,,,,,,,,
Methuen,-,11,991,"1,241","2,434",,,,,,,,,
Methuen,-,12,871,"1,001","2,020",,,,,,,,,
Middleborough,-,1,"1,049","1,417","2,692",,,,,,,,,
Middleborough,-,2,767,857,"1,820",,,,,,,,,
Middleborough,-,3,860,"1,236","2,295",,,,,,,,,
Middleborough,-,4,692,818,"1,708",,,,,,,,,
Middleborough,-,5,783,"1,243","2,247",,,,,,,,,
Middleborough,-,6,686,"1,012","1,893",,,,,,,,,
Middlefield,-,1,155,115,307,,,,,,,,,
Middleton,-,1,"1,069","1,315","2,586",,,,,,,,,
Middleton,-,2,"1,090","1,348","2,625",,,,,,,,,
Milford,-,1,611,432,"1,160",,,,,,,,,
Milford,-,2,908,600,"1,662",,,,,,,,,
Milford,-,3,849,671,"1,646",,,,,,,,,
Milford,-,4,778,465,"1,365",,,,,,,,,
Milford,-,5,"1,131",887,"2,207",,,,,,,,,
Milford,-,6,960,648,"1,754",,,,,,,,,
Milford,-,7,"1,074",811,"2,068",,,,,,,,,
Milford,-,8,"1,059",723,"1,964",,,,,,,,,
Millbury,-,1,749,815,"1,738",,,,,,,,,
Millbury,-,2,888,"1,042","2,090",,,,,,,,,
Millbury,-,3,782,832,"1,799",,,,,,,,,
Millbury,-,4,743,756,"1,661",,,,,,,,,
Millis,-,1,864,636,"1,677",,,,,,,,,
Millis,-,2,882,615,"1,686",,,,,,,,,
Millis,-,3,874,639,"1,687",,,,,,,,,
Millville,-,1,624,874,"1,672",,,,,,,,,
Milton,-,1,"1,303",211,"1,608",,,,,,,,,
Milton,-,2,"1,376",235,"1,762",,,,,,,,,
Milton,-,3,"1,230",446,"1,836",,,,,,,,,
Milton,-,4,"1,224",349,"1,704",,,,,,,,,
Milton,-,5,897,330,"1,355",,,,,,,,,
Milton,-,6,"1,009",636,"1,803",,,,,,,,,
Milton,-,7,907,556,"1,615",,,,,,,,,
Milton,-,8,966,637,"1,745",,,,,,,,,
Milton,-,9,873,697,"1,722",,,,,,,,,
Milton,-,10,967,189,"1,212",,,,,,,,,
Monroe,-,1,25,26,59,,,,,,,,,
Monson,-,A,625,784,"1,559",,,,,,,,,
Monson,-,B,622,736,"1,531",,,,,,,,,
Monson,-,C,675,739,"1,590",,,,,,,,,
Montague,-,1,729,182,"1,000",,,,,,,,,
Montague,-,2,418,206,748,,,,,,,,,
Montague,-,3,411,218,712,,,,,,,,,
Montague,-,4,490,208,787,,,,,,,,,
Montague,-,5,388,91,553,,,,,,,,,
Montague,-,6,422,190,691,,,,,,,,,
Monterey,-,1,417,88,554,,,,,,,,,
Montgomery,-,1,199,281,530,,,,,,,,,
Mount Washington,-,1,76,19,107,,,,,,,,,
Nahant,-,1,"1,347",864,"2,378",,,,,,,,,
Nantucket,-,1,"4,146","1,892","6,583",,,,,,,,,
Natick,-,1,974,260,"1,384",,,,,,,,,
Natick,-,2,"1,459",525,"2,175",,,,,,,,,
Natick,-,3,"1,324",556,"2,050",,,,,,,,,
Natick,-,4,"1,229",441,"1,852",,,,,,,,,
Natick,-,5,"1,258",581,"2,018",,,,,,,,,
Natick,-,6,"1,246",532,"1,934",,,,,,,,,
Natick,-,7,"1,478",457,"2,093",,,,,,,,,
Natick,-,8,"1,407",497,"2,113",,,,,,,,,
Natick,-,9,"1,403",446,"2,035",,,,,,,,,
Natick,-,10,"1,642",575,"2,443",,,,,,,,,
Needham,-,A,"1,086",443,"1,656",,,,,,,,,
Needham,-,B,"1,224",462,"1,851",,,,,,,,,
Needham,-,C,"1,281",369,"1,825",,,,,,,,,
Needham,-,D,"1,268",415,"1,836",,,,,,,,,
Needham,-,E,"1,277",420,"1,895",,,,,,,,,
Needham,-,F,"1,312",376,"1,842",,,,,,,,,
Needham,-,G,"1,336",369,"1,903",,,,,,,,,
Needham,-,H,"1,285",445,"1,883",,,,,,,,,
Needham,-,I,"1,396",312,"1,878",,,,,,,,,
Needham,-,J,"1,332",408,"1,903",,,,,,,,,
New Ashford,-,1,101,39,161,,,,,,,,,
New Bedford,1,A,610,476,"1,196",,,,,,,,,
New Bedford,1,B,624,493,"1,193",,,,,,,,,
New Bedford,1,C,656,470,"1,209",,,,,,,,,
New Bedford,1,D,621,534,"1,237",,,,,,,,,
New Bedford,1,E,626,431,"1,144",,,,,,,,,
New Bedford,1,F,658,539,"1,297",,,,,,,,,
New Bedford,2,A,272,74,365,,,,,,,,,
New Bedford,2,B,540,237,833,,,,,,,,,
New Bedford,2,C,378,210,645,,,,,,,,,
New Bedford,2,D,435,333,839,,,,,,,,,
New Bedford,2,E,529,374,990,,,,,,,,,
New Bedford,2,F,547,344,967,,,,,,,,,
New Bedford,3,A,394,121,547,,,,,,,,,
New Bedford,3,B,537,119,713,,,,,,,,,
New Bedford,3,C,436,169,661,,,,,,,,,
New Bedford,3,D,533,209,786,,,,,,,,,
New Bedford,3,E,714,392,"1,187",,,,,,,,,
New Bedford,3,F,699,342,"1,125",,,,,,,,,
New Bedford,4,A,559,80,667,,,,,,,,,
New Bedford,4,B,801,226,"1,102",,,,,,,,,
New Bedford,4,C,787,182,"1,048",,,,,,,,,
New Bedford,4,D,637,228,936,,,,,,,,,
New Bedford,4,E,539,256,879,,,,,,,,,
New Bedford,4,F,646,185,903,,,,,,,,,
New Bedford,5,A,483,197,735,,,,,,,,,
New Bedford,5,B,717,233,"1,028",,,,,,,,,
New Bedford,5,C,551,304,923,,,,,,,,,
New Bedford,5,D,811,299,"1,200",,,,,,,,,
New Bedford,5,E,822,501,"1,404",,,,,,,,,
New Bedford,5,F,795,429,"1,346",,,,,,,,,
New Bedford,6,A,634,414,"1,128",,,,,,,,,
New Bedford,6,B,589,337,997,,,,,,,,,
New Bedford,6,C,395,101,510,,,,,,,,,
New Bedford,6,D,311,115,455,,,,,,,,,
New Bedford,6,E,432,150,618,,,,,,,,,
New Bedford,6,F,494,223,795,,,,,,,,,
New Braintree,-,1,246,326,623,,,,,,,,,
New Marlborough,-,1,564,218,871,,,,,,,,,
New Salem,-,1,337,208,614,,,,,,,,,
Newbury,-,1,"1,290",793,"2,296",,,,,,,,,
Newbury,-,2,"1,175",923,"2,327",,,,,,,,,
Newburyport,1,P,266,204,506,,,,,,,,,
Newburyport,1,1,"1,023",335,"1,503",,,,,,,,,
Newburyport,2,1,"1,412",400,"1,979",,,,,,,,,
Newburyport,3,1,"1,260",463,"1,874",,,,,,,,,
Newburyport,4,1,"1,386",501,"2,074",,,,,,,,,
Newburyport,5,1,935,577,"1,741",,,,,,,,,
Newburyport,6,1,"1,103",634,"1,907",,,,,,,,,
Newton,1,1,912,394,"1,412",,,,,,,,,
Newton,1,2,"1,206",201,"1,499",,,,,,,,,
Newton,1,3,"1,224",162,"1,488",,,,,,,,,
Newton,1,4,976,413,"1,524",,,,,,,,,
Newton,2,1,"1,149",284,"1,539",,,,,,,,,
Newton,2,2,840,154,"1,067",,,,,,,,,
Newton,2,3,"1,428",193,"1,725",,,,,,,,,
Newton,2,4,"1,389",197,"1,687",,,,,,,,,
Newton,3,1,"1,252",295,"1,652",,,,,,,,,
Newton,3,2,"1,300",184,"1,595",,,,,,,,,
Newton,3,3,"1,138",364,"1,607",,,,,,,,,
Newton,3,4,"1,136",370,"1,592",,,,,,,,,
Newton,4,1,"1,083",253,"1,434",,,,,,,,,
Newton,4,2,"1,141",174,"1,401",,,,,,,,,
Newton,4,3,836,173,"1,087",,,,,,,,,
Newton,4,4,"1,030",315,"1,453",,,,,,,,,
Newton,5,1,"1,044",246,"1,400",,,,,,,,,
Newton,5,2,"1,260",164,"1,501",,,,,,,,,
Newton,5,3,"1,497",202,"1,814",,,,,,,,,
Newton,5,4,"1,468",201,"1,776",,,,,,,,,
Newton,6,1,"1,030",284,"1,418",,,,,,,,,
Newton,6,2,"1,313",170,"1,577",,,,,,,,,
Newton,6,3,"1,455",151,"1,694",,,,,,,,,
Newton,6,4,"1,483",156,"1,783",,,,,,,,,
Newton,7,1,"1,038",228,"1,402",,,,,,,,,
Newton,7,2,"1,418",234,"1,782",,,,,,,,,
Newton,7,3,496,71,605,,,,,,,,,
Newton,7,4,590,139,795,,,,,,,,,
Newton,8,1,"1,245",420,"1,801",,,,,,,,,
Newton,8,2,"1,133",386,"1,642",,,,,,,,,
Newton,8,3,"1,192",339,"1,645",,,,,,,,,
Newton,8,4,761,247,"1,072",,,,,,,,,
Norfolk,-,1,609,555,"1,320",,,,,,,,,
Norfolk,-,2,"1,313","1,002","2,636",,,,,,,,,
Norfolk,-,3,"1,034",901,"2,186",,,,,,,,,
N. Adams,1,1,793,367,"1,272",,,,,,,,,
N. Adams,2,2,721,270,"1,108",,,,,,,,,
N. Adams,3,3,669,218,991,,,,,,,,,
N. Adams,4,4,816,414,"1,340",,,,,,,,,
N. Adams,5,5,731,301,"1,168",,,,,,,,,
N. Andover,-,1,"1,017",717,"1,918",,,,,,,,,
N. Andover,-,2,"1,098",823,"2,140",,,,,,,,,
N. Andover,-,3,"1,095",770,"2,040",,,,,,,,,
N. Andover,-,4,"1,242",859,"2,316",,,,,,,,,
N. Andover,-,5,818,540,"1,485",,,,,,,,,
N. Andover,-,6,"1,039","1,005","2,250",,,,,,,,,
N. Andover,-,7,"1,215",769,"2,163",,,,,,,,,
N. Andover,-,8,975,908,"2,079",,,,,,,,,
N. Attleborough,-,1,668,596,"1,395",,,,,,,,,
N. Attleborough,-,2,767,768,"1,741",,,,,,,,,
N. Attleborough,-,3,753,846,"1,828",,,,,,,,,
N. Attleborough,-,4,694,541,"1,387",,,,,,,,,
N. Attleborough,-,5,705,689,"1,587",,,,,,,,,
N. Attleborough,-,6,882,814,"1,901",,,,,,,,,
N. Attleborough,-,7,914,872,"1,991",,,,,,,,,
N. Attleborough,-,8,881,802,"1,857",,,,,,,,,
N. Attleborough,-,9,795,788,"1,747",,,,,,,,,
N. Brookfield,-,1,907,"1,413","2,591",,,,,,,,,
N. Reading,-,1,"1,066","1,023","2,329",,,,,,,,,
N. Reading,-,2,"1,018",920,"2,161",,,,,,,,,
N. Reading,-,3,"1,067","1,031","2,281",,,,,,,,,
N. Reading,-,4,"1,132","1,012","2,383",,,,,,,,,
Northampton,1,A,817,106,"1,020",,,,,,,,,
Northampton,1,B,"1,113",173,"1,435",,,,,,,,,
Northampton,2,A,"1,115",48,"1,260",,,,,,,,,
Northampton,2,B,694,41,798,,,,,,,,,
Northampton,3,A,"1,104",100,"1,349",,,,,,,,,
Northampton,3,B,"1,000",97,"1,263",,,,,,,,,
Northampton,4,A,810,52,980,,,,,,,,,
Northampton,4,B,974,82,"1,190",,,,,,,,,
Northampton,5,A,948,137,"1,164",,,,,,,,,
Northampton,5,B,998,114,"1,194",,,,,,,,,
Northampton,6,A,868,295,"1,268",,,,,,,,,
Northampton,6,B,"1,033",234,"1,388",,,,,,,,,
Northampton,7,A,"1,037",189,"1,351",,,,,,,,,
Northampton,7,B,"1,001",210,"1,335",,,,,,,,,
Northborough,-,1,"1,335",751,"2,343",,,,,,,,,
Northborough,-,2,"1,196",714,"2,139",,,,,,,,,
Northborough,-,3,"1,319",721,"2,267",,,,,,,,,
Northborough,-,4,"1,280",778,"2,317",,,,,,,,,
Northbridge,-,1,857,994,"2,116",,,,,,,,,
Northbridge,-,2,903,950,"2,103",,,,,,,,,
Northbridge,-,3,763,832,"1,787",,,,,,,,,
Northbridge,-,4,902,"1,201","2,401",,,,,,,,,
Northfield,-,1,"1,013",533,"1,757",,,,,,,,,
Norton,-,1,996,"1,035","2,336",,,,,,,,,
Norton,-,2,971,977,"2,160",,,,,,,,,
Norton,-,3,"1,007",876,"2,054",,,,,,,,,
Norton,-,4,991,943,"2,178",,,,,,,,,
Norton,-,5,590,597,"1,313",,,,,,,,,
Norwell,-,1,"1,003",926,"2,140",,,,,,,,,
Norwell,-,2,"1,130",991,"2,325",,,,,,,,,
Norwell,-,3,"1,144",920,"2,301",,,,,,,,,
Norwood,-,1,"1,081",701,"1,952",,,,,,,,,
Norwood,-,2,"1,003",625,"1,767",,,,,,,,,
Norwood,-,3,"1,049",620,"1,853",,,,,,,,,
Norwood,-,4,"1,115",721,"2,028",,,,,,,,,
Norwood,-,5,893,403,"1,420",,,,,,,,,
Norwood,-,6,821,513,"1,479",,,,,,,,,
Norwood,-,7,905,660,"1,706",,,,,,,,,
Norwood,-,8,"1,116",651,"1,930",,,,,,,,,
Norwood,-,9,"1,017",798,"1,981",,,,,,,,,
Oak Bluffs,-,1,"2,098",738,"3,049",,,,,,,,,
Oakham,-,1,435,633,"1,184",,,,,,,,,
Orange,-,1,714,799,"1,724",,,,,,,,,
Orange,-,2,773,751,"1,711",,,,,,,,,
Orleans,-,1,"2,687","1,511","4,595",,,,,,,,,
Otis,-,1,431,407,924,,,,,,,,,
Oxford,-,1,703,882,"1,780",,,,,,,,,
Oxford,-,2,682,907,"1,740",,,,,,,,,
Oxford,-,3,707,920,"1,837",,,,,,,,,
Oxford,-,4,652,867,"1,668",,,,,,,,,
Palmer,-,1,572,743,"1,459",,,,,,,,,
Palmer,-,1A,81,118,218,,,,,,,,,
Palmer,-,2,633,863,"1,686",,,,,,,,,
Palmer,-,3,602,577,"1,323",,,,,,,,,
Palmer,-,4,587,782,"1,507",,,,,,,,,
Paxton,-,1,"1,213","1,197","2,708",,,,,,,,,
Peabody,1,1,847,644,"1,658",,,,,,,,,
Peabody,1,2,841,860,"1,843",,,,,,,,,
Peabody,1,3,838,846,"1,829",,,,,,,,,
Peabody,2,1,765,333,"1,188",,,,,,,,,
Peabody,2,2,729,368,"1,169",,,,,,,,,
Peabody,2,3,696,630,"1,461",,,,,,,,,
Peabody,3,1,670,288,"1,030",,,,,,,,,
Peabody,3,2,759,458,"1,310",,,,,,,,,
Peabody,3,3,806,580,"1,509",,,,,,,,,
Peabody,4,1,771,632,"1,551",,,,,,,,,
Peabody,4,2,791,599,"1,505",,,,,,,,,
Peabody,4,3,455,372,884,,,,,,,,,
Peabody,4,3A,924,410,"1,406",,,,,,,,,
Peabody,5,1,834,848,"1,800",,,,,,,,,
Peabody,5,2,673,692,"1,457",,,,,,,,,
Peabody,5,3,784,712,"1,610",,,,,,,,,
Peabody,6,1,756,928,"1,817",,,,,,,,,
Peabody,6,2,734,908,"1,759",,,,,,,,,
Peabody,6,3,722,928,"1,763",,,,,,,,,
Pelham,-,1,748,98,915,,,,,,,,,
Pembroke,-,1,"1,049","1,035","2,281",,,,,,,,,
Pembroke,-,2,865,927,"2,018",,,,,,,,,
Pembroke,-,3,893,"1,034","2,132",,,,,,,,,
Pembroke,-,4,948,954,"2,127",,,,,,,,,
Pembroke,-,5,875,963,"2,058",,,,,,,,,
