City/Town,Ward,Pct,Clinton/ Kaine,Trump/ Pence,Total Votes Cast,,,,,,,,,
W. Springfield,-,7,807,"1,082","2,076",,,,,,,,,
W. Springfield,-,8,632,541,"1,290",,,,,,,,,
W. Stockbridge,-,1,659,178,901,,,,,,,,,
W. Tisbury,-,1,"1,688",329,"2,192",,,,,,,,,
Westborough,-,1,852,399,"1,401",,,,,,,,,
Westborough,-,2,974,437,"1,565",,,,,,,,,
Westborough,-,3,"1,257",523,"1,983",,,,,,,,,
Westborough,-,4,"1,517",676,"2,415",,,,,,,,,
Westborough,-,5,"1,423",717,"2,412",,,,,,,,,
Westfield,1,A,786,961,"1,926",,,,,,,,,
Westfield,1,B,667,868,"1,678",,,,,,,,,
Westfield,2,A,531,343,998,,,,,,,,,
Westfield,2,B,655,616,"1,446",,,,,,,,,
Westfield,3,A,512,351,"1,017",,,,,,,,,
Westfield,3,B,700,681,"1,585",,,,,,,,,
Westfield,4,A,595,442,"1,149",,,,,,,,,
Westfield,4,B,893,"1,022","2,129",,,,,,,,,
Westfield,5,A,830,"1,035","2,088",,,,,,,,,
Westfield,5,B,753,"1,076","2,031",,,,,,,,,
Westfield,6,A,670,942,"1,822",,,,,,,,,
Westfield,6,B,633,684,"1,437",,,,,,,,,
Westford,-,1,"1,497",792,"2,571",,,,,,,,,
Westford,-,2,"1,334",815,"2,421",,,,,,,,,
Westford,-,3,"1,266",854,"2,388",,,,,,,,,
Westford,-,4,"1,352",677,"2,273",,,,,,,,,
Westford,-,5,"1,242",813,"2,291",,,,,,,,,
Westford,-,6,"1,163",755,"2,127",,,,,,,,,
Westhampton,-,1,629,408,"1,136",,,,,,,,,
Westminster,-,1,964,"1,077","2,287",,,,,,,,,
Westminster,-,2,994,"1,088","2,336",,,,,,,,,
Weston,-,1,"1,210",377,"1,773",,,,,,,,,
Weston,-,2,"1,110",418,"1,697",,,,,,,,,
Weston,-,3,997,391,"1,549",,,,,,,,,
Weston,-,4,"1,051",462,"1,677",,,,,,,,,
Westport,-,A,795,829,"1,739",,,,,,,,,
Westport,-,B,"1,006",935,"2,090",,,,,,,,,
Westport,-,C,735,799,"1,665",,,,,,,,,
Westport,-,D,800,752,"1,667",,,,,,,,,
Westport,-,E,"1,047",970,"2,182",,,,,,,,,
Westwood,-,1,"1,410",789,"2,449",,,,,,,,,
Westwood,-,2,"1,400",809,"2,443",,,,,,,,,
Westwood,-,3,"1,381",731,"2,370",,,,,,,,,
Westwood,-,4,"1,128",889,"2,232",,,,,,,,,
Weymouth,-,1,848,640,"1,622",,,,,,,,,
Weymouth,-,2,931,747,"1,852",,,,,,,,,
Weymouth,-,3,850,829,"1,860",,,,,,,,,
Weymouth,-,4,837,695,"1,669",,,,,,,,,
Weymouth,-,5,843,495,"1,455",,,,,,,,,
Weymouth,-,6,960,692,"1,797",,,,,,,,,
Weymouth,-,7,834,619,"1,572",,,,,,,,,
Weymouth,-,8,870,618,"1,623",,,,,,,,,
Weymouth,-,9,921,758,"1,811",,,,,,,,,
Weymouth,-,10,684,493,"1,269",,,,,,,,,
Weymouth,-,11,797,691,"1,648",,,,,,,,,
Weymouth,-,12,869,733,"1,749",,,,,,,,,
Weymouth,-,13,782,429,"1,286",,,,,,,,,
Weymouth,-,14,776,533,"1,390",,,,,,,,,
Weymouth,-,15,904,716,"1,786",,,,,,,,,
Weymouth,-,16,917,858,"1,940",,,,,,,,,
Weymouth,-,17,733,499,"1,368",,,,,,,,,
Weymouth,-,18,"1,042",938,"2,170",,,,,,,,,
Whately,-,1,582,328,"1,030",,,,,,,,,
Whitman,-,1,940,939,"2,119",,,,,,,,,
Whitman,-,2,766,938,"1,892",,,,,,,,,
Whitman,-,3,838,"1,052","2,109",,,,,,,,,
Whitman,-,4,849,886,"1,941",,,,,,,,,
Wilbraham,-,A,982,999,"2,189",,,,,,,,,
Wilbraham,-,B,955,929,"2,107",,,,,,,,,
Wilbraham,-,C,863,"1,029","2,081",,,,,,,,,
Wilbraham,-,D,944,"1,053","2,235",,,,,,,,,
Williamsburg,-,1,"1,207",347,"1,714",,,,,,,,,
Williamstown,-,1,"1,162",224,"1,472",,,,,,,,,
Williamstown,-,2,580,51,673,,,,,,,,,
Williamstown,-,3,"1,174",203,"1,478",,,,,,,,,
Wilmington,-,1,"1,000",980,"2,175",,,,,,,,,
Wilmington,-,2,995,"1,010","2,215",,,,,,,,,
Wilmington,-,3,993,987,"2,173",,,,,,,,,
Wilmington,-,4,"1,073","1,093","2,387",,,,,,,,,
Wilmington,-,5,"1,078","1,048","2,327",,,,,,,,,
Wilmington,-,6,"1,066","1,049","2,318",,,,,,,,,
Winchendon,-,1,398,602,"1,135",,,,,,,,,
Winchendon,-,1A,166,156,357,,,,,,,,,
Winchendon,-,2,618,786,"1,580",,,,,,,,,
Winchendon,-,3,607,768,"1,546",,,,,,,,,
Winchester,-,1,"1,066",459,"1,651",,,,,,,,,
Winchester,-,2,938,399,"1,464",,,,,,,,,
Winchester,-,3,"1,245",341,"1,753",,,,,,,,,
Winchester,-,4,"1,131",477,"1,778",,,,,,,,,
Winchester,-,5,924,584,"1,659",,,,,,,,,
Winchester,-,6,935,553,"1,652",,,,,,,,,
Winchester,-,7,"1,069",484,"1,760",,,,,,,,,
Winchester,-,8,754,404,"1,271",,,,,,,,,
Windsor,-,1,313,159,536,,,,,,,,,
Winthrop,-,1,860,754,"1,727",,,,,,,,,
Winthrop,-,2,803,665,"1,599",,,,,,,,,
Winthrop,-,3,924,610,"1,651",,,,,,,,,
Winthrop,-,4,806,524,"1,407",,,,,,,,,
Winthrop,-,5,884,706,"1,718",,,,,,,,,
Winthrop,-,6,917,593,"1,625",,,,,,,,,
Woburn,1,1,762,429,"1,287",,,,,,,,,
Woburn,1,2,819,591,"1,529",,,,,,,,,
Woburn,2,1,790,546,"1,439",,,,,,,,,
Woburn,2,2,703,353,"1,160",,,,,,,,,
Woburn,3,1,682,585,"1,395",,,,,,,,,
Woburn,3,2,864,765,"1,761",,,,,,,,,
Woburn,4,1,837,768,"1,736",,,,,,,,,
Woburn,4,2,791,512,"1,406",,,,,,,,,
Woburn,5,1,979,535,"1,645",,,,,,,,,
Woburn,5,2,814,707,"1,651",,,,,,,,,
Woburn,6,1,565,313,969,,,,,,,,,
Woburn,6,2,728,674,"1,504",,,,,,,,,
Woburn,7,1,844,846,"1,831",,,,,,,,,
Woburn,7,2,737,718,"1,577",,,,,,,,,
Worcester,1,1,"1,300",688,"2,178",,,,,,,,,
Worcester,1,2,"1,260",735,"2,181",,,,,,,,,
Worcester,1,3,724,416,"1,251",,,,,,,,,
Worcester,1,4,"1,352",558,"2,101",,,,,,,,,
Worcester,1,5,"1,054",643,"1,869",,,,,,,,,
Worcester,2,1,"1,124",549,"1,853",,,,,,,,,
Worcester,2,2,"1,138",589,"1,916",,,,,,,,,
Worcester,2,3,"1,043",542,"1,743",,,,,,,,,
Worcester,2,4,"1,126",269,"1,492",,,,,,,,,
Worcester,2,5,734,95,869,,,,,,,,,
Worcester,3,1,902,345,"1,372",,,,,,,,,
Worcester,3,2,397,103,561,,,,,,,,,
Worcester,3,3,826,337,"1,265",,,,,,,,,
Worcester,3,4,730,182,973,,,,,,,,,
Worcester,3,5,894,363,"1,351",,,,,,,,,
Worcester,4,1,687,161,909,,,,,,,,,
Worcester,4,2,726,377,"1,208",,,,,,,,,
Worcester,4,3,716,123,894,,,,,,,,,
Worcester,4,4,721,429,"1,270",,,,,,,,,
Worcester,4,5,930,446,"1,508",,,,,,,,,
Worcester,5,1,750,239,"1,056",,,,,,,,,
Worcester,5,2,951,517,"1,585",,,,,,,,,
Worcester,5,3,"1,066",717,"1,954",,,,,,,,,
Worcester,5,4,963,541,"1,642",,,,,,,,,
Worcester,5,5,913,609,"1,652",,,,,,,,,
Worcester,6,1,628,120,813,,,,,,,,,
Worcester,6,2,825,229,"1,135",,,,,,,,,
Worcester,6,3,773,285,"1,175",,,,,,,,,
Worcester,6,4,366,165,590,,,,,,,,,
Worcester,6,5,874,450,"1,422",,,,,,,,,
Worcester,7,1,"1,055",387,"1,570",,,,,,,,,
Worcester,7,2,752,272,"1,130",,,,,,,,,
Worcester,7,3,"1,011",457,"1,575",,,,,,,,,
Worcester,7,4,893,460,"1,469",,,,,,,,,
Worcester,7,5,890,557,"1,605",,,,,,,,,
Worcester,8,1,571,156,780,,,,,,,,,
Worcester,8,2,627,115,779,,,,,,,,,
Worcester,8,3,575,63,718,,,,,,,,,
Worcester,8,4,796,169,"1,046",,,,,,,,,
Worcester,8,5,603,226,905,,,,,,,,,
Worcester,9,1,"1,038",365,"1,568",,,,,,,,,
Worcester,9,2,"1,259",466,"1,887",,,,,,,,,
Worcester,9,3,808,407,"1,347",,,,,,,,,
Worcester,9,4,"1,155",603,"1,919",,,,,,,,,
Worcester,9,5,"1,149",600,"1,916",,,,,,,,,
Worcester,10,1,651,180,896,,,,,,,,,
Worcester,10,2,676,124,875,,,,,,,,,
Worcester,10,3,777,89,926,,,,,,,,,
Worcester,10,4,612,101,753,,,,,,,,,
Worcester,10,5,693,113,851,,,,,,,,,
Worthington,-,1,430,229,763,,,,,,,,,
Wrentham,-,1,950,"1,011","2,223",,,,,,,,,
Wrentham,-,2,"1,016","1,062","2,344",,,,,,,,,
Wrentham,-,3,"1,086",920,"2,237",,,,,,,,,
Yarmouth,-,1,"1,204",854,"2,240",,,,,,,,,
Yarmouth,-,2,"1,155",912,"2,258",,,,,,,,,
Yarmouth,-,3,904,663,"1,679",,,,,,,,,
Yarmouth,-,4,"1,002",860,"2,038",,,,,,,,,
Yarmouth,-,5,881,797,"1,805",,,,,,,,,
Yarmouth,-,6,907,753,"1,804",,,,,,,,,
Yarmouth,-,7,"1,251","1,009","2,463",,,,,,,,,
TOTALS,,,"1,995,196","1,090,893","3,378,801",,,,,,,,,
