City/Town,Ward,Pct,Obama/ Biden,McCain/ Palin,Total Votes Cast,,,,,,
Malden,7,2,865,288,"1,178",,,,,,
Malden,8,1,833,471,"1,352",,,,,,
Malden,8,2,715,335,"1,090",,,,,,
Manchester-by-the-Sea,-,1,"2,046","1,290","3,421",,,,,,
Mansfield,-,1,"1,009","1,026","2,112",,,,,,
Mansfield,-,2,"1,050",894,"2,026",,,,,,
Mansfield,-,3,994,947,"2,025",,,,,,
Mansfield,-,4,962,851,"1,885",,,,,,
Mansfield,-,5,"1,009",727,"1,806",,,,,,
Mansfield,-,6,"1,028",731,"1,828",,,,,,
Marblehead,-,1,"1,165",647,"1,854",,,,,,
Marblehead,-,2,"1,060",533,"1,640",,,,,,
Marblehead,-,3,991,554,"1,579",,,,,,
Marblehead,-,4,"1,071",783,"1,888",,,,,,
Marblehead,-,5,"1,086",656,"1,779",,,,,,
Marblehead,-,6,"1,107",752,"1,894",,,,,,
Marblehead,-,7,"1,033",734,"1,826",,,,,,
Marion,-,1,"1,804","1,266","3,134",,,,,,
Marlborough,1,1,758,490,"1,282",,,,,,
Marlborough,1,2,876,682,"1,591",,,,,,
Marlborough,2,1,728,602,"1,374",,,,,,
Marlborough,2,2,648,374,"1,053",,,,,,
Marlborough,3,1,469,257,759,,,,,,
Marlborough,3,2,877,618,"1,540",,,,,,
Marlborough,4,1,396,241,667,,,,,,
Marlborough,4,2,765,601,"1,408",,,,,,
Marlborough,5,1,521,287,834,,,,,,
Marlborough,5,2,823,562,"1,420",,,,,,
Marlborough,6,1,511,343,887,,,,,,
Marlborough,6,2,761,598,"1,402",,,,,,
Marlborough,7,1,577,370,987,,,,,,
Marlborough,7,2,657,495,"1,183",,,,,,
Marshfield,-,1,"1,107","1,005","2,180",,,,,,
Marshfield,-,2,"1,091","1,107","2,238",,,,,,
Marshfield,-,3,957,853,"1,861",,,,,,
Marshfield,-,4,947,900,"1,888",,,,,,
Marshfield,-,5,916,916,"1,868",,,,,,
Marshfield,-,6,"1,200","1,162","2,402",,,,,,
Marshfield,-,7,"1,037","1,083","2,167",,,,,,
Mashpee,-,1,"1,023",728,"1,804",,,,,,
Mashpee,-,2,880,853,"1,784",,,,,,
Mashpee,-,3,711,538,"1,291",,,,,,
Mashpee,-,4,900,593,"1,575",,,,,,
Mashpee,-,5,783,852,"1,695",,,,,,
Mattapoisett,-,1,"1,147",888,"2,108",,,,,,
Mattapoisett,-,2,"1,030",845,"1,939",,,,,,
Maynard,-,1,849,519,"1,405",,,,,,
Maynard,-,2,875,435,"1,339",,,,,,
Maynard,-,3,975,530,"1,556",,,,,,
Maynard,-,4,850,483,"1,374",,,,,,
Medfield,-,1,977,754,"1,783",,,,,,
Medfield,-,2,988,807,"1,830",,,,,,
Medfield,-,3,976,898,"1,916",,,,,,
Medfield,-,4,907,805,"1,764",,,,,,
Medford,1,1,"1,049",478,"1,575",,,,,,
Medford,1,2,948,542,"1,544",,,,,,
Medford,2,1,977,628,"1,653",,,,,,
Medford,2,2,"1,169",757,"1,995",,,,,,
Medford,3,1,"1,165",814,"2,041",,,,,,
Medford,3,2,"1,349",884,"2,296",,,,,,
Medford,4,1,674,229,932,,,,,,
Medford,4,2,"1,187",481,"1,713",,,,,,
Medford,5,1,"1,026",449,"1,529",,,,,,
Medford,5,2,989,286,"1,320",,,,,,
Medford,6,1,"1,570",418,"2,028",,,,,,
Medford,6,2,"1,210",540,"1,804",,,,,,
Medford,7,1,"1,026",422,"1,486",,,,,,
Medford,7,2,"1,068",544,"1,673",,,,,,
Medford,8,1,"1,189",679,"1,919",,,,,,
Medford,8,2,"1,002",504,"1,556",,,,,,
Medway,-,1,991,883,"1,910",,,,,,
Medway,-,2,821,726,"1,587",,,,,,
Medway,-,3,958,704,"1,699",,,,,,
Medway,-,4,966,809,"1,830",,,,,,
Melrose,1,1,732,402,"1,157",,,,,,
Melrose,1,2,660,338,"1,022",,,,,,
Melrose,2,1,708,489,"1,230",,,,,,
Melrose,2,2,662,421,"1,113",,,,,,
Melrose,3,1,715,418,"1,163",,,,,,
Melrose,3,2,629,402,"1,064",,,,,,
Melrose,4,1,631,338,"1,008",,,,,,
Melrose,4,2,542,620,"1,191",,,,,,
Melrose,5,1,659,380,"1,067",,,,,,
Melrose,5,2,707,356,"1,089",,,,,,
Melrose,6,1,573,327,934,,,,,,
Melrose,6,2,634,487,"1,152",,,,,,
Melrose,7,1,596,378,996,,,,,,
Melrose,7,2,691,490,"1,219",,,,,,
Mendon,-,1,"1,513","1,641","3,248",,,,,,
Merrimac,-,1,"1,918","1,551","3,581",,,,,,
Methuen,-,1,959,772,"1,782",,,,,,
Methuen,-,2,786,204,"1,007",,,,,,
Methuen,-,3,952,776,"1,773",,,,,,
Methuen,-,4,936,733,"1,723",,,,,,
Methuen,-,5,909,582,"1,540",,,,,,
Methuen,-,6,935,666,"1,637",,,,,,
Methuen,-,7,"1,064",803,"1,917",,,,,,
Methuen,-,8,833,"1,093","1,960",,,,,,
Methuen,-,9,973,997,"2,019",,,,,,
Methuen,-,10,953,699,"1,701",,,,,,
Methuen,-,11,941,"1,043","2,042",,,,,,
Methuen,-,12,"1,022",935,"2,008",,,,,,
Middleborough,-,1,"1,279","1,527","2,899",,,,,,
Middleborough,-,2,759,756,"1,569",,,,,,
Middleborough,-,3,878,"1,054","2,019",,,,,,
Middleborough,-,4,630,578,"1,263",,,,,,
Middleborough,-,5,929,"1,091","2,096",,,,,,
Middleborough,-,6,680,851,"1,595",,,,,,
Middlefield,-,1,194,98,300,,,,,,
Middleton,-,1,"1,043","1,272","2,392",,,,,,
Middleton,-,2,939,994,"1,976",,,,,,
Milford,-,1,770,539,"1,353",,,,,,
Milford,-,2,"1,022",733,"1,811",,,,,,
Milford,-,3,952,584,"1,580",,,,,,
Milford,-,4,906,532,"1,477",,,,,,
Milford,-,5,"1,174",880,"2,118",,,,,,
Milford,-,6,"1,099",729,"1,884",,,,,,
Milford,-,7,"1,150",961,"2,171",,,,,,
Millbury,-,1,855,648,"1,565",,,,,,
Millbury,-,2,964,992,"2,001",,,,,,
Millbury,-,3,727,729,"1,514",,,,,,
Millbury,-,4,894,627,"1,589",,,,,,
Millis,-,1,738,626,"1,403",,,,,,
Millis,-,2,811,661,"1,509",,,,,,
Millis,-,3,945,709,"1,696",,,,,,
Millville,-,1,733,772,"1,547",,,,,,
Milton,-,1,"1,014",168,"1,208",,,,,,
Milton,-,2,"1,058",339,"1,425",,,,,,
Milton,-,3,965,436,"1,434",,,,,,
Milton,-,4,838,480,"1,347",,,,,,
Milton,-,5,700,490,"1,223",,,,,,
Milton,-,6,787,710,"1,534",,,,,,
Milton,-,7,720,634,"1,397",,,,,,
Milton,-,8,785,695,"1,517",,,,,,
Milton,-,9,677,743,"1,455",,,,,,
Milton,-,10,854,679,"1,560",,,,,,
Milton,-,11,"1,088",379,"1,491",,,,,,
Monroe,-,1,40,19,60,,,,,,
Monson,-,A,739,578,"1,362",,,,,,
Monson,-,B,835,695,"1,594",,,,,,
Monson,-,C,844,658,"1,544",,,,,,
Montague,-,1,750,173,962,,,,,,
Montague,-,2,550,157,741,,,,,,
Montague,-,3,530,229,779,,,,,,
Montague,-,4,551,183,754,,,,,,
Montague,-,5,394,68,487,,,,,,
Montague,-,6,486,157,662,,,,,,
Monterey,-,1,464,109,587,,,,,,
Montgomery,-,1,236,257,515,,,,,,
Mount Washington,-,1,91,21,118,,,,,,
Nahant,-,1,"1,343",887,"2,314",,,,,,
Nantucket,-,1,"4,073","1,863","6,081",,,,,,
Natick,-,1,979,369,"1,387",,,,,,
Natick,-,2,"1,128",630,"1,812",,,,,,
Natick,-,3,"1,111",671,"1,858",,,,,,
Natick,-,4,"1,037",464,"1,587",,,,,,
Natick,-,5,"1,052",670,"1,792",,,,,,
Natick,-,6,"1,145",640,"1,870",,,,,,
Natick,-,7,"1,328",623,"2,011",,,,,,
Natick,-,8,"1,152",512,"1,725",,,,,,
Natick,-,9,"1,159",679,"1,894",,,,,,
Natick,-,10,"1,315",792,"2,219",,,,,,
Needham,-,A,"1,012",531,"1,588",,,,,,
Needham,-,B,"1,045",602,"1,676",,,,,,
Needham,-,C,"1,082",511,"1,630",,,,,,
Needham,-,D,"1,071",542,"1,636",,,,,,
Needham,-,E,"1,175",622,"1,841",,,,,,
Needham,-,F,"1,253",541,"1,829",,,,,,
Needham,-,G,"1,181",581,"1,794",,,,,,
Needham,-,H,"1,156",668,"1,869",,,,,,
Needham,-,I,"1,286",565,"1,888",,,,,,
Needham,-,J,"1,070",489,"1,585",,,,,,
New Ashford,-,1,96,40,145,,,,,,
New Bedford,1,A,690,348,"1,080",,,,,,
New Bedford,1,B,795,404,"1,251",,,,,,
New Bedford,1,C,601,297,930,,,,,,
New Bedford,1,D,807,361,"1,206",,,,,,
New Bedford,1,E,850,288,"1,172",,,,,,
New Bedford,1,F,642,398,"1,083",,,,,,
New Bedford,1,G,700,332,"1,070",,,,,,
New Bedford,2,A,244,71,334,,,,,,
New Bedford,2,B,479,101,601,,,,,,
New Bedford,2,C,486,156,675,,,,,,
New Bedford,2,D,521,189,743,,,,,,
New Bedford,2,E,604,261,895,,,,,,
New Bedford,2,F,507,136,671,,,,,,
New Bedford,2,G,624,252,910,,,,,,
New Bedford,3,A,271,71,351,,,,,,
New Bedford,3,B,474,140,653,,,,,,
New Bedford,3,C,400,138,556,,,,,,
New Bedford,3,D,454,122,592,,,,,,
New Bedford,3,E,679,253,957,,,,,,
New Bedford,3,F,667,249,951,,,,,,
New Bedford,3,G,642,220,884,,,,,,
New Bedford,4,A,583,50,651,,,,,,
New Bedford,4,B,645,68,734,,,,,,
New Bedford,4,C,773,111,925,,,,,,
New Bedford,4,D,537,117,689,,,,,,
New Bedford,4,E,647,146,816,,,,,,
New Bedford,4,F,628,163,817,,,,,,
New Bedford,4,G,749,117,885,,,,,,
New Bedford,5,A,461,120,596,,,,,,
New Bedford,5,B,676,173,881,,,,,,
New Bedford,5,C,564,168,752,,,,,,
New Bedford,5,D,748,236,"1,043",,,,,,
New Bedford,5,E,736,242,"1,005",,,,,,
New Bedford,5,F,784,317,"1,143",,,,,,
New Bedford,5,G,811,372,"1,232",,,,,,
New Bedford,6,A,650,301,990,,,,,,
New Bedford,6,B,650,238,916,,,,,,
New Bedford,6,C,376,63,462,,,,,,
New Bedford,6,D,327,84,427,,,,,,
New Bedford,6,E,402,81,506,,,,,,
New Bedford,6,F,553,156,740,,,,,,
New Bedford,6,G,444,91,552,,,,,,
New Braintree,-,1,289,248,554,,,,,,
New Marlborough,-,1,601,213,838,,,,,,
New Salem,-,1,395,190,618,,,,,,
Newbury,-,1,"1,224",899,"2,193",,,,,,
Newbury,-,2,"1,102",984,"2,136",,,,,,
Newburyport,1,P,275,176,460,,,,,,
Newburyport,1,1,947,367,"1,355",,,,,,
Newburyport,2,1,"1,362",433,"1,847",,,,,,
Newburyport,3,1,"1,245",532,"1,836",,,,,,
Newburyport,4,1,"1,151",545,"1,739",,,,,,
Newburyport,5,1,946,695,"1,698",,,,,,
Newburyport,6,1,"1,192",769,"2,009",,,,,,
Newton,1,1,832,402,"1,285",,,,,,
Newton,1,2,"1,120",268,"1,414",,,,,,
Newton,1,3,"1,012",236,"1,272",,,,,,
Newton,1,4,668,411,"1,116",,,,,,
Newton,2,1,"1,277",488,"1,809",,,,,,
Newton,2,2,"1,146",281,"1,466",,,,,,
Newton,2,3,"1,761",347,"2,147",,,,,,
Newton,3,1,987,406,"1,438",,,,,,
Newton,3,2,"1,204",261,"1,487",,,,,,
Newton,3,3,934,406,"1,378",,,,,,
Newton,3,4,953,385,"1,370",,,,,,
Newton,4,1,"1,010",385,"1,434",,,,,,
Newton,4,2,"1,095",234,"1,362",,,,,,
Newton,4,3,"1,062",296,"1,386",,,,,,
Newton,4,4,888,405,"1,337",,,,,,
Newton,5,1,888,304,"1,227",,,,,,
Newton,5,2,"1,383",267,"1,673",,,,,,
Newton,5,3,"1,280",305,"1,614",,,,,,
Newton,5,4,"1,306",248,"1,592",,,,,,
Newton,6,1,"1,424",399,"1,869",,,,,,
Newton,6,2,"1,220",270,"1,539",,,,,,
Newton,6,3,"1,350",193,"1,577",,,,,,
Newton,6,4,"1,375",312,"1,723",,,,,,
Newton,7,1,897,349,"1,286",,,,,,
Newton,7,2,"1,241",327,"1,604",,,,,,
Newton,7,3,508,138,663,,,,,,
Newton,7,4,741,248,"1,009",,,,,,
Newton,8,1,"1,059",509,"1,606",,,,,,
Newton,8,2,791,416,"1,233",,,,,,
Newton,8,3,"1,102",442,"1,583",,,,,,
Newton,8,4,846,345,"1,221",,,,,,
Norfolk,-,1,737,896,"1,678",,,,,,
Norfolk,-,2,844,790,"1,673",,,,,,
Norfolk,-,3,686,786,"1,504",,,,,,
Norfolk,-,4,241,251,512,,,,,,
N. Adams,1,1,900,232,"1,181",,,,,,
N. Adams,2,2,968,271,"1,290",,,,,,
N. Adams,3,3,794,171,"1,007",,,,,,
N. Adams,4,4,"1,031",310,"1,382",,,,,,
N. Adams,5,5,826,219,"1,088",,,,,,
N. Andover,-,1,941,736,"1,736",,,,,,
N. Andover,-,2,955,768,"1,772",,,,,,
N. Andover,-,3,"1,103",807,"1,957",,,,,,
N. Andover,-,4,"1,108",983,"2,136",,,,,,
N. Andover,-,5,532,393,946,,,,,,
N. Andover,-,6,993,"1,174","2,217",,,,,,
N. Andover,-,7,"1,179","1,034","2,256",,,,,,
N. Andover,-,8,966,"1,044","2,042",,,,,,
N. Attleborough,-,1,549,435,"1,027",,,,,,
N. Attleborough,-,2,731,629,"1,392",,,,,,
N. Attleborough,-,3,961,"1,094","2,131",,,,,,
N. Attleborough,-,4,697,495,"1,254",,,,,,
N. Attleborough,-,5,652,610,"1,313",,,,,,
N. Attleborough,-,6,782,806,"1,639",,,,,,
N. Attleborough,-,7,911,839,"1,799",,,,,,
N. Attleborough,-,8,993,985,"2,034",,,,,,
N. Attleborough,-,9,823,820,"1,694",,,,,,
N. Brookfield,-,1,"1,091","1,224","2,398",,,,,,
N. Reading,-,1,"1,046","1,238","2,332",,,,,,
N. Reading,-,2,957,932,"1,925",,,,,,
N. Reading,-,3,974,983,"2,000",,,,,,
N. Reading,-,4,"1,079","1,080","2,203",,,,,,
Northampton,1,A,815,118,983,,,,,,
Northampton,1,B,"1,093",256,"1,391",,,,,,
Northampton,2,A,869,61,957,,,,,,
Northampton,2,B,750,39,824,,,,,,
Northampton,3,A,"1,066",131,"1,243",,,,,,
Northampton,3,B,"1,001",132,"1,201",,,,,,
Northampton,4,A,818,62,912,,,,,,
Northampton,4,B,"1,158",149,"1,340",,,,,,
Northampton,5,A,968,159,"1,154",,,,,,
Northampton,5,B,962,182,"1,182",,,,,,
Northampton,6,A,885,308,"1,231",,,,,,
Northampton,6,B,"1,081",309,"1,427",,,,,,
Northampton,7,A,909,206,"1,153",,,,,,
Northampton,7,B,"1,037",275,"1,343",,,,,,
Northborough,-,1,"1,130",815,"1,999",,,,,,
Northborough,-,2,"1,075",828,"1,978",,,,,,
Northborough,-,3,"1,159",855,"2,056",,,,,,
Northborough,-,4,"1,152",903,"2,116",,,,,,
Northbridge,-,1,997,935,"2,004",,,,,,
Northbridge,-,2,"1,017","1,011","2,090",,,,,,
Northbridge,-,3,660,626,"1,329",,,,,,
Northbridge,-,4,951,"1,176","2,192",,,,,,
Northfield,-,1,"1,228",463,"1,745",,,,,,
Norton,-,1,981,916,"1,951",,,,,,
Norton,-,2,"1,042","1,010","2,103",,,,,,
Norton,-,3,937,757,"1,744",,,,,,
Norton,-,4,"1,009",955,"2,011",,,,,,
Norton,-,5,573,556,"1,154",,,,,,
Norwell,-,1,933,"1,025","2,007",,,,,,
Norwell,-,2,994,"1,141","2,182",,,,,,
Norwell,-,3,"1,020","1,097","2,155",,,,,,
Norwood,-,1,841,713,"1,619",,,,,,
Norwood,-,2,916,606,"1,560",,,,,,
Norwood,-,3,874,631,"1,550",,,,,,
Norwood,-,4,"1,004",873,"1,936",,,,,,
Norwood,-,5,620,338,975,,,,,,
Norwood,-,6,804,589,"1,455",,,,,,
Norwood,-,7,919,687,"1,659",,,,,,
Norwood,-,8,"1,063",662,"1,774",,,,,,
Norwood,-,9,903,934,"1,889",,,,,,
Oak Bluffs,-,1,"1,931",706,"2,688",,,,,,
Oakham,-,1,520,562,"1,130",,,,,,
Orange,-,1,929,694,"1,687",,,,,,
Orange,-,2,974,672,"1,700",,,,,,
Orleans,-,1,"1,330",962,"2,356",,,,,,
Orleans,-,2,"1,347",908,"2,308",,,,,,
Otis,-,1,504,318,859,,,,,,
Oxford,-,1,834,840,"1,723",,,,,,
Oxford,-,2,734,760,"1,547",,,,,,
Oxford,-,3,870,754,"1,681",,,,,,
Oxford,-,4,799,707,"1,560",,,,,,
Palmer,-,1,833,649,"1,540",,,,,,
Palmer,-,2,905,741,"1,697",,,,,,
Palmer,-,3,711,511,"1,269",,,,,,
Palmer,-,4,780,580,"1,430",,,,,,
Paxton,-,1,"1,263","1,194","2,596",,,,,,
Peabody,1,1,880,597,"1,536",,,,,,
Peabody,1,2,968,826,"1,850",,,,,,
Peabody,1,3,853,674,"1,575",,,,,,
Peabody,2,1,602,258,906,,,,,,
Peabody,2,2,612,319,960,,,,,,
Peabody,2,3,671,511,"1,228",,,,,,
Peabody,3,1,640,246,923,,,,,,
Peabody,3,2,792,364,"1,209",,,,,,
Peabody,3,3,783,492,"1,317",,,,,,
Peabody,4,1,813,556,"1,414",,,,,,
Peabody,4,2,797,538,"1,371",,,,,,
Peabody,4,3,979,672,"1,697",,,,,,
Peabody,4,3A,866,600,"1,499",,,,,,
Peabody,5,1,803,622,"1,466",,,,,,
Peabody,5,2,712,573,"1,334",,,,,,
Peabody,5,3,822,703,"1,569",,,,,,
Peabody,6,1,692,762,"1,500",,,,,,
Peabody,6,2,771,727,"1,534",,,,,,
Peabody,6,3,762,760,"1,553",,,,,,
Pelham,-,1,753,125,897,,,,,,
Pembroke,-,1,"1,073","1,048","2,160",,,,,,
Pembroke,-,2,868,888,"1,807",,,,,,
Pembroke,-,3,914,882,"1,855",,,,,,
Pembroke,-,4,974,950,"1,965",,,,,,
Pembroke,-,5,843,892,"1,783",,,,,,
Pepperell,-,1,959,"1,097","2,122",,,,,,
Pepperell,-,2,"1,053","1,021","2,141",,,,,,
Pepperell,-,3,"1,017",998,"2,073",,,,,,
Peru,-,1,305,148,469,,,,,,
Petersham,-,1,466,331,823,,,,,,
Phillipston,-,1,501,427,964,,,,,,
Pittsfield,1,A,"1,001",270,"1,321",,,,,,
Pittsfield,1,B,"1,310",359,"1,719",,,,,,
Pittsfield,2,A,576,117,723,,,,,,
Pittsfield,2,B,"1,125",305,"1,493",,,,,,
Pittsfield,3,A,"1,174",295,"1,511",,,,,,
Pittsfield,3,B,"1,405",377,"1,845",,,,,,
Pittsfield,4,A,"1,370",449,"1,865",,,,,,
Pittsfield,4,B,"1,464",512,"2,030",,,,,,
Pittsfield,5,A,"1,171",269,"1,473",,,,,,
Pittsfield,5,B,"1,005",319,"1,357",,,,,,
Pittsfield,6,A,"1,275",406,"1,738",,,,,,
Pittsfield,6,B,831,232,"1,100",,,,,,
Pittsfield,7,A,793,177,"1,008",,,,,,
Pittsfield,7,B,"1,165",317,"1,554",,,,,,
Plainfield,-,1,294,89,395,,,,,,
Plainville,-,1,967,917,"1,946",,,,,,
Plainville,-,2,"1,147","1,119","2,351",,,,,,
Plymouth,-,1,884,585,"1,523",,,,,,
Plymouth,-,2,"1,136",819,"2,016",,,,,,
Plymouth,-,3,948,607,"1,613",,,,,,
Plymouth,-,4,"1,089",834,"1,977",,,,,,
Plymouth,-,5,"1,544","1,415","3,013",,,,,,
Plymouth,-,6,"1,062",859,"1,982",,,,,,
Plymouth,-,7,"1,028",900,"1,971",,,,,,
Plymouth,-,8,"1,258","1,112","2,410",,,,,,
Plymouth,-,9,869,889,"1,810",,,,,,
Plymouth,-,10,732,646,"1,415",,,,,,
Plymouth,-,11,"1,120","1,048","2,216",,,,,,
Plymouth,-,12,988,"1,009","2,043",,,,,,
Plymouth,-,13,"1,095",983,"2,125",,,,,,
Plymouth,-,14,"1,427","1,433","2,927",,,,,,
Plympton,-,1,787,884,"1,713",,,,,,
Princeton,-,1,"1,138","1,008","2,241",,,,,,
Provincetown,-,1,"2,067",256,"2,379",,,,,,
Quincy,1,1,739,673,"1,461",,,,,,
Quincy,1,2,507,272,817,,,,,,
Quincy,1,3,635,369,"1,050",,,,,,
Quincy,1,4,918,727,"1,700",,,,,,
Quincy,1,5,933,654,"1,651",,,,,,
Quincy,2,1,690,434,"1,170",,,,,,
Quincy,2,2,"1,131",664,"1,885",,,,,,
Quincy,2,3,614,324,978,,,,,,
Quincy,2,4,688,397,"1,139",,,,,,
Quincy,2,5,821,592,"1,462",,,,,,
Quincy,3,1,"1,030",633,"1,720",,,,,,
Quincy,3,2,774,461,"1,287",,,,,,
Quincy,3,3,719,432,"1,204",,,,,,
Quincy,3,4,788,671,"1,514",,,,,,
Quincy,3,5,527,313,878,,,,,,
Quincy,4,1,832,531,"1,393",,,,,,
Quincy,4,2,753,574,"1,370",,,,,,
Quincy,4,3,838,733,"1,615",,,,,,
Quincy,4,4,608,353,"1,000",,,,,,
Quincy,4,5,628,364,"1,028",,,,,,
Quincy,5,1,892,544,"1,516",,,,,,
Quincy,5,2,741,454,"1,257",,,,,,
Quincy,5,3,745,418,"1,193",,,,,,
Quincy,5,4,666,515,"1,219",,,,,,
Quincy,5,5,698,595,"1,349",,,,,,
Quincy,6,1,672,431,"1,149",,,,,,
Quincy,6,2,597,360,995,,,,,,
Quincy,6,3,"1,034",780,"1,884",,,,,,
Quincy,6,4,712,419,"1,178",,,,,,
Quincy,6,5,880,859,"1,803",,,,,,
Randolph,-,1,"1,329",501,"1,886",,,,,,
Randolph,-,2,"1,288",342,"1,665",,,,,,
Randolph,-,3,"1,173",489,"1,710",,,,,,
Randolph,-,4,"1,323",491,"1,831",,,,,,
Randolph,-,5,"1,269",476,"1,783",,,,,,
Randolph,-,6,"1,172",556,"1,784",,,,,,
Randolph,-,7,"1,477",413,"1,930",,,,,,
Randolph,-,8,"1,393",543,"1,993",,,,,,
Raynham,-,1,"1,133","1,135","2,337",,,,,,
Raynham,-,2,"1,122","1,259","2,464",,,,,,
Raynham,-,3,"1,081","1,130","2,275",,,,,,
Reading,-,1,927,832,"1,801",,,,,,
Reading,-,2,939,658,"1,640",,,,,,
Reading,-,3,919,631,"1,591",,,,,,
Reading,-,4,"1,021",754,"1,816",,,,,,
Reading,-,5,921,638,"1,602",,,,,,
Reading,-,6,"1,089",792,"1,921",,,,,,
Reading,-,7,993,712,"1,749",,,,,,
Reading,-,8,885,814,"1,740",,,,,,
Rehoboth,-,1,944,"1,018","2,056",,,,,,
Rehoboth,-,2,"1,107",994,"2,179",,,,,,
Rehoboth,-,3,"1,096",933,"2,065",,,,,,
Revere,1,1,650,364,"1,063",,,,,,
Revere,1,2,574,305,929,,,,,,
Revere,1,3,554,352,949,,,,,,
Revere,2,1,410,167,599,,,,,,
Revere,2,2,377,142,539,,,,,,
Revere,2,3,202,54,274,,,,,,
Revere,2,3A,81,43,130,,,,,,
Revere,3,1,504,337,881,,,,,,
Revere,3,2,525,285,840,,,,,,
Revere,3,3,519,340,896,,,,,,
Revere,4,1,590,419,"1,054",,,,,,
Revere,4,2,568,337,944,,,,,,
Revere,4,3,624,477,"1,143",,,,,,
Revere,5,1,483,382,893,,,,,,
Revere,5,1A,314,155,493,,,,,,
Revere,5,2,316,207,552,,,,,,
Revere,5,2A,271,128,418,,,,,,
Revere,5,3,532,345,918,,,,,,
Revere,6,1,533,495,"1,077",,,,,,
Revere,6,2,501,454,"1,001",,,,,,
Revere,6,3,813,454,"1,329",,,,,,
Richmond,-,1,720,223,975,,,,,,
Rochester,-,1,"1,467","1,555","3,123",,,,,,
Rockland,-,1,760,658,"1,466",,,,,,
Rockland,-,2,873,787,"1,729",,,,,,
Rockland,-,3,584,486,"1,113",,,,,,
Rockland,-,4,645,588,"1,266",,,,,,
Rockland,-,5,720,766,"1,530",,,,,,
Rockland,-,6,736,750,"1,547",,,,,,
Rockport,-,1,808,359,"1,207",,,,,,
Rockport,-,2,"1,093",484,"1,618",,,,,,
Rockport,-,3,"1,187",626,"1,860",,,,,,
Rowe,-,1,140,104,264,,,,,,
Rowley,-,1,"1,681","1,690","3,449",,,,,,
Royalston,-,1,248,160,424,,,,,,
Royalston,-,2,151,99,271,,,,,,
Russell,-,1,409,370,816,,,,,,
Rutland,-,1,"1,024","1,053","2,122",,,,,,
Rutland,-,2,"1,003","1,028","2,084",,,,,,
Salem,1,1,"1,201",523,"1,782",,,,,,
Salem,1,2,642,75,734,,,,,,
Salem,2,1,"1,113",399,"1,573",,,,,,
Salem,2,2,964,281,"1,295",,,,,,
Salem,3,1,"1,113",361,"1,524",,,,,,
Salem,3,2,"1,056",566,"1,676",,,,,,
Salem,4,1,868,445,"1,348",,,,,,
Salem,4,2,810,594,"1,439",,,,,,
Salem,5,1,881,316,"1,233",,,,,,
Salem,5,2,804,259,"1,098",,,,,,
Salem,6,1,858,412,"1,322",,,,,,
Salem,6,2,845,432,"1,323",,,,,,
Salem,7,1,869,334,"1,245",,,,,,
Salem,7,2,"1,056",604,"1,724",,,,,,
Salisbury,-,1,"1,136",937,"2,133",,,,,,
Salisbury,-,2,"1,134",886,"2,089",,,,,,
Sandisfield,-,1,274,144,448,,,,,,
Sandwich,-,1,"1,006",779,"1,867",,,,,,
Sandwich,-,2,"1,026",892,"2,009",,,,,,
Sandwich,-,3,932,913,"1,912",,,,,,
Sandwich,-,4,885,916,"1,849",,,,,,
Sandwich,-,5,822,874,"1,754",,,,,,
Sandwich,-,6,721,759,"1,518",,,,,,
Sandwich,-,7,734,809,"1,599",,,,,,
Saugus,-,1,682,584,"1,317",,,,,,
Saugus,-,2,646,534,"1,222",,,,,,
Saugus,-,3,640,615,"1,297",,,,,,
Saugus,-,4,776,746,"1,561",,,,,,
Saugus,-,5,743,752,"1,535",,,,,,
Saugus,-,6,637,564,"1,239",,,,,,
Saugus,-,7,627,735,"1,402",,,,,,
Saugus,-,8,728,586,"1,360",,,,,,
Saugus,-,9,673,644,"1,358",,,,,,
Saugus,-,10,617,554,"1,213",,,,,,
Savoy,-,1,274,111,404,,,,,,
Scituate,-,1,"1,045",910,"1,992",,,,,,
Scituate,-,2,974,986,"2,004",,,,,,
Scituate,-,3,982,761,"1,782",,,,,,
Scituate,-,4,980,915,"1,946",,,,,,
Scituate,-,5,953,785,"1,780",,,,,,
Scituate,-,6,916,764,"1,730",,,,,,
Seekonk,-,1,"1,027",800,"1,883",,,,,,
Seekonk,-,2,"1,045",839,"1,977",,,,,,
Seekonk,-,3,"1,034",734,"1,841",,,,,,
Seekonk,-,4,961,688,"1,717",,,,,,
Sharon,-,1,"1,337",622,"2,029",,,,,,
Sharon,-,2,"1,255",668,"1,984",,,,,,
Sharon,-,3,"1,369",610,"2,068",,,,,,
Sharon,-,4,"1,321",615,"2,021",,,,,,
Sharon,-,5,"1,340",664,"2,072",,,,,,
Sheffield,-,1,"1,378",452,"1,905",,,,,,
Shelburne,-,1,916,246,"1,212",,,,,,
Sherborn,-,1,"1,609","1,029","2,705",,,,,,
Shirley,-,1,"1,609","1,421","3,144",,,,,,
Shrewsbury,-,1,"1,085",898,"2,038",,,,,,
Shrewsbury,-,2,"1,077",678,"1,832",,,,,,
Shrewsbury,-,3,908,535,"1,508",,,,,,
Shrewsbury,-,4,"1,149",844,"2,057",,,,,,
Shrewsbury,-,5,"1,119",734,"1,900",,,,,,
Shrewsbury,-,6,"1,139",709,"1,910",,,,,,
Shrewsbury,-,7,"1,159","1,052","2,268",,,,,,
