City/Town,Ward,Pct,Kerry/ Edwards,Bush/ Cheney,Total Votes Cast,,,,,
Medway,-,1,923,882,"1,833",,,,,
Medway,-,2,847,685,"1,556",,,,,
Medway,-,3,927,706,"1,659",,,,,
Medway,-,4,916,814,"1,758",,,,,
Melrose,1,1,738,407,"1,166",,,,,
Melrose,1,2,701,327,"1,039",,,,,
Melrose,2,1,719,467,"1,199",,,,,
Melrose,2,2,685,452,"1,150",,,,,
Melrose,3,1,715,397,"1,131",,,,,
Melrose,3,2,682,369,"1,081",,,,,
Melrose,4,1,629,373,"1,023",,,,,
Melrose,4,2,560,574,"1,151",,,,,
Melrose,5,1,688,379,"1,085",,,,,
Melrose,5,2,654,337,"1,007",,,,,
Melrose,6,1,616,325,958,,,,,
Melrose,6,2,672,425,"1,112",,,,,
Melrose,7,1,589,369,972,,,,,
Melrose,7,2,738,439,"1,194",,,,,
Mendon,-,1,"1,423","1,576","3,050",,,,,
Merrimac,-,1,"1,796","1,568","3,413",,,,,
Methuen,-,1,809,802,"1,634",,,,,
Methuen,-,2,609,230,854,,,,,
Methuen,-,3,908,730,"1,660",,,,,
Methuen,-,4,845,765,"1,645",,,,,
Methuen,-,5,810,601,"1,435",,,,,
Methuen,-,6,828,694,"1,536",,,,,
Methuen,-,7,964,746,"1,732",,,,,
Methuen,-,8,833,"1,002","1,854",,,,,
Methuen,-,9,901,976,"1,904",,,,,
Methuen,-,10,823,713,"1,559",,,,,
Methuen,-,11,854,954,"1,830",,,,,
Methuen,-,12,853,862,"1,737",,,,,
Middleborough,-,1,"1,117","1,208","2,355",,,,,
Middleborough,-,2,718,622,"1,369",,,,,
Middleborough,-,3,769,901,"1,709",,,,,
Middleborough,-,4,637,603,"1,265",,,,,
Middleborough,-,5,858,986,"1,867",,,,,
Middleborough,-,6,686,805,"1,527",,,,,
Middlefield,-,1,179,118,302,,,,,
Middleton,-,1,"1,039","1,159","2,224",,,,,
Middleton,-,2,796,777,"1,603",,,,,
Milford,-,1,779,548,"1,345",,,,,
Milford,-,2,"1,015",663,"1,697",,,,,
Milford,-,3,901,616,"1,535",,,,,
Milford,-,4,999,532,"1,561",,,,,
Milford,-,5,"1,117",888,"2,028",,,,,
Milford,-,6,"1,127",675,"1,826",,,,,
Milford,-,7,"1,077",854,"1,970",,,,,
Millbury,-,1,818,591,"1,437",,,,,
Millbury,-,2,960,880,"1,862",,,,,
Millbury,-,3,750,663,"1,448",,,,,
Millbury,-,4,894,605,"1,515",,,,,
Millis,-,1,750,573,"1,348",,,,,
Millis,-,2,803,648,"1,487",,,,,
Millis,-,3,854,703,"1,605",,,,,
Millville,-,1,719,688,"1,424",,,,,
Milton,-,1,878,228,"1,119",,,,,
Milton,-,2,"1,021",346,"1,394",,,,,
Milton,-,3,890,457,"1,365",,,,,
Milton,-,4,872,426,"1,312",,,,,
Milton,-,5,575,396,991,,,,,
Milton,-,6,766,684,"1,480",,,,,
Milton,-,7,777,578,"1,393",,,,,
Milton,-,8,842,639,"1,511",,,,,
Milton,-,9,755,678,"1,449",,,,,
Milton,-,10,856,632,"1,506",,,,,
Milton,-,11,"1,006",401,"1,421",,,,,
Monroe,-,1,40,21,62,,,,,
Monson,-,A,683,548,"1,249",,,,,
Monson,-,B,812,635,"1,477",,,,,
Monson,-,C,744,591,"1,356",,,,,
Montague,-,1,683,215,928,,,,,
Montague,-,2,430,175,666,,,,,
Montague,-,3,503,237,750,,,,,
Montague,-,4,506,209,736,,,,,
Montague,-,5,352,98,466,,,,,
Montague,-,6,439,203,652,,,,,
Monterey,-,1,414,120,546,,,,,
Montgomery,-,1,213,249,471,,,,,
Mount Washington,-,1,76,25,108,,,,,
Nahant,-,1,"1,395",819,"2,259",,,,,
Nantucket,-,1,"3,608","2,040","5,748",,,,,
Natick,-,1,917,453,"1,416",,,,,
Natick,-,2,"1,088",602,"1,723",,,,,
Natick,-,3,"1,111",637,"1,783",,,,,
Natick,-,4,912,466,"1,423",,,,,
Natick,-,5,"1,030",616,"1,705",,,,,
Natick,-,6,"1,134",674,"1,856",,,,,
Natick,-,7,"1,192",630,"1,884",,,,,
Natick,-,8,"1,060",536,"1,639",,,,,
Natick,-,9,"1,121",596,"1,778",,,,,
Natick,-,10,"1,283",790,"2,116",,,,,
Needham,-,A,982,516,"1,520",,,,,
Needham,-,B,945,596,"1,567",,,,,
Needham,-,C,986,570,"1,588",,,,,
Needham,-,D,"1,039",582,"1,654",,,,,
Needham,-,E,"1,081",656,"1,778",,,,,
Needham,-,F,"1,222",553,"1,804",,,,,
Needham,-,G,"1,143",575,"1,742",,,,,
Needham,-,H,"1,145",679,"1,851",,,,,
Needham,-,I,"1,206",580,"1,817",,,,,
Needham,-,J,"1,026",539,"1,584",,,,,
New Ashford,-,1,92,53,148,,,,,
New Bedford,1,A,793,302,"1,117",,,,,
New Bedford,1,B,892,336,"1,247",,,,,
New Bedford,1,C,636,212,867,,,,,
New Bedford,1,D,763,292,"1,065",,,,,
New Bedford,1,E,809,270,"1,083",,,,,
New Bedford,1,F,654,353,"1,030",,,,,
New Bedford,1,G,741,278,"1,030",,,,,
New Bedford,2,A,259,76,343,,,,,
New Bedford,2,B,494,69,566,,,,,
New Bedford,2,C,529,118,662,,,,,
New Bedford,2,D,591,178,777,,,,,
New Bedford,2,E,643,227,887,,,,,
New Bedford,2,F,585,108,707,,,,,
New Bedford,2,G,698,191,899,,,,,
New Bedford,3,A,317,87,411,,,,,
New Bedford,3,B,466,143,620,,,,,
New Bedford,3,C,457,103,566,,,,,
New Bedford,3,D,483,129,625,,,,,
New Bedford,3,E,684,236,944,,,,,
New Bedford,3,F,739,202,950,,,,,
New Bedford,3,G,553,193,761,,,,,
New Bedford,4,A,525,81,616,,,,,
New Bedford,4,B,626,88,730,,,,,
New Bedford,4,C,703,127,848,,,,,
New Bedford,4,D,504,133,657,,,,,
New Bedford,4,E,532,155,728,,,,,
New Bedford,4,F,611,162,792,,,,,
New Bedford,4,G,665,136,807,,,,,
New Bedford,5,A,502,101,613,,,,,
New Bedford,5,B,644,190,850,,,,,
New Bedford,5,C,586,149,741,,,,,
New Bedford,5,D,720,221,957,,,,,
New Bedford,5,E,846,288,"1,150",,,,,
New Bedford,5,F,748,213,980,,,,,
New Bedford,5,G,877,302,"1,202",,,,,
New Bedford,6,A,767,228,"1,021",,,,,
New Bedford,6,B,715,211,934,,,,,
New Bedford,6,C,357,85,448,,,,,
New Bedford,6,D,367,75,446,,,,,
New Bedford,6,E,448,74,529,,,,,
New Bedford,6,F,452,81,535,,,,,
New Bedford,6,G,570,125,703,,,,,
New Braintree,-,1,263,243,513,,,,,
New Marlborough,-,1,541,258,828,,,,,
New Salem,-,1,359,221,590,,,,,
Newbury,-,1,"1,163",909,"2,111",,,,,
Newbury,-,2,996,953,"1,981",,,,,
Newburyport,1,P,260,179,446,,,,,
Newburyport,1,1,890,372,"1,289",,,,,
Newburyport,2,1,"1,233",463,"1,770",,,,,
Newburyport,3,1,"1,089",559,"1,700",,,,,
Newburyport,4,1,"1,036",577,"1,641",,,,,
Newburyport,5,1,923,727,"1,683",,,,,
Newburyport,6,1,"1,059",804,"1,901",,,,,
Newton,1,1,851,384,"1,259",,,,,
Newton,1,2,"1,053",290,"1,373",,,,,
Newton,1,3,918,241,"1,177",,,,,
Newton,1,4,691,376,"1,089",,,,,
Newton,2,1,"1,278",483,"1,780",,,,,
Newton,2,2,"1,067",286,"1,375",,,,,
Newton,2,3,"1,706",354,"2,090",,,,,
Newton,3,1,975,389,"1,386",,,,,
Newton,3,2,"1,119",283,"1,417",,,,,
Newton,3,3,845,414,"1,279",,,,,
Newton,3,4,946,379,"1,343",,,,,
Newton,4,1,954,364,"1,337",,,,,
Newton,4,2,"1,056",251,"1,327",,,,,
Newton,4,3,843,251,"1,111",,,,,
Newton,4,4,913,396,"1,323",,,,,
Newton,5,1,839,313,"1,176",,,,,
Newton,5,2,"1,325",335,"1,688",,,,,
Newton,5,3,"1,224",300,"1,536",,,,,
Newton,5,4,"1,248",259,"1,523",,,,,
Newton,6,1,"1,363",289,"1,677",,,,,
Newton,6,2,"1,192",245,"1,460",,,,,
Newton,6,3,"1,280",216,"1,514",,,,,
Newton,6,4,"1,281",348,"1,650",,,,,
Newton,7,1,827,350,"1,200",,,,,
Newton,7,2,"1,177",323,"1,535",,,,,
Newton,7,3,463,154,629,,,,,
Newton,7,4,647,250,911,,,,,
Newton,8,1,"1,123",482,"1,619",,,,,
Newton,8,2,834,347,"1,196",,,,,
Newton,8,3,"1,162",409,"1,597",,,,,
Newton,8,4,861,264,"1,141",,,,,
Norfolk,-,1,713,851,"1,609",,,,,
Norfolk,-,2,714,778,"1,528",,,,,
Norfolk,-,3,642,747,"1,439",,,,,
Norfolk,-,4,213,250,479,,,,,
N. Adams,1,1,864,266,"1,148",,,,,
N. Adams,2,2,998,314,"1,338",,,,,
N. Adams,3,3,743,208,980,,,,,
N. Adams,4,4,991,400,"1,424",,,,,
N. Adams,5,5,856,254,"1,130",,,,,
N. Andover,-,1,869,729,"1,624",,,,,
N. Andover,-,2,918,734,"1,689",,,,,
N. Andover,-,3,993,778,"1,798",,,,,
N. Andover,-,4,977,972,"1,970",,,,,
N. Andover,-,5,498,442,953,,,,,
N. Andover,-,6,785,"1,148","1,961",,,,,
N. Andover,-,7,881,"1,014","1,923",,,,,
N. Andover,-,8,839,"1,074","1,937",,,,,
N. Attleborough,-,1,561,436,"1,012",,,,,
N. Attleborough,-,2,760,614,"1,395",,,,,
N. Attleborough,-,3,891,964,"1,900",,,,,
N. Attleborough,-,4,628,454,"1,102",,,,,
N. Attleborough,-,5,672,604,"1,312",,,,,
N. Attleborough,-,6,743,788,"1,557",,,,,
N. Attleborough,-,7,827,900,"1,770",,,,,
N. Attleborough,-,8,958,924,"1,921",,,,,
N. Attleborough,-,9,775,812,"1,628",,,,,
N. Brookfield,-,1,"1,011","1,187","2,240",,,,,
N. Reading,-,1,"1,064","1,123","2,220",,,,,
N. Reading,-,2,933,865,"1,826",,,,,
N. Reading,-,3,886,901,"1,823",,,,,
N. Reading,-,4,"1,023",994,"2,043",,,,,
Northampton,1,A,738,117,894,,,,,
Northampton,1,B,"1,072",295,"1,405",,,,,
Northampton,2,A,787,73,882,,,,,
Northampton,2,B,708,72,806,,,,,
Northampton,3,A,"1,012",166,"1,230",,,,,
Northampton,3,B,942,126,"1,139",,,,,
Northampton,4,A,706,74,820,,,,,
Northampton,4,B,949,218,"1,195",,,,,
Northampton,5,A,863,195,"1,085",,,,,
Northampton,5,B,893,187,"1,116",,,,,
Northampton,6,A,798,332,"1,151",,,,,
Northampton,6,B,973,337,"1,331",,,,,
Northampton,7,A,813,261,"1,101",,,,,
Northampton,7,B,979,340,"1,340",,,,,
Northborough,-,1,"1,103",811,"1,957",,,,,
Northborough,-,2,"1,044",818,"1,893",,,,,
Northborough,-,3,"1,024",832,"1,892",,,,,
Northborough,-,4,"1,063",891,"2,005",,,,,
Northbridge,-,1,978,910,"1,913",,,,,
Northbridge,-,2,930,867,"1,823",,,,,
Northbridge,-,3,608,696,"1,324",,,,,
Northbridge,-,4,821,989,"1,833",,,,,
Northfield,-,1,"1,127",581,"1,741",,,,,
Norton,-,1,949,895,"1,866",,,,,
Norton,-,2,956,941,"1,926",,,,,
Norton,-,3,898,666,"1,581",,,,,
Norton,-,4,865,784,"1,674",,,,,
Norton,-,5,573,487,"1,084",,,,,
Norwell,-,1,944,902,"1,872",,,,,
Norwell,-,2,942,"1,107","2,070",,,,,
Norwell,-,3,972,"1,051","2,046",,,,,
Norwood,-,1,929,658,"1,626",,,,,
Norwood,-,2,942,575,"1,548",,,,,
Norwood,-,3,923,619,"1,583",,,,,
Norwood,-,4,"1,030",819,"1,891",,,,,
Norwood,-,5,643,326,989,,,,,
Norwood,-,6,792,555,"1,370",,,,,
Norwood,-,7,968,634,"1,633",,,,,
Norwood,-,8,991,559,"1,583",,,,,
Norwood,-,9,944,823,"1,793",,,,,
Oak Bluffs,-,1,"1,770",698,"2,507",,,,,
Oakham,-,1,494,500,"1,015",,,,,
Orange,-,1,773,733,"1,533",,,,,
Orange,-,2,809,801,"1,647",,,,,
Orleans,-,1,"1,184","1,081","2,380",,,,,
Orleans,-,2,"1,236",980,"2,323",,,,,
Otis,-,1,422,320,753,,,,,
Oxford,-,1,866,727,"1,610",,,,,
Oxford,-,2,797,683,"1,500",,,,,
Oxford,-,3,868,711,"1,597",,,,,
Oxford,-,4,769,696,"1,491",,,,,
Palmer,-,1,922,598,"1,553",,,,,
Palmer,-,2,923,728,"1,687",,,,,
Palmer,-,3,823,543,"1,388",,,,,
Palmer,-,4,870,561,"1,453",,,,,
Paxton,-,1,"1,271","1,166","2,492",,,,,
Peabody,1,1,885,567,"1,478",,,,,
Peabody,1,2,"1,042",713,"1,779",,,,,
Peabody,1,3,919,640,"1,583",,,,,
Peabody,2,1,589,206,814,,,,,
Peabody,2,2,665,292,976,,,,,
Peabody,2,3,771,469,"1,260",,,,,
Peabody,3,1,676,225,916,,,,,
Peabody,3,2,823,360,"1,192",,,,,
Peabody,3,3,840,412,"1,269",,,,,
Peabody,4,1,829,546,"1,398",,,,,
Peabody,4,2,863,488,"1,377",,,,,
Peabody,4,3,"1,462",979,"2,498",,,,,
Peabody,5,1,836,541,"1,400",,,,,
Peabody,5,2,774,541,"1,330",,,,,
Peabody,5,3,810,603,"1,439",,,,,
Peabody,6,1,762,660,"1,437",,,,,
Peabody,6,2,902,603,"1,527",,,,,
Peabody,6,3,801,686,"1,506",,,,,
Pelham,-,1,695,151,864,,,,,
Pembroke,-,1,999,900,"1,914",,,,,
Pembroke,-,2,872,779,"1,684",,,,,
Pembroke,-,3,949,861,"1,832",,,,,
Pembroke,-,4,943,891,"1,850",,,,,
Pembroke,-,5,879,806,"1,705",,,,,
Pepperell,-,1,937,"1,037","1,993",,,,,
Pepperell,-,2,"1,003",917,"1,966",,,,,
Pepperell,-,3,947,977,"1,958",,,,,
Peru,-,1,252,148,406,,,,,
Petersham,-,1,439,336,793,,,,,
Phillipston,-,1,396,427,833,,,,,
Pittsfield,1,A,945,314,"1,279",,,,,
Pittsfield,1,B,"1,249",409,"1,675",,,,,
Pittsfield,2,A,538,129,686,,,,,
Pittsfield,2,B,"1,093",305,"1,418",,,,,
Pittsfield,3,A,"1,207",337,"1,574",,,,,
Pittsfield,3,B,"1,441",434,"1,896",,,,,
Pittsfield,4,A,"1,332",528,"1,902",,,,,
Pittsfield,4,B,"1,364",556,"1,947",,,,,
Pittsfield,5,A,"1,148",357,"1,531",,,,,
Pittsfield,5,B,"1,016",357,"1,392",,,,,
Pittsfield,6,A,"1,221",408,"1,646",,,,,
Pittsfield,6,B,785,262,"1,062",,,,,
Pittsfield,7,A,747,225,986,,,,,
Pittsfield,7,B,"1,183",370,"1,573",,,,,
Plainfield,-,1,256,105,374,,,,,
Plainville,-,1,939,822,"1,791",,,,,
Plainville,-,2,"1,078","1,076","2,191",,,,,
Plymouth,-,1,873,549,"1,440",,,,,
Plymouth,-,2,"1,062",731,"1,820",,,,,
Plymouth,-,3,906,588,"1,515",,,,,
Plymouth,-,4,"1,019",865,"1,913",,,,,
Plymouth,-,5,"1,138","1,061","2,227",,,,,
Plymouth,-,6,"1,030",801,"1,850",,,,,
Plymouth,-,7,"1,024",834,"1,877",,,,,
Plymouth,-,8,"1,032","1,022","2,078",,,,,
Plymouth,-,9,827,825,"1,671",,,,,
Plymouth,-,10,760,617,"1,392",,,,,
Plymouth,-,11,"1,176","1,037","2,241",,,,,
Plymouth,-,12,"1,014",887,"1,930",,,,,
Plymouth,-,13,"1,145",882,"2,048",,,,,
Plymouth,-,14,"1,192","1,193","2,408",,,,,
Plympton,-,1,801,823,"1,648",,,,,
Princeton,-,1,"1,106","1,012","2,164",,,,,
Provincetown,-,1,"2,151",284,"2,477",,,,,
Quincy,1,1,848,585,"1,455",,,,,
Quincy,1,2,561,251,820,,,,,
Quincy,1,3,572,265,848,,,,,
Quincy,1,4,"1,023",572,"1,627",,,,,
Quincy,1,5,999,536,"1,565",,,,,
Quincy,2,1,716,387,"1,117",,,,,
Quincy,2,2,"1,174",539,"1,738",,,,,
Quincy,2,3,687,316,"1,015",,,,,
Quincy,2,4,726,370,"1,115",,,,,
Quincy,2,5,896,472,"1,383",,,,,
Quincy,3,1,933,450,"1,407",,,,,
Quincy,3,2,840,447,"1,306",,,,,
Quincy,3,3,674,370,"1,067",,,,,
Quincy,3,4,884,588,"1,495",,,,,
Quincy,3,5,643,284,951,,,,,
Quincy,4,1,783,458,"1,258",,,,,
Quincy,4,2,787,495,"1,297",,,,,
Quincy,4,3,798,569,"1,385",,,,,
Quincy,4,4,637,311,965,,,,,
Quincy,4,5,731,342,"1,095",,,,,
Quincy,5,1,922,493,"1,449",,,,,
Quincy,5,2,831,424,"1,282",,,,,
Quincy,5,3,709,380,"1,111",,,,,
Quincy,5,4,741,515,"1,278",,,,,
Quincy,5,5,848,498,"1,375",,,,,
Quincy,6,1,720,382,"1,119",,,,,
Quincy,6,2,664,300,978,,,,,
Quincy,6,3,960,662,"1,667",,,,,
Quincy,6,4,803,375,"1,193",,,,,
Quincy,6,5,"1,063",737,"1,821",,,,,
Randolph,-,1,"1,191",504,"1,703",,,,,
Randolph,-,2,"1,176",370,"1,563",,,,,
Randolph,-,3,"1,099",489,"1,611",,,,,
Randolph,-,4,"1,257",446,"1,720",,,,,
Randolph,-,5,"1,099",456,"1,567",,,,,
Randolph,-,6,"1,134",534,"1,692",,,,,
Randolph,-,7,"1,357",434,"1,808",,,,,
Randolph,-,8,"1,280",525,"1,825",,,,,
Raynham,-,1,"1,149","1,005","2,167",,,,,
Raynham,-,2,"1,077","1,083","2,184",,,,,
Raynham,-,3,997,998,"2,013",,,,,
Reading,-,1,915,728,"1,684",,,,,
Reading,-,2,862,609,"1,504",,,,,
Reading,-,3,886,590,"1,518",,,,,
Reading,-,4,"1,004",720,"1,796",,,,,
Reading,-,5,881,584,"1,497",,,,,
Reading,-,6,960,654,"1,667",,,,,
Reading,-,7,967,616,"1,627",,,,,
Reading,-,8,857,739,"1,618",,,,,
Rehoboth,-,1,934,881,"1,862",,,,,
Rehoboth,-,2,989,971,"2,009",,,,,
Rehoboth,-,3,963,810,"1,808",,,,,
Revere,1,1,720,294,"1,032",,,,,
Revere,1,2,641,266,922,,,,,
Revere,1,3,659,310,992,,,,,
Revere,2,1,446,175,631,,,,,
Revere,2,2,401,134,546,,,,,
Revere,2,3,188,43,235,,,,,
Revere,2,3A,85,41,128,,,,,
Revere,3,1,560,281,864,,,,,
Revere,3,2,561,262,836,,,,,
Revere,3,3,591,300,906,,,,,
Revere,4,1,687,362,"1,071",,,,,
Revere,4,2,585,359,956,,,,,
Revere,4,3,714,420,"1,158",,,,,
Revere,5,1,539,326,884,,,,,
Revere,5,1A,388,143,536,,,,,
Revere,5,2,323,162,491,,,,,
Revere,5,2A,277,104,393,,,,,
Revere,5,3,650,292,957,,,,,
Revere,6,1,647,435,"1,095",,,,,
Revere,6,2,629,331,978,,,,,
Revere,6,3,692,315,"1,018",,,,,
Richmond,-,1,751,226,"1,000",,,,,
Rochester,-,1,"1,392","1,374","2,815",,,,,
Rockland,-,1,797,609,"1,427",,,,,
Rockland,-,2,897,718,"1,647",,,,,
Rockland,-,3,625,478,"1,115",,,,,
Rockland,-,4,672,542,"1,234",,,,,
Rockland,-,5,859,656,"1,531",,,,,
Rockland,-,6,735,650,"1,407",,,,,
Rockport,-,1,788,395,"1,199",,,,,
Rockport,-,2,"1,014",522,"1,566",,,,,
Rockport,-,3,"1,134",720,"1,892",,,,,
Rowe,-,1,136,112,253,,,,,
Rowley,-,1,"1,455","1,645","3,151",,,,,
Royalston,-,1,208,164,386,,,,,
Royalston,-,2,130,108,242,,,,,
Russell,-,1,389,383,792,,,,,
Rutland,-,1,865,881,"1,770",,,,,
Rutland,-,2,910,970,"1,908",,,,,
Salem,1,1,"1,132",494,"1,656",,,,,
Salem,1,2,451,84,545,,,,,
Salem,2,1,"1,034",410,"1,467",,,,,
Salem,2,2,948,298,"1,269",,,,,
Salem,3,1,981,384,"1,392",,,,,
Salem,3,2,975,480,"1,481",,,,,
Salem,4,1,888,440,"1,345",,,,,
Salem,4,2,815,542,"1,372",,,,,
Salem,5,1,873,356,"1,252",,,,,
Salem,5,2,778,294,"1,088",,,,,
Salem,6,1,788,426,"1,235",,,,,
Salem,6,2,844,403,"1,264",,,,,
Salem,7,1,703,338,"1,061",,,,,
Salem,7,2,"1,076",614,"1,713",,,,,
Salisbury,-,1,"1,068",863,"1,956",,,,,
Salisbury,-,2,"1,134",858,"2,013",,,,,
Sandisfield,-,1,268,133,418,,,,,
Sandwich,-,1,"1,018",854,"1,918",,,,,
Sandwich,-,2,970,950,"1,967",,,,,
Sandwich,-,3,822,949,"1,800",,,,,
Sandwich,-,4,848,877,"1,746",,,,,
Sandwich,-,5,779,851,"1,657",,,,,
Sandwich,-,6,756,720,"1,491",,,,,
Sandwich,-,7,670,781,"1,469",,,,,
Saugus,-,1,797,552,"1,373",,,,,
Saugus,-,2,719,494,"1,222",,,,,
Saugus,-,3,822,463,"1,298",,,,,
Saugus,-,4,831,701,"1,550",,,,,
Saugus,-,5,826,629,"1,477",,,,,
Saugus,-,6,706,536,"1,258",,,,,
Saugus,-,7,740,618,"1,380",,,,,
Saugus,-,8,790,491,"1,299",,,,,
Saugus,-,9,726,625,"1,365",,,,,
Saugus,-,10,779,459,"1,249",,,,,
Savoy,-,1,225,112,342,,,,,
Scituate,-,1,982,872,"1,886",,,,,
Scituate,-,2,935,991,"1,957",,,,,
Scituate,-,3,905,811,"1,750",,,,,
Scituate,-,4,971,888,"1,887",,,,,
Scituate,-,5,943,758,"1,726",,,,,
Scituate,-,6,937,755,"1,731",,,,,
Seekonk,-,1,"1,001",766,"1,800",,,,,
Seekonk,-,2,989,842,"1,877",,,,,
Seekonk,-,3,"1,040",707,"1,768",,,,,
Seekonk,-,4,926,746,"1,695",,,,,
Sharon,-,1,"1,347",558,"1,976",,,,,
Sharon,-,2,"1,356",578,"1,975",,,,,
Sharon,-,3,"1,419",530,"2,010",,,,,
Sharon,-,4,"1,291",531,"1,865",,,,,
Sharon,-,5,"1,347",591,"1,982",,,,,
Sheffield,-,1,"1,211",573,"1,828",,,,,
Shelburne,-,1,809,300,"1,159",,,,,
Sherborn,-,1,"1,498","1,108","2,664",,,,,
Shirley,-,1,"1,533","1,325","2,919",,,,,
Shrewsbury,-,1,"1,058",855,"1,966",,,,,
Shrewsbury,-,2,"1,017",726,"1,804",,,,,
Shrewsbury,-,3,880,504,"1,435",,,,,
Shrewsbury,-,4,"1,049",747,"1,845",,,,,
Shrewsbury,-,5,"1,000",777,"1,843",,,,,
Shrewsbury,-,6,"1,053",713,"1,807",,,,,
Shrewsbury,-,7,"1,002","1,055","2,116",,,,,
Shrewsbury,-,8,"1,100","1,004","2,182",,,,,
Shrewsbury,-,9,830,732,"1,585",,,,,
Shutesbury,-,1,987,146,"1,172",,,,,
Somerset,-,1,"1,372",687,"2,090",,,,,
Somerset,-,2,"1,446",738,"2,222",,,,,
Somerset,-,3,"1,396",645,"2,082",,,,,
Somerset,-,4,"1,327",545,"1,904",,,,,
Somerset,-,5,"1,228",600,"1,869",,,,,
Somerville,1,1,705,172,893,,,,,
Somerville,1,2,863,224,"1,112",,,,,
Somerville,1,3,709,209,938,,,,,
Somerville,2,1,"1,088",155,"1,275",,,,,
Somerville,2,2,"1,325",206,"1,578",,,,,
Somerville,2,3,"1,346",246,"1,658",,,,,
Somerville,3,1,"1,193",247,"1,486",,,,,
Somerville,3,2,"1,150",287,"1,494",,,,,
Somerville,3,3,"1,344",278,"1,684",,,,,
Somerville,4,1,725,238,979,,,,,
Somerville,4,2,816,210,"1,066",,,,,
Somerville,4,3,"1,004",256,"1,292",,,,,
Somerville,5,1,"1,313",265,"1,622",,,,,
Somerville,5,2,"1,129",280,"1,459",,,,,
Somerville,5,3,"1,512",279,"1,831",,,,,
Somerville,6,1,"1,655",262,"1,974",,,,,
Somerville,6,2,"1,520",282,"1,877",,,,,
Somerville,6,3,901,203,"1,139",,,,,
Somerville,7,1,"1,514",329,"1,897",,,,,
Somerville,7,2,"1,250",248,"1,549",,,,,
Somerville,7,3,"1,238",356,"1,627",,,,,
S. Hadley,-,A,"1,017",517,"1,553",,,,,
S. Hadley,-,B,"1,175",762,"1,963",,,,,
S. Hadley,-,C,"1,152",745,"1,925",,,,,
S. Hadley,-,D,751,367,"1,142",,,,,
S. Hadley,-,E,"1,243",775,"2,051",,,,,
Southampton,-,1,"1,677","1,462","3,182",,,,,
Southborough,-,1,"1,115",834,"1,989",,,,,
Southborough,-,2,867,832,"1,731",,,,,
Southborough,-,3,937,780,"1,743",,,,,
Southbridge,-,1,739,457,"1,211",,,,,
Southbridge,-,2,675,408,"1,099",,,,,
Southbridge,-,3,825,560,"1,405",,,,,
Southbridge,-,4,"1,126",747,"1,896",,,,,
Southbridge,-,5,618,342,966,,,,,
Southwick,-,1,713,937,"1,688",,,,,
Southwick,-,2,599,531,"1,166",,,,,
Southwick,-,3,771,847,"1,655",,,,,
Spencer,-,1,763,597,"1,392",,,,,
Spencer,-,2,602,554,"1,166",,,,,
Spencer,-,3,690,708,"1,420",,,,,
Spencer,-,4,712,647,"1,381",,,,,
Springfield,1,A,470,143,627,,,,,
Springfield,1,B,433,108,554,,,,,
Springfield,1,C,392,137,546,,,,,
Springfield,1,D,593,187,791,,,,,
Springfield,1,E,352,91,447,,,,,
Springfield,1,F,426,112,553,,,,,
Springfield,1,G,442,119,579,,,,,
Springfield,1,H,334,88,428,,,,,
Springfield,2,A,544,148,698,,,,,
Springfield,2,B,697,286,"1,012",,,,,
Springfield,2,C,546,192,750,,,,,
Springfield,2,D,639,261,907,,,,,
Springfield,2,E,730,302,"1,047",,,,,
Springfield,2,F,564,220,796,,,,,
Springfield,2,G,672,318,"1,010",,,,,
Springfield,2,H,594,246,846,,,,,
Springfield,3,A,350,108,469,,,,,
Springfield,3,B,317,81,405,,,,,
Springfield,3,C,273,106,387,,,,,
Springfield,3,D,301,57,364,,,,,
Springfield,3,E,345,91,439,,,,,
Springfield,3,F,321,149,483,,,,,
Springfield,3,G,331,89,430,,,,,
Springfield,3,H,363,134,507,,,,,
Springfield,4,A,580,95,682,,,,,
Springfield,4,B,616,66,690,,,,,
Springfield,4,C,475,46,524,,,,,
Springfield,4,D,427,53,482,,,,,
Springfield,4,E,439,64,508,,,,,
Springfield,4,F,287,50,344,,,,,
Springfield,4,G,620,61,696,,,,,
Springfield,4,H,527,66,597,,,,,
Springfield,5,A,542,80,628,,,,,
Springfield,5,B,585,191,786,,,,,
Springfield,5,C,557,367,942,,,,,
Springfield,5,D,520,227,761,,,,,
Springfield,5,E,678,222,909,,,,,
Springfield,5,F,757,271,"1,043",,,,,
Springfield,5,G,651,416,"1,081",,,,,
Springfield,5,H,702,391,"1,107",,,,,
Springfield,6,A,426,168,601,,,,,
Springfield,6,B,702,304,"1,025",,,,,
Springfield,6,C,616,273,918,,,,,
Springfield,6,D,676,403,"1,099",,,,,
Springfield,6,E,428,163,604,,,,,
Springfield,6,F,494,218,722,,,,,
Springfield,6,G,571,271,858,,,,,
Springfield,6,H,618,341,984,,,,,
Springfield,7,A,626,368,"1,021",,,,,
Springfield,7,B,836,460,"1,321",,,,,
Springfield,7,C,743,442,"1,204",,,,,
Springfield,7,D,663,382,"1,058",,,,,
Springfield,7,E,549,192,750,,,,,
Springfield,7,F,651,396,"1,083",,,,,
Springfield,7,G,719,434,"1,176",,,,,
Springfield,7,H,390,202,601,,,,,
Springfield,8,A,480,220,707,,,,,
Springfield,8,B,499,188,700,,,,,
